Date,TATAMOTORS-EQ O,TATAMOTORS-EQ H,TATAMOTORS-EQ L,TATAMOTORS-EQ C,TATAMOTORS-EQ V
07/02/2001,106.4,108.9,104.05,104.8,6343300
06/02/2001,97.9,104.5,97.9,102.55,4191574
05/02/2001,90.45,97.55,90.05,96.8,4063871
02/02/2001,90.25,91.7,89.8,90.3,1129967
01/02/2001,93.2,93.2,89.5,90.55,1740978
31/01/2001,95.8,97.5,92.75,93.95,2669081
30/01/2001,95.8,98,94.7,95.35,1909389
29/01/2001,93,95.75,89.65,95,1496523
25/01/2001,96,96,93.1,93.75,1016263
24/01/2001,95.95,96.65,93.15,95.35,1257794
23/01/2001,95.55,97,94.35,94.8,1199781
22/01/2001,92,96.5,91.2,95.55,2415257
19/01/2001,91.4,92.9,90.2,91.3,1541584
18/01/2001,87.4,91.2,86.6,90.9,1761166
17/01/2001,90.5,91.35,85.55,87.1,1947483
16/01/2001,89.9,92.2,88.8,90.1,2258851
15/01/2001,91.05,91.05,88.5,89.35,997588
12/01/2001,94.25,94.95,90.5,91.9,2144291
11/01/2001,93.65,95.1,92.5,93.75,2086895
10/01/2001,99.1,100,91.15,93.65,4031442
09/01/2001,101.8,103.9,98.5,99.05,2621640
08/01/2001,103,104.9,99.05,101.25,2432482
05/01/2001,106,107.25,102.55,103.55,5899345
04/01/2001,101.95,107.8,98,105.25,7870042
03/01/2001,94,103.5,94,101.65,6916231
02/01/2001,89,94,88.95,93.75,2006406
01/01/2001,88.45,90.65,87.05,89.05,1113230
29/12/2000,87,88.45,86.5,88.1,1114362
28/12/2000,85.5,87.55,85.35,86.85,637428
27/12/2000,83.5,85.8,83,84.8,551277
26/12/2000,87,88.75,83,83.5,1352158
22/12/2000,92.95,93.75,86.1,87,1566017
21/12/2000,91,95,88.8,92.6,1874299
20/12/2000,93.5,93.9,91.6,92.8,1071055
19/12/2000,94.8,96.3,93.1,93.4,2112487
18/12/2000,88,94.5,88,93.8,1553515
15/12/2000,96.5,96.95,90.1,91.3,1931570
14/12/2000,98.85,102.4,96.5,97.15,3053749
13/12/2000,98,99.2,97,98.3,983328
12/12/2000,108,108,108,108,1
11/12/2000,100.8,101.8,99.25,100,2302890
08/12/2000,97.7,102.25,97.7,99.65,5390574
07/12/2000,90.6,97.5,90.6,97.1,5539905
06/12/2000,93.5,93.5,93.5,93.5,47500
05/12/2000,90.5,92.8,89.9,90.5,1562491
04/12/2000,87.9,91.5,87.25,88.7,1808765
01/12/2000,87.5,88.8,85.7,86.3,1031984
30/11/2000,87.75,90.4,86,87.9,1316167
29/11/2000,90,90,87,88.5,10000
28/11/2000,89.1,94,89.1,92.05,1791455
27/11/2000,89,90.5,87.1,89.55,1457132
24/11/2000,84,88.65,84,87.7,2273609
23/11/2000,80.3,85.2,79.25,83.6,981111
22/11/2000,85.3,85.3,80.5,81.05,530515
21/11/2000,82,86.4,81.1,83.35,1266467
20/11/2000,77,84.8,76.35,82.85,2265697
17/11/2000,78.1,79.05,76.8,77.45,537501
16/11/2000,78.8,81.5,78.05,78.55,624289
15/11/2000,0,0,0,80,20000
14/11/2000,75.45,79,75.4,77.5,756941
13/11/2000,78.25,78.25,73.05,75.1,548329
10/11/2000,83,85.5,78.6,79.15,1433680
09/11/2000,85.05,85.05,80.45,83,438063
08/11/2000,88.95,89.9,85.6,86.05,559431
07/11/2000,96,96,96,96,1
06/11/2000,86.75,91.65,83.5,88.85,2294935
03/11/2000,77.95,87.8,76,86.5,2222169
02/11/2000,74.7,78.5,74.5,77.35,869490
01/11/2000,71.95,74.8,69.6,73.85,631621
31/10/2000,70.05,70.75,69.8,70.15,244583
30/10/2000,72,72.3,70.5,70.7,118263
27/10/2000,72.95,72.95,71.5,71.9,144139
26/10/2000,72.5,73,71,72.6,130115
25/10/2000,70.4,72.3,69.15,71.7,540530
24/10/2000,69.95,70,68.15,68.55,352524
23/10/2000,72.1,72.1,67.25,69.1,560683
20/10/2000,74.95,75.9,71.5,73.05,667681
19/10/2000,75.85,76.5,70,73.95,424917
18/10/2000,75.6,75.8,74.25,75.35,195523
17/10/2000,75.6,76.75,74.3,74.85,327826
16/10/2000,77.45,79.9,76,76.6,227007
13/10/2000,77.05,80.5,75.25,77.5,457614
12/10/2000,77.25,79.5,77.05,77.9,178572
11/10/2000,79,79.95,77.1,77.85,237013
10/10/2000,79.55,81.3,78.05,79.15,382765
09/10/2000,81.2,81.4,79.75,79.95,162028
06/10/2000,82.9,82.9,79.75,80.75,322792
05/10/2000,91.05,91.05,91.05,91.05,1
04/10/2000,88.3,88.3,88.3,88.3,1
03/10/2000,81.05,83,79.15,81.75,518054
29/09/2000,87.9,87.9,87.9,87.9,1
28/09/2000,86,86,81,81.35,269608
27/09/2000,83.45,85,81.9,83.85,258039
26/09/2000,86.4,87,82,82.5,572745
25/09/2000,87,88.5,86,86.5,194715
22/09/2000,88.7,89,85.15,85.95,376569
21/09/2000,91.15,92.05,88,89.25,219510
20/09/2000,92.95,92.95,90.05,91.3,181420
19/09/2000,90.6,92.25,88.4,89.55,545842
18/09/2000,90.55,94.15,90.25,92.05,412697
15/09/2000,94.4,94.4,91,91.35,394418
14/09/2000,96,96.7,93.5,94.35,214476
13/09/2000,96.25,97,95.2,95.45,258381
12/09/2000,96,98,95,95.5,866596
11/09/2000,101,101.5,95.4,96.85,622124
08/09/2000,103,103.5,99.1,99.9,468999
07/09/2000,102,105.45,101.5,102.3,821108
06/09/2000,100.5,104.45,100.35,102,905695
05/09/2000,99,102.1,97.5,101.05,914261
04/09/2000,101.2,102.5,97.05,98,513329
31/08/2000,98.5,102.25,97.5,100.1,880479
30/08/2000,101,102.35,98.75,99.5,530951
29/08/2000,105,106,98,102.1,1327972
28/08/2000,95.9,106.4,95.75,104.75,3042314
25/08/2000,94.5,97.85,93.25,95.6,709187
24/08/2000,95.15,96.75,93,94.2,392910
23/08/2000,95,99,93,95.8,1408869
22/08/2000,91.2,93,90.25,92.35,588193
21/08/2000,90.4,92.3,89.25,90.95,482794
18/08/2000,88.95,91.45,88.5,89.6,515161
17/08/2000,89.95,93.4,88.5,90.45,839259
16/08/2000,88.8,90.9,88.1,89.55,543565
14/08/2000,91.2,91.2,85.8,87.1,831777
11/08/2000,92.25,93.35,90.5,90.85,321760
10/08/2000,93.8,94.95,92.5,92.65,248107
09/08/2000,92.9,95.1,92.9,93.95,513867
08/08/2000,92,93.5,91.55,92.25,821817
07/08/2000,93.5,94.35,90.6,91.65,585012
04/08/2000,94.65,96,93,93.45,622685
03/08/2000,99,101,93.55,95.1,1417870
02/08/2000,95.1,100,94.75,98.35,926340
01/08/2000,93.65,96.8,92.55,94.85,1089540
31/07/2000,102.6,104.3,91.55,92.55,1750824
28/07/2000,105.25,106.95,103.2,104.05,540623
27/07/2000,103,107,102.1,106.2,415469
26/07/2000,100,105.95,99.4,103.65,1372618
25/07/2000,104.95,110.6,101,108,835404
24/07/2000,113,113,113,113,100000
21/07/2000,123.1,123.75,116.7,117.2,662475
20/07/2000,125.95,125.95,120.9,121.8,296792
19/07/2000,126,126.65,124.1,124.45,282632
18/07/2000,126,127.5,124.15,124.45,594735
17/07/2000,126.25,127.5,123.5,126.7,332001
14/07/2000,132,132.3,126.6,127.2,559638
13/07/2000,133,135.5,131,131.75,672716
12/07/2000,135.9,138.7,131.65,132.4,1190291
11/07/2000,131.05,136.7,129.7,132.9,845231
10/07/2000,128.05,134.85,128.05,131.15,854257
07/07/2000,130.8,131,128.1,129.05,486952
06/07/2000,129,132.5,125.15,129.8,1120599
05/07/2000,128.7,128.9,123.5,126.3,589214
04/07/2000,126,126.8,122.5,123.3,571728
03/07/2000,124.9,128.25,123.65,125.7,455836
30/06/2000,126.5,126.5,126.5,126.5,58000
29/06/2000,127.1,129.95,124.05,126.35,776143
28/06/2000,127.8,129.35,126.5,126.9,393472
27/06/2000,126,132.7,125.5,126.7,1027891
26/06/2000,128.1,128.1,125,126.1,291304
23/06/2000,129.1,134,128.15,129.15,736112
22/06/2000,130.7,131.65,129.2,130.2,296481
21/06/2000,136.5,136.5,130.1,130.6,297366
20/06/2000,136,136.9,134.2,135.1,313175
19/06/2000,132.5,137.5,131.6,134.45,636346
16/06/2000,130.05,133.5,129,132.3,828622
15/06/2000,133.5,134.9,130.5,131.4,388279
14/06/2000,138.45,139.4,133.2,133.65,661456
13/06/2000,136,139.75,134.15,138.05,1048426
12/06/2000,136,142.5,133.2,137.25,1804975
09/06/2000,128,139.2,127.6,134.5,2791317
08/06/2000,122,130,121.8,128.85,1907835
07/06/2000,120.4,124.7,120,121.6,792137
06/06/2000,120,121,119,119.25,758714
05/06/2000,121.9,123,118.9,119.15,1142609
02/06/2000,123.1,125.9,115.55,118.85,1535065
01/06/2000,124,125,121,122.35,313592
31/05/2000,128.5,129,123.15,124.3,1001574
30/05/2000,120.1,123.85,116.55,122.8,912163
29/05/2000,118.8,128.25,118.8,122.9,1474009
26/05/2000,122.95,123,115.5,118.75,1072987
25/05/2000,130,130.75,120.65,121.6,1204187
24/05/2000,129,132.9,127.1,129.75,419382
23/05/2000,131,131.95,127,128.9,236406
22/05/2000,129.1,132.9,129.1,130.2,176179
19/05/2000,129.6,133.15,129.55,130.8,256378
18/05/2000,133,138.5,129.85,130.75,624712
17/05/2000,135,138,132.5,133.95,460806
16/05/2000,131,136.9,129.1,133,437273
15/05/2000,127,132.35,125,130.3,306204
12/05/2000,139,143,127.1,129.1,698609
11/05/2000,143,143,136.6,138.05,342190
10/05/2000,145.9,146.3,140.55,143.8,315753
09/05/2000,143,147.5,138.1,144.85,727928
08/05/2000,144.7,152.5,139.25,144.5,1609904
05/05/2000,133,144.2,130.55,141.2,1247067
04/05/2000,129,134.95,127.5,130.9,540965
03/05/2000,125,128.5,123,127.35,346349
02/05/2000,127,128.5,121.5,126.35,729748
28/04/2000,129.65,130.55,125.75,127.7,541772
27/04/2000,134,135,127.55,129.2,677783
26/04/2000,128,135.5,124,133.95,1919932
25/04/2000,124.05,128.4,120.05,127.45,978110
24/04/2000,124,130,122.5,125.7,797119
20/04/2000,123.05,126,118,122.7,1020669
19/04/2000,124.95,127.8,116,124.55,1121766
18/04/2000,134.9,137,121.3,121.65,1333939
17/04/2000,127.1,136,119,131.8,1342054
13/04/2000,128,134.95,124.5,129,877606
12/04/2000,140,140,134,135.25,465795
11/04/2000,137,141,132.2,137.95,548760
10/04/2000,139,144.85,135.1,139.65,1220619
07/04/2000,130.8,139,129,138.8,969387
06/04/2000,133.1,136,122.9,128.7,610757
05/04/2000,126.5,136,125.25,133.55,517712
04/04/2000,141,141,131.3,131.3,641572
03/04/2000,138,145.9,135,142.7,1677659
31/03/2000,124.3,136.9,121.5,136.3,1010408
30/03/2000,133.55,133.65,124.15,126.75,894430
29/03/2000,135.25,139.9,133,134.9,896538
28/03/2000,134.25,137,130.15,133.5,567466
27/03/2000,135,137.8,133.15,135.35,295252
24/03/2000,135,135,133.6,133.6,30002
23/03/2000,147,147.5,135.5,136.2,428079
22/03/2000,153,153.5,142.5,146.55,735518
21/03/2000,143,153,135.25,149.55,1018963
16/03/2000,136,146.05,134,145.4,1108152
15/03/2000,135,139.3,130,135.2,773900
14/03/2000,122.8,130,119.8,130,842598
13/03/2000,131.9,133.4,119.55,120.35,673380
10/03/2000,130,140,127.25,129.4,674480
09/03/2000,131,131,131,131,5000
08/03/2000,134,134.1,125,127.5,597334
07/03/2000,130,139.6,130,132.1,1087675
06/03/2000,145.8,145.8,136.25,136.25,15000
03/03/2000,137,141.9,135.1,135.1,1222358
02/03/2000,163,163.75,145.75,146.8,1313217
01/03/2000,167,172,154,157.6,1464975
29/02/2000,180.05,183.4,166.6,166.6,835041
28/02/2000,184,184,174.1,181.05,651357
25/02/2000,174.45,183.9,166.55,182.9,892722
24/02/2000,170.9,174.9,165.95,170.25,469287
23/02/2000,192.75,192.75,185,185,80000
22/02/2000,173.9,179.9,170.3,179.9,635878
21/02/2000,150.75,150.75,150.5,150.5,80000
18/02/2000,166,167,153.05,154.2,526451
17/02/2000,165,172,163.6,166.35,352975
16/02/2000,171.8,171.8,164.15,164.85,316694
15/02/2000,158.05,169,156,165.8,984192
14/02/2000,170,170,156.2,157.8,700837
11/02/2000,183.9,184.8,167.05,169.75,787181
10/02/2000,184.9,184.9,180,181.1,276973
09/02/2000,186,192,182,183.65,851000
08/02/2000,179,184.9,176.5,180.6,671633
07/02/2000,178.1,182.5,175.35,177.8,472973
04/02/2000,179,179.95,172.8,178.95,805045
03/02/2000,180,181.75,176.75,177.35,390462
02/02/2000,184,186.9,178.35,180.1,896220
01/02/2000,179.9,184.9,172.1,175.3,1206216
31/01/2000,171.15,188.7,170.05,179.7,2850688
28/01/2000,171,182,168.35,175.2,2671887
27/01/2000,190,193,180.9,180.9,1728526
25/01/2000,200.35,204.9,196.6,196.6,706121
24/01/2000,230,235.9,213.65,213.65,1125168
21/01/2000,230.1,233.8,225.5,232.2,696339
20/01/2000,250,250,233.6,235.7,557949
19/01/2000,251,257.9,242.6,250.5,1221042
18/01/2000,251,252.5,245.05,248,792347
17/01/2000,250,250,250,250,40000
14/01/2000,234.95,243,233,239.05,1024725
13/01/2000,243,245,231.6,235.45,565754
12/01/2000,240,246,229,240.25,938579
11/01/2000,260,260,238.15,238.15,1207916
10/01/2000,259,259.1,248,258.85,1720542
07/01/2000,224,239.9,223.1,239.9,2199431
06/01/2000,215,229.9,215,222.1,1968998
05/01/2000,194,217.8,194,213.25,1120951
04/01/2000,217,219,206,208.2,679215
03/01/2000,207.4,217.25,207.4,216.75,676126
30/12/1999,207,209,200.1,201.6,187149
29/12/1999,209,209.75,205.1,206.6,276262
28/12/1999,207,208.4,202.05,203.15,836130
27/12/1999,214,215,203.05,205.15,478172
24/12/1999,218,222,211.8,213.05,750718
23/12/1999,224,226.85,216.8,219.15,1005944
22/12/1999,211.9,217.95,206,217.85,1371360
21/12/1999,208,210,200.75,201.8,702698
20/12/1999,208.5,211.95,203.9,205.1,536109
17/12/1999,214.25,214.25,214.25,214.25,40000
16/12/1999,219.75,221,212.15,214,379245
15/12/1999,212,223,208.05,217.75,550413
14/12/1999,215.1,216.9,207.05,209.2,1006048
13/12/1999,223,224,214,216.1,486791
10/12/1999,224.5,229.95,220.6,221.65,1279999
09/12/1999,226.75,227.4,218.65,220.55,676548
08/12/1999,233,235.8,223.1,225.45,1103416
07/12/1999,230.1,233.8,227.3,228.65,800336
06/12/1999,229.9,231.7,225,228.85,548050
03/12/1999,233.9,235,224.6,226.35,932560
02/12/1999,225,236.5,224,230.95,1183165
01/12/1999,222,227.5,220,223,823769
30/11/1999,225.55,227.9,217,218.5,1282300
29/11/1999,233,233,224.8,227.3,703869
26/11/1999,237.5,239.5,231.5,232.6,649788
25/11/1999,242.6,245.4,235.25,237.5,1767028
24/11/1999,227.25,240.65,224.7,239.9,2127649
22/11/1999,225.5,226,221.3,222.8,617828
19/11/1999,226.9,231,225,225.75,732155
18/11/1999,225.25,227,218.55,225.7,621650
17/11/1999,229,234.5,225.1,225.5,1296342
16/11/1999,226,230.5,219.5,225.15,1199727
15/11/1999,230,230,230,230,7008
12/11/1999,230,231.9,225.1,229.85,640552
11/11/1999,236,239.4,229.55,232.1,836400
10/11/1999,235,239.45,232,236.1,629710
09/11/1999,231,236,223,233.35,1113464
07/11/1999,235.4,235.4,230.1,231.5,280136
05/11/1999,222,236.95,222,233.65,2024179
04/11/1999,219.05,228,216,223.75,1040536
03/11/1999,222.5,222.5,221.75,221.75,75000
02/11/1999,216.6,229.9,204.3,226.55,2412651
01/11/1999,230,230,230,230,4000
29/10/1999,258,260,239.25,241.35,1852011
28/10/1999,265.05,269,256,258.9,1361528
27/10/1999,290.9,292,264.1,267.25,2884920
26/10/1999,293.15,297.5,281.15,284.05,1322604
25/10/1999,286.25,301,285.15,295,3022412
23/10/1999,282.6,286.85,281.25,284.35,262015
22/10/1999,280,286,265,281.05,1449139
21/10/1999,285,295,280.25,282.6,1741981
20/10/1999,278,286.7,278,282.95,1001476
18/10/1999,276,276,276,276,5000
15/10/1999,292,293,271,274.15,818348
14/10/1999,283.9,302.3,283.9,291.05,1945950
13/10/1999,272,287.4,272,279.9,1108885
12/10/1999,280,280,280,280,13900
11/10/1999,276.45,286.95,273.6,278.9,2452680
08/10/1999,269.9,278.5,266,275.4,1580057
07/10/1999,257,270,257,266.15,1408460
06/10/1999,257,267,253.1,255.4,2158315
05/10/1999,260,265.8,257,263,1461578
04/10/1999,259,259,259,259,40733
01/10/1999,271.75,274,264.05,266.45,1266225
30/09/1999,273,279,270.2,272.65,1640769
29/09/1999,269.9,279.95,267.55,271,1158008
28/09/1999,265,273.4,258,268.15,1918452
27/09/1999,271,271,271,271,50000
24/09/1999,268.25,289,267.1,279.95,2970090
23/09/1999,274.25,275.95,265.05,268,1784656
22/09/1999,275.95,282.7,270.5,274.5,1828737
21/09/1999,278.2,280.45,270,271.4,1985572
20/09/1999,288.5,288.5,288.5,288.5,1072
17/09/1999,285.55,294,281.25,291.8,2165677
16/09/1999,302.1,303.8,285.25,287.3,3131887
15/09/1999,308,310.9,301.5,303.4,1747502
14/09/1999,307.5,312.5,301.1,303.85,2741445
10/09/1999,304.95,310.8,302.1,306.2,3537121
09/09/1999,307.75,308,298.8,301.25,1373925
08/09/1999,307,311.8,300.15,306.2,2086374
07/09/1999,304.95,314.25,301.05,304.1,3038680
06/09/1999,299,299,299,299,50000
03/09/1999,303,306.7,295.55,296.8,2622056
02/09/1999,297,309,296.2,301.8,4299495
01/09/1999,319.5,319.5,297.4,302.25,3068504
31/08/1999,315,319.45,308.5,310.8,2249240
30/08/1999,309,309,309,309,40835
27/08/1999,315,316.75,306.2,313.6,2322513
26/08/1999,305,317.9,301.35,308.95,3102060
25/08/1999,317.5,319.9,284.7,300.4,2841312
24/08/1999,306.1,315,300.1,309.45,3310150
23/08/1999,286,304.8,286,304.8,4156992
20/08/1999,274.9,286.85,257.1,282.2,2889499
19/08/1999,292.95,292.95,274.1,275.1,2733296
18/08/1999,279.9,299.25,279,297.2,5184621
17/08/1999,264.35,279.95,258.35,277.05,4268999
16/08/1999,253,266.7,251.2,263.85,2879174
13/08/1999,259,261,248,249.2,1410496
12/08/1999,264.05,268,258,259.1,1226941
11/08/1999,254,272.95,253.05,265.4,3748342
10/08/1999,278.25,278.25,261.25,264.35,4104818
09/08/1999,262,280.15,260,279.2,5661787
06/08/1999,256.7,264.75,250.15,259.4,3587909
05/08/1999,250.5,256.45,240.1,252.7,3648404
04/08/1999,240.9,250.6,236.4,249.85,3802097
03/08/1999,232.4,235.9,227.6,232,2181660
02/08/1999,243,243,229.6,230.9,1428321
30/07/1999,240.25,247.9,236.6,243.8,2741199
29/07/1999,253.9,253.9,239.15,241.7,2059442
28/07/1999,257,261.5,248.65,251.35,2194442
27/07/1999,259,265.75,256.3,259.05,1935619
26/07/1999,265.35,265.35,257.1,260.3,1675145
23/07/1999,274.9,277.25,267,268.45,1872946
22/07/1999,272.5,279.5,271.05,273.35,2051970
21/07/1999,260,279.9,250.1,272.85,3035521
20/07/1999,276.3,281.95,260.3,263.95,3006804
19/07/1999,0,0,0,284.1,50000
16/07/1999,281.3,288.9,271.2,283.75,3318940
15/07/1999,280.1,292.8,273.45,279.6,6075789
14/07/1999,0,0,0,280,100000
13/07/1999,302.5,302.55,291,301.1,5233638
12/07/1999,255.4,280,255.4,280,92600
09/07/1999,246.7,259.35,246.7,259.35,5466114
08/07/1999,224.15,240.1,224.15,240.1,7295742
07/07/1999,220.45,227.5,216.9,222.3,5216159
06/07/1999,220.5,222.2,213.55,216.8,4806776
05/07/1999,208,221.4,208,219,6320508
02/07/1999,202.45,207.5,200.5,206.1,3755572
01/07/1999,206.55,207.5,198.7,200.8,5582260
30/06/1999,213.7,213.7,205.05,205.9,3387706
29/06/1999,212.8,215.9,209.1,212.7,1549696
28/06/1999,211.7,214.5,208.2,211.15,2204888
25/06/1999,211,217.9,208.5,209.7,4675643
24/06/1999,204.05,211,200.1,209.15,3664512
23/06/1999,219.5,221.7,205,206.1,4530590
22/06/1999,212.95,223.5,209.2,219.85,6017963
21/06/1999,200.35,210.7,200,208.2,4083715
18/06/1999,194.85,202.95,194.5,198.95,5345507
17/06/1999,192.15,197,189.2,194.3,4425188
16/06/1999,182,191.4,174,189.3,4865323
15/06/1999,179.7,188.9,177.55,180.2,3713758
14/06/1999,174,180,171.15,178.55,1248114
11/06/1999,193,193,181.25,182.55,1917755
10/06/1999,201.45,203.9,190.2,191.7,1806050
09/06/1999,206.7,209.65,197.05,198.85,2938038
08/06/1999,193.25,205.75,192.65,204.5,2274831
07/06/1999,200.7,200.9,194.4,195.55,1705673
04/06/1999,192.6,203.7,192.6,200,3865257
03/06/1999,185.95,189,182.1,189,1887961
02/06/1999,178.95,184.75,176.65,183.7,1251719
01/06/1999,182,185.85,176.15,176.55,2020232
31/05/1999,175,183.75,174,183.75,2602044
28/05/1999,166.4,172.25,158,170.1,1967423
27/05/1999,176,181.9,168,168,1340132
26/05/1999,185.5,188,173.8,175.15,1251378
25/05/1999,175.8,189,174.35,183.5,1738675
24/05/1999,177,177,171.55,176,914293
21/05/1999,191.1,191.1,176.1,179,1207711
20/05/1999,194,202.9,189,189,1742980
19/05/1999,184.95,198.5,184.95,193.15,2649506
18/05/1999,190,199.9,188.1,192.4,2108006
17/05/1999,190.55,205,181.5,191.95,3151700
14/05/1999,186,196.85,180.8,196.85,3878370
13/05/1999,178.45,182.25,171.6,182.25,3014277
12/05/1999,169,177,160.55,168.75,3411242
11/05/1999,162.5,170.85,161.6,164,1371641
10/05/1999,161,166.45,157.1,162,1589511
07/05/1999,159,163.9,156,162.1,1921670
06/05/1999,142,151.75,140.5,151.75,1575612
05/05/1999,141,149.7,140.1,140.5,1219220
04/05/1999,135,145.8,134.85,145.8,791397
03/05/1999,144,144.9,135,135,524153
30/04/1999,142.5,145,141,143.05,644673
29/04/1999,132.75,139.6,132.25,139.6,699357
28/04/1999,128.75,132.95,126.1,132,427260
26/04/1999,129.1,137,128.75,128.75,674135
23/04/1999,138.8,142,138.1,139.9,400072
22/04/1999,144.3,146.25,138,139.85,575326
21/04/1999,145.5,147.5,143.25,144.2,644720
20/04/1999,146.15,149.9,142.05,144.05,597946
19/04/1999,141,151.35,140.1,147.05,640567
17/04/1999,155,159.6,140.65,141.5,1351989
16/04/1999,142,152.85,142,152.85,853574
15/04/1999,137.75,141.85,136,141.5,601132
13/04/1999,139.5,142.9,139,140.6,666736
12/04/1999,139.65,144,136.1,143.5,698540
09/04/1999,150,151,141,141.2,769260
08/04/1999,155.5,157.4,148.1,150,731888
07/04/1999,149.25,158.9,149.05,154.5,2039626
06/04/1999,147.05,151,143.5,148,816177
05/04/1999,160.55,161,153.25,153.25,697164
01/04/1999,170.1,170.9,165.75,166.55,715899
31/03/1999,0,0,0,170,56100
30/03/1999,165.1,165.1,160,160,40
26/03/1999,173.7,173.9,165,166,1216500
25/03/1999,180,180,180,180,10
24/03/1999,174,180.5,174,180.5,39
23/03/1999,167,180.9,165,180.9,1845250
22/03/1999,168.55,173.5,166.5,167.5,939400
20/03/1999,172,172.9,169.05,171.2,162950
19/03/1999,175,176,171,171.6,931450
18/03/1999,180,180,180,180,10
17/03/1999,182.8,182.8,170,175,89
16/03/1999,185,185,185,185,20
15/03/1999,180,185,180,185,14
12/03/1999,180.1,190,180.1,185,34
11/03/1999,195,195,195,195,39
10/03/1999,193,193,193,193,5
09/03/1999,180.05,180.05,180,180,10
08/03/1999,176.05,176.05,176.05,176.05,49
05/03/1999,185,185,185,185,154
04/03/1999,186,193,181.6,184.5,3079200
03/03/1999,185,190,185,190,11
01/03/1999,181.1,181.9,174.15,176.3,2218900
27/02/1999,195,195,186,186,15
26/02/1999,190,190,185,185,28
25/02/1999,190,193.9,181.2,186.5,1746300
24/02/1999,194.5,194.9,191.1,192.25,857350
23/02/1999,190,190,190,190,21
22/02/1999,202,202,202,202,16
19/02/1999,205.8,208.9,202,202.4,2616400
18/02/1999,206.85,207,206.85,207,82
17/02/1999,207,207,200,200,55
16/02/1999,199,206,198.5,206,3255050
15/02/1999,210.55,214,199.3,199.55,3897100
12/02/1999,208,211,205.1,208,2839600
11/02/1999,208,208,208,208,1
10/02/1999,185,199.8,182,199.1,5524650
09/02/1999,183,185,177.3,185,2647600
08/02/1999,190,190,185,185,43
05/02/1999,193.65,194.8,187.1,188.4,2714800
04/02/1999,200,200,200,200,10
03/02/1999,200,203,191.65,197.25,3395500
02/02/1999,194,194,194,194,25
01/02/1999,208,222,205,205,40
29/01/1999,197,211,197,211,46
28/01/1999,215,215,213,213,20
27/01/1999,211,211,211,211,47
25/01/1999,211,211,211,211,37
22/01/1999,229.5,233,220.3,222,5905850
21/01/1999,227,227,225,225,14
19/01/1999,211,211,211,211,34
18/01/1999,219.9,229,219.9,229,5
15/01/1999,220,220.1,215,215,59
14/01/1999,207,220,207,220,60
13/01/1999,220,220,210,210,42
12/01/1999,221,223.5,210,223.5,48
11/01/1999,215,223.4,215,222,46
08/01/1999,203.9,206.25,200.05,206.25,33
07/01/1999,185,190.95,185,190.95,121
06/01/1999,180.75,184.3,176.75,183.8,7676700
05/01/1999,166,174,166,174,50
04/01/1999,167.1,170.45,164.7,165.3,3496450
01/01/1999,164.9,167.8,162.05,166.15,3609500
31/12/1998,164,164,158.1,160,34
30/12/1998,175,178,164.1,164.1,49
29/12/1998,173,173,170,170.25,26
28/12/1998,177.7,179,174,174,66
24/12/1998,164.9,164.9,160,160,47
23/12/1998,158.1,164.9,158.1,164.9,43
22/12/1998,155,155,155,155,32
21/12/1998,150,151,150,151,15
18/12/1998,140,141,140,141,24
17/12/1998,140,140,135,135,20
16/12/1998,146.9,147,146.9,147,25
15/12/1998,138.5,139.35,136.55,138.3,3435650
14/12/1998,145,145,142,142,8
11/12/1998,142,145,142,145,46
10/12/1998,137,137,130,137,43
09/12/1998,128,128,128,128,2
08/12/1998,129.6,133.2,127,132.9,4032600
07/12/1998,125,130.5,125,130.5,56
04/12/1998,121.5,127.9,121.5,121.5,47
03/12/1998,119.7,120.85,118.2,119.7,1723250
02/12/1998,125,125,125,125,5
01/12/1998,122,122,121.5,121.5,32
30/11/1998,120,120,120,120,6
28/11/1998,118,120,117,120,23
27/11/1998,129.9,129.9,116,119.9,99
26/11/1998,130.9,130.9,122.1,130,66
24/11/1998,140,140,135,135,38
23/11/1998,136.5,136.5,131.4,131.5,2228850
21/11/1998,138.9,139,136.75,137.25,710300
20/11/1998,153,153,153,153,1
19/11/1998,150,153.65,144,144,46
18/11/1998,148,148,148,148,10
17/11/1998,148.5,148.5,142,148.3,25
16/11/1998,141,141,141,141,5
13/11/1998,149,149,149,149,26
12/11/1998,130,140,130,140,25
11/11/1998,135.9,139.95,134.25,136.85,4158450
10/11/1998,134,135.5,131.1,134.2,2977500
09/11/1998,133.5,135,130,135,60
06/11/1998,124.95,125,124.9,125,41
05/11/1998,117,121.2,117,121.2,50
03/11/1998,105,112.5,105,112.5,9
02/11/1998,113,117,113,113,5
31/10/1998,112.1,115,111,113.35,1094200
30/10/1998,117.8,118,117.8,118,10
29/10/1998,107.5,113.5,107.5,113.5,20
28/10/1998,110,110,110,110,4
27/10/1998,117,117,117,117,5
26/10/1998,106,109.6,106,109.6,60
23/10/1998,102,102,102,102,5
22/10/1998,96,100.4,96,100.4,41
20/10/1998,99.25,99.25,92,93.05,166
19/10/1998,103,103,103,103,30
16/10/1998,105,105,105,105,25
15/10/1998,119,119,113,114.05,72
14/10/1998,120,120,120,120,10
13/10/1998,121.05,124.9,120,121.85,905900
12/10/1998,135,135,128,128,88
09/10/1998,138,138,130,130,21
08/10/1998,135.5,136,127,127.85,912350
07/10/1998,133,136.5,131.55,134.5,860500
