Date,OBEROIRLTY-EQ O,OBEROIRLTY-EQ H,OBEROIRLTY-EQ L,OBEROIRLTY-EQ C,OBEROIRLTY-EQ V
08/08/2012,233,235.2,232.3,232.9,19643
07/08/2012,234.15,235,233.1,234.95,81492
06/08/2012,236,236.4,233.75,234.95,102730
03/08/2012,235,237.65,233,233.75,138687
02/08/2012,231,235,230.5,234.9,29013
01/08/2012,233,233,230.15,231.1,11124
31/07/2012,234,235,230.05,231.25,11611
30/07/2012,235.9,236.95,229.9,234.3,574995
27/07/2012,232.9,237.05,232.35,233.95,64362
26/07/2012,235.8,235.95,225.95,230.65,153760
25/07/2012,238.3,239.35,231.05,235.5,487109
24/07/2012,237.85,238.9,233.35,238.1,125819
23/07/2012,232,237.9,230.35,236.7,50304
20/07/2012,237.85,238.7,233.8,235.15,41701
19/07/2012,236.2,239.7,235.35,237.65,59428
18/07/2012,237.6,237.6,233.25,235.35,12740
17/07/2012,235,238.95,235,236.05,25695
16/07/2012,235.2,238.85,232.1,236.9,16337
13/07/2012,233.9,242,232.1,236.25,61246
12/07/2012,235.6,236,225.55,231.55,180249
11/07/2012,238,240,235.05,235.6,29400
10/07/2012,237.85,242.45,235.05,237.4,58828
09/07/2012,240.1,241.5,237.15,237.7,14455
06/07/2012,244.5,244.5,239.85,240.45,29541
05/07/2012,243.95,245,241.2,243.8,174536
04/07/2012,243.9,245.45,240.6,242.6,94411
03/07/2012,244.75,248.8,239,242,40387
02/07/2012,244.8,244.8,240.25,241.8,32483
29/06/2012,242.75,245.35,241.9,243.4,67007
28/06/2012,243.5,246,240.8,241.6,23286
27/06/2012,242.95,243.85,240.75,242,9977
26/06/2012,238.6,243,238.6,241.65,7474
25/06/2012,241,245,237.5,238.4,15477
22/06/2012,237.15,243,237.15,240.05,19312
21/06/2012,242,242,238.15,240.8,14555
20/06/2012,232.4,246,232.4,241.2,17555
19/06/2012,243.4,250,239.3,240.95,24896
18/06/2012,248,250,242,247.8,42029
15/06/2012,246.8,250,240.95,244.3,63750
14/06/2012,247.05,250.9,240.1,241.9,143990
13/06/2012,270.4,272,246,248.7,319577
12/06/2012,263.3,265,256.4,261.65,31464
11/06/2012,268.95,271.8,264.05,265.8,84067
08/06/2012,255.75,266,252.1,262.3,21569
07/06/2012,251,257,250.45,254.05,129506
06/06/2012,254.3,261.7,249,250.4,42327
05/06/2012,259.95,260,256.35,258.6,3897
04/06/2012,258,260,257,258.55,4617
01/06/2012,263.8,263.8,257.15,257.7,3889
31/05/2012,256.75,263.95,256.75,257.95,1841
30/05/2012,262,265.95,261,263.85,1783
29/05/2012,252.4,267,252.4,264.95,5250
28/05/2012,256.15,261,256.15,259.75,2164
25/05/2012,255,263,254.4,260.4,7559
24/05/2012,255.4,262.7,254,261.3,9271
23/05/2012,265.55,265.55,255.2,258.4,11530
22/05/2012,257.9,258,255,256.85,3512
21/05/2012,247,256.9,245,252.1,81890
18/05/2012,245,251.5,240.55,248.5,4705
17/05/2012,244.8,252,241.2,247.15,7115
16/05/2012,237,239.9,233,238.95,5741
15/05/2012,242.65,247.45,231.55,237.4,1077229
14/05/2012,245.9,246,240.65,242.75,66105
11/05/2012,236.05,247.9,236.05,241.4,143648
10/05/2012,246.4,253.05,238.1,240.1,155895
09/05/2012,251.1,255,246.05,247.5,22924
08/05/2012,257.05,262.8,244.15,251.1,12583
07/05/2012,260,263.8,254,256.75,117925
04/05/2012,261.2,269.95,258.65,263.95,354618
03/05/2012,270.3,270.3,262.55,264.65,2163
02/05/2012,270.1,271,262.4,266.4,486696
30/04/2012,271.95,275.9,267,273.35,107138
27/04/2012,272,275,259.85,264.75,27428
26/04/2012,272,272,264,270.4,63570
25/04/2012,268.25,268.7,263.2,265.65,8026
24/04/2012,269,274.75,262.15,266.05,15544
23/04/2012,261.4,272.9,261.4,263.2,14264
20/04/2012,269,274.35,266.5,269.2,19789
19/04/2012,269.95,272.35,262,271.05,50736
18/04/2012,287.2,287.2,263,267.45,76411
17/04/2012,268.95,274.9,264.1,268.45,27113
16/04/2012,273,275.4,265.75,267.75,6448
13/04/2012,279.95,279.95,265.25,268.55,26058
12/04/2012,271.15,276.7,270.05,273.25,2210
11/04/2012,272,280,270.05,270.9,5910
10/04/2012,282.8,283.9,274.55,278.65,111662
09/04/2012,279.95,282,276,280.15,43551
04/04/2012,277.1,280.5,276.3,280,109437
03/04/2012,278.5,284,275.25,281.2,129738
02/04/2012,274.5,278.9,268.65,277.25,141707
30/03/2012,258.2,270,258.2,269.65,9935
29/03/2012,252.5,264.8,252,262.35,188346
28/03/2012,264,266,252.1,259.6,42345
27/03/2012,262,268,259.45,263.4,445810
26/03/2012,252.45,265,240.4,259.9,397846
23/03/2012,258,262.8,256,257.7,14680
22/03/2012,264.3,266,256.05,257.95,15464
21/03/2012,262.4,266,260.25,262.5,26643
20/03/2012,260.95,266.9,260.75,264.6,12527
19/03/2012,270,276.7,261.25,263.55,354024
16/03/2012,277.4,277.4,266.05,270.2,312312
15/03/2012,275,276.3,268.8,270.65,159406
14/03/2012,279.75,283.85,277,278.25,27791
13/03/2012,276.55,280.95,275.2,276.75,36279
12/03/2012,280.5,286.95,273.6,275.9,40389
09/03/2012,276.1,284,274,276,90148
07/03/2012,275.9,279,274.1,277.15,17275
06/03/2012,275,286.8,275,279.95,136122
05/03/2012,275,280,273.15,277.8,29438
02/03/2012,272.1,284,270,277.9,59166
01/03/2012,275,286,270,272.8,29383
29/02/2012,269,292.75,269,284.1,143069
28/02/2012,260.1,269.6,259.5,264.6,1509246
27/02/2012,273.6,273.6,257,259.65,389660
24/02/2012,294.85,294.85,261.5,265.75,60171
23/02/2012,287.45,287.45,268.1,281.3,47825
22/02/2012,313,314,277,287.45,280351
21/02/2012,289,325,288.2,313.1,491123
17/02/2012,280,291,278.05,287.95,328495
16/02/2012,277,282,274.95,278.95,45614
15/02/2012,270.1,279.65,270.1,277.85,23370
14/02/2012,270,278.55,269.2,272.15,28640
13/02/2012,272,272,266.25,269.5,22811
10/02/2012,272.25,281.8,265.25,270.95,45163
09/02/2012,268.65,281,263.6,275.55,48743
08/02/2012,254.6,269.9,254.6,267,26986
07/02/2012,265,265,257.2,258.95,6280
06/02/2012,261,264.5,254.05,263.45,37174
03/02/2012,252.4,261,248.05,255.1,33192
02/02/2012,257,261.9,252.4,256.95,29641
01/02/2012,251.1,259.4,245.6,254.3,23494
31/01/2012,246.95,253.5,243.3,251.95,13847
30/01/2012,249.25,253.95,242.1,244.7,8387
27/01/2012,255,258.6,248.75,250.2,10903
25/01/2012,248,257.05,247.5,255.2,30415
24/01/2012,243.1,251.95,233.05,250,144963
23/01/2012,245.05,247.9,232.4,243.75,30139
20/01/2012,252,252.9,248.2,249.85,12723
19/01/2012,255.9,255.9,246.05,248.1,54574
18/01/2012,251,254,244.05,252.4,52753
17/01/2012,233,263.85,231.85,251.05,190034
16/01/2012,238.65,238.65,224.2,232.7,5049
13/01/2012,225.25,231,225.25,228.75,8907
12/01/2012,224.9,233.95,223,225.25,19167
11/01/2012,222,227,212.2,224.55,30871
10/01/2012,209.65,216.5,209.65,214.8,12954
09/01/2012,217,217,207.75,211.1,24648
06/01/2012,208.65,215,206.2,208.75,26470
05/01/2012,207.85,217.75,207.85,213.35,14612
04/01/2012,212.5,218.7,210.6,213.15,12646
03/01/2012,220,221,212.2,214.5,27413
02/01/2012,212,222,211,217.85,30922
30/12/2011,213,213,207,209.8,8706
29/12/2011,208,216.5,207.85,210.5,10433
28/12/2011,212.45,213.8,204.1,210.25,132964
27/12/2011,208,213.5,207,212.45,15234
26/12/2011,209,210.9,205,205.9,3927
23/12/2011,207.6,211.75,205,205.7,4097
22/12/2011,209,219.8,205.25,207.5,19354
21/12/2011,214.05,223.85,205.25,207.3,9445
20/12/2011,215,216,212.15,212.85,8800
19/12/2011,229,229,214.15,215.6,106734
16/12/2011,222,228,215.5,217.55,8761
15/12/2011,220,220.9,218,219.05,3272
14/12/2011,224.7,231.5,217,222.8,37329
13/12/2011,218,224.4,218,221.25,10906
12/12/2011,218.05,220.85,217.8,219.9,44444
09/12/2011,216.5,220,216.5,218.45,6967
08/12/2011,223,225,218.25,219.5,169128
07/12/2011,234.9,234.9,218.25,223.15,20266
05/12/2011,223.25,233,223.25,225.75,10313
02/12/2011,222.3,234.25,220.1,229.85,13074
01/12/2011,201.55,234.8,201.55,222.85,6341
30/11/2011,204,224.75,204,220.3,7983
29/11/2011,234.4,234.4,215.55,219.55,9546
28/11/2011,239.95,239.95,222,226.4,13243
25/11/2011,219.75,221,215,219.55,7399
24/11/2011,217.95,220,215.25,217,5306
23/11/2011,218,222,215,219.1,51235
22/11/2011,219.4,219.5,214,214.9,23585
21/11/2011,219.5,224.05,217,217.7,12382
18/11/2011,217,223.75,215,219.05,41311
17/11/2011,223,224.9,215,217.95,51262
16/11/2011,220.05,224,220.05,223.45,5828
15/11/2011,224.5,225.95,217.6,221,84448
14/11/2011,227.05,229.95,219,220.55,22979
11/11/2011,231,231,225.3,226.85,3689
09/11/2011,230,231,227.5,229.7,13597
08/11/2011,230.1,231.7,228.1,228.65,6238
04/11/2011,235,235,228,229.3,10928
03/11/2011,235,235.05,230,231.4,31971
02/11/2011,232,234.9,231.05,232.25,1730
01/11/2011,233.05,238,233,235.4,180221
31/10/2011,244,244,231.15,234.25,80835
28/10/2011,235,239.7,230.6,234.75,39418
25/10/2011,228.85,230.9,225,226.95,9718
24/10/2011,230,234.5,226.1,228.6,18673
21/10/2011,244,244,226.25,228.45,39318
20/10/2011,229.05,249,226.6,234.2,59658
19/10/2011,236,236,229.05,232.25,5784
18/10/2011,233,235,225.15,230.75,13504
17/10/2011,234.9,244.5,230.55,234.85,179213
14/10/2011,227,234,223.95,225.45,15436
13/10/2011,232,236.15,230.3,230.85,8289
12/10/2011,234.9,236,226.9,232.55,157262
11/10/2011,239.9,242,232.6,233.85,3993
10/10/2011,231,240,224.1,237.25,75111
07/10/2011,229.8,231.6,227,230.05,116807
05/10/2011,227.15,234,221.15,223.95,34871
04/10/2011,233.55,233.55,224,227.6,2390
03/10/2011,231.95,234,220.35,231.25,9000
30/09/2011,227.5,232.8,226.5,231.55,10282
29/09/2011,250,250,221,227,62216
28/09/2011,224,226.2,220.2,222.55,11055
27/09/2011,218,228.4,218,222.15,119625
26/09/2011,220.05,223.9,219.55,221.45,146977
23/09/2011,221.5,224,219.25,220.2,22001
22/09/2011,223.5,226.4,220,221.3,11308
21/09/2011,228,228,222.2,225.45,2922
20/09/2011,224.95,228.4,221,224.8,15574
19/09/2011,224,224.75,220,222.9,3939
16/09/2011,223.8,224.9,220.25,223.3,10906
15/09/2011,220,222.95,215.5,217.95,223454
14/09/2011,218,221,215.05,219.6,4386
13/09/2011,219.85,224,218,218.95,53471
12/09/2011,220,221.8,218.25,219.25,108969
09/09/2011,227.5,227.5,219,221.1,12126
08/09/2011,226,227.1,221,221.85,13221
07/09/2011,225,228.9,223,223.85,55749
06/09/2011,222.1,225.95,216,224.7,4825
05/09/2011,223.15,224.7,220,222.35,13219
02/09/2011,233.85,234.35,223,224.95,29592
30/08/2011,222,225,222,224.1,4885
29/08/2011,229.9,229.9,212.25,220,306818
26/08/2011,225,225,215,218.9,4367
25/08/2011,223,224.7,221.5,222.6,3820
24/08/2011,220,225.8,218.45,222.3,7349
23/08/2011,221,222,217.8,220,126433
22/08/2011,216.1,223.9,216.1,217.85,2966
19/08/2011,223,223,216.05,217.35,4809
18/08/2011,228,228,217,220,701874
17/08/2011,226,229.8,223.65,225.5,352782
16/08/2011,231,232.3,225.05,229.2,207121
12/08/2011,232.9,232.9,222.4,230.05,3107
11/08/2011,225.05,231.85,225,230.05,5531
10/08/2011,231.9,233.9,228.05,229.2,5870
09/08/2011,218,232,216,225.1,35353
08/08/2011,235,235,215.1,225.4,37384
05/08/2011,228.5,230.4,215,227.3,13279
04/08/2011,239.95,243,225.2,230.3,103889
03/08/2011,233.45,237.95,232,235.25,3509
02/08/2011,239,243.9,231.35,239.35,12602
01/08/2011,240,242.4,235,236.1,5136
29/07/2011,238.05,241,235.15,238.45,5834
28/07/2011,240.4,245,236.5,241.65,16251
27/07/2011,240,245.75,237.15,243.25,3163
26/07/2011,244.45,244.45,238.5,239.05,8994
25/07/2011,241,245.8,240.1,244.85,29572
22/07/2011,235.2,244.5,235.2,243,17768
21/07/2011,236.7,240.6,235,237.45,7903
20/07/2011,235.15,238.55,234.5,236.7,15598
19/07/2011,240,245.8,233.1,234.5,81580
18/07/2011,236,238.4,232,234.15,33622
15/07/2011,237,238,234,234.85,6863
14/07/2011,233,240,233,237.1,8464
13/07/2011,235.1,239,234.15,236.05,7481
12/07/2011,237.8,238.9,235,236.1,7244
11/07/2011,245.3,254,237,237.8,8448
08/07/2011,244.8,246,240,241.25,35206
07/07/2011,245,245,240.1,242.6,6697
06/07/2011,245,245.7,243,244.3,13643
05/07/2011,245,247.85,243.45,244.8,50832
04/07/2011,253.9,253.9,234,244.95,43196
01/07/2011,241,244.8,240,240.7,9394
30/06/2011,244,246,234.15,240.15,21563
29/06/2011,231.4,244.9,231.4,240.5,19804
28/06/2011,231.05,237,231.05,234.95,5142
27/06/2011,231,237,230.15,234.6,11569
24/06/2011,239,239,230.1,232.35,6676
23/06/2011,228.7,240,228.7,231.75,20884
22/06/2011,235,235.05,225.25,226.95,52802
21/06/2011,232.05,242,230.2,231.25,19220
20/06/2011,228,242,227.9,236.25,63006
17/06/2011,229.05,235,229,233.7,13694
16/06/2011,235,235,229,232,12963
15/06/2011,226,247.05,226,235.3,75124
14/06/2011,221.15,231.95,221.15,229.95,13467
13/06/2011,234,234,227.15,228.7,9315
10/06/2011,235,235,229.4,231.75,9490
09/06/2011,232.85,237.55,231.05,231.95,4187
08/06/2011,241,241,232.05,233.45,11244
07/06/2011,240,240,235.1,235.9,6507
06/06/2011,239.7,244.5,234,236.8,18356
03/06/2011,243.95,249,237,239.7,23635
02/06/2011,244.8,246.4,235,240.25,129942
01/06/2011,228,257.7,223.9,245.9,367478
31/05/2011,223.35,227.05,219.5,223.9,152912
30/05/2011,219.1,226,215,221.15,174143
27/05/2011,225.2,226.55,219.2,220.15,17691
26/05/2011,230,230,221.1,224.25,11034
25/05/2011,227,231.8,225.8,230,16005
24/05/2011,221.5,231.9,221.5,227.9,43862
23/05/2011,226.6,232.05,223,224.5,17523
20/05/2011,223.6,230.9,223.6,230,31317
19/05/2011,231.9,232.2,223,230.85,43132
18/05/2011,228,232.85,223,223.75,28651
17/05/2011,234.7,238.9,228,229.5,27864
16/05/2011,234,238,228.5,230.1,27193
13/05/2011,231,235,225,231.55,14341
12/05/2011,233.25,235,225,225.8,38805
11/05/2011,243.1,243.1,231.3,234.6,32209
10/05/2011,240.15,247,240,241.45,3406
09/05/2011,253.75,255,242,242.8,7318
06/05/2011,250,254.95,244,245.2,12243
05/05/2011,252.8,252.8,243.45,248.45,11844
04/05/2011,247.9,257.7,240.1,252.75,15687
03/05/2011,255,259,240,246.85,35140
02/05/2011,250.1,256.75,249.2,254.4,7830
29/04/2011,262.9,264.95,254.8,255.2,11190
28/04/2011,257,269,257,261.5,22955
27/04/2011,258,267.7,255.05,262.7,18091
26/04/2011,256.55,256.55,252,253.65,5681
25/04/2011,256.1,258.6,252.1,256.25,6472
21/04/2011,254,272.2,251.2,257.6,49733
20/04/2011,251.1,254.9,250.25,252.5,61644
19/04/2011,252.05,254.75,251,251,5546
18/04/2011,250.15,260,250.15,253.95,47076
15/04/2011,253,256.2,250.15,251.45,3230
13/04/2011,258,259.4,248.6,256.05,246373
11/04/2011,254,258,250.35,255.85,16463
08/04/2011,255.9,263.95,250.1,256.1,49517
07/04/2011,250,260,249.5,255.95,63876
06/04/2011,246.6,255.3,246.6,249.85,74079
05/04/2011,254.1,260,247,249,25198
04/04/2011,253.1,259.9,250.3,254.4,74188
01/04/2011,250.6,255.9,250.6,254.35,47917
31/03/2011,245,256,245,254.6,110828
30/03/2011,235,248.95,235,245.5,27035
29/03/2011,231,237.95,231,235,33101
28/03/2011,236,236,230,233.05,300531
25/03/2011,235.75,235.75,232,234.8,36099
24/03/2011,232.8,236.5,229.05,234.7,111306
23/03/2011,229.95,231.9,228.55,229.45,3972
22/03/2011,228,232.55,228,228.2,4940
21/03/2011,215.35,234.95,215.35,229.2,4565
18/03/2011,230.35,235,225,227.05,27257
17/03/2011,240,240,232,234.75,10943
16/03/2011,250.9,269.9,235.15,237,22373
15/03/2011,238,246.15,238,239,172836
14/03/2011,243.9,251.85,239,246.75,78015
11/03/2011,236.2,244.95,232.5,241.4,18339
10/03/2011,243,245,238,239.7,56741
09/03/2011,244,244,236,240.2,31082
08/03/2011,231.35,245.85,231.35,236.9,12325
07/03/2011,233.05,248.85,233.05,239.75,9395
04/03/2011,251,254.65,240.05,247.85,35515
03/03/2011,225,251,225,248.95,41323
01/03/2011,220.35,240,220,233.4,19742
28/02/2011,218,223.45,215.05,218.55,59036
25/02/2011,215,223.95,212.6,218.2,16285
24/02/2011,220.2,221.4,214,216.4,9671
23/02/2011,230.2,238,212.25,220.5,241542
22/02/2011,232,242,225.65,230.2,7701
21/02/2011,240,245,233.55,237.35,8693
18/02/2011,248,252.5,241,241.55,15646
17/02/2011,235.35,268.5,234,247.6,159847
16/02/2011,223,236,223,234.05,21174
15/02/2011,233.1,237.8,224.8,227.75,113696
14/02/2011,228.6,233.25,220.5,231.9,128186
11/02/2011,232.75,232.75,224.8,227.4,161487
10/02/2011,231.9,232,218,227.6,66465
09/02/2011,230,237.1,211.4,227.4,25657
08/02/2011,229,237.95,225,230.2,72262
07/02/2011,236,241.45,230.55,232.65,10553
04/02/2011,241.15,244.85,233.25,239.7,11044
03/02/2011,237,249,222.05,243.7,113855
02/02/2011,250,250,233.1,238.5,321289
01/02/2011,247,251.9,244.8,246.4,45728
31/01/2011,247,250.95,245,247.55,27313
28/01/2011,240.55,251.95,240.55,245.75,95161
27/01/2011,249.2,250.95,246.25,248.1,15299
25/01/2011,248.25,251.95,246,247,32602
24/01/2011,253,253,245.1,248.25,16118
21/01/2011,247,249.65,246.05,248.25,7027
20/01/2011,249.1,250,244.5,246.5,66509
19/01/2011,256,256,245,249,11474
18/01/2011,245,246.5,245,245,9717
17/01/2011,245.5,246.85,245,245.05,5193
14/01/2011,234,249.5,234,245.1,49750
13/01/2011,246.8,255,245,248.5,9693
12/01/2011,239,247,239,245.5,61808
11/01/2011,247.95,247.95,240.05,241.9,10576
10/01/2011,242,248,242,245.05,11673
07/01/2011,254.25,254.25,245.05,246.5,20863
06/01/2011,261.3,261.3,252.15,253.95,4848
05/01/2011,252.95,262,252,260,529011
04/01/2011,261,261.45,251.1,252.95,14316
03/01/2011,259,264,256.1,257.9,17565
31/12/2010,263.7,264.4,254,255.65,24629
30/12/2010,264,265,258.5,262.05,224660
29/12/2010,262.1,264.5,258,261.6,460498
28/12/2010,262,265.2,260.1,263.55,76628
27/12/2010,261.45,265.9,260.45,261.85,9504
24/12/2010,262.05,265,260.1,261.45,15428
23/12/2010,264.65,266,262,264.1,4309
22/12/2010,265,267.45,261.9,264.5,144817
21/12/2010,262,272,262,264.55,28707
20/12/2010,260,264.85,260,261.2,26611
16/12/2010,264.75,264.9,260,260.65,54018
15/12/2010,261.1,269.65,260,261.8,134851
14/12/2010,266.5,270,264.7,267.95,971836
13/12/2010,268,271.5,219.9,265.55,463195
10/12/2010,265,267,260,265.1,63568
09/12/2010,255.6,273,255.6,265.1,298546
08/12/2010,272,276,269,272.35,49474
07/12/2010,272.35,276.35,270.5,273.2,116304
06/12/2010,278,279.5,274.35,277,26200
03/12/2010,273.4,280,273.2,276.75,175573
02/12/2010,277.1,279,274.1,276.95,48849
01/12/2010,271.9,277,267,275.25,98396
30/11/2010,265.6,276,265.6,269.6,490785
29/11/2010,267,275,265.5,271.25,116967
26/11/2010,262.5,288.7,256.1,266.85,1179763
25/11/2010,255.4,271,216,262.85,1320525
24/11/2010,269.95,273.5,257.05,262.4,161468
23/11/2010,274.9,274.9,265.55,271.2,77655
22/11/2010,263.2,279.7,263.2,276.4,135986
19/11/2010,263,268,256.8,262.35,100220
18/11/2010,272,274.65,260.55,266,104928
16/11/2010,283.4,283.4,268.05,270.25,88376
15/11/2010,270.25,280.2,270.25,275.9,63023
12/11/2010,283,285,265.05,280.2,350592
11/11/2010,286,290,281,283.85,200646
10/11/2010,289,292.3,285.1,286.75,140632
09/11/2010,284,291.5,272.4,289.15,206968
08/11/2010,285,294.4,283.1,289.6,265486
05/11/2010,286,289,282.5,284.9,32943
04/11/2010,283.5,291.8,279,284.95,288647
03/11/2010,277,283.8,276.5,281.5,237572
02/11/2010,276,282,275,276.5,228621
01/11/2010,280,283.8,274.1,275.8,340688
29/10/2010,290,290,275,279.05,437923
28/10/2010,292.8,294,285.05,289.15,305955
27/10/2010,287,293,280,290.15,692403
26/10/2010,302.15,302.15,283.15,285.2,815185
25/10/2010,295.55,306.35,292.7,302.15,2361102
22/10/2010,300,301.5,288.5,295,2887285
21/10/2010,281.7,304.9,275.8,298.75,8078620
20/10/2010,271.1,299,271.1,282.9,41372574
