Date,TECHM-EQ O,TECHM-EQ H,TECHM-EQ L,TECHM-EQ C,TECHM-EQ V
13/01/2012,152.25,152.25,149.04,150.5,251092
12/01/2012,150.64,156.23,148,149.1,399996
11/01/2012,148.75,157.23,148.75,155.31,500348
10/01/2012,151.25,153.75,151.25,153.08,340888
09/01/2012,148.78,153.25,148.78,150.99,407148
07/01/2012,145,150.88,145,149.88,12928
06/01/2012,146.25,151.5,146.25,149.74,362456
05/01/2012,147.75,152.78,147.75,148.84,406480
04/01/2012,150,153.48,148,151.1,638504
03/01/2012,143,151.45,142.79,149.99,594128
02/01/2012,144.5,145.86,141.26,142.98,123532
30/12/2011,144.23,144.95,142.53,143.43,227088
29/12/2011,141.33,146.23,141.33,145.08,326288
28/12/2011,142.7,143.49,140.78,142.68,212584
27/12/2011,142.54,146.8,142.5,143.41,412380
26/12/2011,142.5,143.75,139,142.95,813464
23/12/2011,143.99,143.99,140.78,141.91,332952
22/12/2011,142.43,143.24,140.2,141.9,401584
21/12/2011,148,154.69,141.93,143.3,406180
20/12/2011,145,146.25,141.26,143.04,604868
19/12/2011,139.96,144.81,135.75,142.5,420700
16/12/2011,144,144.28,139.13,140.51,614232
15/12/2011,138.49,144.69,136.13,143.19,885396
14/12/2011,136.55,140.75,136.01,138.68,571592
13/12/2011,135.01,137.8,132,136.79,380732
12/12/2011,143.6,143.6,135.25,135.99,665296
09/12/2011,143.05,143.75,138.25,139.66,536360
08/12/2011,147.53,148.73,143.18,143.64,558436
07/12/2011,149.63,150.5,146.51,147.01,556632
05/12/2011,142.84,149.75,142.84,149,1268384
02/12/2011,142.49,145.5,141.31,144.53,416512
01/12/2011,144.75,146.18,141.33,142.23,456264
30/11/2011,140.03,142.25,138.8,141.34,480688
29/11/2011,145.74,145.74,140.03,141.31,404112
28/11/2011,140.5,146.25,140.5,143.75,471844
25/11/2011,142.64,145.71,137.5,140.03,981000
24/11/2011,142.75,145,137.61,142.64,674344
23/11/2011,147.91,148,142.28,143.3,366020
22/11/2011,145.13,150.5,141.4,149.21,955372
21/11/2011,148.43,151.2,144.56,145.58,370880
18/11/2011,148.75,151.25,147.2,149.75,452960
17/11/2011,151.75,153.74,149.04,149.64,312108
16/11/2011,153,154.7,149.59,151.94,903292
15/11/2011,152.5,155.93,148.95,154.46,2549496
14/11/2011,150.44,154.6,150.43,152.73,872488
11/11/2011,151.2,153.75,148,149.34,830444
09/11/2011,153.75,154.7,149.7,150.48,459956
08/11/2011,158.01,158.5,152.2,153.94,567700
04/11/2011,157.43,158.35,154.5,157.01,552056
03/11/2011,155.75,158.08,154.58,155.29,1094420
02/11/2011,145.25,156.71,143.09,155.53,1834824
01/11/2011,145.05,148.96,145,147.9,673816
31/10/2011,147.5,148.25,145.03,146.38,489576
28/10/2011,142.75,149.13,142.75,146.88,976560
26/10/2011,137.78,142.5,137.78,141.53,70020
25/10/2011,142.5,142.5,137.75,140.2,766408
24/10/2011,147.21,147.21,140.25,140.74,503832
21/10/2011,142.79,147.21,142.18,142.9,527632
20/10/2011,143.13,143.43,140.5,142.43,366812
19/10/2011,143.01,145.13,142.5,144.54,413492
18/10/2011,145.74,147,141.26,142.28,389948
17/10/2011,149.75,149.98,144.75,146.09,570076
14/10/2011,152.86,153.75,147.5,148.73,1234680
13/10/2011,143.81,152.95,143.81,151.36,937976
12/10/2011,144.5,148.7,144.5,146.18,924392
11/10/2011,144.03,147.25,142,143.68,922556
10/10/2011,137.79,144.63,137.79,144.03,604852
07/10/2011,134.03,141.35,133.78,140.76,1075156
05/10/2011,137.61,139.5,132.43,132.99,526764
04/10/2011,138.25,139.93,134.65,136.75,557076
03/10/2011,139.06,142.18,137.83,138.45,460588
30/09/2011,142.75,144.88,138.89,143.54,935264
29/09/2011,145,145,139.05,142.91,1527560
28/09/2011,154.75,162.14,144.03,145.4,1999128
27/09/2011,150.99,154.21,150.99,152.61,805752
26/09/2011,158.99,159.08,150,150.99,935860
23/09/2011,155.26,158.99,155,156.51,747072
22/09/2011,160.26,162,156.25,156.85,412420
21/09/2011,164.73,164.73,161.21,162.54,442736
20/09/2011,158.49,162.98,158.48,162.03,513200
19/09/2011,162.49,162.49,157.5,158.81,359868
16/09/2011,160.46,164.25,157.8,162.61,1122624
15/09/2011,158.49,160,156.51,159.05,587452
14/09/2011,159.28,160.45,154.5,157.08,981004
13/09/2011,159.49,162.25,157.18,157.69,624360
12/09/2011,162.79,163.75,156.4,157.66,794628
09/09/2011,172.75,173.49,164.03,166.11,544312
08/09/2011,172.31,174.9,170.14,171.43,870140
07/09/2011,167.18,173.45,165.81,172.56,1800120
06/09/2011,168.76,170.24,162.79,165.34,1842324
05/09/2011,155.48,173,155.48,169.58,1626736
02/09/2011,166.64,166.64,157.05,158.84,417008
30/08/2011,163.46,164.75,158.53,162.2,575272
29/08/2011,154,160.15,154,158.93,447732
26/08/2011,153.75,156.58,150.5,153.14,693596
25/08/2011,166.86,166.86,152.25,154.64,925320
24/08/2011,165,167.25,162,163.24,626024
23/08/2011,159.25,167.36,156.25,165.23,1124144
22/08/2011,158.34,162.25,156.01,159.21,616312
19/08/2011,160.04,166.76,155.49,159.5,1544208
18/08/2011,179.25,179.25,163.98,165.18,1456532
17/08/2011,182.08,184.66,177.25,179,988012
16/08/2011,187.45,187.45,179.75,182.09,1073208
12/08/2011,183.75,186.24,182.75,184.51,911216
11/08/2011,181.25,183.94,180.03,181.88,369608
10/08/2011,183.75,187.75,181.25,183.63,1097468
09/08/2011,172.48,183.75,171.05,182.06,1557736
08/08/2011,175,181.25,171.33,178.33,1011696
05/08/2011,188.75,193.03,180.01,183.01,591924
04/08/2011,193.38,194.5,190.53,193.35,700236
03/08/2011,195,196.26,192.05,193.28,571076
02/08/2011,196.25,196.56,194.01,195.91,518932
01/08/2011,194.01,196.25,193.05,195.21,323972
29/07/2011,196.25,196.75,193.35,193.99,600936
28/07/2011,196.26,197.01,193.36,196.09,578136
27/07/2011,194.59,199.5,193.88,197.34,1202060
26/07/2011,194.49,196,191.63,194.11,1526724
25/07/2011,188,194.98,186.51,193.03,1319676
22/07/2011,188.06,189.2,186.43,187.96,562420
21/07/2011,187.18,190,185.3,187.29,655956
20/07/2011,185.75,189.5,185.75,187.71,759628
19/07/2011,187.2,188.5,183.83,187.53,1017736
18/07/2011,188.69,188.69,184.38,185.34,438880
15/07/2011,187.25,189.5,184.55,186.29,591248
14/07/2011,185.21,189.5,184.11,187.81,768700
13/07/2011,185.75,186.59,184.16,185.1,915252
12/07/2011,183.76,188.23,182.75,185.56,1558104
11/07/2011,184.96,187.23,180.88,186.31,1172740
08/07/2011,185.41,187.5,183.29,183.91,599576
07/07/2011,185.01,187.5,183.75,184.71,834108
06/07/2011,183.48,186.25,182.55,185.38,958156
05/07/2011,181.31,184.2,180.5,183.66,1041264
04/07/2011,181.19,183,179.03,182.64,665888
01/07/2011,182.01,182.88,178.59,179.55,549840
30/06/2011,178.08,182.2,178,180.81,1109504
29/06/2011,177.45,179.25,174.26,177.84,926796
28/06/2011,170.3,176.13,170.3,174.73,304784
27/06/2011,173.25,176.66,171.53,175.16,594652
24/06/2011,176.51,177.5,172.5,173.53,898660
23/06/2011,170.26,175.75,170.26,175.46,909264
22/06/2011,172.43,174.03,169,173.15,905464
21/06/2011,166.5,170.5,164.53,168.85,778432
20/06/2011,171.5,173.08,163.7,166.68,730336
17/06/2011,172.5,173.98,170,172.36,468348
16/06/2011,174.75,174.75,171.08,172.54,484060
15/06/2011,177.2,178.43,174.25,175.13,507620
14/06/2011,177.5,177.5,175.25,176.09,388364
13/06/2011,174.5,176.36,170.99,175.01,435440
10/06/2011,198.75,198.75,173.75,174.59,409196
09/06/2011,173.83,177.44,173.45,175.16,521964
08/06/2011,177.25,177.75,174.54,175.16,331176
07/06/2011,176.03,179.6,176.03,177.21,1062756
06/06/2011,171.74,177.48,171.21,176.13,1928320
03/06/2011,171.25,173.5,170,171.74,661536
02/06/2011,173.13,174.23,170.25,171.15,564688
01/06/2011,169.96,176.13,167.69,174.98,1854104
31/05/2011,172.63,173,168.19,169.45,1350692
30/05/2011,167.5,173,165.54,171.84,2266872
27/05/2011,164.38,166.13,162.5,165.01,639232
26/05/2011,165.13,168,163.09,164.33,3027180
25/05/2011,168.25,168.5,162.56,164.85,1677304
24/05/2011,161.65,170.25,161.33,168.29,876628
23/05/2011,160.75,164.5,159.15,162.79,1036928
20/05/2011,168.75,168.75,160.79,161.65,1410272
19/05/2011,164.26,167.75,163.75,166.71,445080
18/05/2011,163,166.54,161.35,163.73,514592
17/05/2011,172.25,172.25,160.49,162.78,330044
16/05/2011,166.26,169.75,165.54,166.3,177136
13/05/2011,165,169.98,165,168.21,317720
12/05/2011,169.23,171.01,166.05,166.83,381236
11/05/2011,168.76,171.23,168.76,169.65,384084
10/05/2011,167.43,170.61,166.35,168.8,533236
09/05/2011,168.94,168.94,165.63,166.63,203004
06/05/2011,167.24,168.73,162.5,167.35,454992
05/05/2011,165.78,168.23,162.5,164.96,373264
04/05/2011,167.5,167.99,164,166.11,387024
03/05/2011,172.08,173.19,166.84,167.54,436704
02/05/2011,171.5,174.11,169.5,171.83,499900
29/04/2011,173.49,174.73,169.38,171.6,597200
28/04/2011,179.95,179.95,171,172.14,3125556
27/04/2011,181.26,182.18,178.88,179.59,446928
26/04/2011,179.59,182.88,178.51,181.26,1028484
25/04/2011,178.11,181.5,178.11,179.51,265540
21/04/2011,182.89,183.75,178.5,179.85,430732
20/04/2011,176.38,181.7,176.38,180.95,470596
19/04/2011,177.5,179.75,173.26,177.23,556380
18/04/2011,184.04,184.76,175.66,176.4,572300
15/04/2011,183.54,186.11,182,183.08,1008900
13/04/2011,182,184.23,180.33,183.53,410412
11/04/2011,184.03,186.63,182.25,182.4,859400
08/04/2011,188.75,190.25,183.78,185.56,1695272
07/04/2011,183.75,188.5,180.06,187.58,2671324
06/04/2011,178.75,184.88,178.5,183.93,2114320
05/04/2011,176.25,180.46,173.8,179.49,1053224
04/04/2011,173.25,177.13,172.26,175.43,860060
01/04/2011,168,174.25,167.75,173.39,1047820
31/03/2011,172.59,173.75,167.84,169.04,1712564
30/03/2011,170.25,178,164,169.24,4341896
29/03/2011,181.16,184.48,167.85,170.36,3246276
28/03/2011,185.59,185.75,179,181.24,484128
25/03/2011,186.24,186.24,182.75,184.16,471824
24/03/2011,178.76,184.75,178.25,183.93,1009892
23/03/2011,175.08,178.71,172.5,177.68,293380
22/03/2011,177.49,179.09,174.78,177.66,614772
21/03/2011,177.25,179.48,173.83,177.36,937524
18/03/2011,183.19,184.95,174.85,176.21,1383332
17/03/2011,184.49,187.44,182.23,183.19,643904
16/03/2011,185.51,187.75,183.79,184.78,530136
15/03/2011,182,189.75,179.6,183.71,2553576
14/03/2011,180.45,185.48,180.45,184.55,550728
11/03/2011,180.2,186.25,179.01,182.6,1380540
10/03/2011,182.26,183.38,180.25,182.08,661640
09/03/2011,186.25,186.25,181.34,183.49,2665592
08/03/2011,169.13,186.56,169.13,185.76,7028064
07/03/2011,169.04,171.24,166.5,169.65,279124
04/03/2011,171.5,174.46,168.31,171.31,730416
03/03/2011,167.5,172.5,164.2,171.38,472800
01/03/2011,162.5,169.98,160.51,168.99,822876
28/02/2011,155.75,164.63,155.75,161.31,965916
25/02/2011,163.75,166.74,158.8,160.41,847696
24/02/2011,172.48,175,161.4,163.7,2170196
23/02/2011,172.18,172.94,167.5,170.86,724992
22/02/2011,168.75,175.65,167.08,170.91,1141872
21/02/2011,164.78,170.43,162.56,169.35,529708
18/02/2011,167.51,168.18,163.25,165.08,896076
17/02/2011,161.31,168.7,159.75,166.7,1625920
16/02/2011,156.56,161.75,155,160.29,1239724
15/02/2011,159.25,160.75,154.46,158.93,899320
14/02/2011,145.75,159.65,144.06,158.66,2187108
11/02/2011,141.25,144.14,119.21,142.93,1090536
10/02/2011,147.44,147.49,139.05,140.36,808324
09/02/2011,154,155.99,140.25,145.78,857416
08/02/2011,158.04,158.7,152,154,417348
07/02/2011,159.25,160.5,156.54,157.38,256148
04/02/2011,161.56,165.75,156.4,158.68,601992
03/02/2011,160.24,162.96,159.45,162.54,403536
02/02/2011,160.25,161.25,158.5,160.26,436488
01/02/2011,162.75,163.75,157.51,158.56,455684
31/01/2011,162.46,163.75,158.81,162.74,295660
28/01/2011,169.48,169.48,161.33,163.76,348300
27/01/2011,174.23,174.75,166.55,168.91,1282312
25/01/2011,174.75,175.11,170.75,173.09,453728
24/01/2011,174.08,176.68,171.25,173.93,522672
21/01/2011,173.75,176.19,171.78,172.61,817576
20/01/2011,173,174.98,168.75,173.93,550380
19/01/2011,174.5,178.2,171.03,172.36,740688
18/01/2011,174.31,175.5,169.51,173.25,394128
17/01/2011,171.25,184.65,161.5,172.9,761000
14/01/2011,169.01,174.23,168.75,169.41,267140
13/01/2011,172.5,174.98,170.01,171.63,374656
12/01/2011,170.8,175.65,168.76,173.81,442624
11/01/2011,172,174.45,168.75,170.59,583672
10/01/2011,176.25,176.93,168.9,173.21,831464
07/01/2011,182.5,183.99,175.75,176.93,570944
06/01/2011,182.95,185.88,181.25,182.46,843300
05/01/2011,187.2,187.94,181.58,182.14,1423036
04/01/2011,178.75,188,177.54,186.15,2234196
03/01/2011,177.63,179.99,176.26,177.91,616340
31/12/2010,176.21,177.48,175.3,175.6,537764
30/12/2010,173.76,175.9,173.65,175.03,636692
29/12/2010,175,177.25,173.25,173.74,254500
28/12/2010,172.53,175.5,172.5,173.46,275892
27/12/2010,173,175.75,171.38,173.51,445148
24/12/2010,171.25,173.7,170.05,172.36,310304
23/12/2010,174.5,175.49,170.51,171.31,526996
22/12/2010,176.23,178,173.34,174.59,1681276
21/12/2010,166.25,177.25,164.63,174.79,2751264
20/12/2010,167.5,168.75,165.03,165.73,276176
16/12/2010,169.5,171.25,161.28,167.36,312444
15/12/2010,169.25,170.45,165.49,166.68,706900
14/12/2010,163.73,171.24,161.61,168.46,1067804
13/12/2010,160.79,162.98,159.31,162.1,196868
10/12/2010,158.89,162.75,155.79,160.5,283760
09/12/2010,166.21,166.8,158.75,160.16,346164
08/12/2010,167.5,168.24,165,165.96,246692
07/12/2010,166.75,168.85,165.01,167.89,427716
06/12/2010,167.5,170.75,164.56,166.36,639232
03/12/2010,170,170.45,165.38,167.24,352676
02/12/2010,169.18,173.28,168.25,169.09,460628
01/12/2010,163.75,170,158.75,167.79,567892
30/11/2010,158,161.71,156,159.83,503256
29/11/2010,157.51,160.95,154.01,157.93,733180
26/11/2010,156.75,161.88,149.55,156.2,1216432
25/11/2010,168.86,168.86,153.75,155.91,1345944
24/11/2010,168.26,170.68,165.86,166.65,373900
23/11/2010,170,174.1,165.78,168.4,955720
22/11/2010,170.06,171.7,168.28,170.75,444460
19/11/2010,173.25,178.75,168.75,169.86,310512
18/11/2010,175.25,175.25,167.54,171.24,591720
16/11/2010,178.75,180.2,172.51,172.93,1019488
15/11/2010,182.5,184,178.45,180.88,480032
12/11/2010,183.75,184.99,181.26,182.08,479308
11/11/2010,189,190,183.76,184.83,384540
10/11/2010,187.5,190.69,187.5,188.63,403500
09/11/2010,187.5,189.75,187,188.44,549844
08/11/2010,188.74,189.94,186.28,187.21,467424
05/11/2010,189.5,189.5,187,187.7,83012
04/11/2010,184.5,187.48,183.28,187.19,624304
03/11/2010,181.68,184.74,181.68,183.13,371880
02/11/2010,185,186,180.25,181.14,570956
01/11/2010,183.75,185.5,182.75,183.9,305644
29/10/2010,187.43,189.53,180.25,182.31,714864
28/10/2010,193.5,193.75,185.5,186.83,1221864
27/10/2010,197.5,198,191.03,192.69,1365540
26/10/2010,192.51,200.43,192.49,196.59,3504444
25/10/2010,191.93,192.88,190.25,191.16,391852
22/10/2010,191,192.75,188.89,190.08,453004
21/10/2010,189,189.95,187.8,189.23,274460
20/10/2010,185.75,191.5,173.23,188.38,354268
19/10/2010,189.25,192.45,187.83,190.31,609292
18/10/2010,187.75,191.25,182.5,188.98,596780
15/10/2010,195.01,195.99,186.63,188.06,694116
14/10/2010,197.5,199.43,193,194.13,1149636
13/10/2010,194.45,197.75,193.29,196.81,1774504
12/10/2010,191.06,195.95,190.08,193.1,1049936
11/10/2010,191.76,193.5,191.25,191.86,423240
08/10/2010,192.13,193.58,190.11,191.66,868340
07/10/2010,195,196.98,189.68,190.98,1244188
06/10/2010,191.5,194.98,191.26,194.5,1482908
05/10/2010,189.75,192.25,188.6,191.26,903800
04/10/2010,193.5,194,190.38,191.15,974860
01/10/2010,189,192.48,188.25,191.88,1854900
30/09/2010,197.2,198.75,186.55,188,4978796
29/09/2010,202.5,212.75,196.25,198.31,3426268
28/09/2010,195,198.93,193.75,196.43,3507936
27/09/2010,191,196.95,188.53,194.1,3187004
24/09/2010,200.5,201.75,191.75,193.36,4240888
23/09/2010,198.75,203.19,198,200.23,9981104
22/09/2010,184.25,199.7,183.75,196.99,15579312
21/09/2010,180,185.18,179.28,181.94,3162464
20/09/2010,180.25,181.43,178.88,179.7,730544
17/09/2010,180.88,182.23,178.65,179.84,892916
16/09/2010,184.75,186.06,179.28,179.96,1379992
15/09/2010,178.96,184.94,178.53,184.1,2419228
14/09/2010,180,180.63,176.51,178.44,1238280
13/09/2010,179,180.9,177.76,178.1,804512
09/09/2010,178.75,179.23,176.28,177.8,608644
08/09/2010,175.6,179.93,175.6,177.53,1363028
07/09/2010,177.5,180.11,175.6,176.85,1542772
06/09/2010,176.88,177.65,173.29,176,1503328
03/09/2010,170,176.14,169.31,175.01,4418608
02/09/2010,164.75,172.34,161.75,169.18,2582080
01/09/2010,159.56,163,158.13,161.7,478548
31/08/2010,162.75,162.75,158.73,159.56,678812
30/08/2010,165.5,166.13,161.26,162.75,839604
27/08/2010,167,169.5,163.5,164,1109632
26/08/2010,173.75,175,166.19,167.1,1810860
25/08/2010,176,177.25,173.35,173.86,407692
24/08/2010,177.69,179.7,175.88,176.44,484904
23/08/2010,177.75,178.7,177.3,178.4,287744
20/08/2010,178.88,178.88,177.16,177.69,231856
19/08/2010,179.5,180.5,178.25,178.88,360368
18/08/2010,180,180,176.9,178.94,479112
17/08/2010,178.25,181.18,177.94,178.71,855956
16/08/2010,178.25,179.66,175.3,177.04,368688
13/08/2010,177.5,180.6,177.3,177.95,396912
12/08/2010,175.48,179.95,175.25,177.53,435904
11/08/2010,178,182.98,177.83,178.4,968228
10/08/2010,181.19,183.46,177.88,178.84,769380
09/08/2010,179.34,181.68,178.98,180.59,461916
06/08/2010,183.31,183.31,178.75,179.75,599948
05/08/2010,184.31,185.49,181.03,181.6,774340
04/08/2010,181.26,184.74,181.26,184.31,1581656
03/08/2010,176,181.49,175.88,180.64,1320432
02/08/2010,176.25,176.88,175.08,175.64,470024
30/07/2010,176.25,178.48,174.43,175.05,593852
29/07/2010,179.43,180.48,175.04,175.66,918160
28/07/2010,177.5,182.43,176.56,179.16,1735408
27/07/2010,182.64,182.64,175.75,177.61,2596700
26/07/2010,187.75,188.13,183.13,184.39,873552
23/07/2010,188.75,189.96,185.5,186.68,679196
22/07/2010,188.68,188.9,186.7,187.43,473424
21/07/2010,189.96,190.86,188.25,188.6,475020
20/07/2010,192.45,192.45,188.75,189.56,531596
19/07/2010,192.48,192.73,190,190.46,533892
16/07/2010,190,193.91,190,192.73,466800
15/07/2010,191.25,193,190.4,191.98,459036
14/07/2010,192,194.59,190.08,191.11,777852
13/07/2010,193.69,193.69,189.5,191.24,754488
12/07/2010,194.53,195.33,191.54,193.69,705276
09/07/2010,191.25,195.5,190.75,194.18,2505016
08/07/2010,191.25,192,189.2,190.61,1012116
07/07/2010,190.5,191.75,186.69,189.1,1323724
06/07/2010,189.99,191.75,188.79,190.38,1573668
05/07/2010,185.53,191.05,185.53,188.41,2071516
02/07/2010,184.65,186,182.5,183.15,466924
01/07/2010,182,186.6,182,184.08,1188184
30/06/2010,182.55,186.93,182.55,183.55,1340440
29/06/2010,186.5,190.5,182.96,184.46,2216816
28/06/2010,187.5,187.5,185.25,186,460220
25/06/2010,185,187.18,184,184.66,651340
24/06/2010,188.5,188.78,183.75,184.85,2669468
23/06/2010,178,188.48,178,187.66,5043080
22/06/2010,181.25,183.25,170.43,179.26,1715960
21/06/2010,185,187.35,181.78,182.83,1216260
18/06/2010,186,188.98,182.58,183.95,2335284
17/06/2010,181.25,187,181.25,185.99,1318752
16/06/2010,185,185,180.75,181.74,582796
15/06/2010,185.05,186.25,181.35,183.26,1014080
14/06/2010,182.53,186.13,181.75,184.85,1187176
11/06/2010,180.64,183.6,179.28,181.88,3005120
10/06/2010,176.25,179.38,175.63,178.84,1266304
09/06/2010,175.88,178.69,174.63,175.36,1212552
08/06/2010,178.25,180.23,173.76,175.31,2088724
07/06/2010,174.75,179.11,168.53,176.86,3452772
04/06/2010,179.5,180.26,175.39,176.33,2433356
03/06/2010,171.25,179.73,168.75,178.68,5799960
02/06/2010,160.5,168.38,159.25,167.3,2078856
01/06/2010,159,163.74,158.04,159.54,1571440
31/05/2010,161.75,162.68,157.53,159.05,1053348
28/05/2010,161.75,161.95,156.51,161,989088
27/05/2010,159.95,159.95,154.14,155.14,2230468
26/05/2010,161.25,163.73,156.29,158.64,1242216
25/05/2010,166.25,166.25,159,160.13,590360
24/05/2010,165,169.25,164.4,165.94,521860
21/05/2010,164.25,164.5,158.15,163.25,835992
20/05/2010,171.25,172.25,163.76,165.46,814540
19/05/2010,177.25,180,167.8,169.68,791096
18/05/2010,180,181.5,177.25,178.35,560720
17/05/2010,177.5,181,170.5,179.75,817556
14/05/2010,181.91,183,176.5,178.49,623376
13/05/2010,185.75,186.5,181.79,182.71,1344628
12/05/2010,178,185.48,175.5,183.5,1567912
11/05/2010,183.25,183.25,176.25,177.14,852496
10/05/2010,181.25,183.73,178.75,182.96,1148164
07/05/2010,181.45,181.93,175,178.25,1411576
06/05/2010,185.5,189,181.5,183.55,2001200
05/05/2010,185.94,185.94,179.76,184.09,945024
04/05/2010,195,195.99,185,185.94,1596644
03/05/2010,192.53,197,192.53,193.81,1248088
30/04/2010,195.25,195.38,192,193.55,1097208
29/04/2010,195.25,197,191.33,192.06,2988676
28/04/2010,196.53,199.45,190.5,192.5,23668384
27/04/2010,209.7,209.7,198.71,200.98,786588
26/04/2010,206.5,208.5,205,205.56,591428
23/04/2010,207.75,209,205.28,206.03,428176
22/04/2010,206.25,210,206.25,207.56,733136
21/04/2010,206.25,209.59,205.63,207.49,1021080
20/04/2010,207.5,208.33,205.28,205.53,347808
19/04/2010,208.75,209.35,206.25,207.15,620632
16/04/2010,211.26,212.1,209.26,210.13,552336
15/04/2010,212.5,214.51,210.26,211.65,1022648
13/04/2010,211.98,213.98,209.63,211.5,1933240
12/04/2010,212.75,214.25,211.3,212.11,691664
09/04/2010,213,214.56,211.75,212.51,882352
08/04/2010,213.25,215.25,211.35,212.63,1376664
07/04/2010,213.75,216.76,210.28,212.76,1228660
06/04/2010,216.08,216.73,212.89,215.29,1375288
05/04/2010,217.5,217.5,212.28,215.19,955572
01/04/2010,213.5,216.85,208.25,214.88,1565996
31/03/2010,220,220.33,212.25,213.28,2644436
30/03/2010,226.08,227.49,220,220.64,1669316
29/03/2010,227.63,228.7,225.28,226.08,532008
26/03/2010,226,227.74,224.53,226.76,839664
25/03/2010,229.05,229.93,222.53,223.58,1958456
23/03/2010,228.5,229.55,225.9,227.54,609348
22/03/2010,225,228.38,223.75,227.91,1089636
19/03/2010,228.04,229.25,225.84,226.61,900384
18/03/2010,231.25,231.25,226.26,226.69,1542284
17/03/2010,230,233.56,229.06,229.64,2117624
16/03/2010,226.25,229.88,226.25,228.36,779820
15/03/2010,227,227.5,224.29,225.63,1071648
12/03/2010,226.25,229,225.1,226.76,1007880
11/03/2010,217.75,227.09,217.75,225.88,813940
10/03/2010,226.9,230.23,222,224.84,1105076
09/03/2010,227.75,230.48,226,226.81,1981948
08/03/2010,237.25,239.5,227.25,227.9,1649728
05/03/2010,231.24,236.23,229.71,232.93,2210240
04/03/2010,227.81,230.66,226.25,229.63,1261860
03/03/2010,226,228,224.75,227.25,532760
02/03/2010,225.25,226.83,222.65,224.29,826260
26/02/2010,231.05,231.05,220.56,222.71,1618956
25/02/2010,230.5,232.75,224.59,226.86,876132
24/02/2010,230.26,235.1,228.31,229.49,695924
23/02/2010,232.75,234.25,230,232.13,489340
22/02/2010,238.79,239.36,233.48,235.14,418120
19/02/2010,238.25,239.16,233,235.04,440920
18/02/2010,241.23,243.65,237.91,239.73,509164
17/02/2010,239.5,242.75,238.5,239.95,827240
16/02/2010,239,239,235.25,237.48,416352
15/02/2010,235.5,239.05,235.03,236.99,392224
11/02/2010,238,239.03,234,235.18,437160
10/02/2010,237,241,232.04,233.24,588020
09/02/2010,230.53,238.6,230.53,235.5,539220
08/02/2010,236.25,240.31,231.25,235.76,625648
06/02/2010,235.25,237.75,234,235.61,108484
05/02/2010,232.53,238.75,226.5,234.18,854112
04/02/2010,239.98,241.95,233.95,235.91,944008
03/02/2010,242.5,246.5,239.81,240.98,1286516
02/02/2010,243.48,249.45,235.56,237.2,1183620
01/02/2010,241.25,247.73,238.18,242.15,1158824
29/01/2010,244,248.25,234.43,243.13,1312588
28/01/2010,239.63,252.63,237.25,249.21,2997204
27/01/2010,260,260,231.78,236.11,2686004
25/01/2010,282.5,282.5,256.4,262.28,4302320
22/01/2010,272.75,289.5,269.33,284.41,2176368
21/01/2010,278.75,283.75,270.34,276.85,787508
20/01/2010,280.5,286,276.61,280.03,657428
19/01/2010,269.13,287.48,269.13,279.35,629720
18/01/2010,282.75,288.5,281.45,284.26,1208876
15/01/2010,275,286,271.5,284.29,3870856
14/01/2010,276,276,267.75,270.36,1362068
13/01/2010,258.75,272.74,257.5,271.78,2910448
12/01/2010,262.25,265.98,260,261.39,1315112
11/01/2010,262.5,266.18,258.03,259.63,1319720
08/01/2010,254.5,263.2,252.53,261.28,2080960
07/01/2010,260.75,261.25,252.49,254.58,734988
06/01/2010,258.55,262.25,257.94,260.3,840360
05/01/2010,258.5,263,257.28,259.03,1706608
04/01/2010,249.2,258.25,248,255.75,1268756
31/12/2009,246.25,252.5,246.25,247.8,843908
30/12/2009,250,252.45,246.25,247.65,730524
29/12/2009,252.5,253.41,249.03,249.65,311792
24/12/2009,253.78,255.19,249.36,250.71,767824
23/12/2009,249.25,254.01,248.08,252.21,954956
22/12/2009,250,251.25,247.5,248.59,372556
21/12/2009,252.5,252.5,247.75,249.04,636332
18/12/2009,287.18,287.18,246.6,248,754816
17/12/2009,249.03,253.5,247,251.49,923244
16/12/2009,247.5,249.75,245.66,247.94,530668
15/12/2009,248.79,252.55,245.29,247.16,761756
14/12/2009,250.5,253.68,246.51,250.8,1020372
11/12/2009,255,256.89,248.8,250.5,723572
10/12/2009,253.55,259.2,251.25,254.38,2143292
09/12/2009,246.28,253.73,245.71,248.91,1639624
08/12/2009,242.59,249.05,240.84,247.33,1241108
07/12/2009,244.98,247.5,242.38,244.63,1654988
04/12/2009,239,245.78,238.8,242.01,1780952
03/12/2009,233.75,242.93,233.75,239.58,2346120
02/12/2009,237,242.25,231,232.26,1057620
01/12/2009,233.75,236.78,231.68,234.58,861096
30/11/2009,234.23,234.23,227.8,232.16,1474564
27/11/2009,223.23,231.24,220.13,229.14,3755384
26/11/2009,228,233.6,220.33,227.31,7326916
25/11/2009,242.5,244.68,226,231.01,3721488
24/11/2009,243,248.5,241.4,242.99,1188332
23/11/2009,245.3,249.63,244.28,246.64,994072
20/11/2009,242.5,248.24,231.85,246,1220064
19/11/2009,251.5,254.73,241.29,243.51,1566716
18/11/2009,253.5,260.23,251.56,254.13,1153256
17/11/2009,252.5,257.48,251.01,255.09,1597896
16/11/2009,252.25,254.75,248.05,251.38,2393840
13/11/2009,255.75,264.14,249.16,250.5,2184792
