Date,WABCOINDIA-EQ O,WABCOINDIA-EQ H,WABCOINDIA-EQ L,WABCOINDIA-EQ C,WABCOINDIA-EQ V
20/10/2014,3821.2,3821.2,3660,3689.45,3111
17/10/2014,3760,3835.05,3690.5,3752.1,2634
16/10/2014,3763.65,3856.45,3720,3756.65,2832
14/10/2014,3780,3816,3750,3770.35,1403
13/10/2014,3810.05,3859.85,3750,3760.6,20306
10/10/2014,3866,3866,3740,3831.05,2478
09/10/2014,3998.7,3999,3840.95,3860.9,1621
08/10/2014,3929.95,3949.5,3856.7,3909.5,1151
07/10/2014,3919.55,4075,3860.5,3905.1,6354
01/10/2014,3851,3899,3807,3896.5,3769
30/09/2014,3748.5,3908,3748.5,3880.9,8572
29/09/2014,3600,3839.85,3600,3786.4,5876
26/09/2014,3611.7,3675,3516,3631.75,25744
25/09/2014,3623.7,3691.95,3580,3640.05,3716
24/09/2014,3750,3803,3610,3657.05,3785
23/09/2014,3920,3920,3725,3753,4458
22/09/2014,3775.75,3849.8,3706.8,3774.7,3984
19/09/2014,3721.75,3761.25,3670.05,3742.15,5869
18/09/2014,3710.15,3728.3,3640,3651.05,58577
17/09/2014,3701.15,3747.4,3590,3725.25,13720
16/09/2014,3811,3875,3701,3729.45,6980
15/09/2014,3801.05,3949,3800,3822,7492
12/09/2014,3801,3810,3772,3799.65,3330
11/09/2014,3821.1,3821.1,3761.75,3787.35,2833
10/09/2014,3799,3830,3752,3776.3,4053
09/09/2014,3772.5,3830,3769.95,3799.05,6168
08/09/2014,3829.4,3874.4,3743,3770.95,8930
05/09/2014,3873.75,3966.1,3755,3784.7,21391
04/09/2014,3720,4000,3718.05,3820,49458
03/09/2014,3633.95,3730,3630,3698.2,12757
02/09/2014,3625.05,3655,3591,3614.4,2548
01/09/2014,3616.55,3640,3536,3620.15,2945
28/08/2014,3642.85,3642.85,3560,3616.55,2226
27/08/2014,3555.1,3639.95,3550,3595.55,1672
26/08/2014,3650,3699.9,3499.85,3606.85,3555
25/08/2014,3644.6,3650,3490,3632.9,1854
22/08/2014,3689.95,3689.95,3525,3550.55,1851
21/08/2014,3646.8,3725,3605,3632.9,5658
20/08/2014,3431.25,3635.95,3431.25,3567.85,3475
19/08/2014,3400,3535,3350,3499.45,1862
18/08/2014,3481.8,3482,3340.25,3381.45,1302
14/08/2014,3390.05,3419,3341,3382.05,2034
13/08/2014,3300,3409,3300,3381.7,2093
12/08/2014,3289.3,3399,3289.3,3321.1,1658
11/08/2014,3330.05,3350,3280,3289.3,1548
08/08/2014,3291.35,3393.7,3255,3334.65,1534
07/08/2014,3459.95,3459.95,3316.1,3342.5,1946
06/08/2014,3290.05,3475,3236,3397.9,8420
05/08/2014,3300,3312,3230,3299.4,3379
04/08/2014,3340,3340,3202,3269.35,5445
01/08/2014,3389.95,3389.95,3270,3299.2,2681
31/07/2014,3400,3433.45,3322.6,3355,3274
30/07/2014,3469.95,3475,3380,3396.85,2894
28/07/2014,3500,3512.05,3405,3426.25,2410
25/07/2014,3599,3600,3451,3477.35,1912
24/07/2014,3614.95,3629.95,3535,3596.6,16469
23/07/2014,3570.05,3619.95,3421.1,3585.85,12025
22/07/2014,3615,3615,3520.5,3570.05,8746
21/07/2014,3549.95,3630,3542,3610.75,6416
18/07/2014,3643.35,3645.45,3520,3536.45,1902
17/07/2014,3640.45,3640.45,3600,3616.6,2790
16/07/2014,3599,3649.9,3598.95,3624.85,4780
15/07/2014,3412,3589.9,3412,3572.75,4521
14/07/2014,3632.8,3692.1,3485,3510.15,2573
11/07/2014,3600,3680,3480.25,3551.05,4541
10/07/2014,3465,3649,3430.2,3517.7,4784
09/07/2014,3549.95,3679.8,3461.5,3483.7,5255
08/07/2014,3517.95,3680,3417.5,3605.8,24109
07/07/2014,3510,3568.65,3480,3488,3513
04/07/2014,3636,3649.95,3450.05,3501.9,7154
03/07/2014,3524.7,3599,3475,3547.05,17612
02/07/2014,3335,3520,3316.05,3469.35,15708
01/07/2014,3330.1,3390,3300,3329.2,7045
30/06/2014,3199,3667,3199,3297.35,27165
27/06/2014,3136.6,3175,3065.05,3112.75,1485
26/06/2014,3110.1,3230,3075,3103.05,1448
25/06/2014,3252.6,3252.65,3100,3145.1,1659
24/06/2014,3184.95,3275,3136.3,3185.1,3723
23/06/2014,3099,3189.9,3050,3170.7,4709
20/06/2014,3110,3148.8,3015.2,3073,4325
19/06/2014,3230,3230,3080,3161.15,2333
18/06/2014,3110,3225,3000,3151.8,10529
17/06/2014,2845,3233,2845,3055.95,27253
16/06/2014,2800,2900.4,2710,2845.3,9911
13/06/2014,2748.75,2790,2686.1,2728,9801
12/06/2014,2571.1,2745,2571.1,2742.4,7967
11/06/2014,2699,2740,2600,2628.1,3265
10/06/2014,2750,2750,2640,2657.55,3394
09/06/2014,2728,2740,2601.3,2717.75,1778
06/06/2014,2692.95,2730,2604.6,2652.05,9333
05/06/2014,2729.95,2729.95,2591.1,2614.75,2313
04/06/2014,2650.05,2729,2580,2677.95,3022
03/06/2014,2533.05,2644,2533,2634.85,1795
02/06/2014,2570,2618.3,2465.05,2579.05,1443
30/05/2014,2420,2597,2420,2568.85,23039
29/05/2014,2350.1,2470,2295,2447.95,3502
28/05/2014,2475,2475.05,2361.1,2381.55,2504
27/05/2014,2431,2518.25,2412.6,2452.9,1381
26/05/2014,2550.05,2640,2400,2492.3,5518
23/05/2014,2400.2,2550,2400,2477.95,5658
22/05/2014,2300,2459,2225,2438.3,5922
21/05/2014,2218,2288.8,2218,2256.3,8954
20/05/2014,2195.75,2228,2164.25,2191.15,1640
19/05/2014,2101.15,2215.2,2086.1,2150.05,14023
16/05/2014,2225,2225,2126.05,2152.55,1797
15/05/2014,2269.75,2269.85,2111.75,2152.95,4500
14/05/2014,2215.5,2287.5,2215.5,2256.2,14774
13/05/2014,2259.85,2278.8,2186,2251.85,5024
12/05/2014,2375,2375,2232.55,2273.35,8789
09/05/2014,2300,2384,2212,2332.15,4844
08/05/2014,2260,2290,2220,2278.35,1078
07/05/2014,2219.4,2268,2176.2,2241.05,1645
06/05/2014,2167,2386,2125,2203.9,12922
05/05/2014,2150,2180,2111.05,2178.05,271
02/05/2014,2199.6,2247.95,2107.05,2152.45,1503
30/04/2014,2198,2225,2065,2205.55,1406
29/04/2014,2160,2194.95,2160,2184,1242
28/04/2014,2133.95,2175.05,2091.15,2158.35,2207
25/04/2014,2130,2135,2080,2121.25,1191
23/04/2014,2063.6,2129,2048.95,2109.9,1688
22/04/2014,2050.05,2060,2031.65,2050.25,3582
21/04/2014,2041.25,2098,2025,2038,1114
17/04/2014,2064,2074.7,2025,2040.75,2199
16/04/2014,2112.95,2138,2050,2061.65,1668
15/04/2014,2060,2191.05,2002,2066.5,12222
11/04/2014,1970,2030,1925.1,1984.4,2893
10/04/2014,1956,1970,1910,1919,12727
09/04/2014,1948,1968.45,1935,1955.15,1473
07/04/2014,1950,1950.2,1932,1943.9,1192
04/04/2014,1995,2015,1931,1956.8,2071
03/04/2014,2007.65,2015,1990.15,2001.85,1566
02/04/2014,2018.95,2043.25,1990.1,2007.65,6303
01/04/2014,2064,2064,2000,2019,8356
31/03/2014,1950,2050,1950,2033.95,3601
28/03/2014,1941.95,1989.9,1921.05,1947.4,1611
27/03/2014,1965,1965,1910,1919.75,1500
26/03/2014,1990,1999.8,1931,1950.1,2471
25/03/2014,1982,1990,1950,1979.85,6787
24/03/2014,1996.1,2006,1970,1981.4,5199
21/03/2014,1982.45,2025,1975,2008.05,35673
20/03/2014,2034.95,2037.75,1979.9,1991.9,1000
19/03/2014,1974.95,2010,1952.35,2008.55,14857
18/03/2014,1983,2000,1950,1991.75,915
14/03/2014,1921.5,1980,1918.95,1974.3,2857
13/03/2014,1974.5,1976.95,1935,1955.8,2891
12/03/2014,1927.8,1950,1921,1949.85,5791
11/03/2014,1946.55,1975,1874,1948.5,10924
10/03/2014,1905.9,2000,1905.9,1949.75,2632
07/03/2014,1909.95,1972,1853.15,1957.6,1953
06/03/2014,1881.25,1949,1850,1913.7,1708
05/03/2014,1885,1917.75,1811.3,1898.25,1372
04/03/2014,1733.05,1880,1730,1847.9,1872
03/03/2014,1795.05,1816.8,1720.05,1751.85,1956
28/02/2014,1860.8,1899,1660,1749.4,5772
26/02/2014,1848.95,1895,1811.05,1839.7,2406
25/02/2014,1800,1859.8,1791.2,1834.1,932
24/02/2014,1772.55,1828.95,1772.5,1803.15,1221
21/02/2014,1793.1,1800,1762.4,1799.45,257
20/02/2014,1779.65,1820,1764.95,1771.8,421
19/02/2014,1767.5,1787,1745,1779.65,2804
18/02/2014,1750.4,1772.3,1720,1739.7,7132
17/02/2014,1800,1809.15,1677.7,1750.4,19554
14/02/2014,1807.35,1860,1784.05,1787.9,686
13/02/2014,1850,1897.5,1810,1825.85,1597
12/02/2014,1888.75,1888.75,1836.35,1842.1,877
11/02/2014,1860.1,1890,1860.1,1885.1,200
10/02/2014,1856.65,1880,1856.6,1868,252
07/02/2014,1850,1888,1850,1881,754
06/02/2014,1859.95,1890,1841,1868.45,1575
05/02/2014,1849.95,1868.8,1849.95,1860,640
04/02/2014,1846,1855.05,1801,1831.8,751
03/02/2014,1867.05,1867.05,1802,1837.8,775
31/01/2014,1878.95,1878.95,1830,1848.7,184
30/01/2014,1831.05,1850,1801,1842.2,14447
29/01/2014,1880,1924.4,1850,1850.15,49576
28/01/2014,1894,1959,1882.8,1899.6,786
27/01/2014,1880.05,1910,1879.95,1889.75,509
24/01/2014,1920,1997,1900.2,1906.1,2267
23/01/2014,1900.05,1942.9,1861.05,1910.1,865
22/01/2014,1919.95,1920.05,1906,1920,110
21/01/2014,1900,1948.4,1900,1920.15,363
20/01/2014,1879.8,1948.35,1850,1915.25,627
17/01/2014,1877.05,1920,1835.25,1854.05,548
16/01/2014,1919.95,1920,1861.25,1911.2,4029
15/01/2014,1919.95,1920,1866,1895.4,683
14/01/2014,1915,1945.05,1865.6,1883.15,672
13/01/2014,1951,1987.45,1915,1933.1,801
10/01/2014,1978.1,2000,1940,1978.05,771
09/01/2014,1999,2004,1962.05,1969.1,442
08/01/2014,1984,2010,1974,1999.7,2046
07/01/2014,1983,2010,1960,1970.45,990
06/01/2014,2000.05,2000.05,1976.25,1994.25,1575
03/01/2014,1960.05,2018.7,1960,2010.95,218
02/01/2014,2022,2030,1950,1986.85,883
01/01/2014,2071.7,2071.7,2006.55,2019.7,812
31/12/2013,2038,2084.45,1990,2045.3,4915
30/12/2013,1970.05,2072,1956.1,2038.05,2692
27/12/2013,1998,2029.95,1950.3,1967.15,2107
26/12/2013,1891,2095,1862.05,1977.3,19719
24/12/2013,1860,1898,1841,1890.8,950
23/12/2013,1883.4,1890,1866,1878.85,856
20/12/2013,1820,1873,1820,1855.3,909
19/12/2013,1775.05,1875,1775.05,1867.1,1064
18/12/2013,1800,1812,1785,1799.95,656
17/12/2013,1811.95,1812,1795.95,1802.1,899
16/12/2013,1773.2,1810,1773.2,1798.85,716
13/12/2013,1800,1805.9,1770.1,1796.45,17287
12/12/2013,1803,1833.95,1760,1779.65,1424
11/12/2013,1830,1875,1795,1803.25,12081
10/12/2013,1682.05,1890,1682,1791.8,2602
09/12/2013,1715.3,1748.9,1681.05,1694.65,1197
06/12/2013,1718.2,1750,1718.2,1734.6,130
05/12/2013,1740.55,1759,1730,1734.55,854
04/12/2013,1725.5,1744.5,1712.1,1734.8,910
03/12/2013,1685.05,1744.9,1685,1718.9,757
02/12/2013,1678.05,1719.8,1678,1701.5,182
29/11/2013,1681.15,1739.9,1681.15,1705,249
28/11/2013,1661.75,1747.8,1661,1698.9,2497
27/11/2013,1630.05,1682.9,1630,1644.4,505
26/11/2013,1675,1675,1640,1650.25,2957
25/11/2013,1668.15,1697,1665,1675.1,438
22/11/2013,1704.9,1704.9,1675,1679.4,502
21/11/2013,1690.05,1729.95,1670.2,1698.05,930
20/11/2013,1740,1760,1683,1717.3,1877
19/11/2013,1735,1752.1,1716.3,1741.85,612
18/11/2013,1712.5,1735,1700,1730,1400
14/11/2013,1755.5,1755.5,1670.15,1686.6,195
13/11/2013,1661.05,1700,1661.05,1693.5,232
12/11/2013,1778.55,1778.55,1655.05,1673.45,1197
11/11/2013,1670.4,1709.95,1670.4,1690,368
08/11/2013,1665.05,1706.2,1649.95,1694.55,1367
07/11/2013,1695,1695,1650.1,1676.05,1450
06/11/2013,1685.05,1731,1685.05,1689,454
05/11/2013,1659.35,1750,1651.2,1700.7,1183
01/11/2013,1699.9,1700,1602.65,1666,1121
31/10/2013,1675.05,1730,1675.05,1692.35,762
30/10/2013,1722.25,1730.1,1670.05,1699.45,735
29/10/2013,1719.95,1750,1705,1740.2,1093
28/10/2013,1707.05,1730.05,1701,1715.6,888
25/10/2013,1710,1729.45,1702.05,1718.6,723
24/10/2013,1723.15,1749.9,1713.1,1716.8,706
23/10/2013,1714.8,1750,1700,1737,6172
22/10/2013,1719.15,1750,1690.55,1714.5,611
21/10/2013,1777,1777,1705.3,1735.75,643
18/10/2013,1710.95,1728.75,1702,1707.55,303
17/10/2013,1749.95,1750,1704.2,1719.6,647
15/10/2013,1741,1780,1730,1738.25,189
14/10/2013,1785,1797.35,1776.9,1778.5,521
11/10/2013,1780,1820,1760.2,1780.7,2731
10/10/2013,1790,1817,1750,1771.85,1252
09/10/2013,1709,1810,1693,1785,3994
08/10/2013,1736.95,1741.6,1707.75,1716.35,89
07/10/2013,1731,1745,1683.1,1719.2,1055
04/10/2013,1774.05,1774.05,1718,1735.8,500
03/10/2013,1742.45,1759,1710.55,1745.6,549
01/10/2013,1749,1749,1700.85,1721.25,493
30/09/2013,1718,1744,1715.1,1738.95,480
27/09/2013,1675.1,1725.5,1675,1723.4,4930
26/09/2013,1688.95,1700,1670,1690,1491
25/09/2013,1679.95,1694.95,1655.55,1672.15,392
24/09/2013,1645.6,1669.95,1645.6,1664.05,472
23/09/2013,1607.05,1669.95,1605.35,1653.15,770
20/09/2013,1649.85,1649.85,1606.2,1620.3,455
19/09/2013,1592.65,1650,1592.6,1628.6,876
18/09/2013,1593,1625,1593,1613.9,129
17/09/2013,1600.05,1601,1581.2,1598.3,477
16/09/2013,1611.05,1629.85,1591,1600.05,390
13/09/2013,1653.9,1653.9,1620,1627.35,316
12/09/2013,1625.05,1640,1600.05,1629.65,80
11/09/2013,1650,1650,1601.45,1629.9,538
10/09/2013,1629.95,1700,1555.5,1648.75,393
06/09/2013,1581,1590,1571.05,1581.6,214
05/09/2013,1614,1614,1585,1588.8,341
04/09/2013,1625,1625,1576.05,1579.95,735
03/09/2013,1598.95,1600,1576.05,1597.15,437
02/09/2013,1581,1610,1572.05,1600,2027
30/08/2013,1566.25,1610,1566.2,1600.05,392
29/08/2013,1550.05,1619,1550,1599.9,571
28/08/2013,1594.95,1610.55,1504,1549.8,3263
27/08/2013,1610,1629.95,1585,1594.8,325
26/08/2013,1593.55,1640.95,1593.55,1618.4,263
23/08/2013,1619.25,1649.85,1593.55,1610.2,15131
22/08/2013,1654.95,1654.95,1615.1,1625.35,1503
21/08/2013,1659.25,1684.25,1640,1648.35,2962
20/08/2013,1669.05,1699.95,1660,1677.5,326
19/08/2013,1681.1,1700,1625,1681.25,17319
16/08/2013,1700,1728.9,1675,1710.7,1365
14/08/2013,1700,1718.1,1680,1694.1,315
13/08/2013,1691.75,1701,1673,1690,1423
12/08/2013,1612,1715,1612,1699.55,794
08/08/2013,1700,1749,1682.4,1724.65,510
07/08/2013,1700.05,1724,1673.15,1717.1,14670
06/08/2013,1700,1711.95,1670.1,1690.05,19273
05/08/2013,1695.4,1718,1670,1699.55,538
02/08/2013,1693.15,1745,1693,1706.95,2206
01/08/2013,1740,1769.85,1690.1,1701.35,5657
31/07/2013,1750,1774,1701.05,1716.8,2363
30/07/2013,1790,1791,1750,1760.9,1413
29/07/2013,1754.55,1792,1712.2,1786.45,1026
26/07/2013,1773,1780,1740,1754.5,1222
25/07/2013,1700,1810,1700,1775.3,4877
24/07/2013,1661.75,1711,1661.7,1698.65,1867
23/07/2013,1709.95,1718,1680,1688.85,2282
22/07/2013,1648.05,1718,1638.75,1692,1028
19/07/2013,1667.85,1690,1660,1670,542
18/07/2013,1671.35,1684,1658.55,1662.9,2128
17/07/2013,1722.05,1731.1,1670,1688.15,751
16/07/2013,1650.05,1760,1640,1746.35,4446
15/07/2013,1635.15,1710,1625.55,1676.9,3240
12/07/2013,1635,1660,1631.3,1635.5,1796
11/07/2013,1650.3,1692,1650.3,1669.05,1292
10/07/2013,1628.3,1655,1625.2,1649.45,7860
09/07/2013,1625.25,1635.05,1624.95,1627.65,1646
08/07/2013,1607.15,1646,1607.15,1643.35,809
05/07/2013,1646.45,1668,1620.1,1641.9,15663
04/07/2013,1650,1672,1638.05,1654.05,470
03/07/2013,1650.05,1674.9,1625,1647.4,490
02/07/2013,1694.95,1694.95,1642,1651.05,1856
01/07/2013,1725.3,1725.3,1641.3,1678.05,4567
28/06/2013,1615.05,1757,1615.05,1719.05,2810
27/06/2013,1605.05,1648,1605,1636.15,618
26/06/2013,1650.05,1650.05,1605.1,1625.6,426
25/06/2013,1631,1637,1601.3,1635,917
24/06/2013,1650,1656.75,1620,1635.25,1094
21/06/2013,1669.95,1700,1665,1669.5,233
20/06/2013,1704.95,1704.95,1661,1676.4,312
19/06/2013,1682.15,1710,1682,1682,208
18/06/2013,1709.95,1719,1684.35,1700.3,1001
17/06/2013,1692,1710,1692,1707.85,980
14/06/2013,1698.05,1733.95,1694,1716.15,173
13/06/2013,1685,1749,1656,1713.45,829
12/06/2013,1742.4,1745,1677,1688.85,429
11/06/2013,1748,1775,1698,1727.55,1101
10/06/2013,1722.2,1754.9,1690.25,1730,1367
07/06/2013,1725,1764,1725,1750.05,887
06/06/2013,1699.9,1765,1699.9,1761.65,2682
05/06/2013,1649.9,1778,1649.9,1749.4,5852
04/06/2013,1625,1659.95,1600.05,1649,325
03/06/2013,1591.05,1635,1591.05,1628.8,900
31/05/2013,1620,1650,1610,1644.25,2453
30/05/2013,1611.3,1650,1611.05,1629.2,471
29/05/2013,1620.05,1655,1620.05,1640.4,796
28/05/2013,1623.05,1665,1623.05,1637.65,1454
27/05/2013,1670,1675,1647,1660.9,2271
24/05/2013,1590,1675,1550.05,1646.95,5164
23/05/2013,1575,1700,1525,1581.9,2050
22/05/2013,1590.35,1616,1552,1575.15,1614
21/05/2013,1689,1689,1600,1603.1,1128
20/05/2013,1540.05,1724,1540.05,1648.95,14558
17/05/2013,1395,1622,1390,1597.95,35883
16/05/2013,1405.05,1419.4,1385.05,1393.6,685
15/05/2013,1367,1497,1350,1443.15,4674
14/05/2013,1344.55,1399,1344.55,1366.65,498
13/05/2013,1350.25,1375,1350,1362.55,389
10/05/2013,1395.05,1425.9,1364.6,1370.4,589
09/05/2013,1400.05,1418.5,1400,1403.35,946
08/05/2013,1400.15,1424.95,1400,1407.45,714
07/05/2013,1399.95,1410,1398,1403.1,291
06/05/2013,1409.95,1423,1375,1402.6,405
03/05/2013,1369.9,1406.95,1353.2,1397.85,534
02/05/2013,1336,1385,1336,1367.55,724
30/04/2013,1340,1365,1340,1350.15,472
29/04/2013,1308,1364,1308,1350,683
26/04/2013,1330,1379.95,1325.05,1350.75,1431
25/04/2013,1330,1343,1303.1,1323.85,509
23/04/2013,1308,1325,1300,1308.45,277
22/04/2013,1310,1349,1260,1337.95,516
18/04/2013,1270.05,1309,1250,1299.05,1066
17/04/2013,1299.5,1310,1250,1251.05,18046
16/04/2013,1288.85,1297.95,1255.35,1288.45,664
15/04/2013,1275.05,1322,1250,1254.55,4136
12/04/2013,1314.6,1323,1250,1267.25,1826
11/04/2013,1330,1337.05,1330,1333,256
10/04/2013,1388,1388,1325.05,1329.5,627
09/04/2013,1355.15,1365,1350,1359.2,471
08/04/2013,1359.95,1376,1330.1,1369.35,327
05/04/2013,1339,1347.95,1320,1322.45,527
04/04/2013,1397,1397,1325.15,1341.25,242
03/04/2013,1372,1414.5,1372,1394.65,153
02/04/2013,1366,1418,1360.3,1400.05,221
01/04/2013,1400,1447,1360,1372.7,430
28/03/2013,1300,1478.95,1279,1391.2,2512
26/03/2013,1291,1334.95,1281,1314.6,403
25/03/2013,1294,1330,1294,1314.9,640
22/03/2013,1355,1355,1280.05,1294.15,3791
21/03/2013,1419.95,1424,1340.2,1354.3,3334
20/03/2013,1427.05,1439.95,1380,1411.95,499
19/03/2013,1469.85,1469.85,1430.05,1446.75,781
18/03/2013,1445,1480,1430,1458.65,875
15/03/2013,1442,1481,1442,1460,832
14/03/2013,1420.95,1462,1420.95,1456.2,1030
13/03/2013,1402.05,1447.7,1395,1425.75,875
12/03/2013,1447.95,1448.9,1400.05,1401.85,590
11/03/2013,1421,1450.05,1420.95,1428.9,643
08/03/2013,1435.05,1447.95,1430.1,1444.9,104
07/03/2013,1454,1460,1441.55,1449.95,3841
06/03/2013,1438.95,1475,1420.1,1458.6,637
05/03/2013,1456.7,1459.95,1417,1438.95,242
04/03/2013,1402.3,1480,1370,1450.7,1279
01/03/2013,1489.9,1489.9,1390.1,1411.55,1375
28/02/2013,1504.8,1504.8,1415,1447.4,323
27/02/2013,1499,1499,1390,1448.25,10357
26/02/2013,1499,1499,1395.05,1400.6,1627
25/02/2013,1418.75,1418.75,1396,1401.4,7049
22/02/2013,1379,1445,1360.25,1413.55,25910
21/02/2013,1450,1450,1385,1392.8,987
20/02/2013,1497,1497,1380.75,1403.4,457
19/02/2013,1374.45,1417,1350.05,1378.85,620
18/02/2013,1400.8,1400.8,1340,1351.6,6714
15/02/2013,1415,1421.2,1381,1392.25,872
14/02/2013,1493,1493,1418,1422.4,1676
13/02/2013,1460,1479.95,1460,1468.95,819
12/02/2013,1493.95,1493.95,1465.05,1476.15,241
11/02/2013,1508.95,1508.95,1471.2,1487.5,543
08/02/2013,1548.3,1549,1499.95,1508.35,784
07/02/2013,1561.95,1564,1536.15,1537.7,881
06/02/2013,1560.1,1569.9,1546.85,1547.6,988
05/02/2013,1577,1585.05,1565,1570.1,10169
04/02/2013,1606,1615,1585.3,1593.35,6538
01/02/2013,1565.6,1617,1561.45,1605.35,972
31/01/2013,1567,1593,1550,1561.45,726
30/01/2013,1599.75,1599.8,1579.95,1582.6,659
29/01/2013,1580,1600,1575.2,1598.3,3808
28/01/2013,1591,1597.65,1582.75,1588.4,283
25/01/2013,1575,1610,1575,1603.15,11406
24/01/2013,1580.25,1600,1580.25,1585.1,2220
23/01/2013,1580.25,1592,1580.25,1588.55,644
22/01/2013,1594.9,1599.95,1580.25,1587.65,1202
21/01/2013,1599.95,1599.95,1556.3,1579.05,1193
18/01/2013,1614.8,1615,1605,1611,1474
17/01/2013,1615,1615.05,1600,1604,742
16/01/2013,1604.9,1615,1573.2,1608.6,2927
15/01/2013,1613.8,1616.9,1589.95,1595.15,1577
14/01/2013,1609,1617.25,1600.15,1604.9,934
11/01/2013,1648,1648,1607,1608.85,858
10/01/2013,1623,1648,1603.3,1646.45,1596
09/01/2013,1620,1634.95,1619,1623.35,728
08/01/2013,1610.1,1625,1610,1613.1,926
07/01/2013,1628.6,1640,1621,1625.05,925
04/01/2013,1609.95,1640,1600,1632,1360
03/01/2013,1630,1630,1591.15,1614.1,1421
02/01/2013,1630,1643.75,1611.1,1614.8,1983
01/01/2013,1660.1,1670,1610.35,1629.05,1158
31/12/2012,1610,1698.9,1588.5,1668.35,3741
28/12/2012,1610,1629.95,1610,1619.5,166
27/12/2012,1610.05,1647.95,1600,1618.95,4406
26/12/2012,1610,1625,1600,1601.7,462
24/12/2012,1644.95,1644.95,1620,1621.35,280
21/12/2012,1667.45,1667.45,1621.1,1637.7,20594
20/12/2012,1620.3,1660,1620.3,1650.1,1273
19/12/2012,1649.05,1649.05,1606.25,1620.7,900
18/12/2012,1662,1662,1620.5,1623.85,1003
17/12/2012,1660,1667.4,1650.2,1650.55,277
14/12/2012,1705.05,1719.95,1655,1660.75,1539
13/12/2012,1700,1748,1683,1710,1689
12/12/2012,1620,1774,1605,1715.95,3784
11/12/2012,1610,1625,1600,1607.25,1618
10/12/2012,1600,1619,1590,1610.5,4919
07/12/2012,1591,1597.5,1565.1,1590.55,993
06/12/2012,1586.1,1647.15,1580,1591,1097
05/12/2012,1581.05,1604.7,1581,1590.6,724
04/12/2012,1573,1616.7,1565.7,1600.6,1511
03/12/2012,1585,1589.95,1562,1573.6,4523
30/11/2012,1545.05,1592,1545,1582.05,313
29/11/2012,1582,1590,1579.95,1581.25,532
27/11/2012,1569,1588,1566,1580.2,3853
26/11/2012,1545.05,1569.9,1545,1560.25,6966
23/11/2012,1560,1574.95,1541,1547.3,287
22/11/2012,1535,1585,1535,1571.45,481
21/11/2012,1567.85,1567.85,1530.1,1536.4,458
20/11/2012,1562,1566,1525.5,1556.4,1070
19/11/2012,1535.05,1585,1535.05,1562.85,883
16/11/2012,1544.8,1550,1528,1539.05,5893
15/11/2012,1562,1578,1526,1536.15,6506
13/11/2012,1579.95,1589.95,1572,1575.9,498
12/11/2012,1558,1580,1553.1,1557.25,1050
09/11/2012,1575,1589.75,1566,1574.05,922
08/11/2012,1573.7,1594.95,1550,1580.75,496
07/11/2012,1586,1599.65,1555,1562.95,4049
06/11/2012,1636.7,1636.7,1585,1590.95,2262
05/11/2012,1624,1624,1592,1602.5,994
02/11/2012,1609.8,1615,1598.05,1606.85,1190
01/11/2012,1600,1633,1586,1626.95,1192
31/10/2012,1590,1613,1590,1603.85,422
30/10/2012,1610,1619.95,1571.05,1589.8,16273
29/10/2012,1605.15,1622.7,1605.05,1612.05,2956
26/10/2012,1620,1620,1597.15,1616.7,362
25/10/2012,1644,1645,1605,1612.95,1503
23/10/2012,1670,1709.7,1642.3,1673.15,1207
22/10/2012,1621.3,1674.8,1621.3,1655.35,1092
19/10/2012,1639.7,1650,1620,1635.65,1056
18/10/2012,1638,1640,1601,1624.95,47619
17/10/2012,1600,1640,1586,1633.25,451
16/10/2012,1595,1625,1580,1615.45,623
15/10/2012,1601.1,1609.75,1590.5,1598.35,495
12/10/2012,1605,1624.95,1605,1616.15,785
11/10/2012,1609.95,1626.9,1600,1607,363
10/10/2012,1629.95,1630,1595,1610.4,329
09/10/2012,1610.15,1630,1610.15,1625.7,647
08/10/2012,1648.8,1648.8,1618.1,1629.65,7469
05/10/2012,1422.05,1649.95,1422.05,1629.25,1264
04/10/2012,1657,1660,1630.1,1633.3,943
03/10/2012,1654.95,1655.8,1624.1,1634.65,308
01/10/2012,1692.8,1692.8,1630,1649.65,433
28/09/2012,1620,1680,1596,1616.7,9418
27/09/2012,1625.45,1640,1590,1631.5,1037
26/09/2012,1640,1656,1611.15,1618,610
25/09/2012,1600,1698.9,1585.05,1660.1,2979
24/09/2012,1560,1650,1531,1621.35,2917
21/09/2012,1575.05,1588.95,1552,1557.25,987
20/09/2012,1597.7,1597.7,1550.1,1564.6,722
18/09/2012,1572.15,1625,1567.1,1573.35,821
17/09/2012,1575.05,1609.95,1570.4,1577.05,62403
14/09/2012,1699,1699,1565.15,1579.9,6084
13/09/2012,1614.85,1625,1587.1,1601.8,1213
12/09/2012,1590,1604.9,1572,1603,524
11/09/2012,1590,1594.8,1561.3,1571.95,586
10/09/2012,1600,1607,1584.1,1593.4,588
07/09/2012,1592.25,1612,1590,1600.2,945
06/09/2012,1594.9,1620,1571,1599.65,1195
05/09/2012,1598.85,1598.9,1571,1581.9,1330
04/09/2012,1582.15,1619.65,1581,1585.75,153
03/09/2012,1590,1645.8,1580,1599.4,1607
31/08/2012,1648,1648,1576.1,1579.65,1156
30/08/2012,1589.95,1599.95,1572.1,1590.95,1842
29/08/2012,1580,1605,1570,1600.1,2701
28/08/2012,1582.1,1630,1582.1,1599.85,2401
27/08/2012,1562.05,1634.95,1557.05,1605.35,2050
