Date,WABCOINDIA-EQ O,WABCOINDIA-EQ H,WABCOINDIA-EQ L,WABCOINDIA-EQ C,WABCOINDIA-EQ V
08/06/2010,742,745,732,732.3,1946
07/06/2010,729.05,743.4,726.05,738.15,1267
04/06/2010,729.9,749.85,720,739.65,654
03/06/2010,737.4,737.95,709.3,719.55,1295
02/06/2010,719.05,731.35,719.05,722.25,255
01/06/2010,735,749,711.15,718.2,1182
31/05/2010,705.5,753.8,705.5,746.4,2249
28/05/2010,720.1,730.1,708,709.25,1238
27/05/2010,725.85,725.85,711.05,720.5,3568
26/05/2010,725.25,740,713,733.1,3511
25/05/2010,770,780,731.25,736.2,2890
24/05/2010,776.5,788,770,778,198
21/05/2010,770,775,756.2,769.75,484
20/05/2010,784,789.8,769.1,778.25,1850
19/05/2010,772,797,751,781.15,2066
18/05/2010,798,806.95,783,795.7,2329
17/05/2010,751.6,825,742,801.25,3577
14/05/2010,820,822,755,766.05,13998
13/05/2010,828,837,816,821.45,1342
12/05/2010,817.3,845,815,819.55,9364
11/05/2010,812.1,842,782.3,835,37779
10/05/2010,811.1,830,805,823.5,8940
07/05/2010,820,834.95,806,817.25,7818
06/05/2010,791.05,857.8,750,839.6,15605
05/05/2010,810,816.45,776.1,799.1,5163
04/05/2010,794.4,837,794.1,796.7,8904
03/05/2010,814.3,814.3,788,794.1,1990
30/04/2010,775,817.7,775,800.25,9165
29/04/2010,760,775,756.25,768.6,3006
28/04/2010,760,770,750,768.55,1816
27/04/2010,772,793.5,760.15,766.8,4980
26/04/2010,750,775.7,736,760.6,56582
23/04/2010,740,745,731,738.9,1551
22/04/2010,720,744,720,734.9,1609
21/04/2010,723,733,714,726.3,14648
20/04/2010,702,744,702,730.05,2456
19/04/2010,711.6,724.9,699.95,701.15,1803
16/04/2010,710.1,730,710,720.8,546
15/04/2010,720,737,715,722.1,2646
13/04/2010,715,727.9,705.2,717.7,1685
12/04/2010,740,740,714.7,714.9,1472
09/04/2010,749.95,750,726.25,732.15,25589
08/04/2010,742,755,727,748,84569
07/04/2010,728,728.9,716.8,722.2,243
06/04/2010,729.8,737,725,731.1,25711
05/04/2010,701,749.95,701,720.65,3665
01/04/2010,697,705,693.2,701.45,1295
31/03/2010,700.05,714.5,692.35,705.5,2127
30/03/2010,670,709,670,705,1265
29/03/2010,705,713,690,695.2,1051
26/03/2010,696,713,696,705.25,458
25/03/2010,695,708.9,690.5,703.45,452
23/03/2010,700.2,720,680.25,701.25,1842
22/03/2010,729.9,729.9,689.9,695.5,1832
19/03/2010,730.1,743.2,720.5,727.55,1316
18/03/2010,752.55,752.55,726,726,613
17/03/2010,728.1,755,728.1,745,116422
16/03/2010,720.6,739.8,720.5,730,1127
15/03/2010,728.1,739.9,722,728.4,2204
12/03/2010,747,747,729.8,733.75,462
11/03/2010,759,760,731.2,734,1197
10/03/2010,750,785,742,745.65,2345
09/03/2010,732.05,790,720.5,774.85,4974
08/03/2010,702.2,740,702,729.75,2405
05/03/2010,705,720.15,705,713.25,1269
04/03/2010,690.1,709.6,686,702.95,783
03/03/2010,719.9,719.9,687.5,696.5,906
02/03/2010,675,700,674,689.2,1104
26/02/2010,682,692,680,685,439
25/02/2010,725,725,670,682,161
24/02/2010,676,690.1,672,684.65,1381
23/02/2010,685,690,663.15,688.7,798
22/02/2010,691.1,710,685.1,696.4,2156
19/02/2010,724,724,690,697.5,403
18/02/2010,740,740,701.2,710.2,460
17/02/2010,710.3,728.85,710.15,725.4,1440
16/02/2010,738.5,739,717,727,904
15/02/2010,738,769.8,730.5,736.6,4839
11/02/2010,705,744,705,724.05,33666
10/02/2010,657,715,656,706.25,6067
09/02/2010,663.65,663.65,634,660,1963
08/02/2010,667.7,667.7,640,648.6,968
05/02/2010,650,675,638.75,648,995
04/02/2010,670,690,670,677.75,1779
03/02/2010,679.5,679.5,666,669.9,573
02/02/2010,718.95,718.95,676,678.2,2018
01/02/2010,650,695,650,682.6,941
29/01/2010,631.4,660,624.95,653.85,896
28/01/2010,615,674.95,615,652.75,838
27/01/2010,670,680,640,647.4,861
25/01/2010,653,689,653,678.55,1428
22/01/2010,655,690,630,681,3115
21/01/2010,697,700,675.1,678.7,1693
20/01/2010,710,729.95,652.15,687.5,14453
19/01/2010,705,715,683.5,688.1,8034
18/01/2010,701,701,646.1,681.45,1637
15/01/2010,576.2,698,576.2,667.4,5466
14/01/2010,575,600,570.1,590.45,6502
13/01/2010,550,579,550,572.65,3342
12/01/2010,550.4,572.85,550.4,553,1898
11/01/2010,559.9,579,555.2,561,7751
08/01/2010,577,578,545.65,559.1,3736
07/01/2010,532.05,562,532.05,557.5,3659
06/01/2010,535.1,553,535.1,545.65,524
05/01/2010,531,553.9,508,552.15,1246
04/01/2010,527.6,554.5,520.35,539.05,1935
31/12/2009,539.4,540,525,527.65,511
30/12/2009,539.45,539.45,525,534.9,388
29/12/2009,495.8,528,495.8,525,1136
24/12/2009,520,529.9,512.15,527.3,803
23/12/2009,513,525,513,520.15,939
22/12/2009,523,528.8,510.25,512.65,1238
21/12/2009,501,528.5,501,522,358
18/12/2009,500.15,520,500.15,517.95,2235
17/12/2009,507.05,520,502.05,505.45,896
16/12/2009,505.1,523,505,508.65,279
15/12/2009,528.05,540,517,519.25,993
14/12/2009,540,543.5,528,529.5,788
11/12/2009,542,549,529.8,544.9,1019
10/12/2009,555,555,538,538.05,516
09/12/2009,545,550,535,548.25,3236
08/12/2009,525,548,525,539.6,6834
07/12/2009,521,540,504.2,534.7,29504
04/12/2009,530,537,515,523.35,1931
03/12/2009,475.25,537.8,470,509.05,8889
02/12/2009,465,483,465,477.8,1378
01/12/2009,453,474,453,465.3,159
30/11/2009,471.1,478.9,456.25,458.35,533
27/11/2009,460,480,460,463,315
26/11/2009,485,485,466.5,480.9,726
25/11/2009,480,480,466.15,472.1,435
24/11/2009,485,485,470,475,2559
23/11/2009,477,484,477,481,733
20/11/2009,472,482,462,475.45,1795
19/11/2009,456.3,469,456.3,463.5,372
18/11/2009,464,469.9,460,462.55,1267
17/11/2009,460,469,450.25,463.4,1579
16/11/2009,446.9,459,446.9,453.6,6300
13/11/2009,435.05,450,435.05,443.65,2436
12/11/2009,430.5,459.95,430.5,444.95,6848
11/11/2009,440.05,444.95,433.05,440,1181
10/11/2009,440,451,440,440,5258
09/11/2009,421.05,446,421.05,435.7,147
06/11/2009,425.2,442,425.2,440.05,1081
05/11/2009,440,445.85,435,439.25,10231
04/11/2009,429.95,447.5,409,446.1,11849
03/11/2009,435,447.5,420,429.95,10534
30/10/2009,447.5,447.5,432.4,432.5,1261
29/10/2009,430.05,450,424,440.35,2284
28/10/2009,438,442.5,431,441.75,1249
27/10/2009,448,501,444,452.55,2537
26/10/2009,460,460,433.35,448,1335
23/10/2009,440,455,440,445.6,4547
22/10/2009,425.2,459.9,425,430.6,2910
21/10/2009,418,435,417,423.95,611
20/10/2009,404.15,420.9,404.15,416.75,642
16/10/2009,409.95,435.2,409,415.95,3836
15/10/2009,391,416.2,391,407,2898
14/10/2009,389.9,406,389.9,401.85,4533
12/10/2009,390,395,382.4,385.45,320
09/10/2009,375.35,401,375.35,396.9,1568
08/10/2009,400,400,381.25,388.85,1611
07/10/2009,399,402,380,395.2,878
06/10/2009,377,405,363.05,390.65,1108
05/10/2009,378,399.9,378,378.6,3895
01/10/2009,405,405,381,395.45,2658
30/09/2009,361,408,356.15,400.1,10552
29/09/2009,374,374,356.05,370.2,4817
25/09/2009,328.1,389,320.9,370.45,20992
24/09/2009,356,356.8,354,356.5,15
23/09/2009,350,373.95,350,352.8,2027
22/09/2009,355,370,355,366.45,3284
18/09/2009,349,363,348.3,350,3280
17/09/2009,357,363,345.1,359.75,622
16/09/2009,355,367.45,353,357.55,446
15/09/2009,350,365.9,340,359.8,1192
14/09/2009,340,351,337,350,1467
11/09/2009,352.85,352.85,322,340.75,1975
10/09/2009,360.05,360.05,335,340.5,1141
09/09/2009,367,369.8,360.05,360.65,979
08/09/2009,369.9,375,364.25,368.35,3170
07/09/2009,335,402,335,364.05,16393
04/09/2009,310,336,310,336,2008
03/09/2009,320,325,316.5,320,1544
02/09/2009,328.9,328.9,315.5,315.5,407
01/09/2009,339.9,339.9,321.05,324.6,1220
31/08/2009,353.35,353.35,335.95,335.95,1516
28/08/2009,389,389,353.35,353.6,2557
27/08/2009,364,372.2,351,371.95,5289
26/08/2009,362,364,353.2,354.45,1157
25/08/2009,349,360,341.15,360,348
24/08/2009,355.1,364.7,343.3,346.9,664
21/08/2009,369.85,369.85,351,354.25,10532
20/08/2009,347.95,352.2,336.3,352.2,942
19/08/2009,313.4,335.4,313.4,335.4,10747
18/08/2009,306.5,324,306.2,319.4,893
17/08/2009,299,325.85,299,317,170
14/08/2009,311.3,323,311.05,313,1588
13/08/2009,318.15,325.85,312.2,319,600
12/08/2009,301,321.2,300.25,321.2,628
11/08/2009,302.15,310,302,305.9,1051
10/08/2009,330,330,304,314.55,1943
07/08/2009,312.5,322,312.15,318.05,916
06/08/2009,325.15,334,321,326.75,1973
05/08/2009,334.95,339,326,335.15,2922
04/08/2009,319,326,316.1,325,1810
03/08/2009,275.1,315,275.1,310.45,1432
31/07/2009,267.95,286.75,261,286.75,5146
30/07/2009,243,275,243,260.65,3465
29/07/2009,259.75,261,248.2,255.85,788
28/07/2009,248,259.7,241.7,253,1010
27/07/2009,230,248.55,230,246.25,30
24/07/2009,231.65,244.4,231.65,240.9,1020
23/07/2009,240,244.95,236.3,241.85,1301
22/07/2009,240,242,240,242,201
21/07/2009,232,243.75,231.3,243.75,2287
20/07/2009,240,244,237.4,242.8,145
17/07/2009,247.9,247.9,239.5,243,57
16/07/2009,255,257,241.05,241.1,420
15/07/2009,245,249.5,233.7,240,1560
14/07/2009,247.9,247.9,231.1,231.45,177
13/07/2009,255,255,238.1,245.1,3247
10/07/2009,245,259.3,235,255.3,21986
09/07/2009,216,240,216,235.7,2191
08/07/2009,220.5,234,220,226.05,658
07/07/2009,229,239.1,211,231.9,984
06/07/2009,214.35,229.75,214.35,217.35,514
03/07/2009,219,228.4,213.1,224,9668
02/07/2009,201.25,219,201.25,217.65,435
01/07/2009,206.55,213,203.3,208.55,388
30/06/2009,211.4,212.6,209,212.4,763
29/06/2009,204.7,209,196.75,202.45,576
26/06/2009,205,210,196.45,201.05,2753
25/06/2009,205,210,202.05,204.95,2606
24/06/2009,208,208.95,197.55,200,640
23/06/2009,181.7,199.5,181.7,199,749
22/06/2009,186.5,190,186.5,190,477
19/06/2009,188,194,188,188.65,299
18/06/2009,192.55,197.7,192.55,196.85,799
17/06/2009,203.15,205.05,197.6,199.45,1926
16/06/2009,207.85,209,191.05,208,1356
15/06/2009,204,211.7,198,199.1,2848
12/06/2009,225,235,203.6,204.65,2650
11/06/2009,220,240,211.15,223.8,2477
10/06/2009,233.05,234.35,225,225.15,642
09/06/2009,231.7,244.9,225.65,239.7,1763
08/06/2009,270.15,271.65,245.3,246.2,2645
05/06/2009,260,274.3,250,272.55,8732
04/06/2009,230.05,268,227.1,249.35,5468
03/06/2009,219,248,210,227,17012
02/06/2009,211.5,219,196,216.45,7836
01/06/2009,198,213.95,195,213.35,11512
29/05/2009,196,199,185.55,195.25,9232
28/05/2009,201.5,201.5,192,198.25,6659
27/05/2009,190,207.9,185.2,202.95,2074
26/05/2009,175.25,199,172,193.2,16010
25/05/2009,153,177.95,153,170.85,21924
22/05/2009,159,161.2,157.9,160,10823
21/05/2009,158.9,165,155.1,159.7,1501
20/05/2009,158,168,147.8,160.85,857
19/05/2009,147,163,147,155.6,1474
18/05/2009,150,160,143,144.8,0
15/05/2009,150,160,143,144.8,791
14/05/2009,150.05,158.75,149.5,153.7,545
13/05/2009,152.4,159.95,150,150.05,327
12/05/2009,138.35,163.9,138.35,150,712
11/05/2009,157.4,157.4,143.4,149,1635
08/05/2009,167.75,167.75,143,148.8,784
07/05/2009,141.5,149.8,141.5,148.35,302
06/05/2009,140.1,150,140.1,150,30
05/05/2009,145,150,141.05,145.8,810
04/05/2009,136.15,179.95,136.15,146.1,2857
29/04/2009,147,155.9,147,151.15,401
28/04/2009,153,153,146.55,148.85,13
27/04/2009,163,163,151,153.2,211
24/04/2009,153,164,145,163.65,4238
23/04/2009,147.5,147.5,147.5,147.5,109
22/04/2009,154,154,140.05,149.8,1016
21/04/2009,155.95,162.75,152.1,152.2,92
20/04/2009,137.25,163,137.25,157.95,1285
17/04/2009,144,155,144,150,1061
16/04/2009,143,149.95,143,143.55,447
15/04/2009,138,148,138,142,280
13/04/2009,136.1,141.1,136.05,139.65,186
09/04/2009,140,151.9,140,147,241
08/04/2009,136,154,136,145.45,3555
06/04/2009,135,138,135,135.05,442
02/04/2009,127,139,127,132,1007
01/04/2009,125.45,127,125.45,127,0
31/03/2009,125.45,127,125.45,127,8
30/03/2009,141.65,142,125.55,127,160
27/03/2009,142.45,142.5,132,133.45,376
26/03/2009,129,136.95,129,130.5,309
25/03/2009,128.15,138,128.15,134.7,1035
24/03/2009,134,140,134,135,893
23/03/2009,125,138.5,113,131.5,10331
20/03/2009,109,129,108,120.35,2835
19/03/2009,107,113.95,106,111.45,881
18/03/2009,111.5,120,106.05,112,1147
17/03/2009,105.25,114.5,105.25,112.55,662
16/03/2009,104.1,114,104,111.55,7562
13/03/2009,106.25,106.25,102.55,102.9,60
12/03/2009,106,113.95,105.3,109.95,738
09/03/2009,110,113,103,111.35,137
06/03/2009,105.45,120,102,112,265
05/03/2009,104,105.45,104,105.45,0
04/03/2009,104,105.45,104,105.45,3
03/03/2009,105,111.1,105,108.65,40
02/03/2009,126.95,126.95,101.45,109.5,355
27/02/2009,110,120,103,111.2,1240
26/02/2009,108,108,108,108,100
25/02/2009,103,109.7,103,109,368
24/02/2009,110.1,115,104,104.85,2166
20/02/2009,110.05,118,110.05,116.2,140
19/02/2009,113,119,112.05,115.05,242
18/02/2009,118,120,118,119.1,70
17/02/2009,120,120,120,120,100
16/02/2009,117.1,122,112.05,120.95,773
13/02/2009,117.2,120.1,115,120,1646
12/02/2009,105,122.75,105,121.55,673
11/02/2009,109,112.6,109,110.05,108
10/02/2009,112,116,107.1,114.55,418
09/02/2009,109.05,118.95,109.05,116.95,104
06/02/2009,102.55,115,102.55,109.55,114
05/02/2009,105,113,101,112.55,566
04/02/2009,104.1,106,104.1,106,23
03/02/2009,106,110,106,108.7,344
02/02/2009,117.85,117.9,107.05,111,376
30/01/2009,106,120.5,104.25,114.7,1246
29/01/2009,114.2,114.2,108,110.95,617
28/01/2009,119.5,119.5,107.35,107.9,769
27/01/2009,135,135,116,117.85,1816
23/01/2009,134,145,131.5,139.85,49
22/01/2009,139,140,139,139.9,1199
21/01/2009,145,153,142.15,145.8,1375
20/01/2009,141,157.8,141,142.5,267
19/01/2009,146,146.1,145,145.05,281
16/01/2009,184.1,184.1,126.7,148,1970
15/01/2009,130,158.95,130,153.4,84
14/01/2009,135.55,167,135.55,154,477
13/01/2009,166,166.95,151,157.5,1090
12/01/2009,156,160,151,151,166
09/01/2009,148,175,148,157.85,520
07/01/2009,161,169.5,156.5,156.5,250
06/01/2009,164.1,170,162,164.75,1290
05/01/2009,162,169.9,156.2,165,522
02/01/2009,156,168.8,156,168.4,1281
01/01/2009,170,170,150.05,158.2,160
31/12/2008,181.75,181.75,160,168,564
30/12/2008,160,165.9,155.5,164.65,2370
29/12/2008,175,175,155,163,97
26/12/2008,154,154,151,151,50
24/12/2008,159.95,160,146,154,130
23/12/2008,162,170.9,150.05,150.8,376
22/12/2008,147.25,183.1,147.25,160,149
19/12/2008,156.05,174.9,156.05,158.35,410
18/12/2008,172,172,164,164,414
17/12/2008,165.5,180,155,165.95,505
16/12/2008,165,178.8,150.25,169.85,1659
15/12/2008,162,172,160,168,361
12/12/2008,152,162.75,152,162.5,317
11/12/2008,160,164.95,152,154.65,306
10/12/2008,160,160,150,157.9,1828
08/12/2008,159.5,159.5,150,152.1,337
05/12/2008,149.8,153,145.5,145.75,667
04/12/2008,139.6,147.95,137,146.65,1064
03/12/2008,140.25,143,137.2,140,212
02/12/2008,139,145,130.05,136.35,508
01/12/2008,145,150,145,145.75,83
28/11/2008,140,150,140,150,15
26/11/2008,145.8,154.7,144,147.3,336
25/11/2008,150,158.5,149.1,154.45,254
24/11/2008,147,159.9,147,149.05,54
21/11/2008,149.9,149.9,145.1,148.2,473
20/11/2008,128,159.8,126.8,149.9,175
19/11/2008,148,167,141,145.95,1139
18/11/2008,174.9,174.9,138.25,149.1,287
17/11/2008,155,178.1,150.8,155.45,83
14/11/2008,178,178,166,166.5,329
12/11/2008,178,189,173,176.4,231
11/11/2008,178.2,185,178.2,178.3,106
10/11/2008,197.9,197.9,182.65,185.25,225
07/11/2008,197,198.45,185.1,188.5,408
06/11/2008,175,239.9,173,198.95,2241
05/11/2008,192,204.8,167,200,991
04/11/2008,172,198.95,169,188.3,827
03/11/2008,147,173.65,147,170,2338
31/10/2008,151,158.9,143,145.25,2700
29/10/2008,166,192,141,142.95,1483
28/10/2008,164,164,150,162.05,129
27/10/2008,167,167,135,156.35,1201
24/10/2008,160,187,160,167.75,333
23/10/2008,197,197,180,180.2,544
22/10/2008,209,216,192.15,200.1,3044
21/10/2008,228,230,208.05,214.8,12236
20/10/2008,235,235,220,221.7,1704
17/10/2008,246,255,230,230.25,3105
16/10/2008,245,255,222,250.15,3927
15/10/2008,267.8,267.8,248,255.35,4895
14/10/2008,255,279,245.25,273.85,18169
13/10/2008,252,264.25,231.6,255.85,15152
10/10/2008,218,270,212.2,251.8,37590
08/10/2008,221.1,290.35,195.8,240.45,65402
07/10/2008,273.45,280,232,241.95,93608
06/10/2008,281.05,299.9,262.05,271.45,92610
03/10/2008,340,370,287,299.35,522194
01/10/2008,190,370,102,327.7,917551
