Date,PFC-EQ O,PFC-EQ H,PFC-EQ L,PFC-EQ C,PFC-EQ V
12/12/2014,142.35,144.93,138,138.45,4168894
11/12/2014,146,146.38,140,142.85,4868996
10/12/2014,139,147.7,138.75,146.9,6564662
09/12/2014,145.2,147.5,137.75,138.38,4941916
08/12/2014,151.75,152.82,145.57,146.35,3127672
05/12/2014,153.5,155.05,151.57,152.43,2826238
04/12/2014,153.78,154.55,148.25,152.9,4881990
03/12/2014,151.68,155.95,151.68,153.4,4726710
02/12/2014,154.95,155.03,150.68,151.32,5678794
01/12/2014,155.53,157.8,154.57,155.57,5407356
28/11/2014,149.95,157.3,149.95,154.85,7659348
27/11/2014,149.7,151.97,148.18,149.25,4026738
26/11/2014,150.47,152.8,148,149.3,4267826
25/11/2014,149.35,152,145.5,150.25,8478436
24/11/2014,149.2,152.28,147.75,148.95,3702438
21/11/2014,146.18,150.7,145.75,147.9,4966562
20/11/2014,148.47,150.75,144.05,146.57,4411330
19/11/2014,152.5,155.5,146.57,148.32,8675694
18/11/2014,151.85,154.65,149.15,152.38,8105704
17/11/2014,140.43,152.25,139.68,151.03,12575414
14/11/2014,141.4,142,139.2,140.43,4242544
13/11/2014,141.95,144.18,138.5,141.4,6861088
12/11/2014,137.62,142,136.22,141.38,6973830
11/11/2014,137.5,139.05,135.05,136.82,5397078
10/11/2014,141.5,143.18,133.8,137.5,6837518
07/11/2014,141.03,143.4,140.1,141.28,5390336
05/11/2014,139.8,144.25,139.8,141.53,7247388
03/11/2014,141.5,142.38,139.25,139.9,3840640
31/10/2014,139.2,142.4,137.55,141.18,7805626
30/10/2014,139.1,141.12,137.62,138.57,5720784
29/10/2014,142.47,143.72,137.57,138.9,7199096
28/10/2014,138.47,141.7,136.75,141.1,4488710
27/10/2014,137.1,140.55,136.5,138.47,6015286
23/10/2014,136.8,137.45,136.2,136.43,336460
22/10/2014,139.3,139.3,133.6,136.4,5157108
21/10/2014,130.78,139.75,129.32,137.6,16824046
20/10/2014,127.15,131.5,126.25,130.78,5023812
17/10/2014,121.88,127,119.25,125.25,4985080
16/10/2014,123.12,125.88,120.5,121.12,5524324
14/10/2014,120.95,126.2,120.67,124.65,7238834
13/10/2014,119.8,121.9,117.12,120.12,4116764
10/10/2014,117.62,122.5,115.15,120.42,6625902
09/10/2014,114.5,120.25,114.12,119.12,8395000
08/10/2014,112.5,114.9,111.15,113.53,7599212
07/10/2014,119.05,119.53,112.55,113,6127542
01/10/2014,117,120.45,117,119.03,4294110
30/09/2014,117.3,120.55,115.65,117.3,5843168
29/09/2014,121.65,122.47,117.15,117.78,5336196
26/09/2014,116,123.42,115.15,122.65,5217092
25/09/2014,118.15,120.47,114.05,116.9,9554904
24/09/2014,117.25,120.42,109.5,118.22,8983774
23/09/2014,121,122.3,117.5,118.15,4312452
22/09/2014,121.92,122.15,118.95,120.9,5704888
19/09/2014,124.47,125.7,122.05,123.22,4243380
18/09/2014,121,125.17,119.42,124.15,8169586
17/09/2014,126.4,126.62,120,121.55,8530026
16/09/2014,133.9,135.07,123.75,124.53,5415080
15/09/2014,131.12,135.7,131.1,133.6,4367770
12/09/2014,135,135.72,132.2,132.72,5059136
11/09/2014,130.55,134.65,130.1,134.2,6417734
10/09/2014,130.18,132.3,129.5,129.8,3062032
09/09/2014,132.5,133.43,130.5,131.72,2441900
08/09/2014,133.2,133.65,131.05,132.43,2962722
05/09/2014,131.25,132.7,129.43,131.8,4843242
04/09/2014,131,135.12,129.5,131.25,5300266
03/09/2014,130.45,131.9,129.35,130.97,5695924
02/09/2014,130.93,131.45,127.58,130.1,5970256
01/09/2014,126.9,132.45,125.55,131.35,6412748
28/08/2014,125.25,126.22,123.45,125.05,6318344
27/08/2014,127.03,127.95,123.7,125.97,6427398
26/08/2014,127.62,128.22,121.35,127.12,12914682
25/08/2014,135,135.72,126.28,128.57,7120582
22/08/2014,136.6,137.25,133.75,134.75,4523042
21/08/2014,136.97,138.62,135.5,136.15,7247656
20/08/2014,136.4,138.6,135.47,136.47,8371848
19/08/2014,135.55,138.45,134.3,135.78,8488244
18/08/2014,132.75,136.35,132.75,134.88,5411988
14/08/2014,129.85,133.95,127.75,132.75,9481460
13/08/2014,135.68,136.95,126.83,128.75,12379522
12/08/2014,131.72,135.85,131.72,135.53,5817116
11/08/2014,131.5,132.35,129.2,131.35,4403730
08/08/2014,131.85,132.3,129.38,129.95,6444592
07/08/2014,131.07,134.5,130.05,133.6,7557398
06/08/2014,133.25,136.2,130.2,131,7538314
05/08/2014,133.5,134.2,131.18,133.07,6268756
04/08/2014,133.7,134.95,132.15,133.32,5273670
01/08/2014,132.72,136.4,132.03,132.75,5282532
31/07/2014,131.4,136.1,131.4,134.18,15558974
30/07/2014,129.35,132.9,128.72,131.78,8775362
28/07/2014,131.75,134.2,128.15,129.62,7223238
25/07/2014,136.07,137.57,129.03,130.62,8793176
24/07/2014,136.03,138.35,135.7,137,6782324
23/07/2014,139,139.18,135.03,135.7,8742544
22/07/2014,135.3,139.7,135.3,138.12,11021612
21/07/2014,136,139,133.8,134.88,9314890
18/07/2014,138.75,138.75,133.15,135,13572550
17/07/2014,138.5,142.43,137.85,139.07,14958802
16/07/2014,148.18,148.8,136.8,139.4,22477950
15/07/2014,143.2,148.5,141.62,147.93,12207916
14/07/2014,136.15,144.2,130.93,142,15537718
11/07/2014,151.3,152.85,133.22,135.5,14894560
10/07/2014,146.5,156.75,142.25,151.28,24262896
09/07/2014,147.75,152.85,140,145.12,14956990
08/07/2014,161.75,161.85,145.45,148.55,8802144
07/07/2014,160.45,163,160,161.28,6481400
04/07/2014,160,163.43,157.55,159.97,10761426
03/07/2014,159.12,162.45,156.8,159.6,10463390
02/07/2014,154.25,158.88,154.25,158.35,9460752
01/07/2014,153.53,156.62,151.75,152.45,6864780
30/06/2014,151,155.6,151,153.55,5352416
27/06/2014,155.12,157.12,148.5,150.47,9351470
26/06/2014,161.75,162.35,153.75,154.45,6837222
25/06/2014,157.25,161.93,156.53,161.35,9011086
24/06/2014,149.75,157.38,149.68,156.15,8916920
23/06/2014,151,152.88,148.05,148.8,6162568
20/06/2014,147.75,150.7,145.2,149.95,8826198
19/06/2014,149.68,152.55,146.07,147.05,8289538
18/06/2014,150.75,154.65,145,149.12,9990044
17/06/2014,149.2,151.35,145.93,150.45,9574468
16/06/2014,145.5,149.72,142.35,149.05,9887630
13/06/2014,155.07,156,143,145.97,11452664
12/06/2014,157,159.82,152.62,153.88,8230936
11/06/2014,163.5,165.5,155.75,157.35,7964828
10/06/2014,172,172.12,161,164.15,11037212
09/06/2014,164.35,172.38,163.55,170.88,10628428
06/06/2014,158.05,163.95,158.05,162.35,14029042
05/06/2014,155.9,160.38,153.57,157.25,10198878
04/06/2014,153.82,158.85,153.82,154.97,6370948
03/06/2014,158.85,159,152.7,154.75,6228908
02/06/2014,147,159.68,146,158,10665422
30/05/2014,155.25,155.5,145.1,145.97,12186606
29/05/2014,160,160,152.78,154.12,13572022
28/05/2014,144.2,160.85,143.4,159.57,20065330
27/05/2014,154.8,155,142.75,147.03,14456114
26/05/2014,160.5,167,145.95,154.25,15354862
23/05/2014,149.78,160.5,148.9,159.07,10897640
22/05/2014,148.5,153.45,145.9,149.65,11066252
21/05/2014,141,150,139.28,147.5,15373398
20/05/2014,149.15,149.55,138.57,140.1,16085600
19/05/2014,131,151.07,131,147.35,20498802
16/05/2014,126,145.5,124.05,128.88,21169234
15/05/2014,116.58,120.2,115.17,117.28,8632404
14/05/2014,113.2,118,109.55,116.42,9310414
13/05/2014,107.55,113.85,107.15,112.53,11462712
12/05/2014,101.62,107,101.5,106.12,11469836
09/05/2014,97.53,101.45,96.35,100.7,8971148
08/05/2014,98.75,100.25,96.28,97.5,4674606
07/05/2014,98.17,99.72,97.17,97.9,7685788
06/05/2014,95,98.42,95,97.97,8249510
05/05/2014,94.3,95.7,92.58,94.4,4592060
02/05/2014,92.55,95.88,92.3,93.65,8373884
30/04/2014,91.35,94.22,91,91.92,6894414
29/04/2014,93.55,94.22,91,91.35,5015230
28/04/2014,92.53,93.75,90.8,93.17,4912990
25/04/2014,94,96.9,92.33,92.88,6272918
23/04/2014,96.03,97.67,94,94.6,9956094
22/04/2014,97.85,98.2,94.85,95.55,3827716
21/04/2014,95.45,98.65,94.33,97.7,4306996
17/04/2014,91.25,95.9,89.8,95.3,5102826
16/04/2014,94.2,95.5,90.3,90.75,4556748
15/04/2014,95.25,96,93,94.08,5275814
11/04/2014,96.3,97,94.1,94.78,5240784
10/04/2014,96.4,99.1,95.25,98.03,7929828
09/04/2014,93.7,96.67,93.28,96.4,6745434
07/04/2014,94.3,96.17,91.75,93.05,5231536
04/04/2014,94.62,96.05,92.25,94.03,13274112
03/04/2014,99.08,99.17,93.5,95.2,7105448
02/04/2014,96.58,99.25,96.25,98.67,5425882
01/04/2014,96.8,97.45,94.55,95.7,4366332
31/03/2014,97.55,99.5,96.25,96.6,6342028
28/03/2014,92.4,97.5,92.28,97.1,9176982
27/03/2014,91.58,94.5,90.7,91.62,9936430
26/03/2014,93.6,94.25,90.85,92.33,9038192
25/03/2014,88.67,93.65,88.05,92.8,12775152
24/03/2014,86,90,86,88.7,8163024
21/03/2014,88.12,88.25,85.1,85.33,5084348
20/03/2014,89.5,89.7,86.65,87.45,5915818
19/03/2014,89.75,91.6,88.55,90.25,9533938
18/03/2014,87.6,91,87.35,89.35,8007548
14/03/2014,87.15,87.4,84.4,86.8,6380694
13/03/2014,83.25,90.83,83.15,87.53,15687486
12/03/2014,84.6,85.4,82.05,82.88,4008842
11/03/2014,86.5,88.45,84.85,85.3,3963654
10/03/2014,85.75,87.95,85.62,86.7,4180010
07/03/2014,84,88.45,83.75,86.97,7452466
06/03/2014,82.55,84.75,82.55,83.88,4574640
05/03/2014,82.3,83.75,81.28,82.83,4525176
04/03/2014,79.75,82.5,79.47,81.65,4719324
03/03/2014,82.88,82.9,78.88,79.25,4161978
28/02/2014,77,83,76.8,82.3,6311704
26/02/2014,77.62,78,75.78,77.12,4457108
25/02/2014,78.28,78.88,76.7,78.15,3569800
24/02/2014,77.25,78.4,77.05,78.12,2588736
21/02/2014,75.28,77.17,75.28,76.85,3424912
20/02/2014,73.33,76.75,73.33,75.22,3966724
19/02/2014,74.67,75.5,74.12,74.55,2700234
18/02/2014,75.2,75.95,74.6,74.97,2674866
17/02/2014,73.38,75.22,72.95,74.97,2230898
14/02/2014,72.5,73.97,71.65,72.97,3303086
13/02/2014,73.75,73.75,72.5,72.83,1432518
12/02/2014,74.62,74.92,73.3,73.75,2694276
11/02/2014,72.65,74.62,72.65,74.08,4662704
10/02/2014,72.8,73.75,71.6,72.8,4227758
07/02/2014,72.85,73.25,71.92,72.55,6357788
06/02/2014,73.7,76.45,72.08,76.05,12262424
05/02/2014,71.5,73.45,70.15,72.78,11700484
04/02/2014,65.03,69.95,65.03,69,15179032
03/02/2014,67.53,68.15,65.85,66,2258718
31/01/2014,65.95,68.45,65.5,68.08,2668508
30/01/2014,66.22,66.53,65,65.4,7589100
29/01/2014,67.45,68.28,66.55,67.2,3451634
28/01/2014,65,68.1,65,66.67,5811744
27/01/2014,67.45,67.5,64.38,64.7,5867948
24/01/2014,71.1,72.2,68.35,68.55,5299234
23/01/2014,71.8,73.12,71.5,72.55,2760034
22/01/2014,73.45,73.45,71.7,72.17,3394292
21/01/2014,72.03,73.83,71.38,73.6,5012286
20/01/2014,72.67,73.4,70.9,71.72,5500164
17/01/2014,75.05,76.47,72.47,72.85,3889478
16/01/2014,77,77.1,74.95,75.22,2659992
15/01/2014,74.25,77.28,74.25,76.65,3873484
14/01/2014,76.6,77.2,74.08,74.33,2902292
13/01/2014,76.42,78,75.5,76.53,1715060
10/01/2014,77,78.95,75.72,75.97,2979160
09/01/2014,77.8,78.65,76.42,77,3491558
08/01/2014,77.3,78.72,76.85,77.72,5360198
07/01/2014,79.38,80.62,75.88,76.47,5505178
06/01/2014,79.6,79.6,77.9,78.97,2662780
03/01/2014,79.2,80.05,77.4,79.25,3028964
02/01/2014,83.15,84.88,79.65,79.97,3725742
01/01/2014,83.97,84,82.6,83.15,1622900
31/12/2013,80.4,84,79.78,83.47,4422380
30/12/2013,81.85,82.15,79.65,80.22,1709368
27/12/2013,80.75,82.33,80.75,81.38,1494532
26/12/2013,82.47,84.55,80.08,80.5,5767490
24/12/2013,81,82.6,80.1,82.45,3393444
23/12/2013,80.28,82.55,80.28,81.3,4275308
20/12/2013,76.12,81.17,75.45,80.65,6764150
19/12/2013,77.88,78.2,75.12,75.6,4439338
18/12/2013,76.03,77.97,75.35,77.08,5986336
17/12/2013,76.92,77.75,76.12,76.5,3340056
16/12/2013,73.5,76.9,73.08,76.28,6126448
13/12/2013,75.5,76,72.8,73.12,4191064
12/12/2013,78.78,78.78,75.88,76.12,4879460
11/12/2013,81,81.35,78.28,79.05,2393136
10/12/2013,82.5,82.5,80.15,81.4,3947476
09/12/2013,83,85.1,82,82.38,6891048
06/12/2013,81.92,82.67,80.8,81,4049712
05/12/2013,80.5,83.4,80.5,81.7,4438340
04/12/2013,81.45,81.45,78.97,79.17,2450182
03/12/2013,80.08,82.6,80.08,81.55,3996292
02/12/2013,79.5,81.95,79.45,81.55,4017798
29/11/2013,76.2,80,76.15,79.58,7496810
28/11/2013,77.1,77.38,74.33,75.35,3855750
27/11/2013,76.85,77.22,75.55,76.5,2353412
26/11/2013,77.3,77.47,74.75,76.2,5373430
25/11/2013,75.2,77.33,75,77.12,5016188
22/11/2013,72.75,75.1,72.42,74.28,5962848
21/11/2013,77,77.25,71.75,72.2,8861004
20/11/2013,78,79.25,76.9,77.42,5704556
19/11/2013,76.5,78.4,75.78,78.12,7160728
18/11/2013,75.5,77.62,75.5,76.12,6058596
14/11/2013,72.15,75,71.78,74.62,4690012
13/11/2013,70.75,72.4,69.5,70.95,4055110
12/11/2013,71.62,74,70.67,71.12,5276966
11/11/2013,73.97,73.97,70.88,71.1,5426232
08/11/2013,71.5,73.85,70.78,72.2,5490698
07/11/2013,73.72,75.2,70.75,71.75,4639648
06/11/2013,73.78,75.12,72.03,73.22,5449006
05/11/2013,71,75.65,69.6,73.9,9297534
01/11/2013,67.05,72.8,67.05,72.17,15740528
31/10/2013,67.95,67.95,66.2,67.2,7110556
30/10/2013,65.05,68.35,64.08,68.05,7444538
29/10/2013,61.55,64.95,60.05,64.45,4770206
28/10/2013,62.92,63.38,61.1,61.3,2867364
25/10/2013,64.5,64.58,62.5,62.85,2925182
24/10/2013,64.78,66,64.25,64.47,3772112
23/10/2013,65.4,65.83,63.3,64.45,4008892
22/10/2013,65.7,66.7,64.88,65.05,4968266
21/10/2013,64.92,66.25,64.7,65.58,3171698
18/10/2013,63.5,65.1,63.5,64.62,5038562
17/10/2013,65.95,65.95,63,63.23,3920138
15/10/2013,67.47,67.6,64.78,65.55,2894224
14/10/2013,68.25,69.1,66.65,66.85,2216306
11/10/2013,68.55,70,68.4,68.62,4080804
10/10/2013,67.72,69.25,67.72,68.35,2916560
09/10/2013,67.47,68.83,67.25,68.33,3855212
08/10/2013,68.2,69.88,67.75,68.22,5556452
07/10/2013,67.6,67.88,65.85,67.33,3336104
04/10/2013,67.22,68.8,66.53,67.53,4858318
03/10/2013,66.38,67.5,65.78,67,4898128
01/10/2013,65.55,66.1,64.03,65.72,4340716
30/09/2013,65.5,66,63.62,65.45,5902526
27/09/2013,67.47,67.75,65.08,66.62,6473956
26/09/2013,66.42,67.5,65.83,66.97,4594672
25/09/2013,65.5,66.88,64,66.45,4878004
24/09/2013,66.35,66.9,65.17,66.33,2536804
23/09/2013,64.78,67,64,66,7668516
20/09/2013,68.35,68.4,62.12,66.55,14059690
19/09/2013,66.5,69,65.8,67.83,4485584
18/09/2013,64.15,64.35,62.83,63.95,2514786
17/09/2013,64.72,64.85,62.55,63.48,4112512
16/09/2013,66.88,67.6,63.1,64.5,6665494
13/09/2013,62,65.83,61.9,65.38,5461200
12/09/2013,63.95,64.25,61,62.27,7563308
11/09/2013,62.9,63.48,60.85,63.1,6231574
10/09/2013,61.95,63.25,60.62,62.65,6768694
06/09/2013,59.95,61.35,58.3,60.98,6618820
05/09/2013,56.5,60.05,56.4,59.4,7234996
04/09/2013,53.5,56.2,52.83,55.17,5051762
03/09/2013,55.95,56.17,52.4,53.33,4743670
02/09/2013,54.7,56.23,53.05,55.67,3535470
30/08/2013,53.75,54.95,51.85,54.55,9147092
29/08/2013,52.52,53.4,50.85,53.02,8208408
28/08/2013,51.27,53.23,49.58,52.02,8660266
27/08/2013,57.25,58.38,52.38,53,9988688
26/08/2013,60.85,60.9,56.5,57.92,12443658
23/08/2013,58.38,60.5,57.77,60.05,5878306
22/08/2013,57.05,58.7,55.12,57.75,5785014
21/08/2013,57.6,58.88,56.3,57.62,6361466
20/08/2013,54.15,57.12,52.62,56.73,5968108
19/08/2013,55,56.25,53.92,54.85,7320772
16/08/2013,59.38,59.5,55.33,55.75,7411652
14/08/2013,60.75,61.9,59.5,59.95,9328204
13/08/2013,57.58,60.4,56.58,60.12,5469750
12/08/2013,58.95,59,56.6,57.75,6889986
08/08/2013,57.17,59.2,56.8,57.67,6054808
07/08/2013,53.8,57.92,53.55,57.1,10298678
06/08/2013,54.27,55.2,52.4,53.55,9836910
05/08/2013,50,56,49.05,54.7,18070264
02/08/2013,50.12,52.23,48.65,49.02,9813534
01/08/2013,55,55.9,49.58,49.98,13658690
31/07/2013,57.38,57.38,52.12,54.05,12396794
30/07/2013,60,60.15,57.88,58.02,3710090
29/07/2013,59.5,60.45,58.08,59.92,5693766
26/07/2013,62,62.95,59.67,60.67,7816402
25/07/2013,64.3,64.85,61.25,61.95,10994752
24/07/2013,67.5,67.5,64.25,64.97,4085468
23/07/2013,67.05,68.42,65.6,68.15,6417000
22/07/2013,66.5,68.2,65.5,66.8,6428056
19/07/2013,65.5,67.22,65,66.58,8007328
18/07/2013,65.62,66.45,63.4,64.83,13392742
17/07/2013,68.33,70.67,64.05,65.42,10016800
16/07/2013,71,71,67.78,68.15,10326364
15/07/2013,74.5,74.7,72.5,73.62,5284906
12/07/2013,73.7,75.15,73,74.9,5991326
11/07/2013,71.3,73.58,71.3,73.3,9430972
10/07/2013,69.95,71.25,69.08,69.88,7912512
09/07/2013,69.28,70.5,67.78,69.3,7605124
08/07/2013,68,69.8,66.6,68.83,6811878
05/07/2013,69.42,70.97,68.67,68.97,9264988
04/07/2013,68.4,69.15,62.5,68.4,26800944
03/07/2013,73.5,74,67.9,68.4,10170378
02/07/2013,74.15,76.1,73.75,74.85,9380266
01/07/2013,72.5,73.85,71.15,73.53,7182426
28/06/2013,70.08,72.33,70,72.05,9088258
27/06/2013,70,70.97,68.1,69.35,7313958
26/06/2013,69.83,70.88,68.08,68.88,8717902
25/06/2013,69.5,69.95,65.6,68.83,14730712
24/06/2013,72.5,72.5,67.58,68.92,12493388
21/06/2013,77.1,78.2,71.1,72.8,14561768
20/06/2013,81,81.35,76.53,77.3,5841656
19/06/2013,82.4,83.35,82,82.53,3191980
18/06/2013,81.62,84.2,81.25,82.5,4001644
17/06/2013,83.1,83.2,80.58,82.28,3527178
14/06/2013,80.75,83.35,80.75,82.72,5078600
13/06/2013,83,83.4,79.5,79.88,7156116
12/06/2013,85.6,86,83.03,83.95,8082674
11/06/2013,88.5,89.53,85.62,86.1,7895562
10/06/2013,90,91.45,88.12,89.17,5714266
07/06/2013,86.78,90.5,86.78,89.55,9060274
06/06/2013,86.03,88.15,85.25,87.88,5753868
05/06/2013,90,90,86.5,86.88,7519474
04/06/2013,91,92.67,88.65,89.55,5483022
03/06/2013,92,92.5,90.1,90.75,4669418
31/05/2013,96.2,96.2,90.55,91.53,6921780
30/05/2013,97.5,98.7,94.85,95.62,7853454
29/05/2013,97.5,98.25,96.28,97.7,2837670
28/05/2013,97.85,98.95,96.58,97.1,2122666
27/05/2013,96.1,98,96.03,97.62,1200654
24/05/2013,95.25,97.2,94.12,96.55,2311640
23/05/2013,98,98.3,93.03,94.83,2869222
22/05/2013,100.75,101.03,97.9,98.8,2171808
21/05/2013,102,103,99.92,100.35,3969526
20/05/2013,103.03,104.65,101.78,102.28,4570754
17/05/2013,102.5,103.45,101.45,102.35,5593680
16/05/2013,98.2,102.88,98.1,101.92,8750304
15/05/2013,96.5,99.5,96.45,98.97,5448506
14/05/2013,95.88,97.22,95.55,96.08,2218994
13/05/2013,99.33,99.33,95.12,95.83,2444080
10/05/2013,98.78,99.88,97.85,98.83,2336090
09/05/2013,99.08,101.35,97.95,98.88,3607164
08/05/2013,99.5,100.25,98.25,99.05,3125802
07/05/2013,96,99.47,96,99.1,4828546
06/05/2013,95.5,96.25,93.55,95.97,3673640
03/05/2013,99,99.12,94.62,95.22,2647082
02/05/2013,97.45,99.67,96.05,99.15,5343882
30/04/2013,99.08,99.47,95.75,97.42,2074164
29/04/2013,97.12,98.9,96.05,98.6,1372412
26/04/2013,99.15,100.47,96.12,96.47,2016958
25/04/2013,98.7,100.8,97.6,99.33,3170520
23/04/2013,97.97,100.1,96.85,99.55,3021102
22/04/2013,98.33,99,95.5,97.47,2154604
18/04/2013,96.4,98.65,94.5,98.08,4650116
17/04/2013,100.7,101,96,96.4,3637290
16/04/2013,97,100.5,96.7,100.15,2950480
15/04/2013,94.88,97.62,94,97.28,3280632
12/04/2013,95,95.8,93.35,95.15,2230026
11/04/2013,95.83,96.2,92.5,94.65,3066548
10/04/2013,94.55,95.75,91.9,95.33,3271444
09/04/2013,96.5,97,93.5,94.25,3186460
08/04/2013,93.95,96.88,93.53,95.83,4677448
05/04/2013,92.4,94.5,91.17,93.78,3519772
04/04/2013,90.5,93,89.2,92.45,5555000
03/04/2013,94,96,90.6,91.35,5758390
02/04/2013,91.08,94.4,90.8,93.85,4086926
01/04/2013,90.55,92.72,90.55,91.6,2533020
28/03/2013,90.5,91.75,88.72,90.35,7259024
26/03/2013,89.05,92.92,88.33,91.1,6089868
25/03/2013,89.55,91.85,88.12,89.05,6406816
22/03/2013,88.28,90.42,87.55,89.08,4420838
21/03/2013,89.05,92,85.58,87.78,7164260
20/03/2013,91.55,91.97,87.5,88.67,6155204
19/03/2013,97.55,98.05,91.3,91.67,5554438
18/03/2013,98.2,98.88,96.72,97,2618056
15/03/2013,99.5,101.47,98.6,100.05,6138598
14/03/2013,95,99.72,93.78,99.22,7306230
13/03/2013,99.75,99.75,94.6,94.9,6147200
12/03/2013,102.55,102.85,98.5,99.62,3382302
11/03/2013,101.5,102.85,100.5,102,2376474
08/03/2013,102.33,103.95,100.62,101.4,4165856
07/03/2013,103.75,103.75,100.1,102.25,6432144
06/03/2013,100.38,102.38,100.05,101.72,4099078
05/03/2013,94.53,100,94.35,99.6,6696492
04/03/2013,95.33,95.38,92.42,94,5163220
01/03/2013,100.5,100.5,95.1,95.83,6521088
28/02/2013,103.45,104.62,98.1,100.72,9225204
27/02/2013,99.9,104.1,98.15,102.53,7417726
26/02/2013,102.35,103.45,99,99.4,3866398
25/02/2013,102.5,104.83,101.7,102.85,3574454
22/02/2013,104.85,105.95,101.78,102.2,4688934
21/02/2013,106.7,108,104.28,104.67,7802334
20/02/2013,109.65,110.38,107.15,107.42,3533836
19/02/2013,107.15,109.45,106.03,109.03,3451918
18/02/2013,107,109.95,106.83,107.33,3005656
15/02/2013,107.05,109.25,105.1,108.67,2495618
14/02/2013,108.53,109.58,104.4,106.95,5740328
13/02/2013,108.5,110.47,107.6,108.28,3556890
12/02/2013,109.9,110.62,107.17,108.88,4577022
11/02/2013,111.5,112.42,108.78,109.9,5458426
08/02/2013,109.9,113.67,108.97,111.42,11315506
07/02/2013,111,112.2,108,110.33,8838124
06/02/2013,107.5,111.95,106.88,110.92,12872624
05/02/2013,106.85,107.85,105.03,106.03,9489954
04/02/2013,100.5,110.3,100.5,107.33,19414270
01/02/2013,105.05,105.95,102.83,103.65,4575758
31/01/2013,103.55,106.5,103.55,105.55,15710874
30/01/2013,101.5,104.5,101.15,103.3,6603096
29/01/2013,105,105.45,101,101.6,4781496
28/01/2013,103.2,105.33,102.95,105,5819942
25/01/2013,97.65,103.45,97.65,103.1,4117308
24/01/2013,99.47,100.67,97.05,98.2,3656864
23/01/2013,102.65,103.88,98.55,100.4,4655032
22/01/2013,106.25,106.97,102,102.33,9241280
21/01/2013,103.78,106.75,103.22,105.92,7216186
18/01/2013,102.58,105.22,102.17,103.62,3901912
17/01/2013,102.5,103.4,101.53,102.62,3712078
16/01/2013,103.83,104.9,102.15,102.47,4387672
15/01/2013,103.45,105.6,103.03,103.75,4919274
14/01/2013,102.05,104.17,101.3,103.58,5288410
11/01/2013,104.55,105.08,101.15,101.67,3726960
10/01/2013,104.03,105.2,103.5,104.35,3732488
09/01/2013,103.7,105.83,103.25,103.55,3716516
08/01/2013,103.78,103.78,101.65,103.15,2321018
07/01/2013,106.45,106.62,103.3,103.8,2269674
04/01/2013,105.85,106.47,104.4,105.9,3409934
03/01/2013,104.75,106.95,103.72,106.1,8471140
02/01/2013,104,105.2,102.92,103.72,2434290
01/01/2013,102.55,104.2,102.15,103.65,2523874
31/12/2012,101.75,102.45,101.15,101.85,2023756
28/12/2012,99.42,101.7,99.3,101.45,2319180
27/12/2012,100,101.83,98.47,99.08,6443312
26/12/2012,101,101.95,94.9,100.12,2373466
24/12/2012,100.83,102.4,99.5,101.15,2811246
21/12/2012,100.85,101.97,99.3,100.58,7531406
20/12/2012,102.42,103,99.42,102.17,3375192
19/12/2012,101,102.7,99.75,102,5389882
18/12/2012,97.95,100.8,97.08,100.55,5799466
17/12/2012,95.47,97.92,95.03,97.53,3288964
14/12/2012,97.05,97.22,94.62,95.5,4546726
13/12/2012,97.17,98.7,96.03,96.9,3890020
12/12/2012,98.5,98.97,96.75,97.42,3080692
11/12/2012,101.83,101.83,96.75,98.2,4206248
10/12/2012,98.5,101.45,97.9,101.17,5444264
07/12/2012,101.35,101.75,97.78,98.78,7963464
06/12/2012,97.7,101.25,97.33,100.62,7565174
05/12/2012,97.5,98.25,96.58,97.22,3749194
04/12/2012,96.55,98.35,95.17,96.55,2606720
03/12/2012,96.47,98.12,95.42,97.03,3655996
30/11/2012,95.35,96.7,95.12,96.22,4339428
29/11/2012,91.35,95.2,90.17,94.75,6970234
27/11/2012,90.58,91.65,90.1,91.35,5572084
26/11/2012,91.95,91.97,90,90.2,2716132
23/11/2012,92,92,90.4,91.53,3115504
22/11/2012,91.5,92.22,89.8,91.5,2386618
21/11/2012,89.1,91.67,88.85,91,4854528
20/11/2012,89.25,89.65,87.9,88.58,5372816
19/11/2012,91.97,92.47,87.58,88.15,4555716
16/11/2012,93.38,94.67,90,90.67,4913212
15/11/2012,94.08,94.9,91.78,93.28,4388326
13/11/2012,95.53,95.78,94.05,94.38,552746
12/11/2012,93.97,95.78,93.42,95.2,3787848
09/11/2012,96,96.35,93,93.4,5798296
08/11/2012,95.6,95.85,93.67,95.03,3282180
07/11/2012,93.67,96.62,93.4,95.95,3986224
06/11/2012,93.58,94.72,93.25,94.33,2517008
05/11/2012,94.53,95.75,93.05,94.15,4562304
02/11/2012,93.95,95,93.42,94.5,5512836
01/11/2012,92.45,93.75,91.42,93,3665064
31/10/2012,89.08,92.9,87.88,92.67,4898328
30/10/2012,92.35,93.4,87.35,89.08,6905450
29/10/2012,92.03,92.9,90.65,92.1,3697932
26/10/2012,93.62,93.92,90.8,91.25,6083264
25/10/2012,96,96.2,93.17,94.17,9331030
23/10/2012,98.15,98.88,96,96.25,4520410
22/10/2012,98.62,98.97,96.9,97.97,2954752
19/10/2012,101.17,101.17,97.5,99.58,4560908
18/10/2012,99.1,101.47,98.28,101.03,3481716
17/10/2012,98.5,100.83,97.12,98.55,5468734
16/10/2012,103.22,104.05,97.75,98.42,7120674
