Date,PFC-EQ O,PFC-EQ H,PFC-EQ L,PFC-EQ C,PFC-EQ V
29/03/2019,118.65,124.3,117.6,123.1,19538911
28/03/2019,117.8,119.7,116.35,117.5,10370591
27/03/2019,119.5,119.85,117,117.65,9817690
26/03/2019,119.05,122.6,117.45,118.6,19446963
25/03/2019,111.95,121.6,111.55,119.05,25882505
22/03/2019,114.85,115.7,112.1,113.1,17045051
20/03/2019,120,120.4,113.5,114.2,18440963
19/03/2019,115.5,123.3,115.3,120.4,20958616
18/03/2019,112.2,115.7,111.75,114.8,7358563
15/03/2019,111,112.8,110.1,111.9,7501440
14/03/2019,111.35,112.9,109.55,111.2,4858744
13/03/2019,110.1,112.8,107.55,111.25,9150414
12/03/2019,112,113.9,110.1,110.8,4314370
11/03/2019,109.35,112.2,108.15,111.75,5158235
08/03/2019,112.15,112.3,106.8,108.8,12403960
07/03/2019,115.1,115.2,111.9,112.3,5317424
06/03/2019,117,118.6,113.65,114.65,6359536
05/03/2019,113.15,116.85,112.9,116.3,7973113
01/03/2019,112.95,114.2,112.1,113.45,5956969
28/02/2019,112,113.75,111.45,112.15,15497599
27/02/2019,111.55,113.5,110.55,112.3,7505414
26/02/2019,110,112.5,108.4,112,8625442
25/02/2019,111.4,112.45,110.1,111.1,9408448
22/02/2019,110,111.6,109.7,111.2,5388165
21/02/2019,109,112,107.75,110.45,12576391
20/02/2019,108.15,109.75,107.15,108.8,7847205
19/02/2019,103.55,108.7,103.55,107.45,11266191
18/02/2019,102.85,105.05,102.3,103.55,8197041
15/02/2019,101.45,104.2,99.45,103.2,12628355
14/02/2019,100.5,102.1,99,100.85,12404884
13/02/2019,99.9,103.2,99.9,100.55,6540063
12/02/2019,99.9,101.5,99.25,99.75,8039012
11/02/2019,100.7,102.25,98,99.5,10251370
08/02/2019,104.5,105,100.6,100.9,7388803
07/02/2019,101.5,105.75,101.1,105.15,6833816
06/02/2019,100.55,103.3,100.1,101.5,8176091
05/02/2019,101.85,101.85,99.2,100.7,8295732
04/02/2019,103.55,103.6,100.1,100.95,5446277
01/02/2019,103.6,105.1,101.6,104.25,5088501
31/01/2019,101.4,104.4,99.95,103.55,14186583
30/01/2019,101,101.8,99.6,100.6,6197600
29/01/2019,100.9,102.4,99.7,100.55,6698347
28/01/2019,103.2,103.25,98.3,100.75,5655057
25/01/2019,104.85,105.85,102.35,103.2,4554861
24/01/2019,102,105.4,101.95,104.75,5386754
23/01/2019,101.05,103.65,100.8,101.95,6581006
22/01/2019,104.5,105,100.65,101.05,7860531
21/01/2019,107,107.3,104.1,105.1,3045458
18/01/2019,107.65,107.75,105,107.3,6625811
17/01/2019,107.6,109.6,106.65,107,10302573
16/01/2019,108.3,108.8,106.6,107.05,5624064
15/01/2019,107.3,108.6,106.7,108.3,3666816
14/01/2019,107.5,107.9,106.3,106.8,3832933
11/01/2019,108,108.7,107,107.5,5921339
10/01/2019,108.25,110.3,107.4,108.05,8814468
09/01/2019,108.9,109.6,107.1,108.25,7259996
08/01/2019,106.7,109.5,106.55,108.9,6117245
07/01/2019,107.15,109.15,105.5,106.65,9048707
04/01/2019,106.5,107.6,106.05,106.95,8264213
03/01/2019,104.05,107.9,103.9,105.95,11854241
02/01/2019,106.75,107.7,103.5,104.05,7598420
01/01/2019,106.8,107.75,106,107.4,7046635
31/12/2018,105.25,108,104.4,107.35,10352909
28/12/2018,101,106.8,100.7,105.1,14558155
27/12/2018,100.5,103.45,99.2,100.6,28127479
26/12/2018,100.5,100.9,98.2,100,10756178
24/12/2018,99,101.9,98.15,100.5,15367729
21/12/2018,99.2,100,97.5,98.1,11473597
20/12/2018,96.4,100,95.85,98.45,17104516
19/12/2018,96.45,98.75,95.8,96.55,13254103
18/12/2018,91.85,97.2,91.35,96.55,23388370
17/12/2018,91.05,93.6,90.55,91.8,17005411
14/12/2018,86,93.15,85.4,90.7,33182291
13/12/2018,85.55,89.2,85.15,86.15,20065622
12/12/2018,88.2,89.05,84.75,85.1,14299905
11/12/2018,83.3,89.9,83.2,88.05,23765655
10/12/2018,87,88.1,83.1,84.4,24484567
07/12/2018,86.5,93.3,85.8,89.85,45342209
06/12/2018,90.5,92.5,89.1,90.05,11453150
05/12/2018,95.35,97.1,91.55,92.3,13124871
04/12/2018,96.5,98.55,94.5,97.45,17615637
03/12/2018,85.95,98.5,85.8,97.15,39946967
30/11/2018,92.6,94.3,86,86.45,19234712
29/11/2018,93,95.75,89.6,91.95,27146305
28/11/2018,101.55,102.15,90.85,92.35,19895046
27/11/2018,101.4,103.7,100.1,101.8,7822175
26/11/2018,99.35,102.95,99.35,101.65,9717640
22/11/2018,104.3,104.4,98.85,99.35,7764812
21/11/2018,102,105.5,101.5,104.35,7946289
20/11/2018,101.6,106.1,101.5,102.7,11936029
19/11/2018,101,103.55,98.15,102.35,12756615
16/11/2018,108,108.15,97.85,101.35,24623461
15/11/2018,103.75,108.55,102.6,107.85,11736829
14/11/2018,102.5,104.65,102.2,103.95,6005262
13/11/2018,100,103.65,98.9,102.6,11399996
12/11/2018,103.45,104.25,100.25,100.6,7773442
09/11/2018,98.45,104.2,98,103.65,14160471
07/11/2018,98.3,98.9,97.7,98.25,1147255
06/11/2018,94.45,99.55,93.8,97.95,17592570
05/11/2018,91.4,95.1,91.4,94.75,8547961
02/11/2018,95.15,97,92.6,93.6,12997517
01/11/2018,96,97.55,93.1,94.75,11414771
31/10/2018,91.8,96.15,91,95.5,9630188
30/10/2018,92.3,93.75,90.3,91.55,9572677
29/10/2018,84.25,92.4,83.3,91.7,16637154
26/10/2018,81.7,85,81.35,84.25,6738745
25/10/2018,82.65,85.95,76.1,84.15,68994919
24/10/2018,82.5,83.9,81.2,83.25,4992672
23/10/2018,80.5,82.2,80.1,81.6,3647506
22/10/2018,82.5,82.95,80.6,81.05,3171525
19/10/2018,79,82.35,78.95,82,6219806
17/10/2018,83.45,84,79.45,80.05,4784941
16/10/2018,82.05,82.8,81.35,82.45,2883390
15/10/2018,78.95,83.75,78.35,82.05,8963447
12/10/2018,76,80,76,78.7,5548867
11/10/2018,74.5,77.55,74,75.25,6563155
10/10/2018,74.5,79.3,74.5,77.5,8281066
09/10/2018,74.5,75.75,72.55,74.15,5761068
08/10/2018,75.15,77.55,72.25,74.2,8036993
05/10/2018,78.1,78.3,75.55,75.85,7018035
04/10/2018,78.75,79.95,77,78.4,8026775
03/10/2018,79,83.3,78,79.75,7763671
01/10/2018,76.25,80.35,74.15,79.5,7188285
28/09/2018,80.1,80.7,74.35,76.1,7907093
27/09/2018,82.6,82.75,78.35,79.1,11974891
26/09/2018,81.8,83.2,80.6,82.8,8598650
25/09/2018,79.1,81.5,78.05,80.85,9720054
24/09/2018,81,81.25,77.45,79.05,12242251
21/09/2018,83.85,84.25,72.9,80.8,22086682
19/09/2018,82.85,83.9,82,83.45,8755663
18/09/2018,84.75,85.6,81.05,82.15,10772973
17/09/2018,84.95,86.25,83.4,85.15,9389180
14/09/2018,83.75,85.7,83.3,84.9,10255042
12/09/2018,81.2,83.25,79.55,82.35,19545820
11/09/2018,89.15,90.35,80.25,81.2,32445948
10/09/2018,87.4,90.7,86.1,88.35,16899903
07/09/2018,86.75,88.4,84.8,86.75,10750034
06/09/2018,84,87.8,83.3,87.05,10669340
05/09/2018,82,83.9,81.15,83.6,7433240
04/09/2018,84.85,85.3,81.25,81.55,5733416
03/09/2018,84.85,86.9,84.2,84.75,5907830
31/08/2018,85.55,86.8,83.5,84.4,6139521
30/08/2018,84.6,86,83.65,85.3,7625837
29/08/2018,81.8,87.15,81.75,84.65,14006991
28/08/2018,84.5,84.5,81.15,81.7,9032272
27/08/2018,80.6,85.85,80.25,84.9,15880611
24/08/2018,80,80.5,78.5,79.95,4676294
23/08/2018,82.3,82.55,79.5,79.9,6665321
21/08/2018,82.5,83.95,81.8,82.1,7625378
20/08/2018,82.9,84.2,82,82.25,8953631
17/08/2018,81.6,83.7,81.3,82.5,5990433
16/08/2018,82.5,83.8,80.6,81,4948353
14/08/2018,82,84,82,83.25,3696821
13/08/2018,85.75,85.75,82.45,82.8,6213390
10/08/2018,87.65,88,85.15,86.75,10331191
09/08/2018,81.8,87.3,81.8,87,10123120
08/08/2018,84.7,84.95,80.8,81.8,6857393
07/08/2018,86.1,86.55,83.5,84.6,7201180
06/08/2018,85.75,87.25,84.7,86.05,4741375
03/08/2018,86,87.7,85.1,85.65,5293078
02/08/2018,86,86.7,84.35,85.45,5608020
01/08/2018,87.6,88.8,85.1,86.65,7639816
31/07/2018,85.5,87.85,84.2,87.3,10746849
30/07/2018,84.9,86.5,83.9,85.65,12117690
27/07/2018,81,84.5,79.3,84.25,11285427
26/07/2018,78.2,82.75,77.4,80.5,17778586
25/07/2018,77.2,78.35,74.75,78.05,8331978
24/07/2018,71.5,77.15,71.1,76.5,13698703
23/07/2018,71.4,71.9,69.3,70.7,4231378
20/07/2018,71.25,72.35,69.6,71.2,4574756
19/07/2018,70.55,72.65,69.3,71.05,6725001
18/07/2018,71.45,72.3,69,69.75,5757398
17/07/2018,68.2,72,67.5,71.35,5878386
16/07/2018,71.45,71.45,67.9,68.25,6299351
13/07/2018,74,74,70.1,70.6,7327378
12/07/2018,75.5,75.8,73.15,73.35,5872309
11/07/2018,76,76.65,74.4,75.35,6177210
10/07/2018,75,76.3,74.55,75.7,4485070
09/07/2018,74.75,75.3,74,74.5,2910612
06/07/2018,72.3,75.2,72.15,74.2,5288375
05/07/2018,72.55,73.5,71.6,72.15,5111161
04/07/2018,73.6,74.05,72,72.55,6494021
03/07/2018,74.1,74.65,73.05,73.8,7217413
02/07/2018,77.55,77.7,73.65,74.15,7778159
29/06/2018,74.15,78.1,74.1,77.3,7094203
28/06/2018,75.2,76.9,73.4,73.8,8315149
27/06/2018,80.5,80.9,75,75.6,6675251
26/06/2018,80.15,81.25,79.2,80.55,3394847
25/06/2018,82.1,82.35,80.2,80.6,3689796
22/06/2018,80.8,82.35,80.5,82.1,4165427
21/06/2018,83.2,83.45,80.75,81.35,9063335
20/06/2018,80.1,82.75,79.35,82.2,5944661
19/06/2018,80.7,81.7,79.7,79.95,4627429
18/06/2018,82.6,82.7,80.35,80.7,3569342
15/06/2018,84.2,84.3,81.95,82.55,6475054
14/06/2018,83.8,84.8,83.35,84.15,5850541
13/06/2018,84.1,85.95,83.75,84.1,8638005
12/06/2018,84.2,84.6,82.9,84.1,5442096
11/06/2018,83.15,85.6,82.5,84.5,12453087
08/06/2018,82.5,83.55,81.6,82.4,5640275
07/06/2018,80.95,83.7,80.75,83.2,9389219
06/06/2018,78.75,81,78,80.7,6393933
05/06/2018,81.55,82.15,76.75,79,10093342
04/06/2018,83.1,83.75,80.8,82,13067692
01/06/2018,81.15,83.8,79.25,82.4,18651473
31/05/2018,79.5,81.35,78.55,80.55,57225598
30/05/2018,79.6,81.05,78.6,79.25,8200108
29/05/2018,79.9,81.6,78.7,80.45,13892815
28/05/2018,76.9,82.2,76.3,80.55,22449752
25/05/2018,75.95,78.6,74,75.55,28326076
24/05/2018,71.6,75.9,71.05,75.5,11391187
23/05/2018,73.6,74.4,71.75,72.2,7068789
22/05/2018,73.25,74,72.2,73.5,3825238
21/05/2018,73.8,75.05,72.6,73.2,4828854
18/05/2018,77,77.35,73.8,74.15,7934696
17/05/2018,76.7,78.15,75.7,76.75,6620909
16/05/2018,75.5,77.95,74.5,76.55,6503176
15/05/2018,79.9,79.9,76.05,76.4,11614977
14/05/2018,83,83.5,79.1,79.6,6706897
11/05/2018,83.6,83.7,82.3,82.85,3265886
10/05/2018,84.85,85.3,83.1,83.3,5588217
09/05/2018,84.75,85.45,84.5,84.9,2932023
08/05/2018,86,86.7,84.2,84.4,5632054
07/05/2018,85,86.65,84.75,85.9,4456218
04/05/2018,84.5,86.4,83.2,84.2,5960916
03/05/2018,85.4,86.05,83.5,85,5325682
02/05/2018,88.4,90.15,85.3,85.7,7334954
30/04/2018,87.1,88.35,86.45,87.95,3112734
27/04/2018,83.25,86.8,83.25,86.3,5397328
26/04/2018,85.05,85.4,82.65,82.95,7626649
25/04/2018,85.2,85.95,84.6,85.05,2641577
24/04/2018,85.7,86.25,85,85.1,3612251
23/04/2018,85.55,86.55,85.25,85.65,2489151
20/04/2018,85.8,86.65,85.2,85.35,2801817
19/04/2018,86.4,86.9,85.7,85.9,2798394
18/04/2018,87.5,87.7,86.25,86.4,1948745
17/04/2018,88,88.4,86.5,87.35,2317447
16/04/2018,85.8,87.8,85.45,87.5,2414450
13/04/2018,87.1,87.7,86,86.35,3824970
12/04/2018,88.8,89.2,86.5,87.1,4714218
11/04/2018,88.4,89.25,87.2,88.75,3296682
10/04/2018,89.9,90.1,87.9,88.3,3384134
09/04/2018,90,90.55,88.85,89.7,2659550
06/04/2018,88,89.95,87.7,89.6,3209240
05/04/2018,86.95,88.6,86.75,88.1,4762849
04/04/2018,88.45,89.45,85.6,86.05,6746709
03/04/2018,86.6,88.25,86.15,87.85,3559037
02/04/2018,85.1,87.75,85.1,87.1,4255672
28/03/2018,87.4,87.4,85.15,85.65,10381168
27/03/2018,88.5,90.05,88,88.4,8603279
26/03/2018,85,87.25,84.3,86.95,5264676
23/03/2018,85.05,85.55,83.3,85.15,6746446
22/03/2018,89.4,89.4,86.6,86.8,4815269
21/03/2018,89.5,91.25,88.1,89,8462253
20/03/2018,87.05,89.6,86.8,88.95,9470767
19/03/2018,88.05,88.7,84.65,87.7,12226065
16/03/2018,88.4,90.45,87.5,88,15307224
15/03/2018,86.4,88.75,86.25,88.05,10005593
14/03/2018,88.65,89.3,86.1,86.7,16406495
13/03/2018,89.2,91.85,86.2,89.85,12792730
12/03/2018,93.4,93.85,86.1,88.25,12617836
09/03/2018,92,94.5,91.9,93.1,7680222
08/03/2018,94.9,94.95,89.3,91.9,12409532
07/03/2018,98.4,98.45,95.1,95.3,7854861
06/03/2018,101,101.55,98.3,99,7225144
05/03/2018,101.45,102.15,101.1,101.75,6369449
01/03/2018,104.7,105.6,102.1,102.45,5933557
28/02/2018,106.5,106.65,105,105.1,6866804
27/02/2018,110.55,110.9,107.05,107.4,5554775
26/02/2018,108.6,112.05,108,110.35,8082628
23/02/2018,105.2,108.25,104.7,107.8,5622029
22/02/2018,104.55,106.6,103.95,104.65,7970917
21/02/2018,106.3,106.4,103.3,104.6,5085209
20/02/2018,106.6,107.1,104.8,105.7,3041262
19/02/2018,107.5,108.2,105.2,106.6,3019040
16/02/2018,109.1,109.75,106.35,107.15,5078197
15/02/2018,111.5,111.75,108.2,108.85,4075392
14/02/2018,111,112.85,109.85,111.25,4691167
12/02/2018,110.55,112.1,109.6,111.25,4612747
09/02/2018,108.9,109.8,108.1,109.3,3653807
08/02/2018,110.3,111.95,109.35,110.15,3906768
07/02/2018,110.4,110.95,108.1,109.4,4438692
06/02/2018,108,110.8,105.4,108.55,7313821
05/02/2018,110.8,113.95,107.1,112.35,5860031
02/02/2018,115.1,116.5,110.05,110.95,10086451
01/02/2018,118,119,115.3,117,6983235
31/01/2018,117.1,118.5,115,116.8,5522906
30/01/2018,117.45,118.75,116.75,117.35,2998357
29/01/2018,119.4,119.8,117.2,117.6,2880079
25/01/2018,121.25,121.85,118.25,118.75,5378184
24/01/2018,121,122.5,120.05,121.5,5027861
23/01/2018,120,122,120,121,3762017
22/01/2018,121,121,119.1,120,2963447
19/01/2018,119.4,122.05,119.05,120.2,5320281
18/01/2018,122.25,123.1,118.65,119.25,4511605
17/01/2018,120.8,122.35,118.15,122,4157893
16/01/2018,124.55,125.5,120.2,121,4442672
15/01/2018,126.35,126.95,124.4,124.6,2868911
12/01/2018,129.25,129.25,124.7,126.2,4300004
11/01/2018,124.7,128.6,124.1,127.85,5302788
10/01/2018,126.5,127.25,124.1,124.8,2433431
09/01/2018,126.6,128.3,125.75,126.5,3735576
08/01/2018,125.25,126.95,124.8,126.7,3575815
05/01/2018,125.5,126.4,124.4,125.05,3271513
04/01/2018,124.25,125.95,123.75,125.3,4371234
03/01/2018,124.5,124.75,123.05,123.75,3126273
02/01/2018,124.95,125.7,122.25,123.65,5576051
01/01/2018,121.4,125.5,121.3,123.8,6640773
29/12/2017,120.4,122.5,120.1,121.75,4736779
28/12/2017,121.9,121.9,119.25,119.85,5958794
27/12/2017,122.25,123,120.8,121.4,3027510
26/12/2017,121,123.3,120.8,122.25,6346957
22/12/2017,121.5,122.4,120.2,120.95,4363778
21/12/2017,121.35,122.9,120.7,121.25,6727255
20/12/2017,121,121.6,120.15,120.9,3645773
19/12/2017,125,125.5,120.45,121,12167736
18/12/2017,117.5,120.2,112.7,118.95,7602302
15/12/2017,117.5,118.4,117.1,117.6,3977139
14/12/2017,115.95,116.95,114.85,116.3,6383069
13/12/2017,115.8,117,115,115.25,6632127
12/12/2017,120.45,120.75,115.75,116.05,8850796
11/12/2017,121.75,121.8,119.55,120.35,3283529
08/12/2017,120.45,121.4,119.9,120.95,4018321
07/12/2017,118.75,119.55,118,119,3842471
06/12/2017,119.5,120.9,118.05,118.35,3624892
05/12/2017,121.05,121.2,118.6,119.3,5341144
04/12/2017,119.6,121.15,118.35,120.75,4312145
01/12/2017,121.7,122.9,118.6,119.1,5769482
30/11/2017,122.65,124.5,120.3,120.85,12194660
29/11/2017,124.6,125.6,123,123.65,5401007
28/11/2017,127.15,127.4,124.1,124.35,5667444
27/11/2017,127,127.95,126.5,127.5,1866833
24/11/2017,127.7,128.4,126.6,127.3,1707628
23/11/2017,127.85,129.5,126.85,128.35,4102100
22/11/2017,128.5,128.95,126.6,127.95,3578904
21/11/2017,127.4,129.45,127.2,128.15,4906721
20/11/2017,126,128.4,125.2,127.2,5347451
17/11/2017,127.15,130.45,125.8,126.3,8723144
16/11/2017,122.4,126,122.4,125.25,5764486
15/11/2017,124.9,124.9,120.9,121.95,11219121
14/11/2017,127.7,128.4,124.85,125.3,4065317
13/11/2017,127.2,129.5,124.2,127.4,7314560
10/11/2017,131.8,131.8,125.55,126.7,9561742
09/11/2017,138,139.4,136,137.85,5815643
08/11/2017,136.8,139.85,135.85,137.45,11981667
07/11/2017,138.9,140,135,135.95,9768979
06/11/2017,142.55,143.1,136.3,137.85,15661485
03/11/2017,146.35,148.2,138.4,142.05,23489355
02/11/2017,140.7,146.6,140.05,145.4,10831469
01/11/2017,140.25,142.3,138.05,140,6995076
31/10/2017,144.6,144.65,138.25,139.25,7123462
30/10/2017,145.5,147.7,142.9,144.5,4036312
27/10/2017,144.3,149.65,144.15,145.4,8320953
26/10/2017,142.45,147.2,141.6,143.65,18662904
25/10/2017,133.05,142.15,131.85,141.4,13459086
24/10/2017,132.9,132.9,130.5,132.2,3254846
23/10/2017,130.25,133.6,129.2,132.4,5906170
19/10/2017,131.9,132.05,129.55,130.25,938783
18/10/2017,128.4,132.7,127.75,131.75,8371472
17/10/2017,123.85,128.8,122.8,128.2,7733423
16/10/2017,124.4,124.95,122,123.25,3539998
13/10/2017,119.4,125.7,119,123.7,8013030
12/10/2017,121.2,121.95,118.85,119.95,8278941
11/10/2017,123.25,124.65,120.65,121.2,3727777
10/10/2017,123.2,124.4,122.2,123.45,3134030
09/10/2017,124.35,125.1,122.1,123.15,3700618
06/10/2017,124.9,125.95,124.45,125.2,2818329
05/10/2017,124.65,126.25,124.05,124.9,2165484
04/10/2017,124.2,125.4,123.1,124.65,2615808
03/10/2017,122,125,122,124.55,3334829
29/09/2017,122.95,123.8,121.15,121.9,3350982
28/09/2017,121.2,124.5,120.15,122,6466312
27/09/2017,126.35,126.65,119.65,120.8,4630665
26/09/2017,129.15,129.95,124.7,126.4,4289848
25/09/2017,126.45,129.3,124.05,128.8,4796474
22/09/2017,131.4,131.4,125.35,125.9,3457697
21/09/2017,133.5,134.25,129.5,132.1,4093423
20/09/2017,136.25,136.35,132.85,133.3,4667233
19/09/2017,131.95,135.2,130.1,134.55,5327001
18/09/2017,131.65,132.8,130.8,131.25,2342784
15/09/2017,130.35,132.4,130.1,130.7,6956369
14/09/2017,128.6,134.3,128.6,130.8,7349641
13/09/2017,127.4,131.9,126.8,128.6,7510434
12/09/2017,127.45,128,125.3,127.1,2379068
11/09/2017,124.4,127.4,124.05,126.85,5217004
08/09/2017,124.6,124.6,122.7,123.5,3250772
07/09/2017,125.7,125.75,122.8,123.1,4075776
06/09/2017,122,126,121.7,124.85,4063776
05/09/2017,122.95,123.55,121.85,122.65,1430925
04/09/2017,122.5,123.9,120.7,122.3,4007612
01/09/2017,122.45,124.1,122.25,123.7,2504089
31/08/2017,123.65,124.15,120.7,122.1,11605720
30/08/2017,122.25,124.8,121.4,123.5,3697716
29/08/2017,120.75,123,120.2,120.7,3147013
28/08/2017,121.95,123.9,121.2,122.6,4443434
24/08/2017,120.65,122.2,119.5,121.4,3991035
23/08/2017,117.95,121.25,117.55,120.65,3782929
22/08/2017,120,120.9,116.1,116.75,5779706
21/08/2017,123.15,124.9,118,118.5,6041053
18/08/2017,123,126.6,121.6,123.1,6426342
17/08/2017,118.45,128.35,118.2,125.6,12306883
16/08/2017,119,120.3,116.3,118.5,4413072
14/08/2017,118.3,120.3,116.65,119,4953340
11/08/2017,117.5,121.25,115.3,117.65,14095760
10/08/2017,132.5,134.2,122.65,124.55,17380728
09/08/2017,135.95,138.35,133,134.1,5511396
08/08/2017,138.2,139.65,133.25,135.65,7920726
07/08/2017,129.25,137.45,129,136.7,9487982
04/08/2017,127.95,129.15,126.75,128.45,7080822
03/08/2017,122.25,128.3,121.85,126.3,10375986
02/08/2017,122.65,123.05,121.2,122.2,2734227
01/08/2017,124.65,126.1,121.9,122.25,7924110
31/07/2017,123.95,124.75,123,124.4,2007125
28/07/2017,122,123.85,121,123.4,2414240
27/07/2017,123.05,124.45,121,121.45,2884452
26/07/2017,124.95,125.4,122.5,122.8,6629773
25/07/2017,127.65,128,124.35,124.7,5097962
24/07/2017,128.15,128.8,125.65,127.65,4001304
21/07/2017,127.5,129.25,126.8,128.8,8158812
20/07/2017,123.7,127.55,123.25,126.9,6532165
19/07/2017,123.45,124.1,122.35,123.45,3035995
18/07/2017,123.7,124.95,122.5,122.95,3691304
17/07/2017,124.15,125.5,123.2,124.75,10104910
14/07/2017,125.8,125.8,122.6,123.95,9462059
13/07/2017,128,128.25,125.1,126.05,4837178
12/07/2017,123.6,127.35,123.55,126.15,6944044
11/07/2017,126.9,127.45,123,123.2,4379076
10/07/2017,128,128,126.3,126.7,2495812
07/07/2017,126.25,128,125.1,125.85,3611201
06/07/2017,123.9,127,123.2,125.45,4406042
05/07/2017,122.05,124.3,122.05,123.9,1744296
04/07/2017,125.5,125.8,122.1,122.55,3205708
03/07/2017,124.2,125.3,121.6,124.9,3478691
30/06/2017,121.75,123.9,120.15,122.7,3693173
29/06/2017,124.45,125.7,121.55,121.9,3916183
28/06/2017,121.35,125.5,120.7,124.4,5290827
27/06/2017,121.35,123.25,117.2,121.9,9183368
23/06/2017,129,129.1,121.65,122.35,10498577
22/06/2017,130,131.3,128.25,129.05,5705256
21/06/2017,131.85,131.95,129.65,130.15,6345061
20/06/2017,133,133.5,131.35,132.05,5064919
19/06/2017,132.05,134,131.4,133.35,3328439
16/06/2017,129.25,134.75,129.25,132,6197919
15/06/2017,130.7,131.5,129.65,130.6,5286584
14/06/2017,130,131,128.65,130,8643144
13/06/2017,132.45,133.35,129.65,130.45,8515572
12/06/2017,128.3,132.4,127.65,131.7,6161717
09/06/2017,128.95,129,127.35,128.4,5050974
08/06/2017,127.75,130.9,126.1,128.8,7598770
07/06/2017,128.6,129,126.15,127.15,8778093
06/06/2017,125.6,128.9,124.5,127.75,8312981
05/06/2017,128.2,128.3,125.1,125.6,6801243
02/06/2017,131.45,131.85,125.95,127.8,9319833
01/06/2017,133,134.5,129.75,130.65,7471899
31/05/2017,137.3,138.5,130.55,133.55,11808690
30/05/2017,129.25,139,122.2,136.85,53163367
29/05/2017,143.6,144.4,134.75,135.5,9947540
26/05/2017,142,145.6,138.25,143.55,8797218
25/05/2017,147.05,148.4,141.05,141.5,11886942
24/05/2017,150,151.7,144.75,146.15,3728552
23/05/2017,150.3,152.9,145.35,150.05,3899323
22/05/2017,155.8,156.85,149.35,150.5,4696364
19/05/2017,156.4,158.1,153,154.55,2378889
18/05/2017,160.1,160.5,155.45,156.1,5118034
17/05/2017,160.5,164,160.45,161.7,4783539
16/05/2017,161.1,162.5,160.25,161.2,4753976
15/05/2017,159.5,162.75,159.5,160.05,4483027
12/05/2017,162.5,163.55,159.05,160,4911843
11/05/2017,165.5,166.45,160.25,161.6,6245036
10/05/2017,167.3,168.4,165.15,166.35,3951696
09/05/2017,165,168.15,163.7,166.55,9161059
08/05/2017,162.9,166.05,161.2,164.75,5241844
05/05/2017,163.9,167.1,160.2,162.65,6682728
04/05/2017,160.9,165,160.6,164.4,5929637
03/05/2017,164.5,164.5,160.25,160.9,3892801
02/05/2017,160.5,164.4,159.75,163.6,7225104
28/04/2017,157.5,160.55,157.05,160,4685026
27/04/2017,157.7,160.1,157.15,158,7765215
26/04/2017,161.2,161.75,156.25,157.7,3465408
25/04/2017,159.95,161.85,158.1,161,8124230
24/04/2017,156.9,158.9,155.85,158.45,4770301
21/04/2017,156.9,157.5,154.8,156.55,4367021
20/04/2017,157.5,158.95,154.55,155.6,5578716
19/04/2017,154.5,159.15,153.9,155.75,6629479
18/04/2017,157.3,160.8,154.8,155.65,6161548
17/04/2017,162,168.85,153.1,157.05,20726138
13/04/2017,161,164.2,161,162.7,6495810
12/04/2017,164.4,165.95,159.4,161.95,16046931
11/04/2017,152,168.9,151.7,163.8,34663466
10/04/2017,152.8,153.75,149.7,152.4,3626870
07/04/2017,153.7,154.9,151.3,152.35,5016648
06/04/2017,154,156.7,152.75,154.95,7524750
05/04/2017,147.7,154.8,147.3,154.35,8914054
03/04/2017,147,148.35,145.5,147.7,5308576
31/03/2017,143.5,147.15,143.5,145.9,8277704
30/03/2017,142.3,144.45,141.5,142.7,16351458
29/03/2017,147.9,148.4,145.2,147.25,8548385
28/03/2017,142.25,147.6,141.15,144.4,9235856
27/03/2017,143.7,144.6,141,142.15,6421432
24/03/2017,144.7,148.35,144.6,145.15,11985664
23/03/2017,144.9,145.7,142.75,143.05,9438160
22/03/2017,142.2,146.15,141.7,143.95,16852476
21/03/2017,146.85,146.95,142.6,143.6,7429659
20/03/2017,142.95,148,140.85,145.75,16948781
17/03/2017,138,142,137.75,141.4,11926009
16/03/2017,136.3,138.7,136,137.1,5989246
15/03/2017,133.9,136.5,133.5,135.1,4684650
14/03/2017,134.5,135.7,132.45,133.75,6446339
10/03/2017,132.8,134.1,130.5,130.7,4147479
09/03/2017,132.55,133.8,129.95,131.8,6317100
08/03/2017,137.25,137.65,132.8,133.05,6507143
07/03/2017,138.5,139.7,136.1,136.95,5734623
06/03/2017,135.8,140.15,135.8,137.85,6999857
03/03/2017,135.3,136.65,133.55,135.25,3740647
02/03/2017,138,138.9,134.6,135.65,4833745
01/03/2017,136.6,139.7,136.5,137.2,7034760
28/02/2017,136,138.2,135.2,136,6135992
27/02/2017,135.6,137.7,135.4,135.95,5372194
23/02/2017,138.35,138.35,134.25,134.85,10133797
22/02/2017,137.3,141.9,136.5,137.45,14111681
21/02/2017,134.4,136.8,134.4,136.1,4640261
20/02/2017,131.25,134,131.15,133.5,5080948
17/02/2017,132.5,132.8,130.5,130.85,3262148
16/02/2017,127.25,131.9,126.45,131.45,3925665
15/02/2017,131.8,132.9,127,127.55,4187371
14/02/2017,135,135.3,131.3,132,4084925
13/02/2017,135.3,136,130.9,134.45,5732261
10/02/2017,136.3,137,134.4,135.2,3625290
09/02/2017,135.75,137.7,133.8,135.45,4765498
08/02/2017,132.7,135.65,131.7,134.6,4862277
07/02/2017,135.9,139.55,131,131.9,6422967
06/02/2017,136.55,137.15,134.95,135.75,2812065
