Date,VEDL-EQ O,VEDL-EQ H,VEDL-EQ L,VEDL-EQ C,VEDL-EQ V
24/01/2006,48.79,51.5,48.62,49.38,6081419
23/01/2006,48.74,48.74,47.48,48.3,1573599
20/01/2006,48.75,49.15,48.42,48.72,1885859
19/01/2006,47.75,48.7,47.25,48.24,3411159
18/01/2006,48.95,48.95,46.45,47.01,6270699
17/01/2006,50.9,50.9,48.35,48.72,7112539
16/01/2006,50.15,50.59,49.65,50.06,3603819
13/01/2006,50.12,50.85,49.81,50.02,5527999
12/01/2006,51.25,52.25,49.06,49.36,3422939
10/01/2006,52.25,52.25,50.5,50.91,2027379
09/01/2006,52.6,52.8,51.55,52,1913539
06/01/2006,52.95,53,51.4,51.73,2852539
05/01/2006,52.81,53.15,51.8,52.45,2871239
04/01/2006,51.5,53.1,51,52.81,6856399
03/01/2006,50.5,51.45,50.5,50.88,2132559
02/01/2006,52.45,52.45,50.25,50.47,1789339
30/12/2005,51.5,51.5,50.05,50.54,2750539
29/12/2005,51.85,52.37,50.25,51.12,4079299
28/12/2005,51.25,52,50.78,51.77,3591379
27/12/2005,49.65,51.45,48.9,51.24,5543919
26/12/2005,51.55,52.25,48.15,49.69,11181439
23/12/2005,50.91,52.61,50.45,52.3,8821779
22/12/2005,51.4,52.1,49.16,50.32,7710619
21/12/2005,52.2,52.85,50.5,50.77,5690939
20/12/2005,54,54,51.86,52.14,4399479
19/12/2005,53.85,54.46,52.05,52.32,3365179
16/12/2005,54.55,54.94,53.15,53.38,2653179
15/12/2005,55,55.45,53.7,54.33,2746319
14/12/2005,56.55,57.15,54.02,54.55,6782939
13/12/2005,55.9,56.8,55.5,56.54,4525639
12/12/2005,54.91,56.25,54.8,55.77,5106599
09/12/2005,54.3,55,53.8,54.54,4650619
08/12/2005,55.4,55.4,53.83,54.28,6256959
07/12/2005,55,55.65,54.74,55.05,7193999
06/12/2005,53.74,55.1,53.1,54.73,11739299
05/12/2005,53.5,54.35,52.75,53.45,13784859
02/12/2005,52.75,53.94,51.91,53.27,14172179
01/12/2005,50.75,52.8,50.75,52.05,10119259
30/11/2005,52.25,52.84,51,51.31,12436599
29/11/2005,50.6,52.39,50.25,52.09,14877599
28/11/2005,50.7,51.1,50.45,50.77,6035379
25/11/2005,50.5,51.2,50.25,50.95,10392699
24/11/2005,48.95,50.73,48.9,50.42,12861679
23/11/2005,48.65,49,47.67,48.61,14356979
22/11/2005,49.1,50.22,48.33,48.59,10852559
21/11/2005,49.66,50.05,48.91,49.06,5145379
18/11/2005,49.95,50.88,49.13,49.5,8526119
17/11/2005,50,50.2,49.08,49.3,5451199
16/11/2005,50.1,50.45,49.73,49.84,3908559
14/11/2005,50.4,51.25,49.56,49.98,6536639
11/11/2005,50.73,51,50.16,50.47,8754999
10/11/2005,50.48,51,49.66,49.9,7849879
09/11/2005,50.25,51.35,49.68,50.19,20905379
08/11/2005,48.39,50.6,48.05,49.97,37530319
07/11/2005,47.5,48.75,46.95,48.02,22706219
02/11/2005,48,49.3,46.01,48.08,43052259
01/11/2005,47.51,48.9,47.3,47.72,10309839
31/10/2005,40.5,47.55,40.5,47.18,28115339
28/10/2005,45.35,46.17,41.06,41.55,25853119
27/10/2005,47.85,47.85,45,45.37,5742059
26/10/2005,46.92,47.84,46.75,47.48,7240599
25/10/2005,47.45,47.75,46.17,46.92,7987839
24/10/2005,48.65,48.9,46.95,47.32,8061019
21/10/2005,48,49.24,47.35,48.28,22979539
20/10/2005,46.08,49.25,46.03,48.35,21823279
19/10/2005,47,47.12,45,45.46,13496759
18/10/2005,48.35,49.6,47.32,47.72,21947719
17/10/2005,46.5,48.9,46.37,48.39,25779979
14/10/2005,45,46.69,44.3,45.92,29563039
13/10/2005,45.88,46.24,44.91,45.1,11934799
11/10/2005,49.5,49.5,45.75,46.07,15075779
10/10/2005,48.51,48.9,46.91,47.2,13477619
07/10/2005,49.12,50.45,47.81,47.99,24894719
06/10/2005,51.37,51.5,49,49.55,41029659
05/10/2005,53.95,54.45,51.35,53.44,26652319
04/10/2005,52.8,54.74,52.8,53.65,9961499
03/10/2005,52.5,53.3,52.25,52.54,6989759
30/09/2005,53,53.2,51.1,52.49,13979459
29/09/2005,51.3,54.49,51,52.42,25924759
28/09/2005,51.64,51.64,50.76,51.05,8969999
27/09/2005,50.74,51.8,50.26,51.19,22653219
26/09/2005,50,50.9,48.83,50.03,22705239
23/09/2005,49.63,52,47.75,48.31,23636739
22/09/2005,47.25,51.39,47,49.48,54376599
21/09/2005,49.95,49.95,46.75,47.73,40649939
20/09/2005,51,51.7,47.95,49.25,63053739
19/09/2005,45.5,54.34,43.75,52.45,127108559
16/09/2005,40.1,43.84,39.33,43.18,35513159
15/09/2005,37.75,39.9,37.75,39.7,8276599
14/09/2005,38.3,38.6,37.8,37.93,5904519
13/09/2005,38.88,39.15,37.75,37.87,3827119
12/09/2005,39.66,40.24,38.66,38.88,4900999
09/09/2005,38.95,39.9,38.95,39.66,5272939
08/09/2005,38.8,39.5,38.66,39.25,5826619
06/09/2005,38.75,39.5,38.33,38.81,7942579
05/09/2005,37.42,38.5,33.83,38.23,10808399
02/09/2005,36.75,37.5,36.5,37.02,7372759
01/09/2005,36.5,36.7,36.31,36.48,4084039
31/08/2005,36.1,36.45,35.45,36.34,3948939
30/08/2005,35.45,36.2,35.3,36,4342939
29/08/2005,36.25,36.25,34.66,35.22,9424319
26/08/2005,34.75,36.67,34.75,36.43,8745439
25/08/2005,33.65,34.95,33.65,34.6,3992959
24/08/2005,34.25,34.72,33.37,33.58,4301739
23/08/2005,35.97,35.97,34.11,34.46,3941119
22/08/2005,35.72,36.19,35.5,35.94,3199159
19/08/2005,35.74,36.2,35.41,35.57,4631039
18/08/2005,37.16,37.5,35.37,35.59,7111419
17/08/2005,37.21,37.49,36.8,37.18,2058779
16/08/2005,37.35,38.2,37,37.18,1752739
12/08/2005,38.35,38.72,37.3,37.62,4125919
11/08/2005,37.8,38.59,37.5,38.35,6318339
10/08/2005,36.5,37.62,36.5,37.46,4816139
09/08/2005,36.74,37,35.56,36.35,3529079
08/08/2005,37.05,37.62,36.51,36.69,3773539
05/08/2005,37.25,38,37.25,37.34,7746299
04/08/2005,37.2,37.45,36.25,37.3,4859239
03/08/2005,36.7,37.4,36.65,37.06,9448239
02/08/2005,35.9,36.75,35.9,36.63,10070499
01/08/2005,35.74,36.13,34.76,35.91,8336179
29/07/2005,34.75,36.6,30,35.71,7773619
27/07/2005,36,36.5,35.6,35.78,6908679
26/07/2005,35.62,35.85,34.81,35.15,8493599
25/07/2005,36.18,36.5,35.35,35.52,8186779
22/07/2005,35.8,36.64,35.55,35.98,13819659
21/07/2005,34.16,36.13,34.16,35.8,26080419
20/07/2005,33.75,34.5,33.75,33.99,5636959
19/07/2005,34.1,34.49,33.58,33.71,5534019
18/07/2005,33,34.35,33,34.08,5444959
15/07/2005,33.15,33.8,33.02,33.2,5170259
14/07/2005,33,33.2,32.16,32.91,7826739
13/07/2005,33.25,33.7,32.75,32.89,5608519
12/07/2005,34.58,34.75,33.3,33.57,11895899
11/07/2005,34.75,35.75,33.66,34.6,26189919
08/07/2005,33.5,35,33.5,34.9,28033099
07/07/2005,32.73,34,32.5,33.3,33617279
06/07/2005,30.6,32.65,30.5,32.43,26028439
05/07/2005,30.01,30.9,29.85,30.59,15837779
04/07/2005,29,30,28.91,29.84,7568419
01/07/2005,29.25,29.25,28.75,28.84,5702679
30/06/2005,29.6,29.69,28.89,28.96,7779899
29/06/2005,29.55,29.82,29.02,29.69,6088299
28/06/2005,29.94,29.97,29.26,29.47,6050619
27/06/2005,29.37,30.45,29.37,29.59,11038739
24/06/2005,29.66,29.95,29,29.32,7672499
23/06/2005,30.2,30.3,29.62,29.98,7889479
22/06/2005,30.3,30.5,29.86,30.11,12201859
21/06/2005,30.25,30.95,29.86,30.13,17066719
20/06/2005,29.07,30.32,28.76,30.14,22799399
17/06/2005,28.8,29.07,28.28,28.63,12670919
16/06/2005,29.6,29.72,28.62,28.75,9107359
15/06/2005,29.4,29.75,29.35,29.52,9144739
14/06/2005,28.75,29.5,28.7,29.21,13133119
13/06/2005,30.48,30.48,28.47,28.61,22321879
10/06/2005,30.95,31,30.25,30.4,9898019
09/06/2005,30.9,31.4,30.6,30.76,12220639
08/06/2005,31.12,31.39,30.55,30.69,9938279
07/06/2005,31.7,32.45,31,31.07,6828079
06/06/2005,31.25,31.8,31.15,31.26,12458599
03/06/2005,31.68,31.85,30.85,31.34,14582699
02/06/2005,32.6,33.24,31.25,31.57,27962559
01/06/2005,33.51,33.68,32.55,32.67,21446639
31/05/2005,32.1,33,32.1,32.76,31107659
30/05/2005,31.69,32.14,31.36,31.91,11901699
27/05/2005,30.95,31.82,30.95,31.27,16879299
26/05/2005,32,32.24,30.59,30.82,15649159
25/05/2005,32.2,32.4,31.65,31.78,7812119
24/05/2005,32.63,32.7,31.83,32.2,13554499
23/05/2005,33.49,33.49,32.16,32.32,6617279
20/05/2005,33.5,34.3,32.91,33.08,16671699
19/05/2005,32.41,33.98,32.41,33.5,18224459
18/05/2005,32.25,32.4,31.75,32.08,5889859
17/05/2005,32.5,32.9,32.05,32.2,8762499
16/05/2005,32.52,32.7,32.01,32.21,8967319
13/05/2005,32.88,33.2,32.28,32.43,8443839
12/05/2005,32.6,33.62,32.5,33.11,11000499
11/05/2005,32.9,33.15,32.08,32.37,7975579
10/05/2005,34,34.14,32.66,32.91,10577999
09/05/2005,33.13,34.05,32.76,33.83,10962119
06/05/2005,33.35,33.35,32.41,32.76,8958239
05/05/2005,32.45,33.55,32.3,33.03,14693219
04/05/2005,32.99,33.1,31.75,32.01,17429919
03/05/2005,35.5,35.5,32.55,32.7,13968559
02/05/2005,34.6,35,33.45,33.66,7949479
29/04/2005,35.15,35.26,34.03,34.31,7070179
28/04/2005,35.26,35.72,34.6,35.03,7843499
27/04/2005,35.85,35.99,34.65,35.03,8344079
26/04/2005,36.5,36.5,35.31,35.52,12474599
25/04/2005,36.9,36.9,35.5,35.77,12401459
22/04/2005,36.5,37.48,35.81,37.19,22397379
21/04/2005,34.5,36.59,33.15,36.16,24768899
20/04/2005,33.15,35.15,33.1,34.78,20273319
19/04/2005,35.5,35.5,32.75,32.91,13456839
18/04/2005,34.17,34.17,32.55,33.08,13579679
15/04/2005,36.6,36.6,34.11,34.35,16912639
13/04/2005,36.99,37.34,36.25,36.45,8465339
12/04/2005,36.75,37.15,36.5,36.67,8485179
11/04/2005,36.6,37.19,36.27,36.51,11534379
08/04/2005,39.25,39.25,36.27,36.5,17662239
07/04/2005,39.5,39.5,36.63,36.82,17258399
06/04/2005,36.5,39.34,36.49,38.69,37495879
05/04/2005,38.2,45,36.05,36.23,10441879
04/04/2005,38.2,38.69,37.06,37.66,11251159
01/04/2005,37.44,37.99,36.16,37.77,13019779
31/03/2005,36.25,37.2,36.25,36.59,10442559
30/03/2005,37.06,37.64,35.73,36.04,15982239
29/03/2005,38.7,38.7,36.76,37.28,12469119
28/03/2005,37.72,38.82,37.14,38.28,13162039
24/03/2005,35.5,37.75,35.5,37.04,22974939
23/03/2005,39.25,39.6,35.25,36.24,17710099
22/03/2005,40.55,40.65,38.77,39.13,12582139
21/03/2005,40.75,41.14,40.25,40.47,5516139
18/03/2005,41.75,41.75,40.1,40.66,10253659
17/03/2005,41.7,42,40.66,40.89,5752999
16/03/2005,41.94,42.45,41.5,41.7,8370739
15/03/2005,42.49,42.8,41.41,41.63,10092319
14/03/2005,42.42,43.15,42,42.2,9913499
11/03/2005,42.34,43.25,41.91,42.1,9135479
10/03/2005,42.24,43.3,41.01,42.09,13528359
09/03/2005,43.98,43.98,41.25,42.2,17105979
08/03/2005,42.95,44.1,42.95,43.76,22770359
07/03/2005,41.45,43.19,41.3,42.63,28156059
04/03/2005,41.95,42,40.9,41.09,11779979
03/03/2005,41.94,42.2,41.31,41.59,11054019
02/03/2005,41.83,42.59,41.26,41.56,19135639
01/03/2005,41.34,42.45,40.25,41.71,34912439
28/02/2005,40,41.2,39.03,40.7,26226299
25/02/2005,41.5,42.01,39.2,39.81,41434159
24/02/2005,41.7,42.23,41.02,41.39,32144739
23/02/2005,41.25,43.59,40.67,40.97,54353139
22/02/2005,35.89,41.4,35.24,40.37,56959139
21/02/2005,36.74,37,35.73,35.89,7719039
18/02/2005,35.4,36.7,35,36.28,16162239
17/02/2005,37.05,37.2,35.35,35.76,16711519
16/02/2005,37.95,39.38,36.66,36.97,28204079
15/02/2005,37.75,38.38,37.12,37.42,36742720
14/02/2005,35.77,37.9,35.77,37.53,36758320
11/02/2005,34.98,35.82,34.4,35.56,22032600
10/02/2005,34,34.99,32.62,34.69,30232200
09/02/2005,34.58,34.9,33.5,33.83,17650480
08/02/2005,35.12,35.25,33.98,34.48,25080080
07/02/2005,35.3,35.92,34.77,34.96,18833960
04/02/2005,36.48,36.75,34.77,35.05,25855920
03/02/2005,35.75,36.92,35.63,36.13,30681040
02/02/2005,33.98,35.67,33.85,35.42,39523760
01/02/2005,33.25,33.88,32.8,33.64,22093800
31/01/2005,31.5,33.12,31.38,32.95,17585440
28/01/2005,30.25,31.7,30.25,31.35,20157480
27/01/2005,30.25,33.75,30.25,30.86,45141560
25/01/2005,28.35,28.84,27.56,28.34,18352600
24/01/2005,26,28.72,26,28.41,35052520
20/01/2005,26.75,26.88,25.65,25.8,10127400
19/01/2005,25.5,26.92,25.33,26.64,35342920
18/01/2005,26,26.32,24.98,25.35,13820720
17/01/2005,23.73,26.11,23.62,25.58,21865680
14/01/2005,22.85,23.75,22.62,23.47,15797480
13/01/2005,22,22.72,22,22.47,8469920
12/01/2005,23.25,23.43,21.72,21.89,10255360
11/01/2005,24.15,24.43,22.92,23.13,8559040
10/01/2005,25.25,25.27,23.8,24.01,6108040
07/01/2005,23.75,24.84,23.27,24.64,6821440
06/01/2005,24.3,24.57,23.02,23.84,7665320
05/01/2005,25.5,25.5,23.8,24.4,11070200
04/01/2005,25.98,26.07,25.38,25.59,4161640
03/01/2005,25.98,26.23,25.5,25.75,5462840
31/12/2004,26.25,26.25,25.4,25.82,6835280
30/12/2004,25.2,26.5,25.06,26.08,15965440
29/12/2004,25.7,25.72,24.83,25.06,8831960
28/12/2004,25.37,25.52,25.15,25.42,5288240
27/12/2004,25.38,25.5,25.02,25.17,5043760
24/12/2004,25.57,25.73,25.25,25.45,9143640
23/12/2004,25.1,25.62,24.88,25.26,8078480
22/12/2004,25.62,25.74,24.62,24.79,10612240
21/12/2004,24.98,25.45,24.68,25.17,18205920
20/12/2004,24.85,26,24.18,24.76,43547680
17/12/2004,22.98,23.82,22.5,23.52,28851320
16/12/2004,22,23.23,21.9,22.94,44529440
15/12/2004,22.25,22.48,21.63,21.89,29262440
14/12/2004,20.99,22.49,20.85,22.1,62397800
13/12/2004,20.27,21.05,20.2,20.76,17601600
10/12/2004,20.67,20.75,20.01,20.12,13677000
09/12/2004,20.55,21.02,20.21,20.39,14542760
08/12/2004,21.26,21.8,20.43,20.55,29818280
07/12/2004,19.88,21.49,19.88,21.24,34737160
06/12/2004,20.25,20.25,19.75,19.82,6614800
03/12/2004,20.38,20.45,19.96,20.16,6282360
02/12/2004,20.25,20.44,20.15,20.3,6096320
01/12/2004,20.32,20.4,19.85,20.04,11485360
30/11/2004,20.65,20.82,20.13,20.23,7221360
29/11/2004,20.48,20.82,20.48,20.63,6228960
25/11/2004,20.4,20.67,20.38,20.48,9050480
24/11/2004,20.32,20.5,20.23,20.34,8738640
23/11/2004,20.3,20.5,20.11,20.27,11991600
22/11/2004,19.87,20.39,19.45,20.09,20587480
19/11/2004,20.5,20.59,19.75,19.84,12903800
18/11/2004,20.75,20.86,20.26,20.38,14356360
17/11/2004,20.9,21.02,20.6,20.69,11807560
16/11/2004,20.62,20.88,20.18,20.79,19454000
12/11/2004,20.5,20.87,20.5,20.57,4147680
11/11/2004,20.85,20.97,20.35,20.44,13328600
10/11/2004,20.86,21.07,20.54,20.64,17700560
09/11/2004,21.02,21.23,20.6,20.74,15639600
08/11/2004,21.4,21.5,20.75,21.01,15930280
05/11/2004,20.85,21.17,20.83,21.08,22031600
04/11/2004,20.5,21.12,20.43,20.68,34263280
03/11/2004,19.75,20.82,19.58,20.44,51935000
02/11/2004,19.3,19.88,19.2,19.73,36255120
01/11/2004,18.8,19.35,18.8,19.23,22060720
29/10/2004,19.03,19.45,18.65,18.8,37591160
28/10/2004,18.57,19.75,18.55,19.4,47430320
27/10/2004,17.62,18.8,17.43,18.4,69870520
26/10/2004,17,17.41,16.93,17.27,21559840
25/10/2004,17.18,17.22,16.7,16.91,13311960
21/10/2004,17.27,17.42,16.98,17.11,17198240
20/10/2004,17.75,17.91,16.81,17,30636160
19/10/2004,17.5,17.81,17.35,17.64,17214920
18/10/2004,17.5,17.73,17.25,17.34,15730920
15/10/2004,17,17.66,16.76,17.3,33011400
14/10/2004,18.2,18.2,16.63,16.89,41757440
12/10/2004,18.7,18.97,18.06,18.17,24081800
11/10/2004,18.5,19.27,18.5,18.66,20787200
08/10/2004,18.56,18.8,18.5,18.59,15360760
07/10/2004,18.55,18.97,18.42,18.53,31077600
06/10/2004,18.45,18.95,18.31,18.54,60310120
05/10/2004,17.33,18.75,17.26,18.42,70372560
04/10/2004,17.38,17.94,17.12,17.28,42935840
01/10/2004,15.88,17.5,15.63,17.37,42614960
30/09/2004,15.6,16.07,15.45,15.91,23804440
29/09/2004,14.88,15.67,14.72,15.5,28965080
28/09/2004,15.18,15.28,14.76,14.83,11444040
27/09/2004,15.49,15.49,15.01,15.07,11365040
24/09/2004,15.1,15.38,15.06,15.29,16300200
23/09/2004,15.3,15.47,15.01,15.1,19375880
22/09/2004,15.62,15.62,15.25,15.35,15501680
21/09/2004,15.29,15.69,15.2,15.6,26938480
20/09/2004,15.24,15.42,15.11,15.2,21684520
17/09/2004,15.38,15.45,15.05,15.16,18792600
16/09/2004,15.1,15.47,14.91,15.35,23203760
15/09/2004,14.9,15.31,14.82,15.04,42592280
14/09/2004,14.88,15.09,14.62,14.92,28972800
13/09/2004,14.87,15.24,14.67,14.82,38301560
10/09/2004,14.44,14.97,14.28,14.79,45205200
09/09/2004,14.3,14.57,14.1,14.28,27997120
08/09/2004,14.22,14.57,14.12,14.48,38470080
07/09/2004,14.25,14.28,13.75,14.13,36396680
06/09/2004,13.93,14.37,13.93,14.29,24967440
03/09/2004,13.88,13.99,13.77,13.91,17592200
02/09/2004,13.95,14.41,13.69,13.77,36970320
01/09/2004,14.19,14.24,13.86,13.91,15958000
31/08/2004,14.12,14.15,13.73,14.08,22384480
30/08/2004,13.58,14.05,13.58,13.9,19182600
27/08/2004,13.84,13.86,13.53,13.59,17535960
26/08/2004,13.47,13.87,13.45,13.71,24106720
25/08/2004,13.53,13.7,13.32,13.43,14939520
24/08/2004,13.4,13.75,13.35,13.48,27841240
23/08/2004,14.2,14.2,13.21,13.32,36869840
20/08/2004,14,14.45,13.74,14.23,72635760
19/08/2004,13.5,14.11,13.36,13.95,27098000
18/08/2004,13.68,13.7,13.14,13.28,14724280
17/08/2004,13.75,13.95,13.6,13.7,19692120
16/08/2004,13.9,14.06,13.46,13.56,30669840
13/08/2004,13.9,14.06,13.46,13.56,30669840
12/08/2004,13.77,14.09,13.58,13.82,37305960
11/08/2004,14.47,14.55,13.54,13.68,29770720
10/08/2004,14.3,14.59,14.3,14.43,26444480
09/08/2004,14.06,14.37,13.64,14.25,39220720
06/08/2004,14.12,14.39,13.95,14.04,41246000
05/08/2004,13.54,14.22,13.51,14.08,53736240
04/08/2004,13.38,13.63,13.3,13.49,30267600
03/08/2004,13.6,13.72,13.14,13.43,43302840
02/08/2004,13.57,13.94,13.32,13.41,39874200
30/07/2004,13.05,13.61,12.91,13.45,48621880
29/07/2004,13.57,13.57,12.63,12.9,47693440
28/07/2004,11.88,12.5,11.62,12.4,58073200
27/07/2004,11.53,11.69,11.27,11.36,24172040
26/07/2004,11.88,12.17,11.22,11.45,25251200
23/07/2004,11.68,12.12,11.68,11.9,20777480
22/07/2004,11.12,11.75,11.12,11.61,29883880
21/07/2004,10.88,11.2,10.81,11.02,17686360
20/07/2004,10.62,10.95,10.28,10.78,16046280
19/07/2004,10.98,11.12,10.72,10.82,18390320
16/07/2004,10.75,10.99,10.51,10.85,30688040
15/07/2004,10.24,10.82,10.18,10.63,48014000
14/07/2004,9.75,10.56,9.7,10.13,55520600
13/07/2004,9.77,9.95,9.55,9.7,11234320
12/07/2004,9.35,9.8,9.3,9.69,12347280
09/07/2004,8.8,9.4,8.38,9.26,15639680
08/07/2004,9.61,9.82,8.58,8.8,28890040
07/07/2004,9.72,9.9,9.44,9.54,26648320
06/07/2004,9.11,9.87,8.9,9.81,35204400
05/07/2004,9.6,9.68,8.91,9.03,17443960
02/07/2004,9.66,9.91,9.43,9.53,15470720
01/07/2004,9.63,9.84,9.4,9.75,13914040
30/06/2004,9.82,10.09,9.55,9.62,17042800
29/06/2004,10.5,10.5,9.47,9.81,36702760
28/06/2004,9.12,9.76,9.08,9.75,19941480
25/06/2004,8.2,9.07,8.12,9.07,16216120
24/06/2004,8.1,8.3,7.97,8.25,4132560
23/06/2004,8.61,8.61,7.95,8.06,3887360
21/05/2004,9.28,9.45,8.8,9.45,11980880
20/05/2004,8.3,8.59,8.3,8.59,1465080
19/05/2004,7.58,7.81,7.25,7.81,4728960
18/05/2004,7.5,7.87,7.06,7.1,6684080
17/05/2004,8.01,8.45,7.85,7.85,811080
14/05/2004,9.72,9.79,8.71,8.72,4929240
13/05/2004,9.43,9.94,8.62,9.68,6270280
12/05/2004,9.4,9.82,9.4,9.54,2731680
11/05/2004,9.78,9.82,9.37,9.44,2864560
10/05/2004,9.7,10.12,9.35,9.96,3671320
07/05/2004,10.21,10.21,9.62,9.86,3544000
06/05/2004,10.25,10.5,10.12,10.18,3463640
05/05/2004,9.67,10.4,9.67,10.13,9184880
04/05/2004,9.5,10,9.5,9.61,5211360
03/05/2004,10.6,11.3,9.4,9.45,10948120
30/04/2004,10.69,11.18,10.31,10.45,7763960
29/04/2004,11.2,11.2,10.63,10.67,7372920
28/04/2004,10.28,11.52,10.28,11.17,4560880
27/04/2004,11.37,11.6,11.01,11.1,4637680
23/04/2004,11.32,12.05,11.22,11.72,13485600
22/04/2004,11.24,11.55,11.08,11.18,6691640
21/04/2004,10.9,11.47,10.78,11.13,12284600
20/04/2004,11.16,11.22,10.67,10.75,5148880
19/04/2004,11.37,11.8,10.91,11.01,3589200
16/04/2004,11.6,11.75,10.77,11.02,5223120
15/04/2004,12.12,12.17,11.4,11.48,3454480
13/04/2004,12.13,12.2,11.75,12,2133800
12/04/2004,12.24,12.55,11.97,12.14,3535600
08/04/2004,12.28,12.38,11.95,12.07,1932120
07/04/2004,12.4,12.53,12.06,12.29,2562160
06/04/2004,12.82,12.95,12.03,12.22,3000880
05/04/2004,13.2,13.59,12.62,12.83,3218720
02/04/2004,12.6,13.1,12.5,13.01,5381360
01/04/2004,12,12.95,11.8,12.48,7938240
31/03/2004,11.88,12.1,11.8,11.96,1196680
30/03/2004,12.1,12.32,11.8,12.07,2916840
29/03/2004,12.18,12.3,11.65,12.09,3562000
26/03/2004,11.97,12.6,11.88,12.07,6046880
25/03/2004,10.5,11.53,10.39,11.53,4050200
24/03/2004,11,11,10.28,10.48,2756720
23/03/2004,11.12,11.28,10.68,11.01,3090840
22/03/2004,11.75,12.12,11.13,11.27,2409040
19/03/2004,11.75,12,11.38,11.83,2687320
18/03/2004,12.37,12.47,11.73,11.86,2048080
17/03/2004,12,12.34,11.78,12.2,3943640
16/03/2004,12,12.12,10.95,11.76,8416960
15/03/2004,13.12,13.47,11.78,12.08,4475280
12/03/2004,13.72,13.72,12.38,12.78,9243840
11/03/2004,14.53,14.6,13.29,13.44,3081680
10/03/2004,15.25,15.25,14.38,14.47,2697160
09/03/2004,15.12,15.31,14.82,14.92,2847360
08/03/2004,15.73,15.75,14.9,15.01,1682600
05/03/2004,15.82,15.82,15.4,15.54,1477880
04/03/2004,15.72,16.12,15.4,15.62,2514400
03/03/2004,15.24,15.95,15.24,15.86,6735280
01/03/2004,14.7,15.35,14.7,15.08,2603320
27/02/2004,15.21,15.45,14.38,14.59,2632320
26/02/2004,15.25,15.57,14.88,14.99,1197240
25/02/2004,15.62,15.97,15.03,15.21,1843000
24/02/2004,16.52,16.52,15.28,15.47,1998640
23/02/2004,15.67,16.3,15.38,15.58,2335920
20/02/2004,15.97,16.02,15.28,15.51,2885840
19/02/2004,16.44,16.7,15.88,15.97,3216520
18/02/2004,16.84,17.1,16,16.32,3486840
17/02/2004,17.7,17.7,16.38,16.63,5286600
16/02/2004,16.88,18.12,16.76,17.4,8750240
13/02/2004,16.5,16.98,16.02,16.88,5403920
12/02/2004,14.92,16.25,14.88,16.25,5814680
11/02/2004,14.25,15,13.93,14.82,4947480
10/02/2004,14.66,14.67,13.75,13.92,2319560
09/02/2004,14.9,14.93,14.33,14.53,1714520
06/02/2004,15.17,15.17,14.5,14.73,2028000
05/02/2004,15.19,15.38,15,15.02,2178280
04/02/2004,15.53,15.53,14.88,15.12,2837320
03/02/2004,15.12,15.72,14.3,15.18,7463800
30/01/2004,15.62,15.82,15,15.12,2111520
29/01/2004,15.75,16.01,15.32,15.65,2281200
28/01/2004,15.57,16.22,15.53,15.72,3043960
27/01/2004,15.7,16.25,15.43,15.58,1518000
23/01/2004,15,15.6,14.9,15.46,3130440
22/01/2004,15,15.75,14.5,14.96,6298200
21/01/2004,16.25,16.5,14.75,15.07,5680680
20/01/2004,17,17.5,15.77,16.1,3987840
19/01/2004,16.64,17.1,16.43,16.94,5965560
16/01/2004,16.65,17.5,16.18,16.39,7669400
15/01/2004,16.88,17.45,16.05,16.53,12634360
14/01/2004,15.25,16.44,15.25,16.44,10711640
13/01/2004,14.47,15.12,14.3,14.95,3379200
12/01/2004,14.45,14.75,14.28,14.33,1260360
09/01/2004,15.4,15.52,14.4,14.51,2059880
08/01/2004,14.8,15.35,14.8,15.21,3195760
07/01/2004,14.62,15.07,14.19,14.63,7183840
06/01/2004,15.19,15.24,14.38,14.52,2632360
05/01/2004,15.27,15.35,14.57,15.1,2920280
02/01/2004,15.1,15.54,15.05,15.19,3523280
01/01/2004,15.11,15.22,14.78,14.94,1815160
31/12/2003,15.2,15.2,14.71,14.84,4636160
30/12/2003,15.48,15.62,14.53,14.9,6545400
29/12/2003,14.83,15.6,14.83,15.35,5403160
26/12/2003,14.47,15,14.25,14.79,7250400
24/12/2003,14.92,15.18,14,14.16,13650120
23/12/2003,15.6,16.12,14.53,14.83,9533000
22/12/2003,14.11,15.41,14.11,15.41,10528920
19/12/2003,13.38,14.32,13.38,14.01,6733960
18/12/2003,13.19,13.7,13.07,13.28,5452360
17/12/2003,13.62,13.68,12.81,13.06,4398200
16/12/2003,13.06,14.13,13.06,13.53,2900120
15/12/2003,13.85,14.17,13.78,13.89,3736160
12/12/2003,13.1,13.82,12.76,13.68,6697840
11/12/2003,13.52,13.72,12.88,12.94,3705440
10/12/2003,13.8,13.86,13.28,13.42,3852920
09/12/2003,13.24,13.88,13.18,13.76,7946400
08/12/2003,12.71,13.25,12.5,13.08,5271880
05/12/2003,12.62,13.12,12.4,12.53,10448960
04/12/2003,12.05,12.91,11.88,12.5,15470280
03/12/2003,12.22,12.22,11.91,12.06,8992640
02/12/2003,11.35,12.22,11.34,12.13,15718440
01/12/2003,11.22,11.29,11.03,11.22,4553440
28/11/2003,10.28,11.34,10.28,11.04,9962400
27/11/2003,11.12,11.12,10.63,10.67,3160840
25/11/2003,10.73,10.94,10.54,10.61,5272480
24/11/2003,10.63,10.86,10.38,10.47,8512080
21/11/2003,10.17,10.72,10.05,10.63,12974160
