Date,UBL-EQ O,UBL-EQ H,UBL-EQ L,UBL-EQ C,UBL-EQ V
07/02/2017,840,845,811,815.7,202251
06/02/2017,822.4,845,819.7,839.65,172538
03/02/2017,815.4,834.4,810.3,822.4,141017
02/02/2017,812.15,828.7,810.75,813.65,98435
01/02/2017,799.65,823.8,787.5,817.45,155263
31/01/2017,802.8,814.85,796.3,799.6,137968
30/01/2017,814.95,817.05,800.1,803.4,85810
27/01/2017,825,836,807.3,812.6,148043
25/01/2017,818.3,829.1,811.2,822.85,270060
24/01/2017,818.8,824.9,804.25,817.85,57126
23/01/2017,806.5,824.5,796.65,807.7,343549
20/01/2017,805,817.7,798,807.8,179122
19/01/2017,826.95,835,805.15,807.4,163858
18/01/2017,830,846.9,817,820.85,222912
17/01/2017,811.2,840.85,809,827.2,434491
16/01/2017,825,825,807.85,811.2,72182
13/01/2017,812.7,830,808.75,826.95,236509
12/01/2017,825.95,825.95,810.2,812.7,75680
11/01/2017,806.95,829,805,820.3,171140
10/01/2017,805,814,800.05,806.9,123899
09/01/2017,804.95,808,793.35,805.1,79862
06/01/2017,803,814.75,797.3,801.35,157472
05/01/2017,798.4,816,798.3,808.75,198125
04/01/2017,790,805,782.15,797.5,179149
03/01/2017,778.8,791.5,773.2,787.45,140663
02/01/2017,809,809,771.7,775.05,90626
30/12/2016,789.9,795,775.45,779.55,188162
29/12/2016,766.25,791,757.2,785.25,266485
28/12/2016,768.3,786.6,762,766,136758
27/12/2016,762,775.7,757,764.5,131457
26/12/2016,762.85,780.25,756,759.85,251091
23/12/2016,760,772.95,743,762.85,145319
22/12/2016,780,785,752.5,757.3,728360
21/12/2016,807.7,807.7,776.55,782.95,240913
20/12/2016,814.5,820.5,789.3,795.6,174007
19/12/2016,827,827,815.1,818.05,70156
16/12/2016,817,837.7,813.5,826.65,121472
15/12/2016,823.55,840,812.65,817,295608
14/12/2016,837.95,847,827.3,829.35,155641
13/12/2016,835.65,840,826.05,833.8,67869
12/12/2016,844.4,845.35,824.25,833.05,86939
09/12/2016,842,852,837.85,840.35,129086
08/12/2016,853.85,858,844.15,853.85,77060
07/12/2016,852,859.95,839.15,845.45,70250
06/12/2016,858,859.55,843.55,854.65,114446
05/12/2016,860,864.95,850.15,854.2,61145
02/12/2016,861,871.8,849.4,853.35,211681
01/12/2016,879.2,879.2,860.15,865.2,408125
30/11/2016,866.35,889.8,866.35,879.2,240581
29/11/2016,873,879.5,861.6,866.3,161602
28/11/2016,854,887.85,848,869.6,254229
25/11/2016,865.05,876.95,848.7,854.15,122967
24/11/2016,850,870,848,862.1,697619
23/11/2016,853.5,864.65,841,857.25,215814
22/11/2016,857.7,870,842.5,852.45,196651
21/11/2016,855.9,857,841.55,849.15,131969
18/11/2016,855,862.95,847.05,855.65,105431
17/11/2016,839,862,826.55,854.5,283334
16/11/2016,869.9,869.9,835,837.75,149716
15/11/2016,869,869,837,841.05,798792
11/11/2016,905,905,867.6,871.95,397290
10/11/2016,895.1,912,886.05,903.85,1193742
09/11/2016,860,908.35,860,888.55,1516562
08/11/2016,892.1,910,888,903.45,356598
07/11/2016,864,913.75,864,892.05,374286
04/11/2016,880,887.2,866.1,876.65,378163
03/11/2016,869,887.6,864.4,872.25,519424
02/11/2016,881,881,862.95,868.55,545591
01/11/2016,875,887.4,875,881.45,231824
30/10/2016,870,878.1,869.1,873.6,15571
28/10/2016,870,881.6,863.1,870,96624
27/10/2016,875,883,866,871.4,767935
26/10/2016,888.75,888.75,868.3,873.3,565255
25/10/2016,892.9,900.8,881.4,885.55,241173
24/10/2016,920.1,923.95,879.5,890.4,189019
21/10/2016,920,932.6,913,917.85,155486
20/10/2016,932.1,938.7,914.25,918.25,155434
19/10/2016,936.4,936.4,920.55,930.05,160000
18/10/2016,933,941,922.25,929.75,243940
17/10/2016,949.7,955.05,919.55,929.9,291503
14/10/2016,946.6,955,936.25,948.65,123832
13/10/2016,952.5,956.55,934.5,944.5,189517
10/10/2016,946,964,937.05,950.4,202042
07/10/2016,957.8,977.45,934.3,945.55,543159
06/10/2016,958.85,959.65,940.05,948.5,228268
05/10/2016,961.3,965.9,942.3,951.8,378774
04/10/2016,920.6,965.6,920.6,962.3,1112425
03/10/2016,903.95,912,881.1,907.85,243328
30/09/2016,878,910,878,904,631375
29/09/2016,909.95,932.5,871.4,877.35,990471
28/09/2016,919.8,922.3,894,902.2,452273
27/09/2016,908.9,928,906,913.9,523043
26/09/2016,894.95,921.8,886,905.85,616440
23/09/2016,876,896.5,870,888.85,449346
22/09/2016,895,907.8,865.05,875.45,541362
21/09/2016,882,913.95,879.4,890.75,829221
20/09/2016,880,888.95,862,883.3,989380
19/09/2016,845.7,884.75,835.65,876.5,1844159
16/09/2016,824.4,892,819,828.75,2514792
15/09/2016,827,837.9,815.9,819,154950
14/09/2016,819.95,828.6,809.1,825.35,119050
12/09/2016,809.15,821.6,801,814.55,126807
09/09/2016,826,831.1,811,817.05,127061
08/09/2016,823,829.1,816.9,825.8,105407
07/09/2016,821,831.8,818.85,823.1,102346
06/09/2016,816,822.1,809.35,819.5,98869
02/09/2016,813.95,819.3,812.9,815.05,111779
01/09/2016,815.1,820.95,806.5,813.95,161285
31/08/2016,829,831.2,805.95,813.25,195062
30/08/2016,818,832.75,816.55,829,149784
29/08/2016,825,829.4,810.35,816.5,217318
26/08/2016,809,824.25,803.05,821.55,160999
25/08/2016,803,813.6,795.45,804.7,176142
24/08/2016,790.05,805.9,790.05,802.3,139748
23/08/2016,800.5,802.15,785,795.15,91124
22/08/2016,801.9,806.95,791,800.9,92271
19/08/2016,805,809.7,795.3,801.3,106208
18/08/2016,795.5,810,782.8,799.5,185920
17/08/2016,802,808.25,795,799.65,98355
16/08/2016,805.9,811.95,788.5,795.4,225295
12/08/2016,828.7,828.7,774.5,790.35,338212
11/08/2016,829.95,833.95,809.05,823.6,110265
10/08/2016,838.7,840,822.7,827.1,200721
09/08/2016,818.3,847.4,805.2,836,240506
08/08/2016,800.5,826,795.55,816.65,147502
05/08/2016,783.5,807.4,781.65,800.35,136755
04/08/2016,780,793.85,771.55,783.2,120363
03/08/2016,784.85,789.05,770.55,774.8,117933
02/08/2016,798.55,813.9,780.6,784.85,147880
01/08/2016,816,820,794,797.15,115219
29/07/2016,822.25,831.25,802.45,812.15,176111
28/07/2016,820.1,839.3,815.55,822.25,480527
27/07/2016,783.75,819.8,780.7,816.8,359715
26/07/2016,776.8,788.4,774.05,783.75,91259
25/07/2016,785,785,773,778.65,60675
22/07/2016,777.9,783.95,765.6,777.95,155998
21/07/2016,783.7,790,772.95,777.9,92720
20/07/2016,788.7,790.75,775,783.4,74868
19/07/2016,792,799.9,777.1,787.7,180223
18/07/2016,784.9,796.6,777.65,790.25,307900
15/07/2016,794.75,797.15,777.65,783.3,104733
14/07/2016,781,804.45,776,790.05,142101
13/07/2016,786.95,786.95,775.8,780.4,196669
12/07/2016,785.05,793.9,776.55,780.05,202825
11/07/2016,794.5,797,784.25,790.25,287172
08/07/2016,790.95,794.95,784.65,790,207708
07/07/2016,792,794.8,782.25,790.5,310775
05/07/2016,781.95,795,774,789.8,654689
04/07/2016,758.4,775,758.4,772.2,451049
01/07/2016,751.45,768.5,748.5,758.35,319213
30/06/2016,755.8,760,746.15,750.75,895723
29/06/2016,737.2,754.9,721.8,748.7,295158
28/06/2016,729.9,736.2,722.05,732.65,192398
27/06/2016,716,730.2,716,722.15,126334
24/06/2016,720.05,729,702.8,718.65,217831
23/06/2016,747,747,734,736.15,126785
22/06/2016,744,749.1,739.2,741.6,236813
21/06/2016,751.7,754.3,743.5,746,120161
20/06/2016,747.95,758.05,745.15,752,249988
17/06/2016,746.5,769,746.5,753.1,656950
16/06/2016,760,774,738.65,743.45,636203
15/06/2016,740.9,767.55,737,762.1,589408
14/06/2016,744,749,733.5,736.55,142328
13/06/2016,730,757,729.4,742.25,251215
10/06/2016,740,747,735,737.5,102814
09/06/2016,731.85,747,728.4,743.2,260348
08/06/2016,741.7,743.4,728.05,732.1,231358
07/06/2016,725,751.8,723.2,736.95,982401
06/06/2016,718,742.9,718,725.75,676594
03/06/2016,743,753.9,717.2,726.6,765231
02/06/2016,743,749,732,743.15,249461
01/06/2016,736.35,750,732.65,739.2,492950
31/05/2016,723.1,759,700,725.6,7143831
30/05/2016,726.8,727.9,709,717.25,347912
27/05/2016,720.7,735,712.25,722.3,282816
26/05/2016,732,732,710.25,716.2,490192
25/05/2016,714,725.75,705,713.8,295724
24/05/2016,701.45,716.8,690,710.1,2540896
23/05/2016,732.1,735.55,711.05,715.5,158704
20/05/2016,740,740.9,728.05,731.9,388968
19/05/2016,740,743,727.45,738.9,545518
18/05/2016,740,745,721.45,735.85,663894
17/05/2016,759.4,759.4,739.2,745.35,259740
16/05/2016,770,778,731.75,751.45,1147583
13/05/2016,776,780.9,752,764.1,733285
12/05/2016,791.3,805,775.55,796.15,514429
11/05/2016,770,793.85,760,791.35,239821
10/05/2016,789.1,789.1,765.3,776.35,206495
09/05/2016,767,794.85,756.25,788.7,483253
06/05/2016,763,766.3,748.1,763.1,251522
05/05/2016,739.9,765,725,758.15,427923
04/05/2016,773,773.1,733.7,737.45,683496
03/05/2016,772,785,761.25,775.75,891310
02/05/2016,762.7,775,752.05,770.7,126553
29/04/2016,764.05,769.25,753.55,762.15,111764
28/04/2016,755,787.45,753.05,764.05,512894
27/04/2016,757,780,750,757.9,126829
26/04/2016,781,781,750,757.05,446942
25/04/2016,748.5,781.25,730.3,774.55,591475
22/04/2016,772,772.75,747.55,754.85,132481
21/04/2016,767.05,779.4,763,770.8,203790
20/04/2016,781,787.5,760,767.05,425523
18/04/2016,795.5,795.5,774,784.75,100896
13/04/2016,800,805,790.25,797.65,114984
12/04/2016,762.35,800.4,762.35,796.25,219838
11/04/2016,818.4,818.4,778.15,782.2,298906
08/04/2016,823.35,825.75,817.55,821.2,83112
07/04/2016,822.05,828.1,816.65,820.6,86267
06/04/2016,825,833,819.7,822.35,65826
05/04/2016,824.05,833.1,817,828.85,231824
04/04/2016,832,833,817.2,824.75,110588
01/04/2016,829,842,819.15,825.4,263833
31/03/2016,828.2,830.15,807,827.35,461851
30/03/2016,823,840.9,821.55,825.35,254679
29/03/2016,831,838.8,821.1,824.65,107768
28/03/2016,844,844,815.55,830.25,144394
23/03/2016,858.85,864,827.25,835.05,815761
22/03/2016,808,857.9,808,844.4,754750
21/03/2016,808.2,815,805.05,812.15,102979
18/03/2016,810,815.1,800.45,812.8,246043
17/03/2016,808.9,808.9,797.2,804.8,144393
16/03/2016,794.9,805,781,803,196607
15/03/2016,799.85,808,785,787.2,342213
14/03/2016,812,812,785,792.65,158286
11/03/2016,792.5,807,777,794.8,380778
10/03/2016,805,808,798.6,802.85,165030
09/03/2016,796,807,796,804.6,97638
08/03/2016,795,810.05,782,806.7,160280
04/03/2016,800.3,815.55,796.65,805.6,267096
03/03/2016,804,808,796.5,804.25,102679
02/03/2016,805,813,801.9,805.35,124506
01/03/2016,805.4,815,798.4,808.15,129023
29/02/2016,806.6,814.25,776.5,802.95,266617
26/02/2016,815,816,794.3,800.55,185534
25/02/2016,795.85,804,783,801.25,365597
24/02/2016,797,806,784.35,788.5,87031
23/02/2016,807,815,794.1,798.55,91813
22/02/2016,809,820,805.2,812.9,69551
19/02/2016,810,819.9,796.85,814.9,447048
18/02/2016,809,813,794.55,801.65,75653
17/02/2016,795,812.95,772.95,808.95,192223
16/02/2016,790,798.85,752.95,785.95,279065
15/02/2016,810,820,794.5,802.4,262630
12/02/2016,804.9,810.5,787.75,805.2,190115
11/02/2016,812,816,784.35,797.25,113390
10/02/2016,813.6,820.9,795.2,809.95,113103
09/02/2016,814,819.7,796.5,811.85,221348
08/02/2016,820,825.95,802.05,814.15,291495
05/02/2016,814.95,820,807.5,815.45,138996
04/02/2016,822,822,802.2,811.3,405511
03/02/2016,812.7,816,778.8,796.95,1032671
02/02/2016,781.9,815.1,781.9,805.75,692160
01/02/2016,779.9,783.65,765,776.05,147385
29/01/2016,777.2,788.8,761.15,772.7,190131
28/01/2016,776,783.2,761.65,777.15,283993
27/01/2016,780,791.2,765.1,773.95,285932
25/01/2016,796,799.8,780,784.4,132506
22/01/2016,817,817,786.4,788.8,122751
21/01/2016,808,819,781.8,788.55,248778
20/01/2016,837.85,839.95,782.55,801.05,128642
19/01/2016,826,847,823,840.95,78276
18/01/2016,864,881.35,818,829.3,180983
15/01/2016,880.1,885,855.7,861.5,100022
14/01/2016,852,879.05,846.45,873.35,111166
13/01/2016,880.2,883.95,855.75,871.05,388089
12/01/2016,897,897,878.4,881.1,125377
11/01/2016,913,914.75,892.1,896.75,103540
08/01/2016,930.95,942.25,909.05,913,166529
07/01/2016,942,947.7,920,924.75,174085
06/01/2016,946.5,974.6,933.45,941.85,230855
05/01/2016,941,953.95,939.8,950.1,70203
04/01/2016,940,954.15,937,939.95,57954
01/01/2016,941.95,955,940.5,943.7,61876
31/12/2015,942,953.45,937.05,947.55,374870
30/12/2015,940,944.1,912.5,936.65,76989
29/12/2015,948,951.6,917.35,943.8,245443
28/12/2015,935,952.1,922,948.95,92219
24/12/2015,925,938,920.5,935.1,65245
23/12/2015,930,930,920.3,923.55,44744
22/12/2015,938.9,938.9,912,922.85,70373
21/12/2015,925,942,911.85,932.4,98631
18/12/2015,915,929.4,902,922.65,182709
17/12/2015,905.4,910,898,906.6,82783
16/12/2015,915.65,919.8,896.95,901.55,92186
15/12/2015,915,928.9,907.9,915.65,107273
14/12/2015,888,920.8,876,915.5,286839
11/12/2015,900,907.1,887.75,893.6,99928
10/12/2015,910,910,884.2,890.7,108641
09/12/2015,927.6,935,885.7,893.25,121404
08/12/2015,913.2,937.2,913.2,926.35,129192
07/12/2015,931.2,933,913.2,921.9,106423
04/12/2015,945,948.15,930.3,933.3,113985
03/12/2015,963.15,969.35,945.1,948.2,114818
02/12/2015,979.2,985,960.1,964.7,61946
01/12/2015,954.7,981,954.2,978.1,112242
30/11/2015,967,972.9,940.15,948.55,363374
27/11/2015,973,999,960,975.5,191344
26/11/2015,959.65,971,926,959.65,276215
24/11/2015,969.95,971.3,952,956.3,96546
23/11/2015,974.1,980,957.3,963.65,78223
20/11/2015,967.9,983.5,961,978.8,137027
19/11/2015,975,978,962,968.25,73380
18/11/2015,993.5,993.5,959.05,962.65,146728
17/11/2015,972.8,1005.55,955,993.7,176783
16/11/2015,989.1,989.2,952,964.25,186439
13/11/2015,958,993,940.1,984.15,151070
11/11/2015,964,979,952.55,960.9,20928
10/11/2015,967,994.25,945.05,955.35,114173
09/11/2015,953,986.7,915,972.85,137571
06/11/2015,957.7,972.8,948,958.9,84909
05/11/2015,996.35,1001.35,950.55,954.1,197055
04/11/2015,953.1,1014.95,953.1,996.35,276991
03/11/2015,973.95,977.6,944.2,952.95,156576
02/11/2015,940,967.5,931,962.5,100824
30/10/2015,959.5,961.95,934.2,938.55,101609
29/10/2015,957.45,979,945,954.75,285805
28/10/2015,962,962,942,956.35,122720
27/10/2015,959.8,971,941.3,955.35,150482
26/10/2015,943.9,965,943.9,955.35,137744
23/10/2015,956.1,961,938.05,942.85,187083
21/10/2015,937.05,959.5,926.55,950.85,195366
20/10/2015,913,944.85,913,937.05,164825
19/10/2015,925.9,926,906.05,919.5,68695
16/10/2015,901.6,922,885,916.65,161806
15/10/2015,922,931.95,896.95,901,93990
14/10/2015,945,957.15,910.95,920.15,138329
13/10/2015,922.2,940,913,935.95,100327
12/10/2015,920,934.9,901,928,67624
09/10/2015,943,943.05,917.05,921.35,86234
08/10/2015,920,945.15,920,933.9,104142
07/10/2015,933.6,947,905.2,918.6,132857
06/10/2015,915.05,951,912.45,935.95,185087
05/10/2015,873,918,872.95,914,153089
01/10/2015,898,900,868.2,873,90007
30/09/2015,859.8,891.9,851.4,881.65,186609
29/09/2015,837.95,861,830.1,852.95,102810
28/09/2015,864,865,836.3,840.3,70375
24/09/2015,839.95,864.4,835.8,856.4,147282
23/09/2015,849,854.95,835,840.45,97395
22/09/2015,870.3,879,841.25,849.25,81861
21/09/2015,872,878.9,861.35,869.2,65760
18/09/2015,860.7,879,855,874.5,160748
16/09/2015,869,872,848,852.05,83810
15/09/2015,867,874.95,845.1,865.7,169165
14/09/2015,866,869,849,856.05,79434
11/09/2015,872,875,853.05,861.8,91525
10/09/2015,835,884,800,864.4,319301
09/09/2015,846.25,860.15,840.55,844.05,117344
08/09/2015,839.8,854.4,812.1,832,156795
07/09/2015,847.1,862.4,827.1,833.3,121287
04/09/2015,876.85,876.85,836.55,846.75,127757
03/09/2015,855,888.9,850.25,874.2,271688
02/09/2015,890.9,903.2,842,847.25,340176
01/09/2015,860,940.3,850.6,886,946106
31/08/2015,873,884,850,854.85,328530
28/08/2015,886.65,917.6,858.6,864.4,174696
27/08/2015,862.6,890.9,856,876.1,177282
26/08/2015,857,874,830,839.95,144184
25/08/2015,872,889,809.55,853.9,319568
24/08/2015,899.95,920,789.95,823.75,226638
21/08/2015,917,964.7,878.35,929.35,206087
20/08/2015,965,980,911,917.45,143603
19/08/2015,949,974,942.25,962.9,102445
18/08/2015,951.2,972,937.35,940.95,98933
17/08/2015,972,972,934.05,950.95,111425
14/08/2015,985,989.2,953,961.75,170769
13/08/2015,977.5,1011,963,974.55,117531
12/08/2015,990.05,999,972.95,977.7,98854
11/08/2015,1013,1022.1,989.75,993.3,125359
10/08/2015,1035,1043.8,1000,1008.95,94015
07/08/2015,1038.8,1066,1022.15,1029.9,139682
06/08/2015,1042,1054,1032.95,1038.8,103544
05/08/2015,1035,1050,1030,1041.3,116903
04/08/2015,1051.65,1055.25,1016.8,1033.34,111646
03/08/2015,1056.2,1074.95,1041,1051.65,187753
31/07/2015,1032.8,1071.95,1032.8,1056.2,287590
30/07/2015,1042,1045,1024.15,1029.7,107442
29/07/2015,1021.95,1044.65,1015,1033.3,151337
28/07/2015,1030,1054,1009.7,1014.45,209655
27/07/2015,1010,1043.4,1000,1025.09,198500
24/07/2015,1007,1025,999.55,1010.9,115973
23/07/2015,996.8,1024,962.8,998.25,151614
22/07/2015,997,1016.1,981,1009.3,104947
21/07/2015,1027,1036.65,988.9,992.05,94333
20/07/2015,1015,1040,1012.1,1028.55,146053
17/07/2015,1025,1029.9,1003.1,1014.6,105595
16/07/2015,1016,1030,1012.75,1023.3,117005
15/07/2015,1005.05,1026.34,1000,1012.65,154906
14/07/2015,1003.55,1023.65,990.05,1010.4,242531
13/07/2015,993.95,1009,977.6,998.75,139619
10/07/2015,989.8,996.95,970,987.65,240182
09/07/2015,1018,1024.9,978.1,982.55,263676
08/07/2015,1024.9,1039.95,1001.95,1010,328259
07/07/2015,1030,1061.9,999.1,1013.7,892833
06/07/2015,1010,1037.7,992,1025.2,344802
03/07/2015,934,1044.7,933.65,1019.25,823321
02/07/2015,928,953.4,926.5,935.4,293684
01/07/2015,935,942.95,914.15,922.45,174958
30/06/2015,879,945,874.2,934.25,382404
29/06/2015,885,890.9,856.8,879.15,105464
26/06/2015,907.95,909.95,892,895.65,57789
25/06/2015,902.9,916,893,908.3,231512
24/06/2015,904,910.5,892.5,901.45,99889
23/06/2015,906,914.95,890,898.25,129869
22/06/2015,899.9,912,880.75,909.45,186382
19/06/2015,911.9,913,887,894.5,269517
18/06/2015,897,907.8,885.35,901.45,92911
17/06/2015,886.95,904.05,882.5,895.45,104755
16/06/2015,889,915,851.4,876.95,169111
15/06/2015,891,909,885,895.15,100958
12/06/2015,900,900,880.6,891.35,204452
11/06/2015,918,930.4,890,894.55,124681
10/06/2015,904.9,919,895,909.4,99297
09/06/2015,895,917,895,898.7,98602
08/06/2015,924,930,895,900.5,86901
05/06/2015,925,953,919.65,924.3,52594
04/06/2015,932.05,938.95,900.35,918.25,75741
03/06/2015,932,955,882.3,922.6,149153
02/06/2015,960.9,961.9,930,935.1,114409
01/06/2015,955,970,930.65,954.05,197641
29/05/2015,952,973,947.45,953.25,325587
28/05/2015,964.9,965.95,922.5,952.2,251499
27/05/2015,977.1,980,952.75,961.05,135158
26/05/2015,993.9,993.9,975,985.75,149926
25/05/2015,1004,1006,972.75,982.15,116931
22/05/2015,1014.05,1024,990.9,996.4,116622
21/05/2015,1003.2,1029.9,1003.2,1013.65,232700
20/05/2015,967,1014.2,967,1007.3,281836
19/05/2015,966,980,955.05,966.2,111094
18/05/2015,952,969.4,950.55,965.95,164504
15/05/2015,936,958.6,933.05,954.15,222843
14/05/2015,914,944,905.6,933.85,210619
13/05/2015,917.05,932.95,895,905.6,348066
12/05/2015,930,949.9,906.05,921.45,118308
11/05/2015,930,950.7,927.3,944.2,128353
08/05/2015,925,970,902.95,926.3,350141
07/05/2015,953.75,964,911,925.65,130318
06/05/2015,973,1009,941.1,955.05,272246
05/05/2015,951.85,988.75,951.85,977.8,180861
04/05/2015,931,969.95,931,960.4,168776
30/04/2015,955,960.9,913,932.4,339450
29/04/2015,932,976,919.5,957.8,260642
28/04/2015,905.5,955.9,900,930.55,330652
27/04/2015,1063,1065,918.5,940.95,277360
24/04/2015,1066.25,1086.95,1055.34,1068.09,118490
23/04/2015,1073.5,1096.95,1061,1071.65,138853
22/04/2015,1075,1086.9,1047.09,1078.84,146554
21/04/2015,1104,1105,1045.75,1070.7,185533
20/04/2015,1151.25,1159.25,1086.84,1107.9,188746
17/04/2015,1177,1226,1155,1163.05,367259
16/04/2015,1161,1183.2,1135,1170.45,184402
15/04/2015,1166,1203.8,1134.75,1161.84,239238
13/04/2015,1142,1174,1141.05,1164.8,196949
10/04/2015,1112,1162,1105.25,1142.3,445629
09/04/2015,1131,1131,1086.75,1104.5,164162
08/04/2015,1122.95,1142,1102.5,1122.34,327209
07/04/2015,1011.9,1126.5,995.35,1112.8,726178
06/04/2015,1000,1015.9,977,1004.15,135757
01/04/2015,1005,1014,994,996.1,84821
31/03/2015,994,1009.9,988.95,1000.3,123182
30/03/2015,971,997.05,971,992.05,62944
27/03/2015,984.8,988,970.8,980.4,76136
26/03/2015,955.05,979,955.05,965.05,266766
25/03/2015,960,973.6,945.35,966.75,125093
24/03/2015,961.6,973.5,950,958.25,69130
23/03/2015,989.15,997.8,948,966.75,110581
20/03/2015,991,996.85,973.65,981.05,105990
19/03/2015,986,999.9,984.35,994.15,138207
18/03/2015,990.2,993.3,979.55,985.85,88740
17/03/2015,978.6,997.45,978,990.2,149217
16/03/2015,997.8,1004.2,960.35,978.6,106957
13/03/2015,1022.15,1035,983.2,993.6,281654
12/03/2015,1026.8,1030.8,1017.15,1018.65,370144
11/03/2015,1025,1036.34,1014,1019.75,199307
10/03/2015,1023,1040,1007.6,1021.25,292374
09/03/2015,1018.85,1035.4,1012.8,1019.15,153038
05/03/2015,1000,1045,1000,1026.65,503078
04/03/2015,1002.1,1035,981.4,1000.7,428479
03/03/2015,999,1021.2,991.85,999.15,102751
02/03/2015,1000.65,1009,975,996.95,212462
27/02/2015,956.55,1014,956.55,1008.65,761008
26/02/2015,975.9,976,951,956.95,252058
25/02/2015,964.5,978,964.5,973,128204
24/02/2015,974,984.85,956,961.1,126354
23/02/2015,978,986,961.5,970.35,104709
20/02/2015,964.8,987.8,953.35,974.45,162533
19/02/2015,975,983.6,945.25,958.1,164715
18/02/2015,971.8,992,961.25,970.1,173995
16/02/2015,1003.8,1008.95,945.15,967.35,268194
13/02/2015,977.9,1024,968,1010.3,380100
12/02/2015,966.5,983,963.1,974.2,151352
11/02/2015,938,970.9,935.1,963.1,120556
10/02/2015,918.2,959.7,918.15,934.55,129136
09/02/2015,950,953,925,928.2,118687
06/02/2015,953.5,974,946.7,954.25,154041
05/02/2015,988,1000,922.25,953.45,189804
04/02/2015,995,1012.9,983.3,992.15,272864
03/02/2015,965.05,996.9,965.05,983.1,126823
02/02/2015,975.05,995,965,976.45,108059
30/01/2015,994.85,1013,969.45,975.05,192190
29/01/2015,985,1008,973.05,988.1,221925
28/01/2015,1028,1033,984.9,999.5,396170
27/01/2015,1047,1055.4,1030.2,1038.3,439613
23/01/2015,999,1050,994.4,1040.25,373448
22/01/2015,935,1002.4,935,992.75,509323
21/01/2015,942.5,953,932.2,936.2,91813
20/01/2015,952,952,931.95,942.9,81321
19/01/2015,943.4,962.7,940.15,950.05,147871
16/01/2015,951.95,953.35,925.1,942.35,125241
15/01/2015,934,955,929.85,945.15,200173
14/01/2015,927.15,942.7,920,931.15,219050
13/01/2015,914,939,909.9,926.1,238046
12/01/2015,902,934.85,896.1,912.95,343704
09/01/2015,894.35,912,891.05,903.95,193815
08/01/2015,911.1,918,887.35,893.35,360912
07/01/2015,837.7,910,821,897.1,987449
06/01/2015,831.4,849,825.55,832.45,230378
05/01/2015,840,840,829,832.9,72125
02/01/2015,836,842,829.25,835.6,62477
01/01/2015,834,840.95,827.1,834.6,38397
31/12/2014,834,841.9,828.35,835.4,81333
30/12/2014,823.15,840,823.15,833.15,66724
29/12/2014,831.1,835,818.6,828.45,81549
26/12/2014,809.1,828,803.3,824.75,123715
24/12/2014,813.25,826,795.05,808.15,298783
23/12/2014,814.6,834.45,810,818.05,159388
22/12/2014,805.2,817.4,800.35,814.45,105369
19/12/2014,803.2,822.45,800,809.85,167737
18/12/2014,773,806,773,800.8,201637
17/12/2014,741,780,734,770.8,168541
16/12/2014,784.8,795.95,740.25,746.1,130249
