Date,UBL-EQ O,UBL-EQ H,UBL-EQ L,UBL-EQ C,UBL-EQ V
09/03/2010,187.5,188.4,182.05,186.15,42944
08/03/2010,185.5,191.65,183.2,185,83217
05/03/2010,185,199.95,182.1,184.55,205421
04/03/2010,180.15,188.7,179,183.9,79113
03/03/2010,180.9,184,179.75,181.3,27544
02/03/2010,180.2,181.5,176.25,180.4,38551
26/02/2010,182,184,177,180.15,729973
25/02/2010,169.8,180,169.8,179.85,1230502
24/02/2010,171,172.95,168.5,169.4,16250
23/02/2010,170,172.45,168,170,26676
22/02/2010,174.25,176.2,168.1,171.75,23330
19/02/2010,178,178,169.1,174.25,43106
18/02/2010,168,178.5,167,175.95,70755
17/02/2010,170,174.9,168.25,169.25,42410
16/02/2010,172,173.5,167.1,167.9,15191
15/02/2010,174,178.8,168,169.1,12449
11/02/2010,171.15,178,168,175.15,45408
10/02/2010,168,175.25,166.95,172.8,51605
09/02/2010,167.05,173,165.2,166.6,40748
08/02/2010,173,173.9,162.8,167.25,110044
05/02/2010,169,181.9,161,179.65,780417
04/02/2010,159,172.5,156,171.85,658053
03/02/2010,155,166,154.05,161.55,48093
02/02/2010,156.2,163.5,152,153.25,18906
01/02/2010,149.85,158,148.5,155.2,30774
29/01/2010,148.3,151,143.35,148.75,33483
28/01/2010,153.8,154.7,147,148.3,28072
27/01/2010,155,158.8,150,150.65,39132
25/01/2010,166.85,169.95,156,157.9,46289
22/01/2010,162,167,155,163.9,40131
21/01/2010,169.5,169.8,161.4,162.7,22026
20/01/2010,168.5,172,167.55,169.25,22085
19/01/2010,175,175,167,167.7,29106
18/01/2010,169.5,176.45,168.05,172.85,118956
15/01/2010,170,170.95,169,170.15,38078
14/01/2010,169.85,173,167,167.75,60026
13/01/2010,166,169.9,165,167.9,21691
12/01/2010,170,170.65,168,168.2,53852
11/01/2010,167,171,167,168.4,24686
08/01/2010,169,172,165.5,167,26941
07/01/2010,173.8,173.8,168.15,168.85,35618
06/01/2010,172,174.15,171.05,172.2,55367
05/01/2010,168.5,178.4,168.5,171.75,199152
04/01/2010,170.5,170.5,166.4,167.5,37493
31/12/2009,170.8,171.95,167,168.35,31669
30/12/2009,171.5,172,168,168.3,29760
29/12/2009,167.35,174,165.1,170.35,93446
24/12/2009,163.85,173.5,161.35,165.75,211130
23/12/2009,163.75,164.8,160.1,161.35,42714
22/12/2009,159,164,159,160.95,36255
21/12/2009,165,170,159.5,160.3,51822
18/12/2009,169,171.25,163,165,27223
17/12/2009,174.25,174.25,167.1,169.9,32436
16/12/2009,172,175,166.4,170.1,129858
15/12/2009,173.85,173.85,165.25,168.3,71373
14/12/2009,179.5,179.5,169.1,170.6,81783
11/12/2009,188,189.9,177.65,179.15,99198
10/12/2009,185,193.95,175.8,186.5,1286760
09/12/2009,184.45,193.8,183.5,188.25,440414
08/12/2009,192,197.6,182.55,184.6,557923
07/12/2009,184.1,201,184.1,190,1137779
04/12/2009,161.95,187.3,161.1,183.2,856740
03/12/2009,155,169.2,152.1,161.9,395371
02/12/2009,149.95,156,148.65,153.35,49351
01/12/2009,148.35,152,148.2,149.05,40749
30/11/2009,150.7,150.9,147.5,148.75,18128
27/11/2009,146,149.9,144.55,148,33432
26/11/2009,147.35,153.5,146.5,148.85,46501
25/11/2009,145,149.55,145,147.75,37780
24/11/2009,144.55,148.8,144.55,146.75,22890
23/11/2009,145,148.85,144.5,146.05,31884
20/11/2009,146,146.3,142,145.25,20841
19/11/2009,149.9,152.4,145,145.85,42378
18/11/2009,148.8,155,147.2,149.15,39636
17/11/2009,149,151,146.95,148,47492
16/11/2009,157.9,169.45,150,150.9,136179
13/11/2009,143.15,157.4,142.55,152.7,1379131
12/11/2009,148.45,155.9,145,147.45,1047201
11/11/2009,137,149.4,137,146.05,68589
10/11/2009,137,139.5,136,138.5,18157
09/11/2009,135.45,137.8,134.95,136.8,18041
06/11/2009,134.9,136.75,132.1,133.6,13825
05/11/2009,130.9,132.95,127,131.6,18176
04/11/2009,128.9,132,124.15,129.9,33064
03/11/2009,131.4,131.65,122.9,124.2,35551
30/10/2009,137.85,141,131.3,132.85,26821
29/10/2009,134,137.7,134,135.3,28722
28/10/2009,138,139.95,134,137.65,19175
27/10/2009,146,148,137.25,138.35,50109
26/10/2009,146.9,151.4,143.65,148.85,79785
23/10/2009,146.05,149,145.05,145.7,26628
22/10/2009,148,153.4,145,145.75,47963
21/10/2009,150.2,154.7,148.05,149.4,81362
20/10/2009,151.25,154,149.1,151.95,91867
16/10/2009,148.45,152.4,145.5,147.7,76707
15/10/2009,146,155,145,146.9,75232
14/10/2009,145.95,147.85,143.25,144.75,44487
12/10/2009,145.8,148.5,143.5,144.85,59797
09/10/2009,152.5,153.8,142.55,144.65,168287
08/10/2009,140.05,162.9,139.6,150.75,370261
07/10/2009,140.2,143.35,138.4,139.35,30417
06/10/2009,143.35,143.95,136.5,139,32726
05/10/2009,145.8,145.8,139,139.85,84518
01/10/2009,148.5,150.7,142.55,143.8,67518
30/09/2009,146,154.6,146,148.05,70330
29/09/2009,151,152.35,145.05,145.85,36591
25/09/2009,138,153.9,138,150.5,92552
24/09/2009,142,146,139.15,141.1,50573
23/09/2009,151.8,152,144,144.95,25620
22/09/2009,150.95,152,148.85,149.5,18195
18/09/2009,150,153,148.5,149.65,18980
17/09/2009,151.6,153.95,148,150.25,21378
16/09/2009,152.8,154,150.5,151.15,17067
15/09/2009,153.5,154,151.25,152.45,16719
14/09/2009,150.8,155.7,147.5,152.7,22053
11/09/2009,151.15,154,148.3,150.15,15390
10/09/2009,156,156.85,150.35,151.1,26511
09/09/2009,154.35,155.85,150.35,151.4,16233
08/09/2009,158,162,154,154.6,25439
07/09/2009,152,157.95,151.05,156.2,54112
04/09/2009,152,153.45,146,148.7,26638
03/09/2009,156,157,150.15,151.15,25073
02/09/2009,150,156.35,130.35,153.75,50594
01/09/2009,160,163.4,152,152.8,43200
31/08/2009,160.9,161,156.6,159.2,29976
28/08/2009,163,169.55,160.2,161.05,58738
27/08/2009,167.5,169.65,163,163.6,73546
26/08/2009,166,174,165,166.75,152233
25/08/2009,161,167.9,160.6,164.65,78524
24/08/2009,155.35,168.65,148,161.85,167640
21/08/2009,148,157.2,148,151.75,58111
20/08/2009,150.85,153.85,148.55,150.3,14687
19/08/2009,150.9,153.8,146.5,148.85,47635
18/08/2009,145.75,151.8,145.75,149.05,21008
17/08/2009,149,152.5,144,144.5,30977
14/08/2009,156.6,159,150.6,151.65,31779
13/08/2009,153.05,159,153,155.5,283701
12/08/2009,149.3,152.8,143,151.45,442570
11/08/2009,144.3,153.85,144.25,149.85,102342
10/08/2009,144.75,149,141.5,143.9,89833
07/08/2009,145.35,150,140,141.45,45496
06/08/2009,156.85,158.2,147,149.35,80888
05/08/2009,162.8,162.85,155.35,157.4,105686
04/08/2009,162,173.15,159.5,161.65,312354
03/08/2009,148.4,166,147.55,159.95,400987
31/07/2009,147.8,151,145,147,694952
30/07/2009,141.8,147,140.45,144.8,81696
29/07/2009,144.6,147.8,138.15,140.55,90185
28/07/2009,146.8,149.45,143.35,146,64109
27/07/2009,150,152.9,144,145.7,94449
24/07/2009,156,156.5,144.2,146.05,201780
23/07/2009,141,162.85,138.1,153.1,393409
22/07/2009,145,148,135.15,137.6,52635
21/07/2009,147.8,149.9,140.05,143.8,146867
20/07/2009,139.4,147,132,146.15,246487
17/07/2009,125.95,130,122.75,127.1,61046
16/07/2009,120,123.9,115.6,122.4,42410
15/07/2009,113.85,118.8,111.8,117.85,47103
14/07/2009,115,117,111,111.55,74942
13/07/2009,120,120,109,112.65,1075893
10/07/2009,117,122,110,111.65,671490
09/07/2009,122.3,122.3,115.1,116.6,18125
08/07/2009,115,125,110.35,120.9,68321
07/07/2009,117.3,118.5,113.4,115.9,35774
06/07/2009,120.5,122.8,112.5,116.1,84848
03/07/2009,114.6,121.65,114.6,120.5,35692
02/07/2009,120,120,116.15,117.2,23991
01/07/2009,117.95,121,111.7,119.05,31744
30/06/2009,125,125.5,115,115.9,23438
29/06/2009,122.2,128,121.8,123.3,38283
26/06/2009,123.2,124.9,120.15,121.9,50212
25/06/2009,117,126.2,116,121.7,108399
24/06/2009,112.8,119.75,111.75,116.4,69425
23/06/2009,111,112,106.3,111.55,25833
22/06/2009,112,120.4,112,112.9,60456
19/06/2009,111.05,113.95,105.55,110.2,42554
18/06/2009,117,119.4,104.9,108.95,83640
17/06/2009,122,127,115,115.85,58292
16/06/2009,121.15,127.5,121.15,122.6,120074
15/06/2009,127.7,129,120.5,123.85,40183
12/06/2009,132.6,134.65,125.6,128,60898
11/06/2009,136,137,128.1,129.9,74331
10/06/2009,140.5,147,134.55,135.65,57414
09/06/2009,138,143.75,134.15,138.5,86041
08/06/2009,146.95,149.3,136.5,139.95,139111
05/06/2009,150,159,140,143.65,277095
04/06/2009,151,157.7,146.3,147.45,173668
03/06/2009,140,159.8,136,151.2,532551
02/06/2009,144,145.85,133.7,134.65,176562
01/06/2009,146.6,147,139.55,142.6,49246
29/05/2009,142,149.45,140.55,143.3,166867
28/05/2009,142.1,145,138.55,139.75,38112
27/05/2009,148.4,148.4,139,142.1,139200
26/05/2009,151.8,157.8,132.5,138.45,269747
25/05/2009,125.8,148.35,124.05,148.35,1078778
22/05/2009,122,128,121,123.6,103687
21/05/2009,125.55,131,116.05,119.15,366548
20/05/2009,134.25,135.9,121.5,125.5,472310
19/05/2009,136,136,113.95,134.25,201568
18/05/2009,134.8,134.8,134.8,134.8,1
15/05/2009,120,123.4,115,115.95,32439
14/05/2009,118,120.4,110.15,118.2,43237
13/05/2009,123,124.5,115.2,117.6,28564
12/05/2009,121.1,134.4,120,122.3,207428
11/05/2009,125,126.5,115.15,117.65,64235
08/05/2009,120,132,117.1,122.75,1063188
07/05/2009,114,127.9,114,124.45,1179201
06/05/2009,110.2,129.7,110.2,113.8,218963
05/05/2009,106,115,106,112.55,55964
04/05/2009,112,114.75,106.5,108.4,84951
29/04/2009,115,120,106.1,110.1,92976
28/04/2009,118,118.65,104.3,109.65,91792
27/04/2009,99.1,116.2,99.1,115.35,171795
24/04/2009,103,103.5,97.15,101.45,20823
23/04/2009,92,98.5,85.5,97.15,28496
22/04/2009,100.95,101,92,93.25,16814
21/04/2009,99,100,97,97.45,16338
20/04/2009,101.1,104,98.65,99.55,28640
17/04/2009,107,107.9,100,101.35,31501
16/04/2009,106,117.9,97.15,101.35,76201
15/04/2009,111.2,118,107,113.45,1088436
13/04/2009,116.5,116.5,110,111.2,43354
09/04/2009,112,118,107,112.1,614081
08/04/2009,100,120.85,97.05,109.25,310591
06/04/2009,103,106.4,97,100.7,28256
02/04/2009,99.5,105.8,95.45,98.6,43257
01/04/2009,85.5,99,85.5,96.8,58132
31/03/2009,88.55,89.85,88,88.7,1416
30/03/2009,86,93.8,85,88.1,19945
27/03/2009,81,90.95,81,87.4,11154
26/03/2009,91.8,91.8,87.15,88,6499
25/03/2009,87,92,85.1,89.2,18883
24/03/2009,88,92,86.25,86.9,17075
23/03/2009,87.55,91,87,88,9226
20/03/2009,92,92,87.05,87.7,14713
19/03/2009,92.9,95,87,88.35,89422
18/03/2009,85.25,94.2,85.25,89.25,561643
17/03/2009,85.1,86.4,84.3,84.3,8474
16/03/2009,84.45,86.9,82.25,86,33135
13/03/2009,80,83.5,80,82.95,8300
12/03/2009,83.05,83.05,79.05,80.55,10936
09/03/2009,83.1,87.4,81.5,82.6,20622
06/03/2009,83.05,86.4,79.75,85.2,22261
05/03/2009,83,86.25,81.55,83.05,21155
04/03/2009,81,84.7,80.35,83.3,19858
03/03/2009,85.7,86.45,79,80.85,24090
02/03/2009,88,89,83.65,86.9,183736
27/02/2009,76.45,95.6,74.25,91.55,193386
26/02/2009,75.8,80,75.05,79.65,14052
25/02/2009,77,80,77,77.9,4700
24/02/2009,80,80,75.65,77.75,6113
20/02/2009,76.6,80,73,79.75,4856
19/02/2009,77,81.8,77,80.05,6269
18/02/2009,74.5,89.8,72,80.9,32788
17/02/2009,79.75,82.9,74.5,75,1296
16/02/2009,76.1,79.45,76.1,77.95,671
13/02/2009,77.6,80,77.1,77.8,2459
12/02/2009,79,81.5,76.85,78.7,30834
11/02/2009,79.35,79.85,76,79.8,3668
10/02/2009,75.5,80.85,75.35,78.6,6933
09/02/2009,77,81,75.8,80.75,19807
06/02/2009,73.05,77,73.05,76.4,5922
05/02/2009,71.7,77,71.7,74.9,2892
04/02/2009,75,75.7,71.65,74.8,3557
03/02/2009,73,75.2,71.15,73.05,1742
02/02/2009,74,75,68,70.7,4732
30/01/2009,72,75,70.55,72.55,3458
29/01/2009,77.9,77.95,70.4,73.95,3374
28/01/2009,69.1,76,69.1,73.85,5481
27/01/2009,71,71,68,70.3,6209
23/01/2009,66.15,72.5,66.15,70,2075
22/01/2009,74.05,74.05,68.35,70.15,13402
21/01/2009,76.9,76.9,72.55,75.05,3719
20/01/2009,69.1,76.45,69.1,75.2,7132
19/01/2009,71,73.7,70.1,72.55,2106
16/01/2009,67.7,75,67.7,70.65,1894
15/01/2009,74.9,74.9,63.05,71.1,2984
14/01/2009,72,75,70,71.95,3683
13/01/2009,71.4,73.5,70,72,5144
12/01/2009,74,74,72,73.4,2065
09/01/2009,74.75,77.55,72.5,73.1,20216
07/01/2009,81.05,85,74.1,76.5,11481
06/01/2009,81.1,84.95,80,80.65,42124
05/01/2009,81,81,79.15,80.35,9211
02/01/2009,80.95,81,77.95,78.05,28229
01/01/2009,79,79.8,77.05,78.25,6398
31/12/2008,77,81.5,77,78,7417
30/12/2008,76.15,79.5,76.15,77.35,3396
29/12/2008,78.05,79.95,76,77.75,2652
26/12/2008,80.75,80.85,78,78.05,3461
24/12/2008,80.55,80.55,67.3,78.65,6185
23/12/2008,81.05,82.25,80,80.9,4592
22/12/2008,82.95,86,81.2,81.6,7192
19/12/2008,81.05,82.45,80,80.55,11753
18/12/2008,81.2,82.25,80.1,81.05,4351
17/12/2008,83.5,84.5,80.95,81.2,10077
16/12/2008,82,82.4,80,80.95,16974
15/12/2008,82,84.7,79,79.6,14953
12/12/2008,85,85,80.5,82.85,12411
11/12/2008,86,94.1,84.5,87.1,71450
10/12/2008,79.5,80.5,78.05,78.8,3451
08/12/2008,95,95,77,78.15,3231
05/12/2008,95,95,77.4,79.7,3604
04/12/2008,90,90,77.35,80,8263
03/12/2008,80.7,84.5,78.35,79.2,10679
02/12/2008,85,85.95,80,81.45,3355
01/12/2008,82.45,88.7,82.45,86,1384
28/11/2008,79,89.15,79,84.45,3058
26/11/2008,84,88.95,84,87,5326
25/11/2008,88.2,95,85.5,87.6,6776
24/11/2008,88,92.95,87.15,88.05,7796
21/11/2008,88.1,93.65,88,92.2,4544
20/11/2008,90,91,87,90,1546
19/11/2008,85,94.65,85,91.55,607
18/11/2008,90,95.95,87.05,93.2,1034
17/11/2008,91,95.95,90,91.4,1973
14/11/2008,93.6,95.95,93.55,95.3,1144
12/11/2008,90.2,97.9,90.2,93.4,1756
11/11/2008,99.95,99.95,92.2,94.05,3260
10/11/2008,97,109.75,95.1,98.75,4144
07/11/2008,103.3,103.3,77.2,93,3661
06/11/2008,95,95,90,93.5,3840
05/11/2008,105.1,105.1,91,94,7844
04/11/2008,98,104.95,91.15,100.4,4698
03/11/2008,92,102,91.5,94.85,3952
31/10/2008,93.5,101,86,92.35,2493
29/10/2008,90,91,83.35,84.7,1960
28/10/2008,94,94,89,90.65,617
27/10/2008,95,106.85,81,88.35,5379
24/10/2008,80.6,98.4,80.6,97.6,9861
23/10/2008,87.9,89.5,80.1,82,6806
22/10/2008,87,92.95,85.5,87.7,2132
21/10/2008,88,93.95,88,91.6,3139
20/10/2008,106,113.5,85,85.45,26207
17/10/2008,105.45,112.95,105.45,105.6,589
16/10/2008,115,115,100.35,106.65,1787
15/10/2008,118,118,105,110.75,7234
14/10/2008,110,120,110,116.85,2786
13/10/2008,110,122.85,109.95,113.5,3848
10/10/2008,121,123,102,109.95,4570
08/10/2008,122.8,132,111,126.1,7006
07/10/2008,122.5,132,122.5,129.25,3658
06/10/2008,127.95,128.7,120.5,122.4,23527
03/10/2008,150,150,120.25,129.2,305095
01/10/2008,129.1,131,125,128.45,201416
30/09/2008,125.5,132,125.5,130,1033
29/09/2008,137.3,139,127,133.8,2573
26/09/2008,141.4,144,132,135.3,1526
25/09/2008,150,150,144.45,144.45,320
24/09/2008,138.1,150,138.1,144.9,1057
23/09/2008,143,152.45,142.05,148.3,3755
22/09/2008,146.55,156.95,142.25,145.9,1144
19/09/2008,135.7,149.95,135.7,146.55,3276
18/09/2008,149.5,149.5,135,137.1,6196
17/09/2008,152.1,163,148.5,149.3,1176
16/09/2008,154,158.15,150.5,153.65,2228
15/09/2008,170,170,150,164.2,375427
12/09/2008,174.45,174.45,165,165.05,1458
11/09/2008,170,176,166.35,167.9,301642
10/09/2008,175,176.9,169,172.4,163879
09/09/2008,172,176,169,169.7,706
08/09/2008,180,180,170.05,174.7,1362
05/09/2008,171,173.9,168,169.8,4192
04/09/2008,178,178,166,175,36235
02/09/2008,178.95,183.95,171.1,173.15,2092
01/09/2008,182,193.45,170.55,175.25,3162
29/08/2008,171,176.5,165.25,172.45,3546
28/08/2008,162,169.65,162,163.75,1481
27/08/2008,167.05,171.8,163.25,164.15,1998
26/08/2008,176,176,161.25,168.65,5873
25/08/2008,175.2,198,175.2,179.25,12063
22/08/2008,180,183.95,176.2,180.35,26056
21/08/2008,176,183.95,176,178.35,2607
20/08/2008,175.1,184,175.1,179.6,4684
19/08/2008,180,189,175.5,178.7,5231
18/08/2008,178,181,178,179.95,10181
14/08/2008,178.95,184.9,178.05,179.8,3851
13/08/2008,186.4,188,177,178.95,36107
12/08/2008,186,189.9,177,178.2,2300
11/08/2008,198,198,180,181.1,4382
08/08/2008,182.1,184.95,180,180.2,3883
07/08/2008,181,189.7,181,182.15,5602
06/08/2008,224,224,184,191,51045
05/08/2008,164.8,193.95,164.8,193.95,44153
04/08/2008,157.7,164,157.7,161.6,30370
01/08/2008,147,158.75,147,153.5,648
31/07/2008,152.3,158.8,152,153.8,1458
30/07/2008,158.6,158.6,150.1,156.8,338
29/07/2008,157.5,159.85,150,151.35,2166
28/07/2008,162.1,169.5,147.1,154.35,13767
