Date,SUNTV-EQ O,SUNTV-EQ H,SUNTV-EQ L,SUNTV-EQ C,SUNTV-EQ V
19/10/2007,310,323,300,317.3,135549
18/10/2007,317.5,345,315,319.7,289702
17/10/2007,330,330,300,315.3,173399
16/10/2007,340,346.4,332,338.5,164625
15/10/2007,325.05,342,325,340.4,229880
12/10/2007,320.15,334,275.25,321.6,264909
11/10/2007,325.25,336,323,332.85,273397
10/10/2007,319.9,330,313,326.45,268202
09/10/2007,291.1,318.9,288,309.7,361152
08/10/2007,318.5,323,294.5,296.5,443887
05/10/2007,334,334,315,317.85,142399
04/10/2007,328,339.8,322,326.85,125025
03/10/2007,340,342,325,328.4,135161
01/10/2007,340.15,344,333,335.85,87508
28/09/2007,340,351,331.5,337.85,444249
27/09/2007,348.95,349,335,337.15,302610
26/09/2007,350,353,342,344,74977
25/09/2007,360.1,364.8,345.5,349.4,156047
24/09/2007,358.5,368,345.05,359.95,238352
21/09/2007,359,373,353.05,356.2,238956
20/09/2007,334.65,357,330,353.65,396013
19/09/2007,338.85,338.85,328.2,334.65,234434
18/09/2007,326.1,333.5,319.55,329.3,371869
17/09/2007,332,342.5,327.5,329.55,122649
14/09/2007,330,336.5,328,330.1,110161
13/09/2007,334.9,334.9,327.5,328.75,56748
12/09/2007,330,334.5,327.1,329.95,139115
11/09/2007,335,337.5,328.5,329.95,86468
10/09/2007,335.1,337.8,330,332.55,89501
07/09/2007,343.5,345,336.5,339.95,78021
06/09/2007,337.1,344,334,340.95,107943
05/09/2007,344,351.35,341,341.75,202531
04/09/2007,345.75,349,340,342.75,181387
03/09/2007,342,345.9,334.25,340.55,247561
31/08/2007,335,342,329.1,334.15,272642
30/08/2007,312,348.7,311.05,330.3,1278192
29/08/2007,313,316.2,293,312,139551
28/08/2007,311.5,316.95,303,313.95,225251
27/08/2007,307,310.9,298.1,309,212111
24/08/2007,294.9,300,288.35,296.7,144195
23/08/2007,310,310,286.2,288.75,429041
22/08/2007,309,309,276,299.45,641410
21/08/2007,337.8,341,295.1,298.9,596518
20/08/2007,340,344.95,332.55,337.8,110849
17/08/2007,325,333.5,320,330.45,154600
16/08/2007,338,338,311.15,329.3,184941
14/08/2007,355.95,356,341.5,342.8,212748
13/08/2007,360.3,364.8,350.2,351.9,154725
10/08/2007,360,360.9,342.7,358.3,95993
09/08/2007,405,405,366.1,368.5,91724
08/08/2007,372,381.75,372,376.4,62458
07/08/2007,379.95,385,371.55,373.5,78040
06/08/2007,370,376,352.5,369.3,107253
03/08/2007,397.95,397.95,374.15,378.8,572536
02/08/2007,405,408.9,385,388.05,155061
01/08/2007,424.1,424.9,397.1,401.05,222035
31/07/2007,437.75,437.75,423.5,426.1,144802
30/07/2007,433.45,439.9,425.1,431.35,247615
27/07/2007,435.1,441.45,425,433.45,301277
26/07/2007,429.95,445,426.9,443.6,544098
25/07/2007,426,434.5,413.1,426.85,383602
24/07/2007,439.8,439.8,423,425.3,278480
23/07/2007,460,460,433.5,436.6,826671
20/07/2007,425,443.75,412.5,439.69,1028112
19/07/2007,424.25,430.91,420.75,426.32,432616
18/07/2007,424.68,433,416.27,419.01,502036
17/07/2007,439.65,443.5,420,423.88,1745384
16/07/2007,402.25,436.25,398.75,431.27,897968
13/07/2007,404.5,404.98,397,398.25,196628
12/07/2007,398.48,405.05,397.81,400.06,288652
11/07/2007,399,402.75,393.75,398.48,219996
10/07/2007,407,407,397.52,399.16,164740
09/07/2007,407,407.98,403.75,404.84,219976
06/07/2007,401.25,408.75,401.25,402.23,154428
05/07/2007,405,407.5,397.5,405.98,317796
04/07/2007,401.25,412.5,401.25,403.64,283340
03/07/2007,400,411.23,395,408.57,680428
02/07/2007,400,404.5,393.75,394.91,236284
29/06/2007,392.25,409.3,391.25,398.5,852088
28/06/2007,400,405.75,376.25,384.04,444952
27/06/2007,391.46,408.5,391.46,398.1,194616
26/06/2007,402,410,400.02,405.45,284696
25/06/2007,410,415,391.25,400.68,621452
22/06/2007,391.24,414.75,387.5,409.02,501944
21/06/2007,387.25,393.75,385,390.57,735412
20/06/2007,370,386.43,369.89,384.3,678500
19/06/2007,355,370,355,367.59,292944
18/06/2007,373.77,373.77,353.75,355.95,434208
15/06/2007,368.75,372.25,358.82,367.82,612772
14/06/2007,345.75,365.75,345.75,362.99,745416
13/06/2007,334.76,349.99,333.75,341.01,208556
12/06/2007,337.25,339.71,330.25,336.39,166604
11/06/2007,337.48,338.49,333,336.86,228980
08/06/2007,333.75,339.95,325.56,329.31,213044
07/06/2007,343.75,348.74,338.5,339.95,172180
06/06/2007,356,356,341.26,342.98,175088
05/06/2007,345,356,345,354.71,283380
04/06/2007,355,359.75,346.25,347.4,325768
01/06/2007,351.85,357.5,345.01,356.71,393352
31/05/2007,353,353.75,340.27,346.18,434968
30/05/2007,352.25,354.23,346.57,349.96,364412
29/05/2007,351.75,357.3,350.31,352.79,449892
28/05/2007,352.5,359.98,347.51,354.16,441324
25/05/2007,349.98,358.38,345,350.99,518056
24/05/2007,339,361.73,336.25,353.07,2257884
23/05/2007,336.25,356.25,315.25,340.43,2851532
22/05/2007,365,367.5,336.25,338.98,811476
21/05/2007,381.25,382,362.52,368.5,401768
18/05/2007,370,388.75,365.5,380.38,745080
17/05/2007,368.55,375,356.25,369.25,333684
16/05/2007,370.75,376.25,367.5,368.55,377268
15/05/2007,375.27,382.25,365.25,369.2,739576
14/05/2007,388.89,400,374,382.89,782604
11/05/2007,383.89,406.93,383.89,401.14,163544
10/05/2007,404,410.25,400.25,404.29,89656
09/05/2007,402.5,406,400.25,404.18,79160
08/05/2007,406.25,408.75,399,400.76,79448
07/05/2007,412.5,414.48,403.75,404.82,140756
04/05/2007,406.75,413.25,399.25,408.4,184484
03/05/2007,406.25,411.24,398.02,400.99,257828
30/04/2007,399.25,404.49,389.75,401.94,131880
27/04/2007,403.75,406.25,395.02,396.79,262832
26/04/2007,415,415,402.5,403.5,340700
25/04/2007,412.75,415,409.25,410.36,153472
24/04/2007,413.75,418,405.25,408.46,517348
23/04/2007,417.5,419.98,410.02,412.4,177112
20/04/2007,410,422,407,410.38,332428
19/04/2007,410,412,402.52,407.09,212672
18/04/2007,429.25,433.25,412.5,415.34,409048
17/04/2007,434.75,435.5,423.76,425.88,339544
16/04/2007,405.25,433.5,405.25,429.06,747248
13/04/2007,408.75,417.5,408.75,414.21,239892
12/04/2007,413,417.48,406.25,409.54,275784
11/04/2007,397.5,414,397.5,411.91,399032
10/04/2007,387.5,401.25,383,397.23,393416
09/04/2007,387.5,387.5,381.79,386.36,147308
05/04/2007,377.5,386.25,375,381.62,459344
04/04/2007,375,382.75,368.75,374.9,218444
03/04/2007,365.12,373.9,362.75,371.3,161804
02/04/2007,372.75,372.75,360.25,363.81,295316
30/03/2007,376.75,383.35,375.25,378.6,303844
29/03/2007,387.25,391.25,372.59,376.84,561652
28/03/2007,387.5,396.25,381.25,385.38,274800
26/03/2007,378.39,403,378.39,391.29,199392
23/03/2007,387.5,402,387.5,397.5,382464
22/03/2007,391.25,396.25,390,392.77,201644
21/03/2007,383.2,387.5,375.32,386.57,310868
20/03/2007,367.5,383.75,367.5,375.7,275044
19/03/2007,365,371,362.75,364.96,90696
16/03/2007,373.75,375,360,361.31,451048
15/03/2007,380,384.7,366.75,370.09,468152
14/03/2007,372.5,372.5,360.89,369.36,191328
13/03/2007,380.5,387.25,375.5,379.06,389724
12/03/2007,367.75,385,362.5,380.35,361968
09/03/2007,374.25,378.68,358.8,362.15,348668
08/03/2007,363.75,374.94,347.5,370.2,539996
07/03/2007,399.49,399.49,351.27,358.7,374832
06/03/2007,373.5,381.99,352.5,373.93,450176
05/03/2007,373.69,373.69,340,359.99,724328
02/03/2007,387,396.5,370.25,377.12,375908
01/03/2007,378.75,385,370,381.32,251500
28/02/2007,377.5,386.75,350.5,376.55,397744
27/02/2007,385,398.5,376.32,387.48,472288
26/02/2007,396.25,405,369.25,382.75,718804
23/02/2007,422.25,424.48,388.69,392.5,445964
22/02/2007,426.25,430,413,419.5,696948
21/02/2007,422,430.25,413,420.44,352312
20/02/2007,438.75,439.85,417.57,421.15,331472
19/02/2007,438.75,446.45,432,436.24,381060
15/02/2007,432.9,437.5,431,435.24,251180
14/02/2007,420,429.99,407.5,427.82,514188
13/02/2007,415.25,438.25,401.25,421.89,932952
12/02/2007,453.5,453.5,407.89,412.66,563488
09/02/2007,456.5,461.25,438.8,444.09,524304
08/02/2007,454.75,461.98,451.51,456.25,480336
07/02/2007,425.31,452.62,425.31,451.2,730048
06/02/2007,427.46,443.66,427.46,437.12,585724
05/02/2007,436.25,436.25,425.5,429.25,244596
02/02/2007,422.79,437.5,422.75,433.05,479592
01/02/2007,423.75,426.75,400.32,423.35,382580
31/01/2007,415.5,427.5,415.5,422.57,428104
29/01/2007,413.25,435.7,412.77,415.25,967924
25/01/2007,412.5,424.75,407.57,422.05,1181108
24/01/2007,405,410.75,397.52,408.04,335920
23/01/2007,397.5,408.75,393.9,402.9,760780
22/01/2007,403.75,403.75,391.25,397.76,379360
19/01/2007,402.5,407.25,393.25,400.24,439828
18/01/2007,387.5,407.25,385.62,402.71,1567164
17/01/2007,385,387.75,382.8,383.86,343240
16/01/2007,385.75,389.48,381.26,384.02,750084
15/01/2007,394.95,404.81,376.75,384.94,911936
12/01/2007,385.25,388.75,378,380.89,292552
11/01/2007,372.25,387,362.81,385.2,438236
10/01/2007,374.62,381.25,362.75,373.05,504644
09/01/2007,385,388.75,369.5,374.62,685552
08/01/2007,386.25,390.25,362.5,383.95,829684
05/01/2007,371.73,392.25,353.39,386.21,1740876
04/01/2007,359.75,378.25,358.75,371.15,1084448
03/01/2007,360,363.5,356,360.05,245504
02/01/2007,364.98,366,357.02,358.89,232292
29/12/2006,371,372.5,354.5,358.54,619236
28/12/2006,361.5,374.6,357.5,369.62,1058652
27/12/2006,353.75,364.25,353.75,358.96,597100
26/12/2006,338.75,355.25,337.25,351.98,405504
22/12/2006,318.75,341.18,316.25,338.1,454384
21/12/2006,313.75,320.25,307.8,318.38,282708
20/12/2006,325.5,336.25,310,313.26,490396
19/12/2006,331.25,337.2,321.26,325.32,342144
18/12/2006,333,337,320,328.38,289232
15/12/2006,337.5,343,330,332.85,370456
14/12/2006,317.5,338.25,316.5,331.65,834336
13/12/2006,297.5,319.5,286.09,315.15,784548
12/12/2006,323.73,329.5,287.5,299.35,820124
11/12/2006,351.25,351.75,317.52,324.29,453112
08/12/2006,355,356.25,343.75,348.45,567948
07/12/2006,346.25,361.75,346.25,349.61,678480
06/12/2006,367.5,369.75,346.5,351.66,709336
05/12/2006,378.75,381.25,362.75,366.25,698288
04/12/2006,390,399.46,374.25,377.45,597772
01/12/2006,382.48,390.5,377.5,386.01,437056
30/11/2006,386.75,386.75,375,381.38,495272
29/11/2006,372.5,388,371.25,379.06,457692
28/11/2006,381.25,382.62,364,370.36,1060652
27/11/2006,378.75,392.75,378.75,382.52,1286560
24/11/2006,362,382.96,351,378.02,1092360
23/11/2006,360.25,367.5,348.75,351.48,692084
22/11/2006,360,362.5,350.31,353.07,240912
21/11/2006,342.5,359.75,342.25,357.68,298768
20/11/2006,342.5,347.5,337.5,341.11,328128
17/11/2006,351.25,352.5,335.55,341.21,272256
16/11/2006,356.5,358.75,345,349,419364
15/11/2006,359.75,365,350,354.95,551068
14/11/2006,358,361.75,347.5,353.86,385544
13/11/2006,356.26,368.75,351.25,357.29,770484
10/11/2006,330,358.45,330,355.62,1328248
09/11/2006,320,330.5,316.31,328.02,229908
08/11/2006,322.8,329.75,312.75,317.34,271708
07/11/2006,316.25,330.5,315.06,323.99,289432
06/11/2006,312.5,318,312.5,316.16,166112
03/11/2006,314.36,319,307.64,310.9,81372
02/11/2006,307.5,321.99,306.5,314.36,260060
01/11/2006,308.75,311.23,301.25,304.57,144164
31/10/2006,302.64,304.14,298,302.56,95464
30/10/2006,305,305,300.05,300.96,57428
27/10/2006,298.75,307.5,298.75,301.69,167848
26/10/2006,309.75,309.75,296.25,297.89,122940
23/10/2006,312.5,312.5,302.5,303.86,80208
20/10/2006,311.75,311.75,306.26,307.21,37348
19/10/2006,308.75,310.75,305,306.29,21992
18/10/2006,309,311.49,307.5,309.07,36628
17/10/2006,314.5,314.5,307.5,308.7,47696
16/10/2006,312.5,314.25,310,311.11,35676
13/10/2006,313.5,314.74,311,312.46,55192
12/10/2006,314.25,314.25,306.75,310.45,50932
11/10/2006,313.5,315,306.75,307.79,50696
10/10/2006,315,316.98,310.55,312.04,45208
09/10/2006,315.5,317.25,310.25,313.7,76112
06/10/2006,312.5,317.5,312.5,314.85,80812
05/10/2006,313.75,318.23,311.25,312.12,61100
04/10/2006,318.26,320.75,308.77,311.38,89004
03/10/2006,317.5,324.75,315.26,317.61,89672
29/09/2006,313.75,324.75,313.75,320.86,162428
28/09/2006,319.75,319.75,306.52,312.81,158932
27/09/2006,314.91,317,310.25,311.26,96308
26/09/2006,313.75,316,309,311.71,99596
25/09/2006,312.52,317.75,311.25,311.96,93824
22/09/2006,318.74,320.25,313.8,314.75,143536
21/09/2006,321.24,322.25,315.04,317.48,102924
20/09/2006,315,318.71,306,316.43,208752
19/09/2006,328,332.24,310.02,313.49,309188
18/09/2006,318.75,328.25,318.51,325.82,190424
15/09/2006,322.5,324.25,313.01,319.11,334428
14/09/2006,321.75,328.25,318.75,321.46,237108
13/09/2006,312.25,323,309.04,319.34,430892
12/09/2006,301.25,310,298.26,306.73,297696
11/09/2006,318.75,335.75,300.25,306.94,700788
08/09/2006,316.25,330.75,311.5,326.9,533504
07/09/2006,305.55,317.5,305.55,312.95,285080
06/09/2006,316.25,316.25,307.5,308.85,153024
05/09/2006,306.25,319.75,301.25,311.23,558140
04/09/2006,305,306.25,298.73,301.79,76676
01/09/2006,302,302.5,296.25,298.35,125980
31/08/2006,305.02,308,297.5,299.45,168188
30/08/2006,305,309.25,301.27,306.32,316376
29/08/2006,300,304.73,297.76,300.38,184512
28/08/2006,305,308.76,296.51,298.91,196096
25/08/2006,303.75,307,301.38,303.71,149540
24/08/2006,308.75,318.75,297.75,300.24,290232
23/08/2006,323.5,323.5,306.26,308.36,254376
22/08/2006,324.86,327.5,317.55,319.1,103636
21/08/2006,321.25,333.24,318.25,321.35,292388
18/08/2006,327.5,332,317.59,319.31,171556
17/08/2006,336.25,341.25,322.51,328.19,732800
16/08/2006,296.25,339.5,294.5,335.38,754316
14/08/2006,296.25,300,285,294.56,29600
11/08/2006,292.5,293.75,291.25,291.84,20244
10/08/2006,288.75,292.93,288.75,290.76,34020
09/08/2006,287.5,290.51,286.25,288.73,35832
08/08/2006,292.25,292.25,287.5,288.79,21588
07/08/2006,283.75,291.5,283.75,287.69,21968
04/08/2006,292.5,292.5,285.32,286.56,23092
03/08/2006,294.75,294.75,286.62,288.45,32840
02/08/2006,293.5,296.25,290,292.34,87984
01/08/2006,291.25,296.25,290,294.84,120328
31/07/2006,279.35,292.25,277.5,289.69,263088
28/07/2006,275,278.12,267.75,276.99,62192
27/07/2006,269.02,279.25,265,274.38,104076
26/07/2006,267.56,279.23,267.56,274.16,170712
25/07/2006,259.5,273,257.5,269.45,75464
24/07/2006,265.02,273.75,257.5,269.96,113588
21/07/2006,268.27,272.25,263.38,267.24,109952
20/07/2006,269.88,273,260.25,271.38,104672
19/07/2006,272.5,272.5,261.25,262.55,99628
18/07/2006,267.26,274.5,267.26,271.44,185820
17/07/2006,266.25,272.5,263.77,267.23,112964
14/07/2006,262.75,268.86,250,266.27,87664
13/07/2006,269.95,270.5,261.25,262.71,106664
12/07/2006,265,275,256.25,271.68,90144
11/07/2006,267.5,268.75,257.5,266.44,85872
10/07/2006,266.48,272.5,266.25,270.55,63828
07/07/2006,275,279.75,265.5,267.3,167740
06/07/2006,275,282.49,268.02,269.56,279148
05/07/2006,283.5,283.5,270.25,276.56,271532
04/07/2006,262.5,287.25,262.5,283.55,257712
03/07/2006,250.5,262.5,250.5,260.48,127464
30/06/2006,255,256.25,247.62,249.54,70396
29/06/2006,246.25,255,243.72,249.72,187512
28/06/2006,242.5,244.43,241.22,242.24,22968
27/06/2006,243.75,246.18,241.12,244.66,79820
26/06/2006,243.75,246.25,242.25,244.54,79784
23/06/2006,235.25,245.99,225.25,244.15,88604
22/06/2006,247.5,250,237.5,240.38,108016
21/06/2006,237.5,245,237.5,240.16,49568
20/06/2006,232.5,243.75,232.5,236.65,95876
19/06/2006,245,250,240,243.05,78292
16/06/2006,239.5,256.25,236.25,250.03,232484
15/06/2006,234.57,240,230,233.97,127296
14/06/2006,235,241.22,225,225.71,233652
13/06/2006,225,234.62,205,225.35,273492
12/06/2006,256,256,232.75,237.46,184828
09/06/2006,222.5,262.25,212.5,256.43,479992
08/06/2006,268.75,268.75,215,221.59,398004
07/06/2006,288.75,291.25,266.25,272.46,182876
06/06/2006,281.75,295,275.75,292.48,110124
05/06/2006,324.98,324.98,287.5,289.24,56992
02/06/2006,298.77,304.95,285.25,294.3,162836
01/06/2006,308.75,310.5,301.75,306.96,206464
31/05/2006,290.5,308.75,285.75,302.65,195796
30/05/2006,315,315,296.52,298.86,101864
29/05/2006,303.74,313.75,302.5,306.05,165596
26/05/2006,292.56,307.5,292.56,303.34,226212
25/05/2006,287.4,299.75,275,292.77,326728
24/05/2006,287.5,296.1,284.25,287.4,250584
23/05/2006,287.5,292.5,275.25,289.84,251996
22/05/2006,298.5,310.75,260.01,288.64,711036
19/05/2006,322.5,322.5,292,298.5,406928
18/05/2006,322.5,327.24,300,306.2,927720
17/05/2006,335,347.5,319.25,321.69,671508
16/05/2006,325,342.1,301.25,332.44,1090132
15/05/2006,357.45,357.45,312,321.66,1568976
12/05/2006,349.75,357.25,340.5,345.15,1212732
11/05/2006,389.49,405,344,357.45,2951684
10/05/2006,346.25,373.68,341.25,370.32,2342548
09/05/2006,325,352.25,325,346.32,2433960
08/05/2006,317,324.7,313.75,321.38,242040
05/05/2006,316.25,321.46,313.75,315.68,216780
04/05/2006,323.75,327.31,314.52,318.21,340108
03/05/2006,327.25,333,321.31,324.94,607716
02/05/2006,320,333.75,308.75,326.59,1412796
28/04/2006,325,325,280,318.39,1392384
27/04/2006,327.5,341.73,326,332.02,2298448
26/04/2006,337.5,337.5,319.25,325.15,2515764
25/04/2006,365,370,310.25,327.65,14368480
24/04/2006,250,375.73,250,366.16,46342060
