Date,SUNTV-EQ O,SUNTV-EQ H,SUNTV-EQ L,SUNTV-EQ C,SUNTV-EQ V
23/07/2012,288.45,288.45,280,280.65,385348
20/07/2012,298.9,298.9,287.1,288.45,340893
19/07/2012,293.9,298.1,291.5,296.2,378427
18/07/2012,299.55,299.55,291.15,293.65,243998
17/07/2012,301,303,297.6,299.55,609485
16/07/2012,297.1,303.1,295.05,300.7,666366
13/07/2012,302.25,304.95,295.3,296.8,664842
12/07/2012,297.85,303,292.05,301.3,305729
11/07/2012,303,304.7,296.5,297.85,573964
10/07/2012,306.4,308.9,301.25,302.75,719983
09/07/2012,313.75,313.75,305.3,305.95,488642
06/07/2012,319.55,319.55,309.1,314.05,670238
05/07/2012,314.85,324,314,317.85,1081918
04/07/2012,325.8,326.15,311,314.3,963703
03/07/2012,305.2,326.15,305.2,324.45,2515510
02/07/2012,302.4,310.85,300,304.2,2455896
29/06/2012,302.95,303.9,296,301.8,1053289
28/06/2012,325,325,295.9,298.35,2305474
27/06/2012,302.1,305.05,298.6,302.65,798304
26/06/2012,295.1,304.85,295.1,300.95,2388934
25/06/2012,281.95,301,280.2,292.95,2421443
22/06/2012,277.95,284.8,273.85,281.35,1069656
21/06/2012,278.8,282.8,276.1,278.75,1147010
20/06/2012,270.4,280.8,267.85,278.75,942552
19/06/2012,227.95,276.4,227.95,268.8,2521008
18/06/2012,266.85,268.85,263.65,265.05,692723
15/06/2012,264.05,267,258,264.25,1480166
14/06/2012,255.3,267.95,255.25,262.2,1813635
13/06/2012,255.05,257.35,253.1,254.6,669224
12/06/2012,246.6,257.35,244.4,254.95,1221070
11/06/2012,260,262.05,245.15,247.85,1396606
08/06/2012,237.95,261.8,234.55,257.8,2801391
07/06/2012,237,239.9,234.35,236.6,609221
06/06/2012,234.5,236.6,228.15,234.75,1067898
05/06/2012,229.65,233,226.2,227.3,1106448
04/06/2012,226,234.5,219.4,224.45,1283579
01/06/2012,238.05,239.9,225,227.05,1347127
31/05/2012,243.95,245.6,237.7,239,1473492
30/05/2012,248.6,250.5,243.35,243.95,731472
29/05/2012,245,250.1,245,247.15,765434
28/05/2012,245,256.4,245,247.2,1203258
25/05/2012,248.95,254,244.65,250.95,768041
24/05/2012,253.8,254,248.75,249.85,662861
23/05/2012,253,258.7,250.05,250.35,630910
22/05/2012,261,262,253,253.3,783245
21/05/2012,271.3,271.3,256.6,257.6,972601
18/05/2012,262,268.9,256,266.75,746019
17/05/2012,275.1,278.7,261.3,263.65,695419
16/05/2012,283.5,284.7,270.1,274.15,555919
15/05/2012,288,302.35,281.15,287.7,1344066
14/05/2012,296.05,301.35,284.15,288.45,333321
11/05/2012,293.5,298.45,290,295.25,130241
10/05/2012,294.25,299,291.95,294.05,167184
09/05/2012,292.4,297.15,287.2,291.4,119431
08/05/2012,300.25,305,292.15,296.15,366197
07/05/2012,285.35,299.9,282.5,296.55,192381
04/05/2012,293.5,293.5,286.3,288.55,435484
03/05/2012,302.4,305.9,291.8,293,476860
02/05/2012,290,304.4,287.1,301.3,1217569
30/04/2012,283,289,281.2,286.4,184008
27/04/2012,278,288.95,278,282.15,525079
26/04/2012,280,285.4,275.5,277.3,510709
25/04/2012,283.2,288.95,274,277.75,374077
24/04/2012,293.5,293.6,282.55,284.25,183817
23/04/2012,301.8,302.35,287,288.4,325620
20/04/2012,303.2,306.6,300,302.1,317517
19/04/2012,304,309.8,298.5,303.1,458563
18/04/2012,280.3,308.3,280.3,303.25,1426781
17/04/2012,285.95,288.9,280.15,283,201074
16/04/2012,286.9,289.7,282.35,284.55,107193
13/04/2012,294.6,294.85,286.35,286.65,1216289
12/04/2012,297.95,297.95,290.5,291.85,160035
11/04/2012,288,295,281.65,289.7,1167579
10/04/2012,299.4,299.9,287,289.1,550854
09/04/2012,298.45,303.5,295.9,298.05,247174
04/04/2012,305,305.9,300.45,304.25,162034
03/04/2012,306,310,303.6,305,478025
02/04/2012,306,309.8,303.15,305.2,272289
30/03/2012,304.75,307.55,301.9,304.15,304868
29/03/2012,301,308.1,296.85,303.3,227912
28/03/2012,307.05,309,300.35,301.6,139769
27/03/2012,310,312,302.35,309.05,384210
26/03/2012,314,319.45,303.8,305.05,257356
23/03/2012,318,318,312.5,314,219285
22/03/2012,324,324.9,308.1,313.15,203541
21/03/2012,314,328,314,321.25,1247415
20/03/2012,315.75,317.5,312.1,314.7,178051
19/03/2012,316.75,320.5,312.25,314.1,235891
16/03/2012,324.9,324.9,313.95,316.05,226058
15/03/2012,325.25,329.5,304,316.8,711324
14/03/2012,318,329.5,314.5,325.5,736374
13/03/2012,314,319.1,313.15,314.3,226177
12/03/2012,322,322.95,310.5,312.2,219512
09/03/2012,316.45,320.1,313.2,317.05,295910
07/03/2012,303.05,315.9,303.05,311.95,611064
06/03/2012,313.25,318.5,306,307.8,327221
05/03/2012,320.4,320.4,312.1,317.45,454432
02/03/2012,313.6,323.95,304.55,322.15,732270
01/03/2012,311,313.9,303.6,309.4,297524
29/02/2012,311.7,317.7,309,310.95,181633
28/02/2012,307.75,314,304.35,309.35,252494
27/02/2012,315.85,321.7,302,304.3,387483
24/02/2012,315,324,314,318.3,323883
23/02/2012,331.5,331.5,308.65,314.4,988512
22/02/2012,323.5,336.65,323,331.15,1494402
21/02/2012,324.7,329.45,320.5,322.25,752589
17/02/2012,325.6,332.5,320.8,323.45,740836
16/02/2012,322,326,317.95,322.2,534291
15/02/2012,318.05,329.7,318,325.05,1551434
14/02/2012,319,324.85,315,316.45,785748
13/02/2012,329.9,336.65,317.5,319.4,1063176
10/02/2012,327.9,343.9,323.65,340.8,1699651
09/02/2012,310,332.9,306.1,330,1298406
08/02/2012,318,323.95,308,316.15,1432685
07/02/2012,324.05,334.45,317.6,322.15,1490815
06/02/2012,311.9,326.35,311.8,321.85,1925280
03/02/2012,302.8,311.75,301.85,308.15,1329296
02/02/2012,322.95,326.55,295.1,301.8,2018633
01/02/2012,312,326.1,300.05,320.2,5016792
31/01/2012,294.35,307.4,290.6,305.05,2243189
30/01/2012,292,298.5,288.15,291.15,1083090
27/01/2012,284.3,299.75,283.5,296.95,2877998
25/01/2012,289.7,289.7,280.05,283.3,653994
24/01/2012,279.7,292.05,277.5,285.75,655311
23/01/2012,280,284.95,274.3,278.45,655050
20/01/2012,299.2,299.55,275.1,279.4,1070329
19/01/2012,288.05,301,284.95,296.9,2221222
18/01/2012,292.05,295.85,281.2,286.55,758508
17/01/2012,291.6,297,288.7,291.5,436966
16/01/2012,286.75,291.5,285.65,287.9,337311
13/01/2012,299.9,305,285.8,287.9,847190
12/01/2012,281,302.45,279.05,297.75,1540379
11/01/2012,282.5,282.95,277.1,279.9,230487
10/01/2012,276,282.5,276,279.5,548791
09/01/2012,279,283.3,273.5,274.65,479261
06/01/2012,283,284.5,274.55,276.65,359466
05/01/2012,282,293,280.45,282,526528
04/01/2012,282.1,287.95,278,280.65,199228
03/01/2012,283.5,290.9,283.5,287.05,359429
02/01/2012,278,283.9,275.5,281.1,178695
30/12/2011,265.5,275.55,264.75,274.25,394456
29/12/2011,276.2,278,251,265.55,737778
28/12/2011,285,287.75,277.2,281.55,155786
27/12/2011,292,292.7,284.3,286.9,194614
26/12/2011,292.5,297.15,290.55,293.6,305910
23/12/2011,277.05,295.8,275.55,291.75,708918
22/12/2011,260.1,277.6,258,275.95,387670
21/12/2011,264.9,268,255,263.1,374622
20/12/2011,267.05,271.7,255.3,258.25,247675
19/12/2011,267,270.15,264.5,266,333261
16/12/2011,277.75,280,265,267,262131
15/12/2011,274.5,278.7,269,276.65,508385
14/12/2011,265,279,257.1,276.35,1047980
13/12/2011,263,265.65,257.15,262.45,589187
12/12/2011,284.9,288.7,260.5,265.15,544461
09/12/2011,279,285.65,265.4,282.1,659079
08/12/2011,291.95,293.8,276.6,279.85,750109
07/12/2011,295,298.3,289,292.75,1668829
05/12/2011,281,299.75,278.65,292.95,3629141
02/12/2011,264.1,283.5,263,281.6,790539
01/12/2011,269.95,275,263.6,265.35,474222
30/11/2011,272.6,274.35,262.05,264.8,588201
29/11/2011,273.6,284.5,268.5,272.5,1539608
28/11/2011,279,285,265.05,268.55,1597984
25/11/2011,273,285,270,273.25,1284467
24/11/2011,248.6,278,248.6,269.9,870346
23/11/2011,244.55,261.8,239.1,249.35,1128102
22/11/2011,247.9,256,235,246.4,396587
21/11/2011,260.05,268,245.25,247.9,385101
18/11/2011,267.35,269.45,259.15,263.75,341722
17/11/2011,271.5,282,262.3,267.2,574458
16/11/2011,272,276,265,271.5,295542
15/11/2011,285.1,293,269,272.65,402067
14/11/2011,279.65,293.45,276,286.35,883526
11/11/2011,280,280.25,271.4,275.65,298517
09/11/2011,290.05,292,279.2,281.45,239287
08/11/2011,289,294.9,282.55,289.9,885692
04/11/2011,276,292.25,276,288.55,1993600
03/11/2011,261,276.75,257.1,273.8,2567122
02/11/2011,253.6,264.65,253.2,259.1,477436
01/11/2011,258.6,259,254.65,255.9,185319
31/10/2011,255.05,261.8,252.1,260.15,448226
28/10/2011,257.85,258.65,250,253.75,1249052
25/10/2011,260,261.65,246.1,250.4,950662
24/10/2011,268,272.9,255.2,258.7,1505751
21/10/2011,268,272,262.6,264.8,303656
20/10/2011,269.2,274.1,264,271.1,290653
19/10/2011,271.95,281.95,263.65,269.2,812165
18/10/2011,275.25,277.3,269.15,271,309009
17/10/2011,274,284.9,274,279,475378
14/10/2011,271.1,283.85,267,276.7,716550
13/10/2011,276,279.55,271.1,272,787618
12/10/2011,281.95,284.2,273.1,275.75,1662234
11/10/2011,272,292.4,270.35,284.6,4860868
10/10/2011,254.4,305.25,221.2,288,8822470
07/10/2011,238.35,265,236.2,262.9,2945490
05/10/2011,219,233.5,219,231.3,997064
04/10/2011,224,224,214.1,219.75,960762
03/10/2011,230,230,222.1,225.1,672767
30/09/2011,241.9,249,230.1,232.15,792872
29/09/2011,262.5,262.5,238.55,244.4,1901537
28/09/2011,285,285,254.4,262.55,1273643
27/09/2011,280,285,272.9,275.85,890824
26/09/2011,291.35,293,281,284.85,202168
23/09/2011,290.1,294.4,287,290,232713
22/09/2011,298,302.5,290.25,293.1,244661
21/09/2011,303,303.05,297.95,299.3,386240
20/09/2011,301,304.5,298.15,301.45,431318
19/09/2011,293,305.25,293,301.7,579195
16/09/2011,282.05,300,282.05,295.65,663179
15/09/2011,283.5,289.7,264.05,280.9,2040069
14/09/2011,293.55,296.7,285,290.55,315089
13/09/2011,290,296.9,289.05,291.45,194173
12/09/2011,297.95,304.85,284,288.55,421783
09/09/2011,296.35,305.25,295,298.3,345486
08/09/2011,300.1,301.95,295,296.4,219956
07/09/2011,302.15,303.35,296.8,301.3,220679
06/09/2011,303,305,299,300.25,153513
05/09/2011,303.5,305.25,300.25,303,380401
02/09/2011,309.9,322.9,300,303.5,2796986
30/08/2011,301.05,305,298.4,301.35,163617
29/08/2011,296,304,296,301,152104
26/08/2011,305.15,305.25,295,295.35,139099
25/08/2011,301.9,305.25,295,304.05,633622
24/08/2011,300,304.6,299.9,300.25,184179
23/08/2011,300.35,305.05,300,300.75,154494
22/08/2011,300.2,305.05,297.5,302.35,161037
19/08/2011,298.2,303.75,285.75,300.35,646012
18/08/2011,305,308.8,302.05,304.6,1298522
17/08/2011,300.5,305.25,297.65,303.6,462640
16/08/2011,297.75,302.4,294.05,300.4,390369
12/08/2011,298.9,300.45,293.5,294.75,270683
11/08/2011,297.3,303.9,295,296.1,268795
10/08/2011,302.9,307.05,297.5,300.55,349332
09/08/2011,297.8,303.6,291.3,301.1,490296
08/08/2011,291.15,305,291.15,301.75,616231
05/08/2011,301,307.5,290,302.85,774727
04/08/2011,307.95,309.5,305,306.7,868948
03/08/2011,302.55,307.95,297.35,306.45,929664
02/08/2011,307.9,319.8,302.05,304.55,1934517
01/08/2011,320,329.95,305.2,309.7,2210182
29/07/2011,339,339,320.3,321.7,678947
28/07/2011,330,345.95,315.05,340.35,2100924
27/07/2011,317,325,317,318.55,493739
26/07/2011,323,323.95,313.5,316.65,749970
25/07/2011,324.75,328.75,320,321.6,415100
22/07/2011,328.55,330,323.2,324.7,459229
21/07/2011,328.1,329.25,322,323.55,641734
20/07/2011,329.95,336.9,323.5,327.1,1127590
19/07/2011,340,349,325,328.65,1482295
18/07/2011,337.35,350.95,331.85,346.15,2033388
15/07/2011,333.15,344.7,330.1,339.2,2536946
14/07/2011,315,339.9,310.15,331.65,3498869
13/07/2011,301.6,318,283.6,315.35,3500607
12/07/2011,308,310.7,304.05,306.7,975215
11/07/2011,318,319,307.15,308.95,1131504
08/07/2011,315,320,311.05,317,2946226
07/07/2011,310,330,305,321.95,8520490
06/07/2011,329.9,334.9,325.6,333.35,1180500
05/07/2011,338,339.95,328.25,331.8,1656198
04/07/2011,360,360,336,341.45,2068035
01/07/2011,346.9,361.8,343.1,358.6,1888979
30/06/2011,342,356.9,323.6,347.1,3964299
29/06/2011,353,353,341.15,342.75,696476
28/06/2011,358.9,365,345.6,348.85,955098
27/06/2011,362.9,371,355,358.9,842484
24/06/2011,354,365.2,353.4,362.9,1614652
23/06/2011,345.95,356,339,352.55,928694
22/06/2011,349.9,352.75,340.65,346.4,975808
21/06/2011,345,356.45,343.5,347.3,1967466
20/06/2011,344.65,351.85,315.2,343.45,4207755
17/06/2011,362,374.9,339.35,343.7,8138885
16/06/2011,322,362,318,358.5,15380506
15/06/2011,306,329.9,305.85,323.4,4850645
14/06/2011,309.6,310.7,305.7,307.8,801492
13/06/2011,306.6,314.9,303.05,307.35,1690377
10/06/2011,305,310.9,297.05,307.6,3920448
09/06/2011,305,309.9,304.1,305.35,3482351
08/06/2011,312,313,302.55,306.65,6877115
07/06/2011,300,316.85,293.6,313.55,10210374
06/06/2011,283.75,306.8,278.9,304.75,13957000
03/06/2011,269.9,309.8,269.9,283.75,28107818
02/06/2011,373,374.35,260.1,272.55,31967246
01/06/2011,386.9,386.9,355.55,377.75,647389
31/05/2011,391,394.85,389,390.05,400394
30/05/2011,388.4,397.75,380,391.8,176491
27/05/2011,383,395,382.3,388.35,289896
26/05/2011,388,388,374.4,381.2,871992
25/05/2011,381.6,390.8,377.15,387.5,75193
24/05/2011,384,390,374.6,384.5,267493
23/05/2011,380,384,375,380,197679
20/05/2011,399.8,399.8,383,386.9,322902
19/05/2011,394,401.9,386.15,397.5,113876
18/05/2011,398.6,399.2,392.3,396.95,98980
17/05/2011,394.35,398.95,391,394.9,210080
16/05/2011,409,409,391.6,394.3,379552
13/05/2011,394.4,419.85,375.55,409.4,2600654
12/05/2011,402,403.55,391.5,394.4,434622
11/05/2011,410.35,410.35,397,401.95,363569
10/05/2011,405,408,397.7,403.05,83218
09/05/2011,406.75,415.5,399.9,403.65,212309
06/05/2011,406.55,410.5,404,406.75,71408
05/05/2011,420,420,404.5,405.1,77172
04/05/2011,421,425.5,411,417.1,656665
03/05/2011,429.8,431.8,418.2,420.8,25987
02/05/2011,428.1,435.35,427,428.4,170491
29/04/2011,432.5,434,421.7,426.6,238552
28/04/2011,435,435,422.65,424.85,706683
27/04/2011,421,432.6,421,428.35,110196
26/04/2011,413.6,436.9,413.6,431.05,129821
25/04/2011,433.6,436.9,413.6,422.85,131567
21/04/2011,425.9,439,424.1,433.6,436611
20/04/2011,425.55,429.6,411.05,422.85,114042
19/04/2011,421.3,430,417.3,420.2,137053
18/04/2011,424.75,427.4,420.5,421.3,93365
15/04/2011,432.55,433.85,423.25,423.85,121736
13/04/2011,430.7,435,427,428.15,79282
11/04/2011,440,442,430.05,432.7,64958
08/04/2011,447,457,436.25,440.6,80896
07/04/2011,442.05,457.4,441,448.8,175817
06/04/2011,445.55,448.95,438,441.5,59565
05/04/2011,440.05,449,437.45,443.05,64301
04/04/2011,444,455,437.5,439.5,118554
01/04/2011,457.75,465,441.1,445.4,50029
31/03/2011,445,463.25,430.75,449.25,332618
30/03/2011,451.95,451.95,431,434.7,45175
29/03/2011,433.95,439.5,430.2,433.3,79241
28/03/2011,423.85,437.9,423.8,431.7,93676
25/03/2011,444.65,464,430.05,433.75,578095
24/03/2011,446.05,451,437,439.55,42048
23/03/2011,433,454,427,445.35,75501
22/03/2011,439.95,444.9,431,435.15,29120
21/03/2011,443.6,443.6,430.1,440.35,79922
18/03/2011,438.9,448.55,432.1,440.3,228286
17/03/2011,426,443.1,426,435.05,87391
16/03/2011,428.95,440.15,428.95,438.8,59660
15/03/2011,425,438.65,410.55,433,153247
14/03/2011,400.05,439.9,400.05,430.7,172631
11/03/2011,429.6,429.95,422,426.75,137670
10/03/2011,426.85,432.35,423.15,428.3,40376
09/03/2011,424,440.05,420,426.85,195770
08/03/2011,410,421.5,410,418.75,189719
07/03/2011,401.2,415,393.05,413.4,438932
04/03/2011,430,430,417,419.55,79389
03/03/2011,416,419.9,410,418.75,135965
01/03/2011,409.35,416,404.45,413.05,181878
28/02/2011,390,409.9,390,405.75,407631
25/02/2011,387,399,382.1,395.55,188855
24/02/2011,399.7,399.7,378.9,382.05,583861
23/02/2011,391,401.8,386,392,342371
22/02/2011,404,407.9,390,392,385573
21/02/2011,411.7,411.8,396.35,407.2,273314
18/02/2011,410,416.3,393.2,406.2,533876
17/02/2011,432,432,402.2,412.3,2123417
16/02/2011,388,454,388,425.4,3453098
15/02/2011,416.4,441,390,405.45,2802522
14/02/2011,421,425,415,421.8,216209
11/02/2011,416.8,425,407.5,419.1,274159
10/02/2011,420,421,385,407.05,586769
09/02/2011,410,416,396.35,410.7,1105954
08/02/2011,408,433,402,410.15,3676088
07/02/2011,460,468.6,370.35,411.75,10456708
04/02/2011,505.95,505.95,452.5,464,771524
03/02/2011,495.05,503.25,495.05,500.55,78235
02/02/2011,499.95,502,485.1,494.85,87075
01/02/2011,491.1,501.95,487.95,494.55,114888
31/01/2011,486.9,498,460.05,488.2,254945
28/01/2011,499.6,510,478.35,482.55,518096
27/01/2011,504.2,509,495.1,498.05,152988
25/01/2011,505,509.45,500.25,504.2,361767
24/01/2011,502.85,504.5,498,501.65,37572
21/01/2011,500,505,496.5,498.3,495239
20/01/2011,502,509.4,483.35,501.45,52381
19/01/2011,521,522,504,506.5,51984
18/01/2011,507,521.9,504.5,518.2,97440
17/01/2011,505.95,508.9,496.5,505.75,21976
14/01/2011,506,509.8,496,503.4,42817
13/01/2011,502,510.3,500.2,501.7,19602
12/01/2011,498,512,491,504.35,76450
11/01/2011,508,513.6,492,495.55,95037
10/01/2011,519,525,503,507,109583
07/01/2011,546,546,525.1,527.65,66798
06/01/2011,549,551,535.55,544.95,84433
05/01/2011,530,556.9,530,546,467566
04/01/2011,541,550,537.3,539.55,195779
03/01/2011,526,544,525.3,539.65,167653
31/12/2010,525.05,528.6,522.5,525.9,49278
30/12/2010,528.6,530,521,524.4,111497
29/12/2010,525,531.45,521.55,523.1,316392
28/12/2010,526.05,529.95,524.15,526.95,20081
27/12/2010,524.8,533.6,524,525.05,47234
24/12/2010,532,532,521.75,528.75,32297
23/12/2010,526,532.9,525.1,527.85,20238
22/12/2010,530,533.95,524,529.15,56043
21/12/2010,547,550,525.05,529,229544
20/12/2010,526.6,544,526.6,540.65,116748
16/12/2010,540,540.95,529.95,532.3,104308
15/12/2010,538,543.9,530.5,535.95,188097
14/12/2010,524,541.7,520,538,391388
13/12/2010,530,535,518.1,522.9,88551
10/12/2010,506,539.5,506,528.5,336219
09/12/2010,520.05,524.95,505,516.9,68972
08/12/2010,522,527,518,525,149500
07/12/2010,527,531,522.65,527.15,63958
06/12/2010,520.55,529.45,485.7,527.05,154053
03/12/2010,524.7,529.5,519.15,520.05,60311
02/12/2010,526,527,514.3,523.05,54498
01/12/2010,502,522,497.25,519.65,240950
30/11/2010,476.35,507.5,476.35,504.9,71102
29/11/2010,486,506,485.55,495,408524
26/11/2010,485.1,495,472.25,490.7,117304
25/11/2010,482.25,493.7,482,489.15,283618
24/11/2010,479.5,496,479.5,490,102936
23/11/2010,494.6,495.95,478,485.4,704924
22/11/2010,501.6,510.05,486.25,497.9,84246
19/11/2010,508.35,510.9,502,504.55,31539
18/11/2010,513.85,518.4,504,508.35,170458
16/11/2010,518,535,509,511.45,189228
15/11/2010,521.35,534,515.1,518.6,76411
12/11/2010,526.95,536.8,516.05,518.85,112100
11/11/2010,538.4,541,526.95,530.85,149966
10/11/2010,515,542,514,537.2,407914
09/11/2010,520.6,520.6,511,514.95,260397
08/11/2010,516.05,523.75,512.35,517.85,64604
05/11/2010,525,526.7,517,520.7,6679
04/11/2010,523.05,526,519.45,521.5,155389
03/11/2010,519,525,515,521.85,192807
02/11/2010,504.6,519,500.2,516.75,216743
01/11/2010,501,507,500.1,502.25,54537
29/10/2010,493.4,502,492,499.3,98871
28/10/2010,518.8,523.5,490.1,496.75,709001
27/10/2010,513,518,512.05,515.5,113528
26/10/2010,518.15,521.9,510.55,513,63199
25/10/2010,519.85,524,515.2,517.45,48431
22/10/2010,509.95,521.8,507.95,516.15,304411
21/10/2010,505,511.65,505,508.5,52122
20/10/2010,510.5,513.6,502,504.35,39739
19/10/2010,511.1,514.8,508.05,510.3,67744
18/10/2010,512.7,515,503.05,510.55,88509
15/10/2010,517,518.8,504,512.7,199783
14/10/2010,521.1,527.55,510,513.35,105011
13/10/2010,522.15,525,518.45,519.9,80682
12/10/2010,529.8,532,518,521.75,96923
11/10/2010,534.4,540,525,527.25,184687
08/10/2010,521.3,526.4,521.1,523.35,229477
07/10/2010,521.4,529.8,517,520.6,218805
06/10/2010,522.4,527,519,521.4,360881
05/10/2010,528.8,530.1,505.25,517.85,261667
04/10/2010,535,543.95,524.5,526.9,398286
01/10/2010,525.05,540.65,524.9,529.6,846732
30/09/2010,514.85,525.4,508.1,519,293389
29/09/2010,529.85,532.5,510.25,513.5,250782
28/09/2010,534.8,536,523,526.55,235131
27/09/2010,522.4,543.25,519,531,754288
24/09/2010,509.8,523,507.5,518.6,312844
23/09/2010,510,517.9,505.5,507.25,289176
22/09/2010,514.05,519.5,502.5,508.3,202916
21/09/2010,520.5,525,510.4,513.3,176562
20/09/2010,509,522.75,507.4,518.65,355958
17/09/2010,499,530.95,497,506.65,752035
16/09/2010,494.4,505.5,492,496.5,426589
15/09/2010,503.35,504.75,489,493.55,303618
14/09/2010,510.8,514.9,499,502.4,161576
13/09/2010,511.4,516,505,508.6,195291
09/09/2010,511.4,515.3,505.95,508.5,169453
08/09/2010,504.8,516,502.05,509.55,206236
07/09/2010,496.8,509.9,494.5,507.2,277600
06/09/2010,495,501.9,492.15,493.9,91356
03/09/2010,393,496.8,393,492.35,130161
02/09/2010,479,492.9,479,491.25,259363
01/09/2010,481.8,484.9,478.1,482,296255
31/08/2010,472.4,484,470.1,477.7,461078
30/08/2010,469,477,468,472.25,215224
27/08/2010,469.7,478.65,464.8,466.25,199259
26/08/2010,469.4,474.4,464,466.45,183986
25/08/2010,473.85,480.85,465,466.4,144858
24/08/2010,480.3,485.7,470,473.45,249965
23/08/2010,489,502.8,476.05,479.55,934324
20/08/2010,480,492,480,484.25,69936
19/08/2010,488,493.8,482.35,485.15,121734
18/08/2010,489,489.65,477.05,482.85,147671
17/08/2010,492.3,499,480.1,483.25,310449
16/08/2010,510,514.7,485.6,488.05,481259
13/08/2010,489,548.3,488.95,509.4,1226001
12/08/2010,472,492.5,470.7,487.95,387536
11/08/2010,470.75,481.05,470.75,476.7,241946
10/08/2010,473.8,476.6,467,471.05,196883
09/08/2010,469.6,473.45,465,471.4,94702
06/08/2010,462,485.5,455.35,463.85,441739
05/08/2010,478.4,478.4,458.5,460.85,122688
04/08/2010,475,477,467,470.35,161009
03/08/2010,459.4,477.95,457.2,473.4,305451
02/08/2010,457.5,459.5,452,454.6,47275
30/07/2010,457.3,462.2,452.15,454.5,127056
29/07/2010,465.1,468.5,451.05,455.7,291877
28/07/2010,447,463,441.55,460.1,449431
27/07/2010,440,448,438.05,446.95,181044
26/07/2010,435,448,433.5,437.7,111585
23/07/2010,443,447,433.25,434.9,173673
22/07/2010,444,449.9,441,442.7,110771
21/07/2010,468,470.5,443.75,451.75,396656
20/07/2010,459,467.9,456.15,465.35,313059
19/07/2010,451,463,443.1,456.2,245982
16/07/2010,441,454.7,436.55,449.15,141060
15/07/2010,443,446.45,432.05,441,118685
14/07/2010,439.9,444.7,437.6,441.55,146466
13/07/2010,425,441,425,436.05,360897
12/07/2010,431.5,433.3,426,428.55,21605
09/07/2010,433.8,435.95,428.55,430.1,73463
08/07/2010,433.45,434,428.1,430.95,44786
07/07/2010,429,432,425.05,428.75,64328
06/07/2010,430.9,431.6,426.15,427.75,41374
05/07/2010,431,434.35,425,430.15,29063
02/07/2010,432,439.4,426.25,429.75,120764
01/07/2010,436.5,439.45,429,431.05,113519
30/06/2010,418.95,439.9,415.5,437,380830
29/06/2010,447.7,447.7,420,422.55,281332
28/06/2010,411,423.25,409.2,420.8,184307
25/06/2010,408.9,421,408.15,411.55,259509
24/06/2010,407.9,415,404,406,278597
23/06/2010,376.35,408.45,376.35,404.85,126318
22/06/2010,406.7,411.7,401,402.55,131962
21/06/2010,409.9,409.9,403.1,404,196680
18/06/2010,404.75,411.95,401.25,403.05,370963
17/06/2010,404,405.5,400.25,402.4,319550
16/06/2010,418.6,418.6,401.2,402.55,319878
15/06/2010,412.5,421,409.1,412.2,125254
14/06/2010,409.95,422,406.35,408,105392
11/06/2010,420,424.85,405,408.15,326991
10/06/2010,392,420,392,416.5,597143
09/06/2010,388,395.7,385,393,40190
08/06/2010,414.7,414.7,386,388.95,87223
07/06/2010,395,399.9,382.5,394.75,108406
04/06/2010,404.1,410.7,395.15,397.6,235386
03/06/2010,403.7,407.4,402.05,403.15,68295
02/06/2010,407.95,408.9,397.15,399.65,212674
01/06/2010,409.2,413.85,401,403.2,84357
31/05/2010,411,411,403,405.6,51675
28/05/2010,406,420,403,409.3,749394
27/05/2010,400.25,408,392.5,401.9,79162
26/05/2010,402.5,408.65,395.15,399.4,215519
25/05/2010,403.9,405.95,400,403.8,98561
24/05/2010,409,413,402.4,406.65,134415
21/05/2010,410,413.75,399,407.2,119448
20/05/2010,415.5,420,410.15,415.35,81529
19/05/2010,420.1,430.8,410.1,414.85,140150
18/05/2010,446,452.7,423.2,424.65,333270
17/05/2010,437.9,444.9,426.2,437.3,81691
14/05/2010,439.65,446.5,422.35,439.85,258189
13/05/2010,420,428.95,420,425.15,24355
12/05/2010,425.4,431.95,420.25,424.95,128791
11/05/2010,406.35,428.9,406.35,425.4,52262
10/05/2010,410.35,431.4,410.35,422.55,161136
07/05/2010,405.4,414.85,405,409.35,64333
06/05/2010,412.85,422,408,413.4,68460
05/05/2010,418,418,405.3,413.55,108619
04/05/2010,426.85,431.1,418,420.9,237674
03/05/2010,428,428,422.05,424.7,21718
30/04/2010,434.5,434.5,419.5,421.85,23406
29/04/2010,424,424,416,418.6,147991
28/04/2010,422,424.75,417,420.55,39195
27/04/2010,426.95,432.3,420.7,425.9,53271
26/04/2010,435,435.45,425.6,426.95,42436
23/04/2010,431.5,438,429.95,433.45,402301
22/04/2010,427.8,433.7,421.25,430.85,195002
21/04/2010,424.7,425.3,419,424.5,232856
20/04/2010,418.5,423.5,416.3,420.25,33854
19/04/2010,424,424,415.05,417.85,116088
16/04/2010,426,427.95,420.5,422.95,61942
15/04/2010,420.15,430.5,420.15,423.25,91877
13/04/2010,429.8,429.8,422.1,424.25,31429
12/04/2010,432,433.95,423.25,424.3,129650
09/04/2010,429,433,425.5,426.25,53569
08/04/2010,430,435,425,428.55,54354
07/04/2010,435.3,440,426.75,430.1,118565
06/04/2010,432.5,441.4,427.25,433.65,261458
05/04/2010,430,434.5,428.2,429.55,77947
01/04/2010,427,434,424.05,429.85,279728
31/03/2010,421.7,431.05,418.1,428,199994
30/03/2010,422,430.95,416,421,168975
29/03/2010,431,434.8,422.25,425.45,162636
