Date,BHARTIARTL-EQ O,BHARTIARTL-EQ H,BHARTIARTL-EQ L,BHARTIARTL-EQ C,BHARTIARTL-EQ V
28/09/2010,371.05,376.95,370,373.25,3668221
27/09/2010,370.1,376.4,365.25,373.15,6494046
24/09/2010,355.1,369.35,353.05,368.15,8185982
23/09/2010,364.1,364.9,354.1,355.5,2481395
22/09/2010,369.85,375,358.7,362.75,4756235
21/09/2010,366.1,370.85,363.05,365.55,5899868
20/09/2010,359,373,359,365.95,9573742
17/09/2010,349.1,360,349.1,358.85,8250118
16/09/2010,355.1,360,345.6,347.55,6436730
15/09/2010,354,361,350.1,356.2,4684772
14/09/2010,351.15,359.5,345.1,356.45,6234534
13/09/2010,354.4,354.95,347.15,348.8,5135878
09/09/2010,354,357.95,347.7,350.1,5476016
08/09/2010,341,353.7,338,352,5770849
07/09/2010,345.9,347.3,341.1,343.55,3873422
06/09/2010,340,344.75,338,343.4,4084373
03/09/2010,335.2,341.4,335,339.25,3512214
02/09/2010,339.9,341.1,333.1,334.1,3429080
01/09/2010,329,339.8,328.8,337.65,7925467
31/08/2010,323,328.3,315.25,327.35,5685749
30/08/2010,319.9,326.35,319.15,322.8,4131857
27/08/2010,321,324.5,315,316.1,4099287
26/08/2010,318,323.9,314.65,321.55,4732589
25/08/2010,321.8,324.55,314,316.95,4223607
24/08/2010,317.8,325.4,316.85,323.2,6280189
23/08/2010,312,320.2,310.6,317.35,3886235
20/08/2010,312,313.8,308.1,310.3,2529490
19/08/2010,316.05,317.85,313.3,314.7,3136786
18/08/2010,317.2,319.3,312.25,315.2,3695182
17/08/2010,317.5,321,314.3,316.1,3915037
16/08/2010,318,321.15,312.7,318.75,2795553
13/08/2010,318,322.9,315,316.95,3371693
12/08/2010,317.25,323,315.25,316.9,5242685
11/08/2010,321.2,335.75,315.8,320.65,11274588
10/08/2010,329,329.6,323.5,325.5,4138359
09/08/2010,321.95,329.8,318.2,328.4,5951738
06/08/2010,324,326.85,320.25,323.4,2266237
05/08/2010,323.5,329,323.35,324.6,4442307
04/08/2010,329,330,321.55,323.15,3878491
03/08/2010,319.8,329.8,317.35,328.45,8863324
02/08/2010,308,320,308,318.05,8175948
30/07/2010,315,319.9,305.1,306.8,7663532
29/07/2010,321,321.9,315.5,316.9,3013133
28/07/2010,323.5,323.5,319.1,322,2530027
27/07/2010,322.2,324.4,317.15,322.65,6659817
26/07/2010,314,321.85,309.65,320.4,9377762
23/07/2010,304.45,316.5,302,313.8,10301222
22/07/2010,294.3,303,292,302.1,3520261
21/07/2010,298.65,299,294.1,295,2157051
20/07/2010,299.85,300.75,295.5,297.65,2343388
19/07/2010,296,302.6,294.7,297.5,4618706
16/07/2010,293,300,293,298.45,3055151
15/07/2010,303,304.5,296.3,298,3713520
14/07/2010,303,307.8,298.7,301.6,10481942
13/07/2010,304.9,306.65,297.7,299.85,9637893
12/07/2010,308.4,312.7,304.35,305.7,14596179
09/07/2010,282,310.5,282,308.65,47063539
08/07/2010,279.25,282.5,277.35,280.95,5594133
07/07/2010,271,279.4,271,276.15,9713858
06/07/2010,268,272.3,267,271.55,10382304
05/07/2010,265.4,267.95,263.15,267.45,3415864
02/07/2010,265.5,265.85,263.1,264.7,2216705
01/07/2010,263,266.25,261.1,265.05,7460679
30/06/2010,264.05,265.5,260.55,262.8,6315366
29/06/2010,266,267,263.6,265.8,3218957
28/06/2010,264,266.75,263.85,265.4,4953501
25/06/2010,262.9,265.9,262.1,263.05,5334436
24/06/2010,263.1,266,262.2,263.25,7468214
23/06/2010,262,265.9,260.15,264.05,3944878
22/06/2010,265,267.3,261.5,262,4519793
21/06/2010,266,268,264.35,264.85,6255146
18/06/2010,266.25,270,264,264.95,5434996
17/06/2010,266.1,269.5,263.4,267.1,4914233
16/06/2010,273,273,264.5,266.15,5570657
15/06/2010,268,272.45,265.05,269.55,6206127
14/06/2010,276.05,277.8,265.2,269.1,8555192
11/06/2010,292,292,271.75,273.5,10007852
10/06/2010,275,286.9,271.1,285.2,11625988
09/06/2010,260.75,274.9,259,272.05,12660154
08/06/2010,269,271.15,257.25,258.35,4699735
07/06/2010,266,273.3,266,268.4,4170907
04/06/2010,272,278.4,267.5,276.3,4484393
03/06/2010,272.4,277,271.4,273.45,6214302
02/06/2010,257,272.45,254.35,270.35,9731801
01/06/2010,263.1,264,255,257,4915605
31/05/2010,261,264.45,260,262.9,3521781
28/05/2010,264,265.8,258.05,260.7,5219401
27/05/2010,263.1,265,257.6,260.65,7372814
26/05/2010,267,269.6,260,263.65,3879936
25/05/2010,265.6,270.4,262.05,264.6,4758420
24/05/2010,268.05,271.35,263.3,266.05,4947047
21/05/2010,259,267.2,252,266.2,3386902
20/05/2010,260,265.55,258.8,260.25,4574243
19/05/2010,266.5,267,258.1,259.7,4728944
18/05/2010,267,271.8,264.35,267.95,5408042
17/05/2010,260,267.5,258.15,266.65,4990647
14/05/2010,255.5,267.75,254.55,264.55,13469639
13/05/2010,261.5,272,254.5,258.4,27475732
12/05/2010,284,284.5,259.85,261.25,26419999
11/05/2010,294.5,294.5,284.1,284.7,4736780
10/05/2010,292,298,286.75,294.4,3409753
07/05/2010,288,289.9,285.2,287.5,3053214
06/05/2010,295.9,297,290.3,291.95,5121078
05/05/2010,287.2,299.8,283.2,296.3,8898591
04/05/2010,299,299,288.15,289,4264961
03/05/2010,298,299.9,295.2,297,2995752
30/04/2010,299,302.4,295.45,298.55,7303865
29/04/2010,294,298.5,292.1,296.35,5241863
28/04/2010,297.95,299.6,292,293.8,6046883
27/04/2010,298,301.5,296.4,298.3,3089716
26/04/2010,300.1,303.9,296,297.4,4296258
23/04/2010,303.4,304.9,297.25,298.2,14354478
22/04/2010,305,305,301.5,303.1,3793399
21/04/2010,306,308.2,303.5,305.7,5064582
20/04/2010,309,309,302.5,304.5,3389565
19/04/2010,343.7,343.7,298.25,305.9,4336976
16/04/2010,303.5,306.65,301.7,304.8,3743783
15/04/2010,308,310.95,302.85,304.2,4444703
13/04/2010,307,312,306.15,307,3060521
12/04/2010,305.5,311.9,305.5,308.2,5310082
09/04/2010,312,316.5,307,307.9,5843978
08/04/2010,319,321.5,310,312.9,6198088
07/04/2010,317,325.8,313.7,320.4,5200634
06/04/2010,317.5,318.8,311.8,316.45,3721848
05/04/2010,307,318.15,302.5,316.05,9680847
01/04/2010,312.6,316.5,300.55,302,12995543
31/03/2010,308.7,319.7,307,312.55,6789112
30/03/2010,311.5,316,309.75,310.85,3334807
29/03/2010,311,314.9,310.2,312.2,2796536
26/03/2010,314.85,315.9,305,310.15,7188335
25/03/2010,310,316,303,314.4,10257603
23/03/2010,317.2,321,305.55,307.65,5619158
22/03/2010,307.5,319.8,307,316.35,6679874
19/03/2010,300,312.85,300,311.9,7665763
18/03/2010,299.95,303.5,297.1,300.1,4489695
17/03/2010,296,301.5,295.65,298.05,3330971
16/03/2010,298.5,299,292.55,294.8,2742226
15/03/2010,290,301.3,290,299.5,3134357
12/03/2010,293,300.35,293,299.1,4044755
11/03/2010,288.9,295.55,288.35,293.95,4030086
10/03/2010,292,294.5,284,288,5385114
09/03/2010,292,294.15,287.05,291.3,3785607
08/03/2010,298.15,302.8,291,292.7,6256751
05/03/2010,294,303.75,293,298.45,8167892
04/03/2010,290,294.9,290,293.6,3301735
03/03/2010,293,294.9,290.3,291.95,5097870
02/03/2010,280,292.8,280,290.2,6263842
26/02/2010,278,282,275.8,279.35,6424420
25/02/2010,277,280,275.5,276.25,6428278
24/02/2010,280,280,275,275.95,5201687
23/02/2010,275,281.2,275,280.1,3739371
22/02/2010,281,283,276,276.9,5662935
19/02/2010,280.55,283.9,274.3,278.8,8798725
18/02/2010,279,284.4,276,281.9,7016482
17/02/2010,273.4,281.75,273.4,279.15,16132351
16/02/2010,286,289.5,269.35,271.6,45045191
15/02/2010,317,317,284.4,285.6,18972593
11/02/2010,315.5,317.9,310.75,314.5,3372725
10/02/2010,315,318.4,308.2,315.3,5417799
09/02/2010,310,316.5,307,313.15,6126301
08/02/2010,302.1,310.5,299.4,308.35,4808575
05/02/2010,302,304.45,294.4,300.05,3915719
04/02/2010,307,309,300.5,304.1,2578956
03/02/2010,310,312.75,306.5,309,3649370
02/02/2010,314.5,315.7,306.1,307.65,4593595
01/02/2010,305,313.7,305,311.2,3865282
29/01/2010,311,313.9,304.15,306.4,6845712
28/01/2010,324,327.85,311,313.65,7620843
27/01/2010,329.5,331.8,320,322.9,5044367
25/01/2010,322.15,331.75,318.4,330.9,5398902
22/01/2010,318.7,330,315,322.15,8696121
21/01/2010,330,333,321.2,322.4,3955328
20/01/2010,321.55,332.3,321.55,331.5,9116756
19/01/2010,321,325.8,318.1,320.55,3884885
18/01/2010,317,322.7,316.15,320.7,3918998
15/01/2010,318,322.5,316,317.4,4407407
14/01/2010,319.2,322.6,317.2,318.05,3920034
13/01/2010,321.5,321.95,315.25,318.4,4299714
12/01/2010,330.1,333.9,320.4,322.25,6507716
11/01/2010,331,331,325.5,328.95,3143217
08/01/2010,329.75,331.45,324.65,325.05,2655707
07/01/2010,328.35,334,328,329.4,3868937
06/01/2010,332.95,335.15,326.1,326.85,4409919
05/01/2010,328.25,332,325.5,330.35,4302024
04/01/2010,329.85,332.1,323.85,325.2,2952340
31/12/2009,327.65,331.2,326.6,329.75,3907096
30/12/2009,328.25,329.9,324.1,325.7,2534361
29/12/2009,327,329,323,325.95,3043772
24/12/2009,327.8,331.5,319.3,321.15,4424630
23/12/2009,320.55,327,317.6,326.25,5016638
22/12/2009,312,322.8,310,321.95,7562290
21/12/2009,318,319.85,309.05,310.1,5144477
18/12/2009,322,323.8,315.75,317.85,3910978
17/12/2009,300,329.1,300,324.3,6311591
16/12/2009,316.6,327.5,316.6,325.5,6418634
15/12/2009,320,323.5,314.4,316.85,6803212
14/12/2009,336,336.7,318.5,319.55,7517994
11/12/2009,346,348.8,329.4,331.55,13061363
10/12/2009,332.1,344.9,329.15,342.4,20865745
09/12/2009,325.1,336.8,325.1,331.2,13673465
08/12/2009,316,332.35,315,328.55,11679337
07/12/2009,309,321,309,316.4,11967870
04/12/2009,305,313.4,302.6,310.1,6291424
03/12/2009,308,311,305,306.8,6399735
02/12/2009,306.1,311.5,302.7,304.75,8582668
01/12/2009,304.9,306.9,300.6,304.55,8609066
30/11/2009,285,302.5,284.9,299.55,11785356
27/11/2009,278,284.45,274,283.65,5785398
26/11/2009,281.5,287.65,278.2,280.45,10954873
25/11/2009,283.2,285.8,277.3,281.75,6555472
24/11/2009,278,283.5,274.5,282.5,9390222
23/11/2009,289,290,274.45,275.25,18701987
20/11/2009,293.4,293.4,283.05,288.75,11040370
19/11/2009,296.8,296.85,291.3,293.4,5742474
18/11/2009,296,301,294.35,296,7762651
17/11/2009,304.9,306.3,294.6,296.9,8063174
16/11/2009,304.9,307.85,301.3,302.75,7797690
13/11/2009,299.9,306.8,297.25,302.1,6851537
12/11/2009,297,309.5,295.75,298.95,10478105
11/11/2009,295.35,301,288.2,299.95,12868620
10/11/2009,310,312.45,291,293.4,11431598
09/11/2009,323.95,324.6,305.1,307.55,9098278
06/11/2009,315.1,325.6,315.1,320.05,7559609
05/11/2009,306.5,321.3,303.55,319.3,11461088
04/11/2009,309,311.35,295,305.6,11302262
03/11/2009,292,308.9,280,300.4,27471661
30/10/2009,313,321.75,290.1,292.85,33104590
29/10/2009,312,317.95,307.5,311.8,14319514
28/10/2009,305.9,322.4,305,317.1,13101587
27/10/2009,330,331,302.8,306.95,14229473
26/10/2009,332,335.65,323.25,330.65,8680157
23/10/2009,341,342.7,329.35,331.05,8543829
22/10/2009,333,340.6,331.6,337.05,11729200
21/10/2009,325.65,339.9,325.1,332.7,16648993
20/10/2009,335.9,338,326.1,328.65,10640536
16/10/2009,325.95,330.9,322.6,326.2,17436328
15/10/2009,345,345,323.55,325.1,22490700
14/10/2009,351.5,357,333.75,340.15,27238676
12/10/2009,345,353,344.45,351.25,14215161
09/10/2009,339,352,334.55,343.3,28061539
08/10/2009,360.05,364,330.1,333.95,41637786
07/10/2009,352,367.35,350.05,358.75,38085626
06/10/2009,400.25,400.25,349.3,359.35,69639854
05/10/2009,429.7,439,394.7,400.25,39670710
01/10/2009,426,459,426,435.1,33938386
30/09/2009,419.5,423.75,416.05,418.75,5398779
29/09/2009,418,428,416.55,419.1,8253336
25/09/2009,415,419.85,410.35,414.55,8495522
24/09/2009,429.5,485,408.15,419.3,11088384
23/09/2009,430,430,409.55,413.5,8653344
22/09/2009,447,448.45,426.3,428.55,6864589
18/09/2009,430,449.1,425.05,442.95,10047617
17/09/2009,422,438.8,422,432.8,6026997
16/09/2009,422,425.5,417.9,419.9,5117207
15/09/2009,418,422.9,413,415.6,6349819
14/09/2009,414,420,412.65,419.3,5040748
11/09/2009,424,426,411.15,421.2,7277382
10/09/2009,415,424,412.6,416.5,7668311
09/09/2009,425,425,407.45,409.35,6399349
08/09/2009,423.1,427.7,418.1,424,9652594
07/09/2009,409.95,426.5,405,420.6,10603079
04/09/2009,406.4,408.9,399.05,405,10425896
03/09/2009,415.85,418.75,403.15,404.95,5064097
02/09/2009,419,424.95,410,412.6,3655786
01/09/2009,418.65,433.45,410.5,422.25,2666665
31/08/2009,428.05,436.9,419,424.6,3954176
28/08/2009,418,439.25,412.6,435.2,10555261
27/08/2009,397,421.95,397,416.5,5697598
26/08/2009,410,412.7,403.1,405.4,3706533
25/08/2009,410.1,414.9,403.3,408.05,6453877
24/08/2009,413.8,418.65,412,414.3,4884457
21/08/2009,401,413.8,393.35,411.7,3510642
20/08/2009,409.9,410.9,399,400.05,4339669
19/08/2009,408.05,414.9,400.5,405.45,4818959
18/08/2009,396.9,415.45,396.9,411.05,4124002
17/08/2009,404.8,406,395,398.75,4422277
14/08/2009,410.9,413.7,404.3,408.75,3475916
13/08/2009,406,415,402,413.1,7061465
12/08/2009,378.7,409.4,372.1,405.5,10171863
11/08/2009,375,388.3,370.15,382.45,11346060
10/08/2009,391.05,398.8,365.05,373,15902099
07/08/2009,395.7,409,367.55,383.9,10725327
06/08/2009,400,401,394,399.3,8973002
05/08/2009,403.9,405.9,392.4,401.45,8946632
04/08/2009,418,418.8,398,400.8,10968783
03/08/2009,418,418,406.5,410.45,4896270
31/07/2009,428.35,431,404,410.1,6664702
30/07/2009,424.6,428.8,414.1,424,5922130
29/07/2009,429.8,434,415.2,424.7,5611966
28/07/2009,426.25,436.2,414.6,429.55,9182702
27/07/2009,416.1,428.4,416.1,423.5,5618750
24/07/2009,419.7,425.9,400.15,415.95,9645734
23/07/2009,435,435,397.7,407.05,15381902
22/07/2009,412.55,419.85,399.95,411.5,11560496
21/07/2009,424,432.25,414.32,418.95,6596694
20/07/2009,420.5,426.5,415.05,424.52,4931596
17/07/2009,394.05,418,394.05,413.12,8683780
16/07/2009,368.38,400,368.38,392.43,5635518
15/07/2009,392,397,387.5,390.15,4159642
14/07/2009,390.1,392,381.6,386.65,4694168
13/07/2009,387.5,390.95,380.6,383.18,3765342
10/07/2009,398,398,383,388.82,3943338
09/07/2009,400.05,403.98,393.5,397.85,3238978
08/07/2009,403.2,404.93,392.6,396.27,3543046
07/07/2009,392.55,411.8,391.77,406.18,5916598
06/07/2009,412,413.5,385.77,391.48,5669312
03/07/2009,403.5,411.43,398.45,409.52,2666082
02/07/2009,413.7,414.68,397.65,401.55,5928274
01/07/2009,401.57,414.9,400.02,412.12,5744948
30/06/2009,405,406.5,397.05,401.07,5062196
29/06/2009,409.23,409.23,400.07,403.62,2508612
26/06/2009,400.5,407.7,397.5,405.05,5396296
25/06/2009,400.52,406.5,393.65,396.93,9344852
24/06/2009,399.9,401.7,393.2,399.15,5308910
23/06/2009,393.85,397.35,375.5,393.2,5992314
22/06/2009,408.9,408.9,392.55,395.35,5330554
19/06/2009,403.5,408.45,395.65,403.6,5976224
18/06/2009,403.3,407.2,396.5,402.43,5122440
17/06/2009,402.4,412.65,397,401.48,7235370
16/06/2009,403.05,413.95,393.35,404.75,9590036
15/06/2009,410.5,414,405.05,409.73,4880710
12/06/2009,429.95,431.8,410.05,414.07,8447586
11/06/2009,417.3,432.95,417.3,427.2,12711488
10/06/2009,406.25,424,403.8,417.3,14308914
09/06/2009,406,408.35,397.1,406.23,7649236
08/06/2009,405.82,418.5,401.93,406.93,5596898
05/06/2009,409,417.5,403.3,413.38,8519640
04/06/2009,388.5,409.5,388.5,408.2,6755896
03/06/2009,392.2,409.5,392.2,399.23,10350256
02/06/2009,395,414.43,395,400.2,8197768
01/06/2009,435,435,390,402.4,17131084
29/05/2009,405,418,399.07,410.45,14847826
28/05/2009,389,403.35,382.5,397.95,35213964
27/05/2009,398.85,398.85,375,384.4,31364800
26/05/2009,408.5,415,378.75,385.6,27150228
25/05/2009,432.5,460,393,405.18,23715356
22/05/2009,426.23,432.9,421.95,429.8,9012284
21/05/2009,429,440,417.52,426.23,7731620
20/05/2009,456.95,456.95,420.3,429.82,22778336
19/05/2009,510,510,445,457.55,23911434
18/05/2009,475,518,440,501.6,123530
15/05/2009,387.45,405.45,382.5,399.93,8352428
14/05/2009,392.35,392.35,377.7,382.32,7635352
13/05/2009,394,411,390.5,397.88,5996128
12/05/2009,372,399,370.05,396.9,6493692
11/05/2009,385,391.38,372.5,374.32,5194178
08/05/2009,390,393.32,378,384.18,4956724
07/05/2009,378.75,393.45,378.75,391.27,8903492
06/05/2009,372.45,385.5,369.82,378.75,9565506
05/05/2009,397,397,369.27,375.38,8101480
04/05/2009,382.68,396.35,375.15,379.62,16647358
29/04/2009,377.5,379,357,376.38,13594242
28/04/2009,374.95,374.95,356.5,362.18,8870830
27/04/2009,370,378.2,365.1,371.82,6936322
24/04/2009,353.25,380.85,353.25,374.88,13921922
23/04/2009,362.5,362.5,344.1,353.95,11279474
22/04/2009,364.95,364.95,349,356.3,9424768
21/04/2009,335,368.5,335,359.75,11856822
20/04/2009,340.8,347.75,333.18,344.1,6195340
17/04/2009,337.5,346,334.1,340.27,11544456
16/04/2009,344.85,352.45,332.5,333.9,8985800
15/04/2009,330,344,326.1,342.52,8563588
13/04/2009,334.5,339.75,326.25,331.65,5996408
09/04/2009,334,345,330,333.02,6822148
08/04/2009,322.5,336,312.18,331.15,11910950
06/04/2009,322.75,335.75,321.02,329.88,8150784
02/04/2009,312.5,324.75,310.32,319.35,9125972
01/04/2009,313.2,313.2,297,307.43,15898474
31/03/2009,309.23,318.75,306.88,312.88,10583522
30/03/2009,291.32,309.2,291.32,304.82,6277044
27/03/2009,312.55,317.93,304.5,310.93,8226846
26/03/2009,296,312.5,291.82,310.93,13947804
25/03/2009,297.5,303.5,291.1,295.5,9503128
24/03/2009,299.98,310.85,297.85,301.85,9174900
23/03/2009,286,300,284.2,296.6,11403364
20/03/2009,285,286.5,276.5,284.7,7989432
19/03/2009,287.12,287.95,282.38,285.35,6612142
18/03/2009,287.38,289.35,278.5,284.88,18630596
17/03/2009,287.5,292.4,282.25,285.77,8452586
16/03/2009,281,288.4,279.75,285.65,12506744
13/03/2009,279.35,284.95,272.52,278.82,29439582
12/03/2009,311.85,311.85,270.55,274.23,29749754
09/03/2009,295.1,300.35,291.02,293.88,4340330
06/03/2009,291.5,302.75,285.02,301.12,6611166
05/03/2009,303.5,303.5,287.5,294.88,8657578
04/03/2009,302,303.5,294.55,300.32,6897648
03/03/2009,312.43,312.43,297.18,300.57,9854626
02/03/2009,316.35,316.35,306,308.4,7417704
27/02/2009,323.85,323.85,312.52,319.25,6527046
26/02/2009,321,330,315.68,326.1,7924344
25/02/2009,321,330,318.18,320.38,7011726
24/02/2009,315.5,321,313.5,318.32,3625882
20/02/2009,315.5,325.73,315.5,321.35,3839206
19/02/2009,318.6,325.55,318.12,324.23,4616540
18/02/2009,314,325.85,313.25,320.43,5257082
17/02/2009,314,318.6,312,316.32,8845332
16/02/2009,325.88,325.88,314.05,318.88,6599990
13/02/2009,329.4,332.5,321.77,325.88,6660876
12/02/2009,335,337.25,322.5,325.43,5771296
11/02/2009,325.07,339.5,322.5,336.73,4499560
10/02/2009,331.4,333.5,324.05,331.77,5649486
09/02/2009,324.45,334.5,319.6,332.88,3681972
06/02/2009,317.5,324.7,316.05,323.52,4150352
05/02/2009,323,323,309,314.32,4536200
04/02/2009,316.52,320,313.1,317.15,5929508
03/02/2009,311.5,318.48,306.9,312.5,5294558
02/02/2009,314.85,314.85,303.52,307.9,6691704
30/01/2009,310,318,306.1,316.98,6482722
29/01/2009,332.5,332.5,310.15,313.7,12634980
28/01/2009,325.8,330,317.6,326.07,10515596
27/01/2009,307.82,324.95,307.25,323.7,9260680
23/01/2009,307.5,312.5,301.62,306.57,6486374
22/01/2009,292.5,311.85,290,309.6,16329184
21/01/2009,276.68,304.35,276.68,291.52,10035118
20/01/2009,318.5,318.5,305,308.18,6064804
19/01/2009,317,326.9,315,323.43,4089876
16/01/2009,308.4,319.5,304,317.38,6329722
15/01/2009,307.5,307.5,292,301.82,8543990
14/01/2009,309.85,317.5,305,311.38,7588548
13/01/2009,310.02,314.5,296.93,303.52,9810888
12/01/2009,316.15,318.65,304.07,311.93,8222770
09/01/2009,323,327,303.82,319.45,14692014
07/01/2009,332.95,334.45,306,325,15151436
06/01/2009,349.7,349.7,325.62,328.5,15812080
05/01/2009,355.12,357,338.62,342.82,10988822
02/01/2009,360.77,361,349.5,352.45,7764984
01/01/2009,357.5,362.5,354.15,359.98,3364948
31/12/2008,362.48,364.48,355.75,357.75,3876970
30/12/2008,359,367,352.5,361.3,4337106
29/12/2008,344.95,358.45,332.5,356.02,2893402
26/12/2008,349.95,349.95,339.2,343.2,3519488
24/12/2008,354.5,358.5,340.07,344.7,11371776
23/12/2008,364.35,364.35,350.62,355.43,5521928
22/12/2008,365.45,366.5,356.1,361.05,4798766
19/12/2008,359.95,366,350.05,360.85,7374922
18/12/2008,361.4,361.4,349.07,355.07,11767866
17/12/2008,379,379,351.8,354.62,6781164
16/12/2008,372.43,374.95,362.12,372.4,5418744
15/12/2008,374.9,374.9,362.65,368.7,5030096
12/12/2008,367.5,367.5,355.02,361.75,9451612
11/12/2008,360.55,374.85,358.02,371.2,10037050
10/12/2008,355.5,370,353.5,367.9,11542998
08/12/2008,344.4,358.45,339,350.62,8751126
05/12/2008,340,348,330,332.4,5962876
04/12/2008,334.5,345,327.05,342.85,8928018
03/12/2008,346.85,346.85,323.25,332,9923604
02/12/2008,320,337.5,311,335.43,9472552
01/12/2008,338.85,347.43,322.62,325.35,9133566
28/11/2008,317.5,338.9,315,335.52,15108752
26/11/2008,318.5,329.35,312.05,326.5,8628294
25/11/2008,329.95,332.5,308.85,313.9,8759816
24/11/2008,307.5,323.9,298.52,318.9,9239096
21/11/2008,292.5,315.25,290.55,309.43,10245006
20/11/2008,298.65,299.85,288.25,296,9956880
19/11/2008,316.7,319.55,301.07,306.18,14202116
18/11/2008,315.62,330,307.8,311.45,10038334
17/11/2008,329.85,337,310.02,332.2,7463436
14/11/2008,320,336.85,317.1,323.75,12491370
12/11/2008,325,337.05,305.05,315.98,9959354
11/11/2008,359.68,359.68,325.55,329.73,8646700
10/11/2008,330.5,362.4,330,355.82,5641230
07/11/2008,317,329.9,310,324.02,8909484
06/11/2008,339,339,309.4,319.7,11020244
05/11/2008,370.1,374,340.5,342.68,8975468
04/11/2008,356.18,365.5,331.27,358.48,10934084
03/11/2008,345,350.25,332,345.75,6978550
31/10/2008,319.32,333.5,298.55,326.88,20106614
29/10/2008,327.95,327.95,288.23,308.23,18224548
28/10/2008,300,307.5,296.32,305.35,1267836
27/10/2008,274.7,294.93,241.5,282.3,15522458
24/10/2008,302.5,302.5,252.5,268.55,15134488
23/10/2008,324.85,324.85,303.95,307.52,11773998
22/10/2008,357.2,357.2,330,333.12,10156462
21/10/2008,358.32,371,336,362.18,8716284
20/10/2008,393.8,393.8,337.5,354.05,11957324
17/10/2008,377.5,384,333.32,338.57,10104768
16/10/2008,354.82,377,326.68,365.32,10813130
15/10/2008,379.35,379.35,347.6,357.43,11521306
14/10/2008,382.45,392.43,376,383.3,10847066
13/10/2008,374.23,378.95,346.05,369.93,8739472
10/10/2008,350,356.35,324.65,346.15,24047736
08/10/2008,367.35,371,352.52,366.68,11743418
07/10/2008,380,384,366.57,374.12,10160122
06/10/2008,381,381,357.07,363.88,10757308
03/10/2008,399.85,399.85,371.55,378.15,8401728
01/10/2008,409.5,409.5,376.12,395.35,5580392
30/09/2008,372.5,399.5,325.5,392.43,13858158
29/09/2008,388.5,388.5,354.6,375.12,13186358
26/09/2008,399.93,399.93,383.77,388,7470192
25/09/2008,400.25,412.5,389.07,395.45,14625988
24/09/2008,400,407.35,389.57,405.27,6278390
23/09/2008,400,401.2,390.05,396.32,7163720
22/09/2008,407.5,407.5,399.52,404.4,7119522
19/09/2008,397.5,409.85,388.32,402.93,25872078
18/09/2008,374.95,384.9,349.5,380.62,25015524
17/09/2008,389.7,389.7,375.62,385.07,7841700
16/09/2008,380,391.95,364.12,387.05,11946256
15/09/2008,382.5,385.95,370,383.07,8671330
12/09/2008,388.5,394.5,372.5,389.43,8606998
11/09/2008,404.5,405,387.07,388.48,12596358
10/09/2008,414.5,417.45,404.75,406,5414832
09/09/2008,412.5,419.85,405.5,418.45,4407130
08/09/2008,417,417,406.8,409.9,4602194
05/09/2008,412.35,412.35,399.07,401.7,6465246
04/09/2008,420,420,407.52,412.9,5907784
02/09/2008,424.35,424.35,402.85,417.32,4067344
01/09/2008,418.5,418.5,405.12,408.1,3234280
29/08/2008,405.1,421.82,403.5,418.75,5610072
28/08/2008,410.5,411.45,398.18,402.25,7765828
27/08/2008,406.95,406.95,397.5,402.43,4461390
26/08/2008,395.62,406.45,395.62,404.4,3496940
25/08/2008,406,411.9,406,408.25,2700302
22/08/2008,403.85,408.2,395.85,404.85,2713358
21/08/2008,407.35,408.35,398.15,399.62,2126214
20/08/2008,398,409.5,396.43,408,5127690
19/08/2008,407.45,407.45,391.05,395.95,5226712
18/08/2008,414.4,414.4,400.45,404.55,3609676
14/08/2008,410.07,417.2,405.25,409.3,4840750
13/08/2008,409.98,414.05,406.05,410.43,3336962
12/08/2008,429,429,409.2,411.62,5582322
11/08/2008,432,432,421.05,422.77,3937634
08/08/2008,432.48,432.48,416.05,420.43,3697408
07/08/2008,433.5,433.5,418.3,424.68,8269650
06/08/2008,425,443.45,424.05,434.7,10955130
05/08/2008,387.5,422.57,387.5,420.05,5091572
04/08/2008,407.45,412.35,402.57,408,3629584
01/08/2008,394.95,412.35,385.3,410.07,9248194
31/07/2008,412.5,412.5,394.05,399.35,10209682
30/07/2008,419.85,419.85,392.5,404.95,6365612
29/07/2008,398,398,381.52,388.95,6060870
28/07/2008,351.27,407.5,351.27,397.57,5564098
25/07/2008,389.85,409.65,387.57,398.43,5617544
24/07/2008,418,430.98,395.3,399.82,16974292
23/07/2008,400.5,414,392.57,408.1,13224110
22/07/2008,381.12,410,381.12,389.1,9958176
21/07/2008,403.1,414.45,386.62,399.27,6834378
18/07/2008,399.8,406.5,366.5,401.55,11230786
17/07/2008,379.5,381.4,370.62,374.73,9618608
16/07/2008,356.38,368.45,350,365.48,7454666
15/07/2008,359.45,368,347.68,355.02,5368436
14/07/2008,360.62,375.73,360.62,367.93,4519158
11/07/2008,374.98,384.85,367.5,372.45,6212098
10/07/2008,373.25,378.95,365,370.88,8032388
09/07/2008,362.5,378.85,361.75,373.2,7101066
08/07/2008,360.5,360.5,347.5,355.52,5896604
07/07/2008,336.27,377,336.27,363.82,4128488
04/07/2008,353.88,362.95,351.1,358.57,6853482
03/07/2008,372.75,372.75,349.6,353.88,8865054
02/07/2008,369.85,379.5,345.62,371.15,14521118
01/07/2008,369.93,369.93,343.95,353.45,9486268
30/06/2008,378.9,378.9,358,360.62,4286736
