Date,RPOWER-EQ O,RPOWER-EQ H,RPOWER-EQ L,RPOWER-EQ C,RPOWER-EQ V
03/11/2011,98.4,99.7,96.2,98.95,5134949
02/11/2011,93,100.5,93,98.85,5128786
01/11/2011,94.5,96,93.5,95.05,2320830
31/10/2011,94,95.9,93.05,95.5,2149055
28/10/2011,94,95.45,92.4,94.8,2513768
25/10/2011,88.75,93.15,87.3,92,3624197
24/10/2011,85.5,89.85,85.4,88.55,3264198
21/10/2011,85.6,85.95,83.45,85.35,1646709
20/10/2011,85.15,86.4,84.5,85.4,1954281
19/10/2011,86.05,87.85,85.7,87.7,1356530
18/10/2011,86.2,86.45,84.7,85.8,1808640
17/10/2011,86.15,87.95,85.05,87.15,2534827
14/10/2011,84.4,87.15,84,86.75,2300813
13/10/2011,84.4,85.25,83.65,84.7,2147567
12/10/2011,82.2,84.5,82.2,84.3,1975105
11/10/2011,82.7,83.35,81.55,82.65,1903319
10/10/2011,81.05,82.8,80,82.2,1728070
07/10/2011,81.25,82.25,80.2,81.2,2225386
05/10/2011,78.5,80,78.2,79.35,1925118
04/10/2011,78.05,80.85,76.8,78.25,2626757
03/10/2011,76.4,78.9,75.9,78.05,3081531
30/09/2011,78.1,78.25,75.1,76.75,6056411
29/09/2011,79.5,80.4,78.5,79.85,2152760
28/09/2011,82.45,82.45,79,79.5,2824889
27/09/2011,81.1,82.7,80.8,82.05,2987119
26/09/2011,81.85,81.85,78.65,79.95,2891447
23/09/2011,78,82.9,77.2,81.85,5681818
22/09/2011,81.85,81.85,78.15,78.7,2413693
21/09/2011,84.4,84.5,81.9,83.05,2836078
20/09/2011,79.85,84,79.85,83.75,3724924
19/09/2011,79,80.75,78.9,79.8,2109412
16/09/2011,80.5,81,78.8,79.45,3531589
15/09/2011,79.2,80.25,78.45,80,4123065
14/09/2011,78.75,79.5,77.6,78.55,3067275
13/09/2011,78.65,79.65,76.8,77.9,3273908
12/09/2011,80.9,81,77,77.4,4251074
09/09/2011,85,86.05,81.1,81.6,4276850
08/09/2011,84.8,86.05,84.2,84.75,3265008
07/09/2011,83.95,87.25,83.7,85,6297364
06/09/2011,84.1,85.25,82.25,83.25,4552509
05/09/2011,83.9,85.6,83,85.05,3855424
02/09/2011,86.4,86.4,83.4,84.45,4186590
30/08/2011,85.05,85.4,82.8,84.85,2559920
29/08/2011,78.5,84.6,78.5,83.45,3212203
26/08/2011,82,82.45,76.75,77.95,4037752
25/08/2011,83.9,84.15,81.25,82,2646913
24/08/2011,84.25,86.5,82.8,83.2,2321970
23/08/2011,85.9,86.4,84.05,84.75,2043938
22/08/2011,83.5,85.7,82.7,84.75,2251390
19/08/2011,82,83.5,80,82.9,1900853
18/08/2011,86,86.85,83.1,83.9,1882617
17/08/2011,86,88,84.8,85.55,2944233
16/08/2011,92.5,92.9,83.95,85.95,2702451
12/08/2011,92.1,92.8,90.6,91.2,2120347
11/08/2011,90.3,92.45,89.5,91.05,6026868
10/08/2011,93.85,93.9,90,90.65,4577732
09/08/2011,92.2,93.55,89.25,90.2,7237303
08/08/2011,100,100.7,95.1,96.45,3539651
05/08/2011,105.1,106,101,103.35,2511492
04/08/2011,111,111.95,108.5,108.9,1286884
03/08/2011,110,111.4,109.05,110.6,1145603
02/08/2011,111.7,111.95,110.5,110.95,935588
01/08/2011,112.1,113.95,111.05,112.35,1003603
29/07/2011,113.6,114.5,110.6,111.95,2430014
28/07/2011,114.6,115,112.5,113,1322018
27/07/2011,117,118.95,114.4,115.35,1707642
26/07/2011,117,119.9,116.6,117.25,2491635
25/07/2011,115,117.9,114.25,117.1,1593376
22/07/2011,114,114.9,113.25,114.6,804489
21/07/2011,114,114.8,112.6,113.1,751405
20/07/2011,115.55,116.25,113.85,114.4,913404
19/07/2011,114.75,115.9,113.4,115.3,917581
18/07/2011,114.5,114.9,113.1,114.05,914379
15/07/2011,116.65,117.55,113.6,114.15,1658911
14/07/2011,116,117.9,115.4,116.65,1174433
13/07/2011,116.1,117.5,116.1,116.95,781752
12/07/2011,117,118,115.3,115.75,896024
11/07/2011,118,119.6,116.1,118.2,2128981
08/07/2011,118.8,119.9,118.1,118.65,1509132
07/07/2011,117.25,119.2,117.25,118.85,1118847
06/07/2011,118.3,118.6,116.65,117.75,1232949
05/07/2011,117.7,119.3,117.05,118.7,1886530
04/07/2011,116.2,118.3,116.2,117.55,1342872
01/07/2011,116.4,117.8,114.2,115.95,1754808
30/06/2011,114.5,116.5,113.85,115.9,1446390
29/06/2011,115.8,116.2,113.25,114,1726668
28/06/2011,115.5,116,113.75,115.15,1108764
27/06/2011,112.45,115.9,112,114.7,2698592
24/06/2011,109.6,112.85,109.5,112.6,1787034
23/06/2011,108,109.7,107.4,108.85,1491199
22/06/2011,110.2,111.2,108.1,108.7,1217979
21/06/2011,110.25,111.5,108.1,109.85,1974358
20/06/2011,115,115,109.8,110.25,2185963
17/06/2011,115.6,116.9,113.65,115.35,1480026
16/06/2011,115,116.9,114.9,115.6,1085011
15/06/2011,118.75,118.75,115.25,115.8,1206096
14/06/2011,117,118.7,116.55,118.4,1261679
13/06/2011,115.5,117.6,114.5,116.6,1115642
10/06/2011,116.75,116.9,115.05,115.75,1025801
09/06/2011,118,118.45,116.6,116.85,824654
08/06/2011,119,119.75,117.15,117.85,1413794
07/06/2011,117.1,118.95,117.1,118.3,1295518
06/06/2011,118.5,119.8,116,117.65,1684361
03/06/2011,121.15,122.6,118,118.8,3901562
02/06/2011,118,121.4,115,116.7,3387534
01/06/2011,118.6,120.75,117.5,119.9,2632303
31/05/2011,117,118.3,116.15,118,2413362
30/05/2011,115.85,118,115.5,116.55,2697113
27/05/2011,110.1,118.9,110.1,115.7,7407821
26/05/2011,110.45,111.25,109.6,110.1,1865547
25/05/2011,110.5,111.2,109,110.25,1335360
24/05/2011,110.45,111.65,109.3,111,1225390
23/05/2011,112,112,109.05,109.8,1194206
20/05/2011,110.4,113.8,109.35,112.7,2190386
19/05/2011,110.8,111.8,107.85,109.1,2011682
18/05/2011,113.5,113.5,110.2,110.7,1387935
17/05/2011,113.8,115,112.25,112.65,1011955
16/05/2011,116.45,116.45,113.5,113.85,1067874
13/05/2011,116,117.9,115,115.75,1576851
12/05/2011,116.3,117.25,115,115.25,961223
11/05/2011,116.3,117.25,115.5,116.2,1128370
10/05/2011,117,118.9,115.3,115.65,1394095
09/05/2011,118.6,118.9,116.15,116.65,1668029
06/05/2011,120.45,120.45,115.95,117.6,2198852
05/05/2011,124,124.75,118,118.55,2058060
04/05/2011,123.95,125.9,122.35,124.25,1124651
03/05/2011,127,127.85,122.45,123.55,1397856
02/05/2011,129.55,131.5,126.75,127.55,1232424
29/04/2011,128.85,131.45,128.85,130.7,2531301
28/04/2011,129.05,129.75,127.1,128.75,2599817
27/04/2011,130.45,130.7,128.3,129.1,903137
26/04/2011,129.15,130.6,128,129.95,1060698
25/04/2011,130.3,131.8,129.4,129.8,914186
21/04/2011,129.1,131.6,129,130.95,1428393
20/04/2011,129.2,130,125.55,128.8,1706125
19/04/2011,127.5,129.1,127,128.25,1198552
18/04/2011,130.5,133.75,126.9,127.2,1915578
15/04/2011,132.2,133.25,130.55,131.3,1151785
13/04/2011,128,133,128,132.7,1700920
11/04/2011,131.8,132.35,129.55,130.1,1256986
08/04/2011,135.15,136.25,130.45,131.45,1950632
07/04/2011,136.6,137.2,135,135.65,1533477
06/04/2011,133.8,137.45,132.3,136.55,3172706
05/04/2011,134.4,134.8,132.1,133.75,1712208
04/04/2011,131.95,134.9,130.7,134,2357086
01/04/2011,131.5,134.6,131.5,133.3,4357052
31/03/2011,125,131.85,122.85,130.4,5990994
30/03/2011,124.1,126.15,124.1,124.65,1565687
29/03/2011,123.2,126,123.2,124.05,2456824
28/03/2011,123.55,124.75,123.35,124,1726646
25/03/2011,123.5,125.1,122.6,124.65,2027158
24/03/2011,123,124.25,121.8,122.7,1657341
23/03/2011,119.4,122.9,118.75,122.45,2812781
22/03/2011,120.9,120.95,118.4,119.2,2662203
21/03/2011,122,124,118.05,118.55,2598395
18/03/2011,125.95,126.25,120.65,121.35,3132781
17/03/2011,124.5,126.7,123.75,125.1,2823314
16/03/2011,123.4,126.7,123.35,125.2,4521746
15/03/2011,124,125.1,120,122.2,6170679
14/03/2011,122.2,127.7,122.2,127.3,3922189
11/03/2011,123.5,126.3,122.2,123.15,3414442
10/03/2011,123.5,125.8,122.7,125,3933555
09/03/2011,123.3,125.6,121.45,124.6,3644358
08/03/2011,123,124.95,121.25,122.35,4580451
07/03/2011,118.5,123.4,117.2,122.9,8493194
04/03/2011,114.5,123.95,114.25,121.15,12596290
03/03/2011,112.85,115.45,111.95,113.6,2939018
01/03/2011,111,114.5,110.1,113.4,3599600
28/02/2011,110.5,112.3,109.5,110.35,3111176
25/02/2011,113,113.4,106,109.1,4215988
24/02/2011,113.65,115,110.1,110.8,4197900
23/02/2011,114.8,117.4,113.65,114.25,5522316
22/02/2011,114.9,116.8,112.75,114,3405381
21/02/2011,114.5,116,112.35,114.45,3272185
18/02/2011,121,121.8,111.2,113.75,4411629
17/02/2011,121,122.15,119.25,120.7,1929258
16/02/2011,121,123.85,119.25,121.75,2867144
15/02/2011,118.4,122.9,115,121.3,6701884
14/02/2011,117.35,119,114.3,117.65,3654099
11/02/2011,113.1,115.9,107.15,114.9,5643530
10/02/2011,115.05,119.25,111,112.15,9560520
09/02/2011,123.7,124,106.45,112.2,9439418
08/02/2011,128,129.5,123.05,124.15,2034119
07/02/2011,131,131,127.3,127.95,1685499
04/02/2011,132.5,135.8,128.05,129.3,4184150
03/02/2011,127.8,131,125.65,130.6,2619985
02/02/2011,132.1,132.5,127,127.75,2664879
01/02/2011,136,136.6,130,130.5,1621658
31/01/2011,136,136.7,133.6,135.1,1440295
28/01/2011,139.9,140,135.7,136.9,1563476
27/01/2011,140,144.5,139,140.55,5186766
25/01/2011,141.8,142.5,138.55,138.9,998853
24/01/2011,142.2,143,140.2,140.6,934843
21/01/2011,139,143.3,138.35,142.2,2323589
20/01/2011,136.1,139.2,136.1,138.8,1256444
19/01/2011,138,139.95,136.85,137.45,1700431
18/01/2011,139,139.95,137,137.95,2219502
17/01/2011,142.5,142.5,133.2,137.8,5240152
14/01/2011,148.1,150.75,146.1,146.95,1262369
13/01/2011,150.55,151.75,147.8,148.45,1591211
12/01/2011,150,150.3,146.05,149.8,2064300
11/01/2011,151.1,152.5,146.5,148.2,2213895
10/01/2011,154.75,155.5,149.8,150.3,1945488
07/01/2011,161,161.7,153.6,155.3,2684241
06/01/2011,160,162.2,158.8,161.1,3738755
05/01/2011,158.15,161.3,157.5,159.55,3013330
04/01/2011,159.1,160.45,156,158.65,2462191
03/01/2011,158.25,161,158.25,159,1994870
31/12/2010,155,159.7,154.5,158.15,3633601
30/12/2010,153,155.65,151,154.45,3467504
29/12/2010,153,154.35,152.6,153,1037412
28/12/2010,152.1,155.5,152.1,153.25,2204827
27/12/2010,155,155.5,152.1,152.45,1782497
24/12/2010,148.1,156.45,147.7,155.5,4472811
23/12/2010,149.15,149.8,147.7,148.1,1329184
22/12/2010,150,151.7,147.7,148.3,1915246
21/12/2010,149.9,150.8,149.05,149.6,1544764
20/12/2010,151.6,152.1,148.6,149.4,1684748
16/12/2010,156.45,156.45,151,152.35,1929224
15/12/2010,155.5,158.25,152,154.2,2501320
14/12/2010,154,154.75,152.5,154.3,1256330
13/12/2010,153.4,153.9,149.65,153.1,1646566
10/12/2010,151.7,153.5,148.35,151.85,2157523
09/12/2010,157.9,157.9,150.25,151.05,1625111
08/12/2010,159.8,159.8,155.8,156.65,1367191
07/12/2010,159.8,161.4,158.55,160.05,1207503
06/12/2010,161.25,163.25,158.65,159.3,1173782
03/12/2010,163,164.25,159.65,160.5,1814793
02/12/2010,164.4,164.9,162.2,162.85,1814201
01/12/2010,159.5,163.75,158.65,162.4,2428459
30/11/2010,156,161.7,153.5,160.2,5328372
29/11/2010,159,159.35,153.75,156,2531338
26/11/2010,159.7,160.35,151.2,157.6,4770228
25/11/2010,169.4,169.85,156.1,157.9,5797158
24/11/2010,170.25,173.5,167.1,168.05,1599869
23/11/2010,170,176.25,167.6,171,4485761
22/11/2010,168.25,173.5,166.75,170.95,2779898
19/11/2010,172.5,173,166.55,167.5,2429729
18/11/2010,177.8,178.95,167.15,172.5,3588322
16/11/2010,183.2,184.45,175.15,176.1,4713130
15/11/2010,183,184.65,175.3,182.05,9899011
12/11/2010,189.85,190.7,181.7,183.35,14225167
11/11/2010,172.5,192.8,172.5,190.75,45795956
10/11/2010,170.9,174.4,170.55,173.45,2660968
09/11/2010,171.95,172.8,168.65,170.95,3038042
08/11/2010,170,175,170,172.1,9185369
05/11/2010,167,167.1,164.15,164.9,439972
04/11/2010,160.2,166.8,160.2,165.2,4088543
03/11/2010,158.3,163,158,160.1,1291493
02/11/2010,158.5,159,157,157.95,941985
01/11/2010,158.7,159.25,156.7,158.3,1289426
29/10/2010,157.1,158.7,155.8,157.05,2625471
28/10/2010,157.55,159.5,151.5,152.95,4121163
27/10/2010,159.45,160.4,156.7,157.5,876188
26/10/2010,160.7,161.85,159.4,159.8,756367
25/10/2010,160.1,161.9,160,160.3,735497
22/10/2010,161.25,161.25,159.2,159.8,791579
21/10/2010,158,161,157.65,160.25,1055458
20/10/2010,158,159.2,156.6,157.55,909754
19/10/2010,162,162.6,158,158.65,855144
18/10/2010,160.3,163,158.7,161.55,1199846
15/10/2010,163.35,164,159.6,160.3,1071187
14/10/2010,166.9,167.1,162.4,162.95,1248132
13/10/2010,164,166.95,163.5,166.35,1068579
12/10/2010,164.85,165.7,163,163.5,841518
11/10/2010,162.5,167,162.5,164.9,2834870
08/10/2010,166.65,167.35,164.2,165.05,1200307
07/10/2010,166.95,170.4,165.35,165.9,2396641
06/10/2010,171,171.35,166.1,166.45,2257889
05/10/2010,161.05,170.8,161.05,168.65,6281945
04/10/2010,163,163.5,160.9,161.45,842056
01/10/2010,161,162.8,160.35,162,1051152
30/09/2010,161.15,163.4,158.3,160.8,2422601
29/09/2010,164.9,165,160.7,161.2,1332029
28/09/2010,161.4,164.7,161,163.2,4455169
27/09/2010,161,163.5,160.2,160.8,933503
24/09/2010,158,161.7,157.6,161,1514653
23/09/2010,158.15,160.9,157.5,158,692948
22/09/2010,163,163,158.8,159.85,1161233
21/09/2010,163.9,164.8,160.15,161.5,1458405
20/09/2010,161.9,163.4,160.5,162.45,1510791
17/09/2010,155,161.9,153.2,160.9,2017242
16/09/2010,156.55,158.3,155.25,155.8,679897
15/09/2010,158.2,159.7,157.2,157.65,1076352
14/09/2010,156.45,160.5,156.1,158.15,1669689
13/09/2010,156.3,157.95,154.6,157.1,1507863
09/09/2010,156.5,157.7,155,155.3,809011
08/09/2010,157.5,158.5,156.05,156.3,814071
07/09/2010,158.6,159.95,156.65,157.7,1276612
06/09/2010,156,160.75,156,158.75,2212608
03/09/2010,156.3,157.8,154.7,156.55,1523410
02/09/2010,155.1,157.25,155.1,156.3,1345428
01/09/2010,152.95,155.9,151.85,155.25,1611559
31/08/2010,152.75,153.9,151.1,152.3,1103650
30/08/2010,153.15,153.75,151.5,152.65,1319723
27/08/2010,152,154.45,151,151.7,1301016
26/08/2010,155,156.2,151,151.4,2276807
25/08/2010,154,156,153,154.7,1581084
24/08/2010,154,154.85,152.7,153.65,883775
23/08/2010,154.25,155.7,153.5,154.4,1058361
20/08/2010,153.65,154.7,152,154.1,1040495
19/08/2010,152.5,154.5,151.4,153.5,1435565
18/08/2010,147.6,152.8,147.6,152.05,1701556
17/08/2010,153,155.1,152.3,153.85,1307435
16/08/2010,155.6,156.4,151.75,152.5,1435507
13/08/2010,156.95,157.1,154.35,155.25,1285394
12/08/2010,154.55,158.6,154.15,155.85,1753685
11/08/2010,159,159,155.5,155.85,1101459
10/08/2010,159.45,160,157.05,158.05,1718314
09/08/2010,158.65,159.95,157.2,158.6,1261348
06/08/2010,158,159.8,157.45,157.85,1258733
05/08/2010,160,161.6,157.6,158.15,1571779
04/08/2010,157.55,161.6,156.15,160.4,4540823
03/08/2010,162.4,163,157.8,158.25,2315139
02/08/2010,164.5,165.7,161.2,162.4,1849718
30/07/2010,167,168.05,163.45,163.8,2243391
29/07/2010,171,171.75,167.8,168.5,2509182
28/07/2010,173,173.95,171.5,171.9,1304896
27/07/2010,173,173.7,171.4,172.35,1276701
26/07/2010,174.4,174.4,171.25,172.5,1148287
23/07/2010,174,174.65,172.65,173.25,2276415
22/07/2010,172,173.2,171.2,172.9,1257326
21/07/2010,172.55,173.4,171.55,172.3,1484768
20/07/2010,174,174.65,171.3,171.85,1923233
19/07/2010,175.1,175.1,171.85,173.4,2189056
16/07/2010,176,176,173.8,174.45,1656805
15/07/2010,175.5,177.45,174.4,175.1,3040574
14/07/2010,175,178.4,173.55,175.4,5366810
13/07/2010,173.3,175.65,172.7,174.4,2241534
12/07/2010,176.1,176.4,172.7,173.45,2569111
09/07/2010,176,177.8,175,175.25,3092153
08/07/2010,176.85,178.4,174.6,175.1,3073969
07/07/2010,179,179.7,175.1,175.75,3585049
06/07/2010,182,182,177.75,178.5,6693487
05/07/2010,178,190,176.7,181,27670761
02/07/2010,169.95,177.95,169.7,175.3,11874592
01/07/2010,171.5,172.4,168.85,169.55,2954355
30/06/2010,168,171.9,167,171.4,3019107
29/06/2010,172.9,175.8,168.45,169.5,6352289
28/06/2010,168,173.95,167.45,173.15,5024005
25/06/2010,167.5,171.9,166.25,167.95,6150607
24/06/2010,169.1,170.4,166.55,167.2,3459827
23/06/2010,169.5,171,167.5,167.9,2918791
22/06/2010,171.25,172.95,169.25,170.05,3784570
21/06/2010,171.9,172.9,167,171.25,6808509
18/06/2010,175.45,181.7,168.55,169.75,18939777
17/06/2010,175.05,177.75,173.1,176,6830695
16/06/2010,179,180.3,173.5,174.85,12671311
15/06/2010,170.2,180.9,168.15,177.5,21185910
14/06/2010,158,170.4,158,167.95,7684653
11/06/2010,158.8,166,156.2,159.15,4184328
10/06/2010,153.5,157.3,153,156.5,2253063
09/06/2010,151.85,154.4,151.25,152.25,1599514
08/06/2010,157.5,158,150.5,151.85,1776286
07/06/2010,157,157.9,154.1,156.8,1754927
04/06/2010,163.8,164.5,159.05,160.15,4157303
03/06/2010,158,163.3,157,161.6,3583242
02/06/2010,154,158,153.8,156.75,1628801
01/06/2010,155.05,158.2,153,153.85,1772789
31/05/2010,157,159.6,155,156.3,1893146
28/05/2010,156,158.4,153.2,156.45,3846028
27/05/2010,145,157.9,143.05,154.7,6715638
26/05/2010,146.5,147.65,143.35,145.5,1690949
25/05/2010,159,160,143.6,144.65,2702423
24/05/2010,145,159.45,141.25,149.65,7603264
21/05/2010,137.5,139.5,133,138.75,1062788
20/05/2010,140.75,142,137.8,138.8,1077137
19/05/2010,141,144.95,139.1,140.1,1398856
18/05/2010,142.75,144,140.7,141.6,815041
17/05/2010,144,144,141,142.55,1122135
14/05/2010,146.55,146.95,144.5,145.05,1395971
13/05/2010,146.05,148.2,144.7,146.55,1694478
12/05/2010,145.25,146.05,142.5,144.7,1511381
11/05/2010,149.5,151,143.55,144.55,3664552
10/05/2010,142,154.8,137.5,148.7,10668685
07/05/2010,150.85,159.2,135.3,140.2,19400287
06/05/2010,154,156.4,153,153.95,1460667
05/05/2010,152.5,155.4,151.7,154.1,2207436
04/05/2010,163,163.5,155.5,156.4,2439223
03/05/2010,163,163.85,160.15,161.25,1890172
30/04/2010,164,165.6,162.2,162.85,2277560
29/04/2010,158.1,164.8,158.1,163.85,4863042
28/04/2010,159.6,161.6,155,157.9,4315515
27/04/2010,160,160.8,157.5,157.9,1213741
26/04/2010,162.2,163.4,159.2,159.75,2437611
23/04/2010,158,161.65,157.3,161.1,2802960
22/04/2010,158.9,161.7,157.15,157.9,3007173
21/04/2010,157,159.9,155.25,159.35,1969580
20/04/2010,155,156.8,154.15,155.25,1023317
19/04/2010,155.1,155.9,152.15,153.85,1314706
16/04/2010,157.5,158.5,155.75,156.7,1302551
15/04/2010,160.1,161.1,156.5,157.2,2068684
13/04/2010,155.1,160,154.1,159.05,1801640
12/04/2010,158,158.5,155.4,155.8,896287
09/04/2010,157.6,159.25,156.75,157.5,1087689
08/04/2010,157.1,159.6,156.2,157.3,1676914
07/04/2010,160.25,160.8,156.7,158,2724998
06/04/2010,153,159.8,152.4,158.85,3448994
05/04/2010,152.9,153.5,151.4,153,1130838
01/04/2010,150.55,152.8,150,152.1,1216887
31/03/2010,151,152,149.2,149.45,1201859
30/03/2010,154.5,154.55,149.85,150.3,2043661
29/03/2010,151.7,154.25,148,152.8,3288760
26/03/2010,151,152.3,148.1,148.75,2721240
25/03/2010,143,149.8,143,149.25,5138190
23/03/2010,143.1,143.75,141.5,142.7,1585339
22/03/2010,141,143.45,139.6,142.45,1641492
19/03/2010,141.6,143.4,141.1,142.1,1385319
18/03/2010,141.15,141.85,140.45,141.2,645045
17/03/2010,142,142.9,140.5,141,780415
16/03/2010,139.4,141.95,139.1,141.25,1456207
15/03/2010,140,140.75,138.6,139.05,822649
12/03/2010,142,142.5,140.2,140.65,759040
11/03/2010,142.6,142.95,141.25,141.8,683491
10/03/2010,143.2,144.9,141.8,142.45,696140
09/03/2010,144.9,145.5,142,142.3,809513
08/03/2010,144,146.8,144,145.15,1279709
05/03/2010,142.85,144.25,142.7,143.6,1369133
04/03/2010,140.75,143.25,140.75,142.2,1225043
03/03/2010,139.75,142.4,139.75,141.9,1646015
02/03/2010,139.1,141.4,138.65,140.7,1561562
26/02/2010,137.1,141.3,137,138.1,2246579
25/02/2010,138,138.4,136,136.8,1878494
24/02/2010,138,139.6,137.4,137.75,548616
23/02/2010,139,139.8,138.05,138.85,656379
22/02/2010,141,141.6,138.5,139,889852
19/02/2010,141,141,138.85,139.8,857153
18/02/2010,142,142.9,141,141.55,510054
17/02/2010,143,144.5,141.6,142.4,773131
16/02/2010,141.1,143,140.5,142.35,566495
15/02/2010,142,142.95,140.7,141.05,670237
11/02/2010,141.2,142.6,141.2,141.65,892589
10/02/2010,142,143.75,140.35,140.85,1017660
09/02/2010,142,143.05,140.9,142.4,850696
08/02/2010,144.1,145.5,140.2,141.65,1852304
05/02/2010,140,142,138,139.95,1854581
04/02/2010,148.2,148.2,141.6,142.5,1704205
03/02/2010,145.15,149.6,145.1,148.1,2011417
02/02/2010,148.1,149,144.1,144.85,1173866
01/02/2010,146,148.65,144.25,147.5,1057598
29/01/2010,142,146.6,140.9,145.95,1650382
28/01/2010,146,148.4,142.1,144.15,4624750
27/01/2010,149.95,150,144,145.45,1689372
25/01/2010,150.2,151.2,148.75,150.2,905101
22/01/2010,150,152.15,148,150.5,1586267
21/01/2010,155.8,156.9,152.4,152.95,1338952
20/01/2010,157.1,159.25,156.5,156.9,1150559
19/01/2010,159.9,160,156.1,156.75,1196534
18/01/2010,160.9,162.4,158.1,159.6,1638514
15/01/2010,160,162.4,158.5,159.3,2451432
14/01/2010,158.4,161,157.5,159.55,1359572
13/01/2010,156.5,158.05,155,157.7,1602936
12/01/2010,161,162.4,156.65,157.1,1938087
11/01/2010,162.1,164.4,161.35,161.85,1864623
08/01/2010,159,162.25,158.6,160.05,2339345
07/01/2010,159.1,161.5,158.5,159.55,2346020
06/01/2010,161,161.5,158.45,158.95,2203879
05/01/2010,157,162.2,156,160.45,5151407
04/01/2010,156,156.8,153.7,156.05,1842177
31/12/2009,157,157.25,154.5,155.1,2376671
30/12/2009,159,164.8,154.9,155.7,4093572
29/12/2009,150.4,157,149,154.05,9125460
24/12/2009,147.25,148.7,146.1,147,1429974
23/12/2009,145.95,147.7,145.1,147.05,1779345
22/12/2009,144,144.95,143.25,144,829450
21/12/2009,144.1,144.55,142.4,142.75,759052
18/12/2009,143.75,147.2,141,143.8,2155889
17/12/2009,145,145.7,143.5,143.9,1068837
16/12/2009,143.1,145.5,143.1,144.4,874780
15/12/2009,147,147.45,144.2,144.6,1022918
14/12/2009,149,149,146.1,146.55,969893
11/12/2009,150,150.85,147.1,147.85,1354386
10/12/2009,152,153,147.1,148.9,1761522
09/12/2009,144.5,152.2,144.45,150.1,4209331
08/12/2009,145.2,147.3,144.9,146.7,1631884
07/12/2009,145,146.75,142.6,145.2,3790849
04/12/2009,154,156.85,148.5,150.1,3878321
03/12/2009,150.6,156.75,149.2,154.9,6951631
02/12/2009,147.4,148.8,144.75,147.4,1981489
01/12/2009,143.9,148,143.55,146.65,1849619
30/11/2009,142,144.7,142,142.8,1174553
27/11/2009,139.1,141.5,137.45,141.1,2083859
26/11/2009,145,147.4,141.85,143,1797844
25/11/2009,147.5,148.8,145.9,146.45,1257977
24/11/2009,148.7,148.95,146.05,146.95,1229091
23/11/2009,148.1,149.4,148,148.35,1074572
20/11/2009,149,151.4,145.35,148.2,2340638
19/11/2009,153,155.25,149.6,150.55,2484646
18/11/2009,150.4,154.4,149.4,151.6,2668205
17/11/2009,152.9,152.9,148.05,150.9,2512716
16/11/2009,145,152.7,144.15,151.3,4174319
13/11/2009,143.75,145.4,143,143.65,1063430
12/11/2009,146.25,146.65,143,143.75,1507558
11/11/2009,144.95,146.75,143,146.25,1598038
10/11/2009,146,149.05,143.05,143.7,2449098
09/11/2009,143.2,146,142.5,145.1,1715065
06/11/2009,146,147.9,142.85,143.95,2629543
05/11/2009,138.2,144.75,136.05,144.25,2819549
04/11/2009,137.4,139.7,133.55,138.15,2607021
03/11/2009,136.25,144.5,134.5,135.95,4041699
30/10/2009,144.55,145.65,137.7,138.45,3148600
29/10/2009,147.75,147.9,140.6,142.05,3766997
28/10/2009,151.95,152.25,146,149.6,2535087
27/10/2009,157,157,149.5,150.45,2626378
26/10/2009,159,160,156.5,157.4,1798940
23/10/2009,161.65,161.65,158.45,159,1225989
22/10/2009,161.5,161.95,158.7,159.65,1469322
21/10/2009,162,163.45,160.8,161.35,1141649
20/10/2009,163.6,165.35,162,162.5,2399959
16/10/2009,155.4,164,155.4,163.45,1321219
15/10/2009,163.5,165.35,162.5,163.25,2390767
14/10/2009,165,165.65,162.15,162.65,2048504
12/10/2009,162.5,165.3,160.05,163.95,3810382
09/10/2009,163,163,159.7,160.3,1778931
08/10/2009,162,163.3,160.5,161.5,1702151
07/10/2009,165,165.8,160.5,161.05,2577979
06/10/2009,164.35,164.8,159.65,163.65,2407686
05/10/2009,166.1,166.8,162.6,163,2747475
01/10/2009,168,168.75,166.05,166.7,2160797
30/09/2009,168,169.45,167.1,167.85,1950727
29/09/2009,170.05,171.6,166.7,167.25,3217897
25/09/2009,165.1,169,164.3,166,2574235
24/09/2009,165,168.5,165,166.2,5282361
23/09/2009,172.85,173.1,166.75,167.3,3092149
22/09/2009,173.4,175,170,172.4,5903126
18/09/2009,164,173.5,163.1,172.25,9185162
17/09/2009,165.35,165.9,163,163.9,2554209
16/09/2009,164.1,165.6,163.25,163.9,1753839
15/09/2009,163.95,164.8,162.45,163.55,1577443
14/09/2009,162,164.5,161.05,162.7,1801249
11/09/2009,166,166.5,161.65,162.95,2189466
10/09/2009,165.9,167.6,164.05,164.75,3450459
09/09/2009,165,165.9,162.55,164.35,1955402
08/09/2009,165.7,168.5,163.8,164.8,3672484
07/09/2009,162.9,166,162.9,165.05,2806564
04/09/2009,163,164.8,159.55,161.95,2186351
03/09/2009,161.2,162.65,159.95,160.6,1977072
02/09/2009,159,161.8,157.5,160.4,2441694
01/09/2009,162,163.9,158.5,159.15,2394048
31/08/2009,159.85,163.2,158.7,161.4,2292982
28/08/2009,160.3,162.5,158.65,161.2,2588445
27/08/2009,163,164.65,159.05,159.75,4412775
26/08/2009,162,164.8,161.7,164.05,3069654
25/08/2009,158,162.75,157.15,161.7,3681485
24/08/2009,158,159.95,157.65,158.7,2339635
21/08/2009,156,157.3,153.6,156.3,2316129
