Date,LT-EQ O,LT-EQ H,LT-EQ L,LT-EQ C,LT-EQ V
20/03/2007,328.89,332.87,326,327.85,1833033
19/03/2007,328.89,329.11,318.27,326.17,1725744
16/03/2007,332.22,335.11,314.25,321.62,4221672
15/03/2007,332.22,340.29,328.02,330.65,2634785
14/03/2007,331.11,334.45,311.37,330.38,3048531
13/03/2007,334.45,341.11,333.33,340.32,1568010
12/03/2007,333.29,338.65,330.02,333.05,2810159
09/03/2007,342.22,355.53,326.67,329.8,3282837
08/03/2007,323.27,342,323.27,338.52,2672801
07/03/2007,320,329.29,313.39,323.27,4555095
06/03/2007,324.22,324.22,308.89,317.99,3247782
05/03/2007,324.97,324.97,305.55,307.4,5647115
02/03/2007,341.55,341.55,322.22,324.97,5177450
01/03/2007,333.33,347.78,325.91,343.08,4850966
28/02/2007,340,346.33,314.45,331.08,7514622
27/02/2007,356,356.45,344.45,347.57,4238331
26/02/2007,359.55,361.78,351.13,354.11,3410768
23/02/2007,369.33,370,354.75,358.03,3639939
22/02/2007,368.5,376.67,364.89,367.47,4780514
21/02/2007,370.89,379.11,366.67,368.5,2917794
20/02/2007,376.67,380.45,368.89,370.93,1905969
19/02/2007,369.38,384.15,369.38,376.35,2285936
15/02/2007,359.78,378.11,359.78,376.71,3797120
14/02/2007,358.7,360.89,349.78,358.68,3250217
13/02/2007,366.45,374.89,355.55,358.7,4927083
12/02/2007,381.73,383.31,364.91,369.02,3510821
09/02/2007,390.89,394.65,379.22,381.37,4596207
08/02/2007,388.67,392.85,378.25,390.39,3013944
07/02/2007,378.67,392.17,376,387.19,4206827
06/02/2007,377.78,380.67,373.59,378,2292933
05/02/2007,375.11,378.45,368.45,376.18,1955357
02/02/2007,355.55,376,355.55,373.4,4208483
01/02/2007,355.51,358.22,347.82,356.01,1489890
31/01/2007,358.27,361.11,347.78,353.11,2883275
29/01/2007,357.78,362.19,351.58,358.22,2071457
25/01/2007,352.89,360.67,350,358.92,3964578
24/01/2007,342.22,353.22,340,351.87,2022915
23/01/2007,344.67,347.11,339.19,341.75,1925670
22/01/2007,351.05,352.85,342.49,344.83,1676555
19/01/2007,346.93,355.29,344.02,348.72,1627455
18/01/2007,345.55,355.55,342.5,353.42,3447915
17/01/2007,340,348.87,334.67,345.59,3014664
16/01/2007,335.55,339.6,333.11,338.15,2417727
15/01/2007,326.7,335.55,326.7,333.48,2060013
12/01/2007,325.15,330,320.45,325.82,2665538
11/01/2007,322.69,322.69,311.33,319.85,1209986
10/01/2007,318.22,322.22,311.55,313.35,2252730
09/01/2007,325.92,326.6,315.81,317.99,2013924
08/01/2007,326.89,326.89,319.22,324.82,1603835
05/01/2007,333.33,333.33,325.11,326.85,1553480
04/01/2007,331.05,334.22,329.33,331.85,2979692
03/01/2007,324,330.43,315.55,328.08,3066153
02/01/2007,321.55,327.11,320.49,324.48,782301
29/12/2006,320,322.65,319.15,321.31,895832
28/12/2006,322.89,325.11,317.31,319.15,1982411
27/12/2006,327.55,327.55,320.22,322.5,1484594
26/12/2006,319.78,323.55,316.73,322.71,1662762
22/12/2006,310.67,321.11,310.67,318.61,1721694
21/12/2006,313.33,314.89,306.67,311.83,2306874
20/12/2006,314.27,320.38,304.45,313.29,4592976
19/12/2006,327.78,328.82,310.67,314.72,4920401
18/12/2006,326.45,328,319.48,327.1,2309984
15/12/2006,324.89,327.55,323.33,324.6,2124215
14/12/2006,315.57,324.19,314.72,322.69,2493984
13/12/2006,310.22,320.11,300.51,315.35,4639970
12/12/2006,320,330.82,300,309.47,8375972
11/12/2006,323.11,324.67,312.67,319.22,4579679
08/12/2006,326.59,328.89,321.11,322.39,1433969
07/12/2006,326.67,331.11,320,326.59,2854412
06/12/2006,325.78,327.78,320,325.05,3358662
05/12/2006,317.78,326.35,317.11,325,5482406
04/12/2006,306.89,317.51,306.89,316.31,3737531
01/12/2006,308.05,309.78,304.42,306.55,1781279
30/11/2006,310.82,310.82,302.18,303.23,2807121
29/11/2006,307.78,311.11,305.57,306.79,1432884
28/11/2006,306.72,309.98,300.02,307.07,2354160
27/11/2006,307.78,312.67,306.72,310.12,1226087
24/11/2006,312.45,313.33,305.45,308.07,2772345
23/11/2006,307.55,316.21,307,311.47,6401300
22/11/2006,304.45,306.67,299.4,305.32,3824426
21/11/2006,297.78,300.89,292.89,299.4,3731937
20/11/2006,302.22,302.22,286.12,294.98,5087792
17/11/2006,303.31,310,299.59,300.85,5720001
16/11/2006,299.83,302.22,297.78,300.41,3179445
15/11/2006,300,302.22,296.47,299.83,3298349
14/11/2006,297.78,301.65,295.57,299.13,3223419
13/11/2006,297.02,299.49,294.95,297.2,1930116
10/11/2006,291.11,297.89,290.08,296.79,2002035
09/11/2006,292.22,294.4,289.15,291.29,1864592
08/11/2006,294.45,295.55,286.67,291.65,2276733
07/11/2006,300.45,300.45,292.45,293.81,2533962
06/11/2006,297.55,300.89,297.33,298.57,2468510
03/11/2006,298.22,298.89,295.37,297.92,3945840
02/11/2006,296,299.78,295.11,297.5,3097743
01/11/2006,292.22,295.55,289.35,293.7,3018539
31/10/2006,289.49,293.89,288,291.6,3407546
30/10/2006,282.28,290.55,281.78,289.15,3649466
27/10/2006,282.45,286.22,279.17,281.97,3058769
26/10/2006,286.67,286.67,279.78,282.12,4744685
23/10/2006,287.75,287.75,282.22,283.18,1703366
20/10/2006,285.55,287.22,283.11,284.37,3250919
19/10/2006,291.8,293.05,281.11,283.75,5211947
18/10/2006,287.11,292.28,285.33,290.08,4955888
17/10/2006,291.55,293.05,285.35,286.99,2864690
16/10/2006,285.55,292.45,282.73,291.12,4535759
13/10/2006,284.45,286.6,280.47,281.99,3225377
12/10/2006,278,283.27,276.28,282.57,2001657
11/10/2006,285.78,288.15,277.83,280.27,2265312
10/10/2006,288.89,289.89,282.92,284.89,1466184
09/10/2006,280,288.77,276.07,286.93,2451365
06/10/2006,283.33,284.4,280.92,281.55,1468605
05/10/2006,274.45,281.55,274.45,280.91,2175389
04/10/2006,280.45,282.22,272.67,273.8,2145756
03/10/2006,284.45,301.55,277.45,278.3,2416265
29/09/2006,285.42,285.42,280.5,282.77,1946307
28/09/2006,299.31,299.31,279.78,280.68,6826199
27/09/2006,293.34,294.3,287.03,287.73,7589660
26/09/2006,292.79,294.23,290.45,291.03,7028348
25/09/2006,296.1,296.55,289.07,290.15,5699922
22/09/2006,299.9,299.9,293.67,295.42,7348622
21/09/2006,301.11,303.22,296.59,298.55,6910655
20/09/2006,288.89,300.45,288.89,299.49,7469402
19/09/2006,301.11,302.67,291.67,293.92,6889235
18/09/2006,293.89,301.59,293.39,299.37,8340296
15/09/2006,284.45,295.55,279.57,293.45,11304525
14/09/2006,283.32,284.45,278.33,281.82,3851349
13/09/2006,274.62,282.78,274.62,280.49,3628032
12/09/2006,276.41,276.61,270.78,273.23,4407738
11/09/2006,284.45,288.33,273.33,274.12,5852436
08/09/2006,286.12,290.45,281.11,283.59,3551523
07/09/2006,283.21,291.55,278.33,285.31,6806786
06/09/2006,274.45,286.11,273.33,284.01,6196307
05/09/2006,276.14,276.65,273.33,273.96,2134250
04/09/2006,271.89,276.67,271,276.14,3128379
01/09/2006,267.79,271,266.33,269.89,2225213
31/08/2006,270.78,272.22,265.78,267.09,1740185
30/08/2006,271.78,272,268.33,270.05,1678445
29/08/2006,283.33,283.33,268.68,270.44,2700971
28/08/2006,262.67,268.89,260.17,268.38,2705471
25/08/2006,261.91,265.55,259,261.03,1913489
24/08/2006,261.11,263.32,258.12,262.64,2052530
23/08/2006,265.78,266.55,261.35,262.23,1081970
22/08/2006,262.46,269.45,262.46,266.23,3077349
21/08/2006,264.55,264.83,261.69,263.23,1569851
18/08/2006,266.49,268.67,260.35,262.17,1659608
17/08/2006,265.04,268.33,262.92,266.15,3508944
16/08/2006,258.45,266.11,257.39,264.62,3310296
14/08/2006,257.55,258.21,253.95,256.4,2051486
11/08/2006,258.11,266.55,254.22,257.84,3846669
10/08/2006,255.55,261.11,252.78,257.82,2660327
09/08/2006,253.32,258.67,251.45,257.75,4215372
08/08/2006,245.63,255.33,245.55,253.68,2129867
07/08/2006,248.89,252.19,242.12,246.07,3438996
04/08/2006,252.22,256.11,245.61,248.42,2633291
03/08/2006,251.89,258.55,250,252.05,3629202
02/08/2006,251.67,265.55,246.78,252.23,2846447
01/08/2006,244.44,251.67,242.34,249.87,5266995
31/07/2006,246.09,247.11,243.59,245.51,1814849
28/07/2006,246.55,246.55,240.22,242.75,1374587
27/07/2006,240.67,245.33,240.67,244.38,2243258
26/07/2006,235.67,241.11,232.24,239.76,2538323
25/07/2006,232.88,236.55,230.01,234.95,3174981
24/07/2006,223.45,232.88,217.23,229.59,5546895
21/07/2006,235.55,236.11,223,224.82,3351894
20/07/2006,234.55,238.22,232.78,237.14,1997315
19/07/2006,233.22,235.21,224.45,227.63,3433110
18/07/2006,238.3,241,227.89,230.04,3244074
17/07/2006,243.82,243.82,235.03,236.61,2489201
14/07/2006,248.77,248.77,240,243.89,2397005
13/07/2006,249.88,251.67,244.45,250.32,3462189
12/07/2006,239.45,252.11,234.57,251.08,3762366
11/07/2006,241.54,242.55,239.45,241.26,1266794
10/07/2006,241.55,243.27,237.22,242.05,2651021
07/07/2006,247.22,251.78,237.89,241.39,3199677
06/07/2006,250,251.11,243.45,246,3797853
05/07/2006,244.45,261.22,235.55,252.9,3812892
04/07/2006,253.62,257.78,242.78,243.53,3477840
03/07/2006,249.91,254.31,246.67,252.35,1938626
30/06/2006,243,249.91,242.22,249.11,3655788
29/06/2006,230.67,238.33,230.67,235.95,2639843
28/06/2006,225.78,230.67,223.89,229.99,1955969
27/06/2006,237.55,237.78,229.51,231.59,3683058
26/06/2006,242.78,243.78,229.58,231.21,3986529
23/06/2006,240,243.22,230,241.32,4602687
22/06/2006,228,244.45,228,243.49,6281015
21/06/2006,216.67,226.45,215.55,225.12,4211673
20/06/2006,230.55,230.55,214.02,217.89,4653933
19/06/2006,227.89,235.57,218.33,228.12,4962147
16/06/2006,234.09,246.45,227.89,233.04,10826481
15/06/2006,208.89,235.33,207.72,227.57,7724345
14/06/2006,204.39,215.22,202.22,204,4697772
13/06/2006,216.33,216.33,201.64,205.47,4793991
12/06/2006,229.89,232,216.33,219.05,5839503
09/06/2006,210,234.99,210,224.99,7563650
08/06/2006,221.11,227.22,206.12,209.11,11078499
07/06/2006,243.33,246.55,215.55,221.27,9492321
06/06/2006,247.78,250,234.55,236.56,6504206
05/06/2006,247.78,258.33,244.78,252.03,5676018
02/06/2006,245.55,255.45,236.82,243.59,4212960
01/06/2006,258.35,264.67,240.55,242.55,5663490
31/05/2006,266.67,268.89,255.55,257.59,4227342
30/05/2006,273.89,277.78,270.79,272.33,4328187
29/05/2006,262.22,273.89,262.22,271.65,4541964
26/05/2006,266.67,275.55,258.33,261.34,7141460
25/05/2006,251,268.67,241.67,254.58,10783965
24/05/2006,261.11,263.89,247.78,252.22,5487648
23/05/2006,266.11,269.45,242.22,259.41,4900668
22/05/2006,284.61,284.61,220.49,258.4,4801677
19/05/2006,285.55,294.45,254.47,275.6,4828227
18/05/2006,296.68,296.68,278.33,282.49,4586604
17/05/2006,299.99,302.99,294.45,298.35,2701700
16/05/2006,303.19,303.19,275.55,292.42,5198163
15/05/2006,311.11,315.55,296.11,300.7,3475572
12/05/2006,305.33,323.22,301.29,315.29,4718157
11/05/2006,308.89,313.21,304.07,307.13,932732
10/05/2006,308.89,315,308.89,312.67,2545784
09/05/2006,304.67,310.99,300.89,308.65,3167601
08/05/2006,305.22,306.1,299.45,302.17,1617695
05/05/2006,294.45,305.27,294.45,303.78,3150015
04/05/2006,299.78,303.22,291.9,293.12,2826323
03/05/2006,304.41,306.41,295.45,298.51,1954097
02/05/2006,302.78,308,300.59,302.77,1778921
28/04/2006,294.62,304.27,272.78,299.42,2963510
27/04/2006,298.33,304.65,297.78,301.23,2485259
26/04/2006,297.78,300.45,292.89,295.6,4652160
25/04/2006,307.55,307.55,297.78,298.73,2300426
24/04/2006,302.78,309.86,297.78,306.99,3675174
21/04/2006,291.11,302.78,291.11,300.65,3340905
20/04/2006,294.89,296.65,291.13,294.82,1847348
19/04/2006,293.78,295.61,286.78,294.19,2427938
18/04/2006,284.31,294.33,284.22,292.63,5472096
17/04/2006,279.55,284.31,276.67,282.11,2126411
13/04/2006,285.52,286.62,269.22,276.99,5269704
12/04/2006,296.67,297.16,281.69,284.15,4843185
10/04/2006,294.11,297.22,290,295.01,3687306
07/04/2006,294.45,305,281.11,293.31,8382011
05/04/2006,283.33,294.33,281.45,293.54,7346759
04/04/2006,277.78,286.65,277.78,281.61,3491196
03/04/2006,273.19,278.89,270.55,277.51,3542118
31/03/2006,269.39,275.52,268.57,270.3,2954753
30/03/2006,270.45,278.35,266.95,275.05,2630672
29/03/2006,269.11,271.11,266.12,268.29,2801024
28/03/2006,274,275,266.67,268.93,2990762
27/03/2006,276.55,276.55,271.83,273.37,2051333
24/03/2006,267.78,273.08,266.11,271.83,2938400
23/03/2006,272,272,264.85,266.81,3224526
22/03/2006,273.45,274.45,263.89,265.35,4736076
21/03/2006,275.33,279.45,271.67,273.67,5416170
20/03/2006,277.78,277.78,269.55,271.89,3571260
17/03/2006,279.12,283.33,272.78,274.19,3931593
16/03/2006,283.33,290.55,276.29,278.42,5297244
14/03/2006,283.33,284.22,278.22,282.46,3305265
13/03/2006,279.45,286.1,279.45,281.84,4429464
10/03/2006,275.22,281.11,272.33,279.61,4112799
09/03/2006,271,273.87,264.69,271.69,5047611
08/03/2006,280.55,283.85,269.47,271,8067353
07/03/2006,268.22,280.55,268.22,277.75,6144737
06/03/2006,274.22,274.22,266.67,268.25,4177401
03/03/2006,275.22,278.78,266.81,267.72,5839071
02/03/2006,274.45,283.22,273.35,274.81,7698443
01/03/2006,268.33,275.38,267.22,272.17,5453898
28/02/2006,265.49,270.89,261.73,266.33,8323709
27/02/2006,261.67,265.49,259.45,263.58,5346699
24/02/2006,263.11,263.11,255.57,260.44,4380153
23/02/2006,260.53,262.97,253.89,255.29,4696377
22/02/2006,258.63,268.89,253.89,255.91,8063798
21/02/2006,251.61,261.67,250.55,259.52,6702449
20/02/2006,256.09,256.11,246.11,249.99,4932753
17/02/2006,262.11,263.31,251.67,254.15,5914347
16/02/2006,266.67,268.09,258.36,259.54,4140528
15/02/2006,269.78,275,257.48,263.12,7527299
14/02/2006,278.89,278.89,263.89,266.77,7804535
13/02/2006,257.78,280,256.11,277.63,10589403
10/02/2006,249.75,257.78,247.22,256.87,7431233
08/02/2006,252.78,253.33,242.67,244.92,5376606
07/02/2006,251.11,253.89,249.4,252.93,3301179
06/02/2006,246.08,257.67,244.45,250.71,6094697
03/02/2006,247.78,250.08,241.24,244.74,4757496
02/02/2006,246.1,258.55,246.1,247.85,5144766
01/02/2006,242.22,265,242.22,253.7,13482803
31/01/2006,235,246.1,233.46,241.35,2633768
30/01/2006,239.55,257.11,231.11,233.98,2825333
27/01/2006,228.89,239.55,228.89,237.28,5805978
25/01/2006,216.93,228.89,216.11,226.93,7801646
24/01/2006,209.22,216.93,208.11,215.72,4105869
23/01/2006,208.75,212.78,206.13,207.33,3872625
20/01/2006,212.78,213.89,206.89,207.66,4162002
19/01/2006,204.3,212.53,202.45,211.47,5931483
18/01/2006,203.33,208.89,200.89,203.61,2003255
17/01/2006,205.07,208.33,203.33,206.36,2147894
16/01/2006,200.33,206.08,200.33,205.07,1428353
13/01/2006,199.78,202.22,198.33,200.7,1395350
12/01/2006,200.65,202.22,189,198.43,2792348
10/01/2006,202.75,204.45,198.89,200.31,1483388
09/01/2006,205.69,207.11,201.67,203.12,1990970
06/01/2006,205.48,206.22,201.33,204.53,4256772
05/01/2006,205.72,208.87,204.89,205.5,1992977
04/01/2006,203.89,207.22,203.89,205.72,1227185
03/01/2006,203.89,204.99,202.72,203.57,1052702
02/01/2006,205.55,206.42,202.33,202.85,980441
30/12/2005,200.53,205.55,198.55,205.02,2529305
29/12/2005,198.22,202.32,197.22,200.99,2536721
28/12/2005,199.45,199.99,196.8,197.65,1292165
27/12/2005,194.69,199.78,194.68,199.02,2169026
26/12/2005,193.11,195.55,190.33,194.59,1278062
23/12/2005,194.41,195.55,193.11,194.63,1316690
22/12/2005,195.11,195.32,191.67,192.5,1131353
21/12/2005,194.89,195.78,193.33,194.83,1479671
20/12/2005,193.11,195.22,192.35,194.26,1522448
19/12/2005,193.33,197.11,190.67,192.15,3755859
16/12/2005,193.88,194.3,188.67,190.02,2886128
15/12/2005,193.75,195.49,192.22,192.79,1240487
14/12/2005,194.69,199.67,190.91,192.2,2565278
13/12/2005,194.45,198.05,189.89,197.03,5536779
12/12/2005,190,195.58,190,194.02,2948345
09/12/2005,188,190.89,187.78,189.61,1503971
08/12/2005,192.19,192.19,185,188.03,3219567
07/12/2005,193.22,195.39,188.46,190.42,2099465
06/12/2005,192.99,195.45,190.89,192.23,1917503
05/12/2005,197.55,197.78,190.02,191.07,1676186
02/12/2005,196.67,201.11,194.45,196.02,4697637
01/12/2005,188.87,198.72,188.45,196.14,6611990
30/11/2005,191.67,196.98,186.11,187.24,4127910
29/11/2005,190.45,192.22,183.69,190.31,3077790
28/11/2005,188.33,194.31,188.33,190.35,3591528
25/11/2005,177.91,183.33,176.55,182.13,2990411
24/11/2005,176.22,178.71,175.89,177.65,2492594
23/11/2005,174.95,176.59,173.55,176.19,1977794
22/11/2005,173.33,177.65,171.22,174.52,2606120
21/11/2005,174.33,174.45,169,172.19,1231829
18/11/2005,174.55,176.63,172.01,173.29,1240478
17/11/2005,174.05,175.67,172.33,174.55,1175075
16/11/2005,173,175,171.55,173.73,1117718
14/11/2005,176,176.45,170.78,172.38,1555037
11/11/2005,170.55,177.64,169.17,175.04,4775406
10/11/2005,169.55,171.67,168.89,170.45,1749752
09/11/2005,172.11,173.88,167.91,171.21,2594951
08/11/2005,168.33,172.22,167.23,171.79,4463988
07/11/2005,157.78,168.89,157.78,168.7,2464586
02/11/2005,158.85,168.33,156.67,167.53,3280083
01/11/2005,155.55,158.78,155.55,157.55,272060
31/10/2005,149.97,158.89,147.22,155.42,2421701
28/10/2005,151.11,152.22,147.11,149.38,4160841
27/10/2005,150.78,154.22,148.45,149.88,2872151
26/10/2005,150.45,152.11,148.95,150.88,1024469
25/10/2005,145.55,151.11,145.55,149.61,2247776
24/10/2005,149.45,150,142.87,144.41,1903256
21/10/2005,149.45,151.89,145,147.39,2323007
20/10/2005,157,157.67,144.22,150.08,3079644
19/10/2005,158.78,158.89,152.91,153.49,1650419
18/10/2005,157.33,162,156.23,159.07,2449340
17/10/2005,156.89,158.89,154.23,156.49,2054087
14/10/2005,164.45,164.45,156.11,157.38,2742821
13/10/2005,165.55,165.9,163.55,164.24,1163879
11/10/2005,165.78,166.65,163.89,165.91,796994
10/10/2005,168.22,168.33,164.12,165.11,1266722
07/10/2005,168,169,163.78,166.33,2078054
06/10/2005,170.89,170.89,167,168.25,1355849
05/10/2005,172.05,173.11,170,171.1,1677239
04/10/2005,169.25,175,169.25,171.01,2360654
03/10/2005,168.78,171.39,168.78,169.25,1175651
30/09/2005,177.67,177.67,167.78,168.77,2342492
29/09/2005,161.35,175.2,161.35,171.53,5385120
28/09/2005,161.11,165.52,159.11,163.97,1641545
27/09/2005,159.22,161.11,157.79,160.26,1764908
26/09/2005,155,159.32,153.28,157.77,1769948
23/09/2005,154.39,155.49,149.67,152.53,1974698
22/09/2005,155.89,158.33,149.69,152.12,2304206
21/09/2005,156.11,156.45,152.8,155.29,2145770
20/09/2005,154.45,158,153.33,156.45,2494034
19/09/2005,151.67,155.55,151.67,153.46,1195406
16/09/2005,147.22,151.67,147,151.15,2419298
15/09/2005,147.22,147.22,146.12,146.73,1030301
14/09/2005,148.89,148.89,146.17,146.8,902042
13/09/2005,148.89,148.89,146.29,147.1,1764404
12/09/2005,148.53,150.55,147,147.91,1395962
09/09/2005,147.78,149.89,147.22,148.53,1648178
08/09/2005,146.67,148.08,145.67,147.59,1425842
06/09/2005,147.55,148.1,144.61,145.77,798497
05/09/2005,147.63,148.28,146.01,147.35,1121102
02/09/2005,148.67,149.45,145.41,145.82,3258114
01/09/2005,148.78,150.22,147.67,148.52,2692565
31/08/2005,148.33,149.11,146,148.23,1761812
30/08/2005,149.43,152.43,147.78,149.18,2232071
29/08/2005,148.67,149.45,146.67,148.03,1718963
26/08/2005,147.78,148.67,136.65,147.39,1643354
25/08/2005,143.67,149.33,143.33,147.46,2144168
24/08/2005,141.89,144.78,141.67,143.38,2983904
23/08/2005,148.11,148.65,141.12,141.91,1697849
22/08/2005,149.43,151.42,146.79,147.23,1279943
19/08/2005,146.67,148.78,146.67,148.09,1062566
18/08/2005,148,153.32,145.55,146.15,2014802
17/08/2005,147.22,147.77,144.89,146.26,2155058
16/08/2005,148.31,149.33,145.67,147.49,1091429
12/08/2005,148.78,148.78,146.11,146.97,911312
11/08/2005,147.67,150.33,146.78,149.59,1575296
10/08/2005,147.22,149.39,146.67,147.11,1617407
09/08/2005,145.66,147.78,144.55,147.27,1402037
08/08/2005,149.52,149.52,142.04,145.66,2246678
05/08/2005,151.67,152.22,147.22,148.22,2275613
04/08/2005,143.31,152.67,143.31,151.48,3518934
03/08/2005,139.45,145,138.89,143.49,2414645
02/08/2005,140,142.22,137.9,138.78,1084553
01/08/2005,141.11,141.55,138.12,139.09,880919
29/07/2005,136.67,142.45,136.22,140.89,4967781
27/07/2005,137.22,137.22,135.55,136.55,534635
26/07/2005,138.32,138.32,136.15,136.83,1754243
25/07/2005,140.22,140.22,136.25,138.18,3519735
22/07/2005,139.87,141.05,138.67,139.7,1411433
21/07/2005,144.01,144.78,138.33,138.65,1138832
20/07/2005,143.33,145.39,142.45,143.95,1769732
19/07/2005,142.78,144.22,141.81,143.11,2374631
18/07/2005,140.45,144.45,139.55,143.22,2131199
15/07/2005,138.33,140.55,137.78,140.13,875843
14/07/2005,140.45,140.45,137.22,137.72,1522682
13/07/2005,137.92,140.94,136.55,140.36,1809305
12/07/2005,137.78,140.55,133.33,138.95,2316140
11/07/2005,135.67,138.89,135.13,138.55,2123261
08/07/2005,133.34,137.11,133,136.05,1658861
07/07/2005,133.89,136.11,131.45,133.27,3018048
06/07/2005,128.89,134.55,128.89,133.99,2161763
05/07/2005,129.89,132.22,129.68,131.5,2409839
04/07/2005,131.11,131.11,129.56,129.97,2294315
01/07/2005,125.79,132.45,125.79,131.42,4668351
30/06/2005,127.11,127.78,125.33,125.81,1514159
29/06/2005,125.77,127.08,123.92,126.21,1310516
28/06/2005,126.67,127.55,123.67,124.87,2323619
27/06/2005,125.11,130.11,123.78,127.57,6784871
24/06/2005,124.12,127.11,122.32,126.31,2776967
23/06/2005,125.89,126.11,123.22,124.08,2725829
22/06/2005,123.22,126.67,123,126.07,3412194
21/06/2005,122.43,124.55,122.29,122.65,1416464
20/06/2005,124.45,126.05,122.22,122.27,1452221
17/06/2005,126.09,127.45,122.55,123.93,2667563
16/06/2005,126.29,127,124.42,125.19,1341737
15/06/2005,126.79,127.78,125.78,126.85,1699577
14/06/2005,127.73,128.22,125.35,126.79,3768324
13/06/2005,122.99,128.33,122.24,127.76,3212187
10/06/2005,124.78,126.67,122.22,122.34,2470373
09/06/2005,122.89,127.78,122.89,126,5766990
08/06/2005,123.45,124.45,122.22,122.75,906371
07/06/2005,123.32,123.95,122.33,123.03,1394738
06/06/2005,122.11,124.22,121.68,122.29,2453642
03/06/2005,120,124.33,119.45,123.63,3543225
02/06/2005,117.71,121.61,117.22,120.47,2861486
01/06/2005,116.65,117.66,114.33,116.8,1210976
31/05/2005,116.69,119.16,114.83,116.45,4203564
30/05/2005,120.45,122.19,117,117.57,3343497
27/05/2005,124.67,126.1,120.62,121.74,3807150
26/05/2005,120.22,123.55,120.22,122.77,3404463
25/05/2005,120.55,120.55,119.03,119.96,998621
24/05/2005,121.11,121.55,118.92,120.11,1266947
23/05/2005,119.45,123.11,118.9,120.11,2250125
20/05/2005,116.89,120.77,116.33,119.67,3076422
19/05/2005,115.2,117.05,114.22,116.02,3558318
18/05/2005,113,115.45,112.56,114.51,1338983
17/05/2005,115.28,115.55,113.45,114.02,1291544
16/05/2005,113.33,115.78,113.33,114.55,1212353
13/05/2005,112.45,113.89,111.69,113.45,950435
12/05/2005,111.67,113.35,111.45,112.78,856907
11/05/2005,112.22,112.89,111.05,111.32,2537414
10/05/2005,114.33,114.33,112.11,112.95,2098826
09/05/2005,113.22,114.43,111,113.63,2325068
06/05/2005,113.32,115.21,111.55,112.41,1920437
05/05/2005,110.79,116,110.33,114.77,2923505
04/05/2005,107.77,111.05,107.75,110.77,1557719
03/05/2005,108.32,108.89,107,107.72,396269
02/05/2005,108.63,108.63,106.89,107.59,506825
29/04/2005,109.31,109.31,106.89,107.4,967382
28/04/2005,109,109,107.67,107.92,762452
27/04/2005,110,110,106.78,107.53,942380
26/04/2005,110.78,110.78,107.45,108.4,1578689
25/04/2005,111.08,111.08,102.22,110.58,1110995
22/04/2005,110.28,110.89,108.11,110.27,1422557
21/04/2005,108.89,108.89,104.67,108.11,1769471
20/04/2005,107.21,107.21,104.06,105.63,1995632
19/04/2005,108.19,109.99,103.22,104.67,2778353
18/04/2005,105.22,108.33,103.13,106.81,2978090
15/04/2005,107.22,108.58,104.35,105.8,2701529
13/04/2005,108.23,109.33,106.87,107.29,1998719
12/04/2005,107.26,108.11,106,107.55,2161358
11/04/2005,109.67,110.31,105.57,106.39,3226461
08/04/2005,112.5,112.5,108.33,109.29,3147792
07/04/2005,116.67,116.67,110.55,111.53,2419136
06/04/2005,114.65,117.22,113.45,113.89,2365676
05/04/2005,115.88,116.43,113.45,114.21,1988486
04/04/2005,113.33,116.21,112.22,114.91,1750895
01/04/2005,111.42,113.89,109.45,113.45,1660796
31/03/2005,110.05,111.89,108.69,111.05,2288420
30/03/2005,110.11,111.11,107.55,108.73,1680956
29/03/2005,111.78,112.78,108.22,109.11,2358458
28/03/2005,114.11,114.11,108.89,111.79,1231415
24/03/2005,110,111.88,107.25,107.95,2517965
23/03/2005,111.78,113.55,108.89,109.45,2464586
22/03/2005,114.19,114.89,111.22,112.01,1336508
21/03/2005,114.68,116.33,113.33,113.69,1328498
18/03/2005,114.51,117.1,114.17,114.75,2438252
17/03/2005,121.11,121.11,115.9,116.56,1357667
16/03/2005,122.22,123.33,117.78,118.33,2399489
15/03/2005,122.69,122.69,118.37,120.69,1418732
14/03/2005,121.11,123.33,121.11,121.84,1162124
11/03/2005,122.21,122.22,121.11,121.54,1196351
10/03/2005,122.22,122.67,120.55,121.21,1305062
09/03/2005,123.9,124.22,121.22,121.94,1541969
08/03/2005,122.78,124.67,121.67,123.05,2559176
07/03/2005,125.89,126,121.25,122.13,2184083
04/03/2005,123.78,125.67,123,124.18,3552396
03/03/2005,124.45,126.21,121.9,122.41,2851055
02/03/2005,127.55,127.55,123.19,123.75,3720741
01/03/2005,124.99,127.75,120.55,126.26,6088343
28/02/2005,120,124.89,119.79,120.92,5251605
25/02/2005,118.33,121.3,116.89,120.26,3166710
24/02/2005,121.63,121.65,117.11,117.75,2883617
23/02/2005,118.89,122.66,117.33,121.15,5887437
22/02/2005,113.82,119.44,112.78,118.63,6581516
21/02/2005,112.33,114.89,112.22,113.31,1631816
18/02/2005,113.89,115.17,113.14,113.92,2147147
17/02/2005,112.22,113.89,111.25,113.41,3490197
16/02/2005,112.23,114.3,111.79,112.57,2766032
15/02/2005,111.65,115,109.45,111.47,4917444
14/02/2005,114.99,114.99,110.25,111.27,1989386
11/02/2005,111.1,111.67,110.33,110.56,2235266
10/02/2005,110.55,111.11,109.45,110.83,1441574
09/02/2005,107.84,111.33,107.55,110.72,3320736
08/02/2005,108.67,108.67,106.91,107.47,3235209
