Date,TATAMTRDVR-EQ O,TATAMTRDVR-EQ H,TATAMTRDVR-EQ L,TATAMTRDVR-EQ C,TATAMTRDVR-EQ V
14/11/2014,318.37,323.07,318.37,319.81,1281920
13/11/2014,325.99,325.99,317.33,318.02,1194639
12/11/2014,318.22,327.67,318.22,323.37,1414794
11/11/2014,318.12,323.12,317.58,320.55,1028599
10/11/2014,322.23,323.22,317.93,320.2,1945157
07/11/2014,319.21,327.18,315.11,325.2,2952946
05/11/2014,327.57,327.87,316.89,318.57,3333084
03/11/2014,328.47,332.33,325.6,326.78,1233483
31/10/2014,324.66,335.34,324.66,331.83,3650526
30/10/2014,322.63,327.92,321.64,324.36,3348136
29/10/2014,316.74,327.38,316.74,325.84,3656695
28/10/2014,311.74,317.68,310.75,314.17,1415171
27/10/2014,320.55,322.08,313.42,314.91,3016009
23/10/2014,321.64,322.23,317.93,320.2,372865
22/10/2014,317.73,320.65,314.76,319.51,2787692
21/10/2014,308.77,316.09,308.38,313.08,2642698
20/10/2014,310.7,319.51,308.13,311.74,2447726
17/10/2014,299.91,309.76,288.98,306.89,4253089
16/10/2014,309.81,319.06,298.18,301.15,2372192
14/10/2014,320.75,322.92,312.63,313.72,2068636
13/10/2014,320.25,321.64,309.71,318.12,4217373
10/10/2014,337.47,337.47,320.15,320.85,3373247
09/10/2014,338.96,343.61,336.48,340.54,2651120
08/10/2014,337.82,342.37,330.64,335.89,1712746
07/10/2014,337.62,346.38,334.7,339.65,1902212
01/10/2014,342.67,344.7,337.57,339.7,1387258
30/09/2014,344.94,353.26,339.75,341.53,1720982
29/09/2014,351.67,356.03,347.17,348.41,1737234
26/09/2014,336.58,352.66,326.29,351.28,2973862
25/09/2014,349.3,351.23,333.51,338.36,5138783
24/09/2014,358.7,358.7,346.68,350.24,3586398
23/09/2014,376.07,376.61,355.38,358.01,4078996
22/09/2014,362.51,376.91,359.24,375.18,3529112
19/09/2014,375.08,377.9,360.73,363.2,3985995
18/09/2014,361.42,374.78,357.26,373.3,3293764
17/09/2014,358.45,363.6,343.06,361.87,3184685
16/09/2014,372.55,374.73,351.33,353.85,4258118
15/09/2014,385.72,385.72,375.62,377.16,1888788
12/09/2014,383,387.3,379.04,383.98,3097475
11/09/2014,381.61,384.68,377.7,382.9,2569670
10/09/2014,379.04,385.62,375.82,379.48,3499299
09/09/2014,372.51,381.31,367.11,379.19,4388194
08/09/2014,372.11,372.6,364.29,368.79,3833276
05/09/2014,367.16,373.49,366.42,369.78,1696625
04/09/2014,374.68,375.23,365.18,366.47,1892265
03/09/2014,373.99,378.29,370.48,374.73,4559711
02/09/2014,371.76,376.07,365.23,367.95,2975266
01/09/2014,376.02,378.94,370.23,373.3,5410730
28/08/2014,373.89,378.39,370.13,373.35,4890760
27/08/2014,360.73,370.92,360.73,367.95,4227656
26/08/2014,355.29,360.73,349.79,359.74,2165214
25/08/2014,358.35,365.68,357.31,359.14,2246713
22/08/2014,355.68,363.65,353.55,358.35,2054002
21/08/2014,357.96,359.74,349.2,354.89,2517951
20/08/2014,351.57,359.24,349.59,355.48,3898299
19/08/2014,347.37,355.78,342.07,353.7,5767834
18/08/2014,331.04,370.13,331.04,345.04,11086658
14/08/2014,312.73,330.94,312.73,326.88,5198150
13/08/2014,311.79,318.22,306.79,316.84,3192763
12/08/2014,321.64,322.38,310.5,313.57,6011174
11/08/2014,294.92,299.77,294.17,297.24,1732778
08/08/2014,292.44,295.51,289.03,292.15,1589503
07/08/2014,301.45,301.45,292.94,295.36,1789804
06/08/2014,306.64,306.64,297.93,299.17,945703
05/08/2014,301.1,306.79,299.12,304.91,1235267
04/08/2014,299.82,306.54,299.82,302.98,1310605
01/08/2014,287.99,307.78,286.16,298.63,3219202
31/07/2014,290.51,294.67,287.99,290.96,2170304
30/07/2014,282.69,294.22,278.39,293.18,4264192
28/07/2014,289.97,293.73,278.49,280.22,4313754
25/07/2014,308.03,308.77,289.57,292.89,3322841
24/07/2014,308.72,310.45,304.12,308.67,1090091
23/07/2014,319.46,319.46,305.16,308.52,2340473
22/07/2014,310.85,320.35,309.22,316.29,4676628
21/07/2014,317.88,318.62,309.56,311.64,1812017
18/07/2014,317.68,319.56,310.26,317.23,1494436
17/07/2014,321.44,326.04,316.89,320.15,3459926
16/07/2014,312.63,321.64,311.1,319.76,2589922
15/07/2014,300.85,310.26,298.68,308.92,1730433
14/07/2014,292.19,299.37,285.12,297.24,1044201
11/07/2014,297.69,303.82,292.05,293.13,2327626
10/07/2014,299.12,307.44,288.29,296.85,1856985
09/07/2014,304.81,305.16,292.94,300.76,1661672
08/07/2014,311.54,312.73,302.59,306.05,4241056
07/07/2014,310.06,312.53,305.21,310.55,1496678
04/07/2014,306.99,310.75,301.05,309.07,2768343
03/07/2014,304.71,311.49,301.94,307.88,3617724
02/07/2014,300.85,305.31,297.04,302.59,1758811
01/07/2014,291.25,303.33,291.25,299.91,3641978
30/06/2014,295.11,300.46,289.97,291.7,3996572
27/06/2014,282.69,297.34,281.16,295.71,4229555
26/06/2014,288.63,291.35,277.2,279.53,5217646
25/06/2014,308.33,318.37,283.19,286.31,13149078
24/06/2014,310.21,312.58,305.9,308.52,2118396
23/06/2014,315.7,320.05,303.48,307.19,4879027
20/06/2014,315.4,323.52,307.44,313.47,9975300
19/06/2014,298.87,322.58,298.87,313.47,16333574
18/06/2014,297.89,299.86,288.04,293.28,2748789
17/06/2014,283.44,301.84,283.04,297.98,3578931
16/06/2014,292.05,292.84,281.16,283.83,4401086
13/06/2014,303.28,304.32,287.05,291.3,5130960
12/06/2014,293.93,309.96,290.22,302.88,5266995
11/06/2014,293.43,298.03,284.77,293.33,3037353
10/06/2014,292.84,293.58,277.2,291.21,2325097
09/06/2014,286.7,295.66,284.08,291.3,3407908
06/06/2014,271.16,286.6,268.69,281.26,4554207
05/06/2014,259.39,270.42,254.24,268.59,2806306
04/06/2014,261.27,263.54,255.58,257.51,1539941
03/06/2014,265.23,266.96,259.78,261.07,2926099
02/06/2014,254.44,267.4,254.44,265.57,1509684
30/05/2014,249.19,260.87,244.05,254.29,2029522
29/05/2014,262.26,262.26,252.61,254.39,2638792
28/05/2014,259.19,264.73,249.14,261.81,1866577
27/05/2014,262.26,267.4,253.3,259.19,1719154
26/05/2014,256.81,265.77,251.57,260.53,3049740
23/05/2014,248.4,255.58,245.53,253.55,1417589
22/05/2014,246.42,252.81,241.48,245.83,2403420
21/05/2014,249.89,253.2,243.45,247.12,2172870
20/05/2014,250.38,254.74,247.41,249.39,870581
19/05/2014,252.36,258.15,247.07,249.34,1659369
16/05/2014,252.36,261.42,240.49,251.17,3584592
15/05/2014,248.4,252.26,244.99,249.24,2656330
14/05/2014,244.49,251.27,241.57,245.98,2595742
13/05/2014,242.32,249.34,240.53,243.95,2917287
12/05/2014,225.69,241.38,225.69,238.65,2677481
09/05/2014,221.43,228.51,221.04,227.37,941439
08/05/2014,221.68,224.45,220.25,221.43,1262013
07/05/2014,223.27,223.66,219.85,220.74,545750
06/05/2014,221.09,225.64,220.59,221.98,1337555
05/05/2014,222.23,223.56,219.26,219.95,881401
02/05/2014,222.72,227.13,220.49,222.23,1192360
30/04/2014,224.65,229.4,219.31,224.01,3473042
29/04/2014,229.45,229.8,222.67,223.66,1045531
28/04/2014,231.83,231.88,225.64,228.61,1133037
25/04/2014,228.56,234,227.62,230.64,1408134
23/04/2014,235.29,235.29,225.64,229.25,3267188
22/04/2014,235.49,238.41,231.58,232.72,2745623
21/04/2014,235.44,237.37,231.63,235.29,1807721
17/04/2014,225.15,235.44,225.15,234,1480050
16/04/2014,226.14,230.98,222.67,224.8,1459227
15/04/2014,234,234.84,224.75,226.63,2182218
11/04/2014,231.53,238.01,229.6,233.85,4941229
10/04/2014,231.53,236.53,228.61,231.38,3702721
09/04/2014,218.71,231.18,217.72,228.56,4227238
07/04/2014,214.31,219.5,211.79,215.99,1274979
04/04/2014,215.25,216.49,212.92,213.81,695002
03/04/2014,219.01,219.65,212.82,215.89,2570553
02/04/2014,210.94,218.71,209.95,217.77,2622300
01/04/2014,199.51,212.53,199.51,209.06,2826238
31/03/2014,194.47,203.57,194.47,200.31,1875289
28/03/2014,192.88,196.84,191.3,194.27,1057201
27/03/2014,191.99,194.32,190.16,192.19,1803553
26/03/2014,189.02,193.33,189.02,192.49,2157725
25/03/2014,188.08,189.67,186.35,188.38,1366445
24/03/2014,189.07,190.9,187.54,188.28,1594734
21/03/2014,187.04,189.52,186.8,188.63,3188391
20/03/2014,187.19,189.47,185.76,186.25,1604291
19/03/2014,189.96,190.95,186.55,189.02,1789438
18/03/2014,194.91,195.31,187.54,188.13,1991668
14/03/2014,188.03,193.18,187.24,192.69,831706
13/03/2014,193.67,193.87,188.88,189.72,993874
12/03/2014,194.02,194.96,189.32,190.51,1431486
11/03/2014,195.46,199.46,194.47,195.56,976574
10/03/2014,198.18,198.72,191.99,194.47,1508749
07/03/2014,195.36,203.32,194.66,200.16,1482284
06/03/2014,194.66,196.64,192.24,195.26,880172
05/03/2014,198.92,198.92,193.08,193.82,2023630
04/03/2014,196.94,202.48,194.52,196.74,1713621
03/03/2014,200.11,200.9,196.45,197.39,749491
28/02/2014,198.28,202.38,196.5,202.04,760012
26/02/2014,191.4,195.06,191.05,193.87,902453
25/02/2014,194.91,195.31,192.04,192.69,2279285
24/02/2014,193.13,196.94,192.93,194.37,1394020
21/02/2014,192.29,195.06,192.29,194.02,481093
20/02/2014,192.64,194.57,191.05,192.04,680521
19/02/2014,192.29,193.87,190.9,192.98,599863
18/02/2014,191.6,195.16,191.6,193.77,842793
17/02/2014,193.03,196.2,191,192.49,630012
14/02/2014,188.08,193.97,188.08,193.13,665827
13/02/2014,189.82,192.59,188.73,189.86,3111395
12/02/2014,186.99,189.57,186.75,189.07,1913692
11/02/2014,189.02,190.01,185.06,185.81,2958949
10/02/2014,178.83,181.75,178.29,180.17,1674259
07/02/2014,174.43,177.84,173.44,177.15,1354050
06/02/2014,176.16,177.49,171.75,173.63,2882938
05/02/2014,170.42,177.89,168.64,176.06,1413013
04/02/2014,166.56,172.94,166.51,171.51,1335745
03/02/2014,171.41,172.2,167.4,168.29,1267894
31/01/2014,176.65,177.15,171.8,173.09,723394
30/01/2014,173.09,178.83,172.15,176.01,2039907
29/01/2014,180.61,182.15,174.43,175.17,852929
28/01/2014,175.07,180.51,173.88,179.23,1423653
27/01/2014,183.09,183.09,174.92,175.86,1376953
24/01/2014,191.15,191.99,184.32,184.92,1266449
23/01/2014,194.12,197.53,192.19,193.08,825604
22/01/2014,195.31,196.64,193.08,196.15,700519
21/01/2014,191.15,197.93,190.31,195.21,1801795
20/01/2014,189.17,192.98,189.17,191.94,638960
17/01/2014,191.99,193.38,189.72,190.46,495043
16/01/2014,194.17,194.96,190.11,192.09,1194583
15/01/2014,193.72,194.96,192.64,194.17,1780581
14/01/2014,192.83,194.52,189.91,193.08,924616
13/01/2014,190.01,193.97,189.07,193.13,996636
10/01/2014,187.04,188.97,186.05,187.89,1063866
09/01/2014,190.46,190.46,184.57,186.65,636509
08/01/2014,187.14,190.01,185.96,188.92,995036
07/01/2014,186.9,188.03,184.62,186.2,630579
06/01/2014,185.06,188.58,184.77,185.86,1986245
03/01/2014,188.03,188.03,184.32,186.05,1241734
02/01/2014,190.51,190.95,186.35,187.74,465751
01/01/2014,192.69,192.69,189.57,190.21,204729
31/12/2013,191,192.34,190.01,190.56,285883
30/12/2013,192.69,192.98,190.61,191,1118664
27/12/2013,190.01,192.39,187.84,190.01,801606
26/12/2013,192.98,193.67,189.22,190.31,1828214
24/12/2013,194.96,194.96,190.61,192.14,581208
23/12/2013,195.46,196.74,193.97,194.71,1573820
20/12/2013,191.15,195.95,191.15,195.26,1222654
19/12/2013,188.03,193.67,186.15,192.83,1949430
18/12/2013,185.06,190.31,183.58,188.78,659941
17/12/2013,187.69,187.84,184.67,186.8,1373487
16/12/2013,188.78,189.02,183.09,183.98,1631863
13/12/2013,186.99,190.85,186.2,189.17,1231087
12/12/2013,192.98,193.48,185.56,186.9,2312601
11/12/2013,196.89,197.93,190.51,191.79,2427048
10/12/2013,203.37,203.37,197.93,198.87,2430303
09/12/2013,204.86,204.86,200.31,201.99,807042
06/12/2013,199.17,200.6,197.68,200.21,1331611
05/12/2013,202.88,202.88,198.43,199.22,1729059
04/12/2013,202.78,203.37,197.34,198.87,2192902
03/12/2013,200.95,204.12,197.93,201.99,2969749
02/12/2013,201.89,204.56,200.31,201.54,540644
29/11/2013,198.13,205.25,197.53,203.47,2078457
28/11/2013,202.98,204.76,196.15,197.78,1603931
27/11/2013,197.93,202.48,197.04,201.69,1915615
26/11/2013,197.49,198.82,190.26,196.89,1950728
25/11/2013,193.77,198.28,193.23,197.88,1898305
22/11/2013,196.94,197.88,190.41,191.25,1713200
21/11/2013,201.64,201.64,195.95,197.19,2957653
20/11/2013,205.75,206.44,201,202.38,3157803
19/11/2013,206.34,207.63,202.88,205.95,1261475
18/11/2013,202.09,205.85,200.4,205.25,2287612
14/11/2013,191.25,202.19,191.25,201.59,2343313
13/11/2013,188.03,192.39,188.03,190.95,2071302
12/11/2013,197.88,197.88,187.04,188.48,1478164
11/11/2013,205.55,205.55,196.25,196.89,2066324
08/11/2013,198.18,203.87,195.46,201.94,4370649
07/11/2013,204.26,206.29,197.44,199.32,1681083
06/11/2013,203.87,206.84,201.69,203.23,1774758
05/11/2013,204.86,208.32,201.15,202.73,2728872
01/11/2013,194.02,199.51,194.02,196.69,3015138
31/10/2013,187.39,192.44,187.39,191.6,582239
30/10/2013,190.01,190.31,186.85,189.27,1856428
29/10/2013,187.29,189.91,185.06,189.07,522068
28/10/2013,187.44,189.77,184.52,186.95,1040720
25/10/2013,187.04,187.98,184.87,186.5,2266437
24/10/2013,182.64,188.43,182.64,187.74,1808350
23/10/2013,184.32,189.37,179.28,183.78,2698974
22/10/2013,186.55,188.88,183.38,184.72,1949903
21/10/2013,189.02,194.32,185.66,186.55,1371781
18/10/2013,183.53,189.77,183.53,188.68,2786829
17/10/2013,190.71,190.71,183.33,183.93,1898141
15/10/2013,192.88,193.48,186.15,190.61,2120129
14/10/2013,192.34,194.91,190.31,192.34,2303388
11/10/2013,187.79,194.47,184.72,191.5,4124521
10/10/2013,172.2,186.45,171.21,184.72,4099312
09/10/2013,169.23,173.68,169.23,173.14,1126452
08/10/2013,169.97,172.6,169.97,170.62,2061952
07/10/2013,165.96,170.71,165.62,168.29,1004665
04/10/2013,166.26,172.84,165.37,167.2,1652602
03/10/2013,160.27,166.46,160.27,165.62,2088159
01/10/2013,163.24,165.22,161.12,163.54,1774084
30/09/2013,168.04,169.63,160.67,162.01,1526149
27/09/2013,167.7,171.11,165.57,168.64,1217554
26/09/2013,166.9,167.7,164.28,166.16,1332028
25/09/2013,165.27,167.25,162.5,165.42,2530536
24/09/2013,163.09,164.63,161.56,162.25,1209786
23/09/2013,164.33,166.06,161.12,163.05,1217464
20/09/2013,166.31,170.22,156.96,166.31,2306956
19/09/2013,165.27,169.58,163.34,168.04,1710498
18/09/2013,163.54,165.02,160.92,162.15,848861
17/09/2013,156.61,163.19,156.46,162.1,1566835
16/09/2013,157.5,159.83,152.9,157.8,1796000
13/09/2013,156.41,158.34,152.41,154.58,3159706
12/09/2013,161.31,165.22,156.02,157.95,1965400
11/09/2013,164.23,168.44,160.32,164.83,2345232
10/09/2013,153.5,167.2,153.5,165.17,3739877
06/09/2013,151.91,152.95,149.29,152.26,2020359
05/09/2013,153.5,156.27,150.97,151.71,2646659
04/09/2013,149.88,153.54,149.29,151.07,2797852
03/09/2013,147.06,153.79,146.52,147.46,2120356
02/09/2013,142.86,148.74,141.12,148,1235603
30/08/2013,145.97,147.21,142.81,144.84,1020779
29/08/2013,143,147.95,143,145.28,4259228
28/08/2013,142.02,146.27,139.24,142.91,5260032
27/08/2013,148.25,148.25,141.97,143.25,4235604
26/08/2013,147.95,149.64,144.74,147.31,3360201
23/08/2013,144.69,150.77,144.69,147.36,3961883
22/08/2013,141.22,146.37,141.22,144.59,4757153
21/08/2013,143.7,146.91,139.29,141.72,4132780
20/08/2013,143,144.93,140.28,143.2,7588928
19/08/2013,142.91,145.97,138.95,144.24,5836974
16/08/2013,146.02,147.41,141.77,144.54,4041750
14/08/2013,136.87,149.73,136.87,146.86,4486385
13/08/2013,128.21,136.57,128.16,135.33,3592151
12/08/2013,125.14,130.09,125.14,129.69,1699566
08/08/2013,127.52,129.5,123.71,124.8,2685326
07/08/2013,122.72,126.08,119.7,123.21,4433151
06/08/2013,123.71,127.02,121.83,124.55,3054713
05/08/2013,130.63,136.72,124.1,125.24,1675663
02/08/2013,131.62,133.11,128.56,131.52,3433225
01/08/2013,127.67,133.11,126.03,131.23,1005712
31/07/2013,125.88,130.39,122.12,129.15,2743982
30/07/2013,136.18,137.41,126.18,127.81,1753487
29/07/2013,133.6,137.51,133.6,135.88,1417035
26/07/2013,137.56,138.55,130.68,134.39,2251174
25/07/2013,142.02,142.02,135.58,137.61,2509313
24/07/2013,141.03,141.87,138.3,139.89,978709
23/07/2013,141.52,142.86,140.23,141.97,1099634
22/07/2013,138.65,142.11,137.81,140.68,698636
19/07/2013,137.36,140.88,137.31,139.19,2387050
18/07/2013,133.6,137.07,133.16,136.72,3460692
17/07/2013,139.24,139.24,131.62,134.39,1422585
16/07/2013,136.52,138.45,134.35,137.76,3969418
15/07/2013,141.32,141.32,137.22,138.25,2611168
12/07/2013,138.55,141.03,137.31,140.28,4222220
11/07/2013,139.39,139.84,135.73,137.07,3793752
10/07/2013,142.16,142.16,135.73,136.42,1926936
09/07/2013,142.02,143.5,138.8,141.03,1375318
08/07/2013,143,143.45,138.55,141.27,2803606
05/07/2013,146.47,146.77,143.94,145.48,1559126
04/07/2013,139.59,144.54,138.55,143.9,1022361
03/07/2013,140.58,141.42,137.12,138.9,1655644
02/07/2013,141.47,142.61,139.24,142.31,1655911
01/07/2013,138.06,142.76,137.56,141.57,3607856
28/06/2013,136.57,140.04,136.37,139.44,3023046
27/06/2013,132.71,135.33,129.25,133.7,5848616
26/06/2013,133.5,134.44,129.84,130.98,3134831
25/06/2013,136.67,136.67,129.2,132.27,4539086
24/06/2013,142.41,142.41,134.64,136.28,2154463
21/06/2013,142.02,142.02,137.66,140.48,4008159
20/06/2013,145.97,146.47,141.62,142.96,6293848
19/06/2013,147.51,149.14,146.07,148.25,4251436
18/06/2013,153.59,154.19,148.15,149.29,3951243
17/06/2013,153.4,155.33,150.53,154.63,1503827
14/06/2013,152.16,154.78,150.67,153.84,3798027
13/06/2013,152.01,152.41,147.56,147.95,2590460
12/06/2013,154.39,155.77,151.91,153.15,3215299
11/06/2013,159.33,161.21,154.48,155.18,3221240
10/06/2013,165.07,166.71,158.2,160.08,1623710
07/06/2013,166.26,168.69,162.35,163.79,1022565
06/06/2013,167.7,168.83,166.61,167.55,492757
05/06/2013,167.15,169.23,165.32,168.34,1293064
04/06/2013,169.23,171.16,165.72,166.61,1394972
03/06/2013,169.82,171.95,168.39,170.22,1215703
31/05/2013,172.15,174.92,170.47,171.06,1964290
30/05/2013,169.33,172.2,168.74,171.11,3278086
29/05/2013,159.43,165.27,159.43,163.99,3002370
28/05/2013,161.12,162.55,159.19,160.22,865598
27/05/2013,158.44,161.31,157.35,160.67,833717
24/05/2013,160.18,160.47,155.08,158.84,966350
23/05/2013,159.33,160.08,156.17,158.05,1047986
22/05/2013,160.47,162.7,158.69,159.93,1068377
21/05/2013,165.77,165.82,159.83,160.22,1572302
20/05/2013,167.25,172.4,163.54,164.48,1875807
17/05/2013,166.26,168.54,164.28,166.06,1862956
16/05/2013,169.23,170.12,165.92,166.51,900010
15/05/2013,169.18,171.75,167.3,168.79,4859888
14/05/2013,165.27,168.64,164.48,167.45,649958
13/05/2013,168.79,172.2,164.48,165.07,604805
10/05/2013,167.25,171.8,165.92,170.57,1302510
09/05/2013,169.13,169.18,164.08,165.72,858753
08/05/2013,168.24,171.11,166.81,167.5,1548560
07/05/2013,165.72,169.48,165.47,168.09,1345924
06/05/2013,164.28,166.01,161.31,165.17,671536
03/05/2013,168.74,168.74,160.97,161.51,1887046
02/05/2013,169.23,170.27,167.1,167.6,2692134
30/04/2013,167.25,172.5,164.83,171.06,2407974
29/04/2013,168.39,169.92,165.62,167.3,2210908
26/04/2013,166.26,170.22,164.68,168.39,1767233
25/04/2013,164.48,167.25,164.48,166.26,2190129
