Date,TATAMTRDVR-EQ O,TATAMTRDVR-EQ H,TATAMTRDVR-EQ L,TATAMTRDVR-EQ C,TATAMTRDVR-EQ V
29/03/2019,85,87.2,84.95,85.55,2707221
28/03/2019,85,85.5,83.95,84.5,3974385
27/03/2019,86.6,86.7,84.6,85.25,2247979
26/03/2019,85.9,86.45,85.05,86.15,1396983
25/03/2019,86,86.2,85,85.2,1387730
22/03/2019,90.2,90.2,86.5,86.8,2299055
20/03/2019,90.2,90.75,88.3,89.2,2125752
19/03/2019,90.95,91.2,89.55,90.2,2628801
18/03/2019,89.5,91.8,89.5,90.65,2678424
15/03/2019,90.5,90.95,88.25,89.95,4351921
14/03/2019,91.2,91.45,89.5,90.2,2163467
13/03/2019,92.9,93.3,90.8,91.2,1824355
12/03/2019,93.9,94.3,92.45,92.9,2445946
11/03/2019,92,93.2,91.75,92.65,2117039
08/03/2019,93.5,93.95,90.7,91.6,4419931
07/03/2019,96,97.5,93.55,94.9,5602395
06/03/2019,95.9,96.65,93.9,94.45,3403451
05/03/2019,92.45,97.6,91,95.8,13003696
01/03/2019,89.4,90.7,87.8,90.25,8598966
28/02/2019,88.7,89.5,86.85,87.7,7758232
27/02/2019,91.2,91.75,87.5,88.2,3510110
26/02/2019,87,91.6,87,90.85,5068764
25/02/2019,89.8,90.65,88.6,89.65,2569945
22/02/2019,87.85,89.6,86.7,89.2,3311777
21/02/2019,86,88.4,85.6,87.85,2887283
20/02/2019,85.3,86.45,85.1,85.8,866993
19/02/2019,84.8,86.15,83.95,85.1,1660174
18/02/2019,84.2,84.8,83,84.4,1583783
15/02/2019,84.6,84.6,80.7,84,3003394
14/02/2019,80.25,84.85,80.25,84.1,3108848
13/02/2019,80.55,81.6,80,80.45,2930378
12/02/2019,81,81.6,80,80.35,1965087
11/02/2019,79.6,81.8,78.65,81.4,3766708
08/02/2019,85,85,71,80.85,17829530
07/02/2019,92.25,95.3,92.25,94.4,1828459
06/02/2019,91,92.5,88.75,92.25,1484488
05/02/2019,93.4,93.85,90.05,90.7,2026371
04/02/2019,91.35,94.7,91.35,93.15,2015682
01/02/2019,93,95.95,92.95,94.1,2296335
31/01/2019,90.8,94.5,90.75,93.65,3664954
30/01/2019,89.45,91.75,89.45,90.55,2009667
29/01/2019,88.85,90.8,88.55,90.3,1414154
28/01/2019,91,91.4,87.4,88.9,2443776
25/01/2019,93,93.85,90.05,90.45,3230496
24/01/2019,95.4,95.65,91.8,92.75,2739738
23/01/2019,96.25,96.55,95,95.55,2884877
22/01/2019,96.15,96.15,93.4,95.6,2709189
21/01/2019,97.05,97.7,95.5,96.2,1376118
18/01/2019,98.5,98.55,96.1,97.1,1162618
17/01/2019,99.35,99.6,96.8,98.15,1380127
16/01/2019,99,99.9,97.85,98.75,2944836
15/01/2019,96.65,98.8,95.65,98.45,2024350
14/01/2019,95.5,96.95,94.15,96.4,1969605
11/01/2019,98.55,98.8,95.05,95.8,3921502
10/01/2019,97.05,98.5,96.95,98.05,3309742
09/01/2019,96.55,97.35,95.5,96.9,3811519
08/01/2019,93.6,96.3,93.6,96,3041123
07/01/2019,92.6,95.35,92.3,93.9,3790291
04/01/2019,90.5,92.2,90.25,91.5,3098808
03/01/2019,90.8,91,88.6,89.05,1527655
02/01/2019,92,92.35,90.05,90.45,2573415
01/01/2019,92.65,93.4,91.9,93.1,1368683
31/12/2018,92.9,93.35,92.1,92.65,1474160
28/12/2018,91.2,92.95,91.2,91.95,1724535
27/12/2018,95,95,90.55,91.1,2719079
26/12/2018,93.55,93.95,91.55,93.05,2509687
24/12/2018,96.1,96.85,93.7,94.15,2006362
21/12/2018,96.8,98.65,95.5,96.3,3813033
20/12/2018,95.25,96.85,94.35,96.5,1905859
19/12/2018,97,97,94.9,95.6,1681995
18/12/2018,95.75,97.2,94.5,96.1,2666726
17/12/2018,92,96.35,91.9,95.75,4012756
14/12/2018,90.6,92.7,90.3,91.8,1909013
13/12/2018,90.05,92,90.05,90.95,1948463
12/12/2018,86.5,90.6,86.1,89.5,3900192
11/12/2018,85,87.65,84.8,85.9,3143345
10/12/2018,86.65,88.1,86,86.2,1793416
07/12/2018,88.75,89.65,87.5,89.1,2217387
06/12/2018,91.05,92,88.35,88.6,3376394
05/12/2018,94.05,94.2,92.1,92.45,3473638
04/12/2018,97.8,97.8,95.5,96.25,2400523
03/12/2018,95,96.25,92.7,95.3,3066836
30/11/2018,94,96.2,92.65,93.75,1868437
29/11/2018,96.4,97,94.55,96.05,2562749
28/11/2018,98.2,98.55,95.2,95.55,1614989
27/11/2018,98.1,99.75,97.05,98.1,1612204
26/11/2018,99,99.6,96.2,98.75,1650893
22/11/2018,101.2,101.3,98.1,98.65,1919618
21/11/2018,99.95,101.3,99.4,100,1614949
20/11/2018,101,102.6,99.35,99.9,2206898
19/11/2018,99.85,101.95,98.5,101.1,2321581
16/11/2018,99.1,99.8,98.1,98.95,2766513
15/11/2018,97.9,100.3,97.3,98.45,1897991
14/11/2018,99,99.7,96.05,97.2,2870665
13/11/2018,99,99.6,97.1,98.15,2690945
12/11/2018,105.35,105.35,100.7,101.05,1877619
09/11/2018,105.5,107.9,104,105.3,1972080
07/11/2018,105,106.2,105,105.7,583281
06/11/2018,103.5,107.75,103.15,104.3,5030507
05/11/2018,102,103.2,100.4,102.15,1661402
02/11/2018,98.1,103.2,97.95,102.55,4313647
01/11/2018,99.25,101.9,97,97.6,5081010
31/10/2018,96.9,98,94.2,97.7,2718423
30/10/2018,96.4,98.55,95.95,96.9,2436581
29/10/2018,91.7,96.9,90.5,95.95,2936369
26/10/2018,91.3,94.35,90.85,91.2,4106456
25/10/2018,92.35,93.35,90.8,91.3,3787682
24/10/2018,96.25,96.45,92.35,93.7,2436817
23/10/2018,92,95.8,90.6,94.85,3399875
22/10/2018,96.6,96.95,92.55,92.9,4032747
19/10/2018,99.5,100,95.5,96,4723014
17/10/2018,102.1,102.8,99.7,100.15,4191428
16/10/2018,101.7,102.4,100.95,101.35,1688361
15/10/2018,101.9,102.2,99.75,101.45,2047488
12/10/2018,103.1,103.5,100.5,100.9,4227480
11/10/2018,100.9,104.05,98,101.85,5534001
10/10/2018,102.5,105.8,101.4,103.3,5401271
09/10/2018,111.55,112.7,94.95,101.55,18823915
08/10/2018,116.8,118.35,112.8,115.45,2335434
05/10/2018,120,122.5,116.25,117.35,2453938
04/10/2018,118,123.45,118,120.7,3138388
03/10/2018,120.15,123.65,119.2,120.65,2020387
01/10/2018,116.55,121.5,114.5,120.95,2709463
28/09/2018,120,120.9,114.55,116.55,3129173
27/09/2018,123.25,124.4,118.05,118.65,4198286
26/09/2018,128,128.6,122.15,123.05,3702476
25/09/2018,128,128.8,124.55,127.05,1865428
24/09/2018,132.9,132.9,127.55,128.05,2490612
21/09/2018,137.1,138.3,123.3,132.05,3458644
19/09/2018,138.35,139.1,136.3,136.7,1445343
18/09/2018,139.7,139.95,137.45,137.95,5540624
17/09/2018,142.75,142.8,140.2,140.65,1654850
14/09/2018,144.25,145.75,142.65,143.8,1655949
12/09/2018,142.95,143,139.4,142.4,1519745
11/09/2018,147.5,148.2,142.1,142.75,1847242
10/09/2018,145.75,149.75,145.15,146.75,3144724
07/09/2018,144.6,149.5,143.7,147.75,4074497
06/09/2018,145.5,145.9,140.85,144.2,2925133
05/09/2018,141.85,145,138.05,142.95,3167054
04/09/2018,148,148.65,142,142.85,7926097
03/09/2018,143.25,145.75,141.5,144.15,3494093
31/08/2018,138.8,143,138.3,142.05,2083347
30/08/2018,140.45,141.2,138,138.2,1885681
29/08/2018,139.5,141.55,139.5,140.55,1295351
28/08/2018,141.1,141.45,138.3,139.2,2626783
27/08/2018,140,142.2,139.5,140.3,1763232
24/08/2018,140,140.95,138.65,139.2,1106052
23/08/2018,145.4,145.5,140,140.4,2681839
21/08/2018,145,147.95,142.2,144.7,4360180
20/08/2018,136.85,144.5,136.7,144.1,6598470
17/08/2018,136.5,138.7,135.55,135.85,5045290
16/08/2018,135,136.1,133.5,134.5,3739751
14/08/2018,135.5,137,135.1,135.45,2116264
13/08/2018,139,139.35,135.55,136,3536620
10/08/2018,142.7,144.15,138.7,140,2117799
09/08/2018,142.9,144.35,142.1,143.3,1340430
08/08/2018,140.4,143.5,139.5,141.95,2342542
07/08/2018,141,142,139.25,139.85,1903571
06/08/2018,144.3,144.3,139.5,140.65,3007156
03/08/2018,143.75,144.6,142.35,142.7,1711056
02/08/2018,143,145.35,140.8,143.5,2048911
01/08/2018,137.05,145.7,137.05,143.55,4972732
31/07/2018,146.8,147.65,143,143.9,2738843
30/07/2018,149.7,151.3,145.5,146.8,2116119
27/07/2018,143.5,150.9,142.95,149.2,3104990
26/07/2018,141,144.35,141,142.9,3573342
25/07/2018,143.55,144.7,140.2,141.2,1168247
24/07/2018,142.1,143.6,141.2,143,2027432
23/07/2018,140.85,142.4,139.5,141.75,2665722
20/07/2018,140,141.4,138.8,140.85,1863098
19/07/2018,138.2,141.25,137.5,139.9,1851835
18/07/2018,144.2,144.5,137.1,138.35,2984290
17/07/2018,142.65,144.8,142,143.2,3944674
16/07/2018,149.75,149.75,141.7,142.75,2962135
13/07/2018,152.5,154.2,149.25,150.2,3031592
12/07/2018,154.25,155.75,151.65,151.9,2177906
11/07/2018,157.55,158.7,154.2,154.8,1018903
10/07/2018,158.45,159,157.2,158.05,1105369
09/07/2018,158.9,159.5,156.9,157.65,1713654
06/07/2018,153.3,158.9,153.3,156.9,2937296
05/07/2018,155,156.2,150.5,153.25,5229723
04/07/2018,157.5,158.25,154.75,157.35,1590678
03/07/2018,158.3,159.6,156.8,157.6,2178787
02/07/2018,161.35,162.4,157.5,158.7,2231536
29/06/2018,159,159.95,156.8,158.65,2288159
28/06/2018,161.1,161.7,156.45,157.4,2785244
27/06/2018,166.8,167.1,161.05,161.85,2313058
26/06/2018,167.2,168.85,163.7,165.85,2953139
25/06/2018,181.8,181.8,167.6,168.8,4795296
22/06/2018,178.95,182.9,177.75,181.85,2167376
21/06/2018,181,182.45,179.8,180.45,905146
20/06/2018,180.05,182.2,179.15,181.25,1641943
19/06/2018,183.1,185.1,179.65,180.7,1302229
18/06/2018,179.9,185.15,179.5,183.8,1731015
15/06/2018,182.5,183.85,179.45,180.25,1861133
14/06/2018,184.95,185.95,182.3,182.95,1121146
13/06/2018,184.2,188,183,185.05,3451985
12/06/2018,185.8,187.5,184.35,184.9,1003807
11/06/2018,186.3,188.95,184.4,185.45,3411814
08/06/2018,180.1,187.25,178.05,186.35,5315940
07/06/2018,176.4,181,175.7,179.8,4235492
06/06/2018,173,178.35,171.9,174.85,4777059
05/06/2018,171.15,172.4,168.85,170.85,1929220
04/06/2018,175.15,176.85,170,171.85,2454820
01/06/2018,170.5,177.2,170.05,173.55,3934502
31/05/2018,167.8,171.25,166,168.75,27291973
30/05/2018,168.5,169,165.3,166.95,6002528
29/05/2018,171.5,173.45,170.05,170.35,6265876
28/05/2018,172.1,173.5,169.1,173.05,5107703
25/05/2018,169.5,173.2,165.7,172.2,3844888
24/05/2018,172.2,174.95,164.5,168.65,7573119
23/05/2018,179,181.2,175,176,4379333
22/05/2018,174.5,181.35,172.05,177.75,6345976
21/05/2018,181.05,181.45,173.8,175.35,2706021
18/05/2018,184.5,185.85,179.9,181.05,2786629
17/05/2018,184,187,180.6,185.4,2579662
16/05/2018,179,185.2,178.9,183.8,3752731
15/05/2018,189.65,189.65,179.35,180.95,6960507
14/05/2018,195,195.3,190.25,190.95,2101929
11/05/2018,200,200,194.15,195.3,2486151
10/05/2018,199,202.25,196.1,198.6,7712157
09/05/2018,189,198.5,188.2,197.45,6803002
08/05/2018,188.8,191.4,186.35,190.05,4249633
07/05/2018,190,190,187.35,188.45,1029195
04/05/2018,186.7,189.45,184.75,187.5,913317
03/05/2018,188.5,188.5,185.05,187,1201298
02/05/2018,195.2,197.25,188.55,189.1,2341823
30/04/2018,190,192.8,190,191.5,1038495
27/04/2018,186.8,189,186,188.75,979525
26/04/2018,185.25,189.15,184.4,184.95,2004179
25/04/2018,187.75,189.5,183.9,185.25,1416433
24/04/2018,185.5,189.55,185.5,188.15,2500602
23/04/2018,190,191.8,187.9,188.1,2539162
20/04/2018,190.1,194.7,190.1,190.8,1262572
19/04/2018,190.7,191.8,189.55,191.2,1238777
18/04/2018,193.25,193.7,189.45,190.4,1426847
17/04/2018,193.9,195.2,190.15,192.75,1188246
16/04/2018,198,200.2,192.55,193.6,2248267
13/04/2018,202.3,203.6,200.25,202.8,1880184
12/04/2018,201,203.65,200.9,202.15,1168300
11/04/2018,199,201.6,198.05,200.75,1156334
10/04/2018,203.8,203.95,198.15,198.85,1554477
09/04/2018,206,208,201.3,201.95,1529794
06/04/2018,205.85,207.55,201.85,206.55,1539101
05/04/2018,204.25,208.25,202.8,205.8,3657279
04/04/2018,196,204.2,195.2,199.2,4708840
03/04/2018,189.45,195.3,188.4,193.95,1615390
02/04/2018,186,190.55,186,189.45,1230143
28/03/2018,185.6,186.8,182.4,183.3,2932274
27/03/2018,187.4,188,184.45,185.85,2226659
26/03/2018,185,186.65,183.25,185.95,1512393
23/03/2018,187,188.35,185.25,186.9,1944356
22/03/2018,190,191.1,188.85,190.55,2502530
21/03/2018,190.8,192,187.8,188.45,1032239
20/03/2018,187.7,191.5,186.5,190,1889126
19/03/2018,189.3,189.95,187.05,188.9,2624214
16/03/2018,195.7,196.1,189,189.45,2746178
15/03/2018,197.1,199.25,194.8,196.15,1945237
14/03/2018,194.7,198.45,194.7,197.35,1376834
13/03/2018,197.5,199.65,195.2,197.1,2019386
12/03/2018,193.5,198.8,190.75,197.65,2591729
09/03/2018,194.9,195.8,192,192.75,1058447
08/03/2018,196.1,196.8,191.1,194.9,1551480
07/03/2018,193.6,198.15,192.6,194.25,5331795
06/03/2018,201,201.5,195,196.15,2441804
05/03/2018,206.7,206.7,198.75,199.7,2846924
01/03/2018,206.6,209.55,206.6,207.45,1066276
28/02/2018,207.9,209.25,205.35,206.9,1708273
27/02/2018,210.5,211.65,207.5,208.8,1043567
26/02/2018,204.9,209.95,204.9,209.05,1646926
23/02/2018,203.75,205,202.7,203.75,1182460
22/02/2018,203,203.3,200.8,201.95,4136764
21/02/2018,206.6,206.7,203,204.05,4042539
20/02/2018,204.55,206.75,203.45,205.35,1247652
19/02/2018,209.5,209.85,202.9,204.3,2280954
16/02/2018,214,214.2,207.8,208.2,1640778
15/02/2018,215,216.3,211,212.8,2049396
14/02/2018,209.35,214.2,207,212.35,5022512
12/02/2018,209.9,211.45,207.15,208.2,3085144
09/02/2018,208.2,209.25,205,207.1,1958642
08/02/2018,211,213.3,210.1,210.9,3318482
07/02/2018,212.2,214.5,210,210.65,3182863
06/02/2018,205,211.7,197.85,208.55,5080477
05/02/2018,211.55,221.3,211.55,218.95,3875699
02/02/2018,220.1,221.9,213.1,214.2,2891386
01/02/2018,225.45,226.75,218,222.05,2102467
31/01/2018,225,225.95,223.35,224.55,2359630
30/01/2018,225.5,227.5,223.25,225.1,4050674
29/01/2018,228.5,230.5,225,225.55,1658667
25/01/2018,230.4,233.45,226.3,227.25,3315883
24/01/2018,238,238.4,230.5,231,3334555
23/01/2018,239,240.15,237.5,238.25,2323875
22/01/2018,243.9,244.8,237.6,239.05,4752143
19/01/2018,241.05,245.35,240.9,243.7,1883916
18/01/2018,245.5,249.8,240.5,242.6,3063226
17/01/2018,243.4,245.95,236.5,245.05,3271455
16/01/2018,246,248.05,240.5,243.7,2970779
15/01/2018,252.5,253.85,245.6,246.45,1241228
12/01/2018,254.9,257,249.3,252.25,3550374
11/01/2018,253.85,256,253.55,254.1,1015748
10/01/2018,256.7,258,252.15,254,1589162
09/01/2018,257.2,261.9,253.55,256.65,5050623
08/01/2018,254.85,256.3,251.85,255.2,2819737
05/01/2018,255,257.15,252.35,253.7,2139946
04/01/2018,252.9,256.8,249.35,255,2188575
03/01/2018,255.25,257.3,252.65,255.15,3644585
02/01/2018,243.6,253.7,241.4,253.1,4777771
01/01/2018,244.9,248.6,240.95,242.35,1779400
29/12/2017,238,245.85,237.2,244.1,1996433
28/12/2017,239.6,241.45,236.05,237.6,1474059
27/12/2017,241,242.95,239,239.9,1213290
26/12/2017,240.35,242.2,238.15,241.8,1269297
22/12/2017,237.95,244.25,237.25,240.35,3855878
21/12/2017,239.7,240.1,236.55,238.1,2626506
20/12/2017,232.3,239.6,232.3,237.8,3806352
19/12/2017,226.6,232.5,226.6,232,2290508
18/12/2017,224.5,228.75,217.75,226.1,1696364
15/12/2017,227,228.15,225.1,226.5,1798306
14/12/2017,225.25,226.25,221,225.1,1819453
13/12/2017,229.3,230.2,224,224.9,1771105
12/12/2017,233.4,235.2,229.25,229.7,984629
11/12/2017,235,235.8,232.2,233.15,746692
08/12/2017,232.45,234.15,230.35,233.5,1493747
07/12/2017,227.9,229.95,227.05,228.3,1001641
06/12/2017,228.65,230.05,225.85,226.75,1093736
05/12/2017,228.2,231.2,227.45,229.9,1689318
04/12/2017,234.9,234.9,229.65,230.8,1454668
01/12/2017,233.75,236.3,228,228.85,1814205
30/11/2017,236.5,237.3,230.3,231.45,2844580
29/11/2017,237.45,239.45,236,238,1317707
28/11/2017,239,240.3,235.4,236.4,1379379
27/11/2017,239.5,240.45,236.6,238.6,893124
24/11/2017,243.8,244.65,240.35,240.8,970202
23/11/2017,242.7,244.65,241,242.8,929571
22/11/2017,243.45,246.5,242.25,243.9,3144940
21/11/2017,242.8,246.15,241.85,243.2,2780282
20/11/2017,241.8,244,240.35,241.25,3027681
17/11/2017,243.5,244.35,239.6,240.7,1298868
16/11/2017,239,241.6,237.8,238.55,925824
15/11/2017,239.9,242.9,235,237.25,2217211
14/11/2017,240,242.35,236.1,238.3,1264327
13/11/2017,242.5,245,237.5,238.15,1269610
10/11/2017,248.4,250.85,239.25,241.25,3279726
09/11/2017,248,252.5,238.65,246.8,8540953
08/11/2017,252,255.75,241.6,243.7,3493881
07/11/2017,260,260.05,249,250.45,4490427
06/11/2017,247.9,261.5,245.25,259.65,5415163
03/11/2017,243.2,248,239.65,246.9,1803441
02/11/2017,243.55,244.9,239.05,242.25,1274257
01/11/2017,242.05,247,241.1,243.55,1579211
31/10/2017,244.7,245.45,239.85,240.85,1000309
30/10/2017,239.4,245,238.25,243.95,2664638
27/10/2017,231.5,241.3,231.4,237.95,2353541
26/10/2017,235,235,229.8,230.35,2197073
25/10/2017,234.7,237,230.5,234.7,1527118
24/10/2017,234.75,235.45,230.1,231,1610508
23/10/2017,241.15,241.3,233.6,234.2,2163996
19/10/2017,243.4,244,239.1,241.5,559772
18/10/2017,245.35,245.95,239.8,242.95,2687077
17/10/2017,246,247.4,242,246.1,2611223
16/10/2017,238.25,245.85,238.25,245,2079269
13/10/2017,237,240.7,235.45,238,1444710
12/10/2017,235.1,237.65,230.4,236.35,1399118
11/10/2017,238.8,239.05,234.05,235.6,1728866
10/10/2017,239,241.25,237.05,237.55,1953024
09/10/2017,240.1,243.3,237.1,238.55,1402730
06/10/2017,240,242.4,237.8,238.7,2537361
05/10/2017,241.7,242.45,238,241.1,2323254
04/10/2017,233.2,241.05,230.3,239.45,2954546
03/10/2017,236.7,236.7,232.05,233.2,3431021
29/09/2017,220.2,224.5,220,222.3,2750325
28/09/2017,223,224.15,220.15,221.35,10343640
27/09/2017,228,228.45,222.6,223,3753154
26/09/2017,227.6,231.75,226.7,227.2,4518999
25/09/2017,231,232.2,225.25,228.8,1901505
22/09/2017,231,237.1,229.4,230.75,2490180
21/09/2017,239,239.1,228.6,233.2,4663371
20/09/2017,243.1,243.35,237.95,238.6,4086884
19/09/2017,236.5,241.9,235.5,241.4,3713688
18/09/2017,232.5,236.5,231.7,233.5,3163308
15/09/2017,229,231.8,226.95,228.3,2761020
14/09/2017,221,230.8,221,230,3959740
13/09/2017,223,224,219,220.1,1209531
12/09/2017,216.9,222.8,216,222.1,3019856
11/09/2017,212.5,215.9,212.3,214.85,2815439
08/09/2017,213.6,213.6,207.8,210.15,4294300
07/09/2017,214.95,215.45,209.25,211.7,7353566
06/09/2017,215.3,216.95,213.5,214.9,5534818
05/09/2017,220.35,221.45,217.6,218.9,4231468
04/09/2017,226.45,227,218.65,219.8,2438612
01/09/2017,219.1,225.45,219.1,224.55,3825398
31/08/2017,221,221.7,218.35,218.75,2621856
30/08/2017,221.4,222.7,219.45,220.85,1649635
29/08/2017,221.2,223.45,219.6,220.25,2460328
28/08/2017,227.95,228.9,224.35,225.2,1868486
24/08/2017,226.2,229.05,225.95,227.35,1158954
23/08/2017,225,227.25,224,226.55,991510
22/08/2017,225,226.55,223.2,224,983531
21/08/2017,227,228.5,222.2,222.85,757639
18/08/2017,226.5,227.7,224.1,226.95,830778
17/08/2017,232.6,234.9,228,228.6,1487470
16/08/2017,228.9,233,224,231.6,1735121
14/08/2017,226,228,223.75,226.45,1869959
11/08/2017,220,224.2,213.1,223.2,3666464
10/08/2017,228.75,231.1,220,221.45,9343687
09/08/2017,248.8,248.8,241.25,242.25,1542621
08/08/2017,250.5,252.8,246.9,248.45,1817694
07/08/2017,255.5,257,249.25,250.35,1556807
04/08/2017,253.45,256.9,253.45,255,673851
03/08/2017,261,261.9,253.05,253.6,1483140
02/08/2017,263.45,263.45,259.6,260.45,1416514
01/08/2017,262.15,264.2,260.7,262.6,1254081
31/07/2017,262.5,264.9,259.95,260.5,1387083
28/07/2017,262.1,262.5,258.6,261.95,1418639
27/07/2017,271.9,271.95,261.1,262.3,2456428
26/07/2017,269.1,271.35,269,270.5,443769
25/07/2017,275,275,268.15,268.85,1139379
24/07/2017,275.9,275.9,272.3,273.35,1310035
21/07/2017,273,275.6,271.45,274.8,1240184
20/07/2017,275.5,276.9,272,272.85,976514
19/07/2017,272.25,276,271.8,274.55,1395392
18/07/2017,271.45,274,270.9,271.8,1110574
17/07/2017,273.5,275.55,271,272.15,634724
14/07/2017,276,276.35,271.2,272.65,660991
13/07/2017,275.5,278.2,274.6,276.5,2096521
12/07/2017,274,276.5,272.55,274.35,914802
11/07/2017,271.2,275.2,270.8,271.55,2066189
10/07/2017,284,284,265,268.15,142880
07/07/2017,266,267.95,263.55,265,1321833
06/07/2017,265.05,267.5,265.05,266.45,879589
05/07/2017,263.5,267.5,263,264.85,778963
04/07/2017,267.9,268.3,261.1,263,2053466
03/07/2017,264.3,266.9,261.2,266.05,1171175
30/06/2017,265,267.1,261.9,263.3,2110103
29/06/2017,275,278.8,267.05,268.3,2250552
28/06/2017,277,279,272.9,274.35,665549
27/06/2017,277.2,279.4,269.6,276.55,1609095
23/06/2017,282.1,285.5,275.25,276.25,1115935
22/06/2017,285.1,288.9,281.4,282.1,1184860
21/06/2017,288.45,289,282.6,284.7,1283586
20/06/2017,286.95,289.5,284.25,288.1,2090139
19/06/2017,282.9,284.45,280.1,282.8,1094871
16/06/2017,278,283.75,275,282.35,4264261
15/06/2017,275.4,279.25,272.25,273.1,1932410
14/06/2017,277.3,278.9,273.85,275.2,1786680
13/06/2017,283.55,285.45,277,278.1,898856
12/06/2017,289,290,281.7,283.15,1202623
09/06/2017,286.4,292.05,284,290.85,2223528
08/06/2017,281.4,288.7,281.1,286,3546707
07/06/2017,280.5,281.8,277.15,280.6,1740529
06/06/2017,288.6,290.55,276.65,280.7,2142246
05/06/2017,287.95,289.15,285.4,288.25,1086292
02/06/2017,289,294.3,287.1,288.35,1918178
01/06/2017,287,291.45,286.1,288.3,1045849
31/05/2017,287.65,289.95,283.7,287.9,2213363
30/05/2017,285,289.9,284.9,286.8,1503092
29/05/2017,285.65,286.7,282.25,285.4,1351702
26/05/2017,284.5,289.7,281.2,286.85,2721459
25/05/2017,279,285.45,277.8,282.2,3830300
24/05/2017,274,279.8,271.65,276.45,9250872
23/05/2017,266.25,267.85,261.45,265,3419269
22/05/2017,269.9,271.4,264.4,265.15,3544790
19/05/2017,266,267.95,261.05,266.8,2333061
18/05/2017,266.95,270.4,262.55,264.5,2364811
17/05/2017,267.55,273.3,265.4,270.95,10100650
16/05/2017,265,267.85,264,267,1425209
15/05/2017,266,266.2,262.3,263.8,1469749
12/05/2017,265.8,266.6,262.7,264.8,1861293
11/05/2017,264,266.9,264,264.9,1875642
10/05/2017,264,266.3,261,263.35,1296969
09/05/2017,262,265.25,260.95,262.25,1147684
08/05/2017,258.1,263.55,258.1,261.3,2028955
05/05/2017,268.8,268.8,257.45,258.95,3018815
04/05/2017,270.95,271.2,266.25,266.95,1140057
03/05/2017,274.1,276,268.5,269.45,2687003
02/05/2017,278.9,279,270.5,272.75,2062299
28/04/2017,277.5,282,275.8,280,1436250
27/04/2017,276.2,280,275.05,276.3,2268153
26/04/2017,272.5,276.8,271.35,275.05,1306178
25/04/2017,273.9,273.9,269.3,271.2,1392487
24/04/2017,271,272.95,269.1,270.45,1873400
21/04/2017,272,273.25,269.55,270.45,1443282
20/04/2017,271.5,273.6,270.4,271.35,745081
19/04/2017,270.55,273.55,267.15,271.55,1109730
18/04/2017,275.2,279.65,269.85,270.55,2047622
17/04/2017,276.5,278.65,274.3,276.1,941673
13/04/2017,283.8,283.8,276,277.6,1791778
12/04/2017,287.7,290.15,282.95,284.85,1499266
11/04/2017,291.6,293,287.3,288.3,1472760
10/04/2017,284.5,292,282.3,290.3,1804919
07/04/2017,284.2,287.75,282.25,284.35,2330807
06/04/2017,286,287.5,282.5,286.45,1474333
05/04/2017,282.85,286.75,280.95,285.15,1604859
03/04/2017,283.7,284.6,280,281.2,1485171
31/03/2017,283,285,280.45,282.15,935940
30/03/2017,282.9,284.95,280.5,281.6,4908286
29/03/2017,288.95,289,280.35,283.75,2185759
28/03/2017,279.25,287.2,279.25,285.65,2464330
27/03/2017,280,280.8,276.95,278.75,7823546
24/03/2017,281.6,283.5,279.9,280.85,1210662
23/03/2017,278.6,284.75,278.05,281.6,2815114
22/03/2017,283,283,277,277.45,2174601
21/03/2017,287.25,288.8,282.5,284.15,1759155
20/03/2017,286.5,289.4,284.6,288.65,1398786
17/03/2017,293,294,284.6,287,2161737
16/03/2017,289,293.45,288.25,292.85,2088343
15/03/2017,282.7,288.1,281.9,286.45,1350058
14/03/2017,285,285.9,281.7,282.1,1425319
10/03/2017,281.8,281.8,277.9,279.9,707194
09/03/2017,278,282.4,277.65,279.1,3429187
08/03/2017,282.9,282.95,277.8,279.5,1327952
07/03/2017,284,285.75,279.95,282.7,3070484
06/03/2017,278.75,283.75,278.75,282.7,3710959
03/03/2017,282.6,283.95,279.25,280.1,2383493
02/03/2017,279.2,285.35,278.4,282.55,4204819
01/03/2017,276.1,277.05,274,274.55,963092
28/02/2017,277.9,278.55,275.1,276,1529634
27/02/2017,279.6,281.35,275.5,277.15,1241272
23/02/2017,286,286.75,279.15,280.95,1521420
22/02/2017,280.55,286.7,280.5,283.05,2899119
21/02/2017,278.55,281.5,278.05,279.1,1667489
20/02/2017,278,280.7,275,278.5,1200415
17/02/2017,277.7,280.5,273.9,278,2095863
16/02/2017,270.35,277.7,267.25,275.8,3181343
15/02/2017,281,281.9,267.2,268.3,14484601
14/02/2017,315.5,317,287.65,297.75,4437127
13/02/2017,318.9,321,314.25,316.95,1018749
10/02/2017,322.95,322.95,315,317.75,2291870
09/02/2017,322.25,324.8,316.3,319.9,1677671
08/02/2017,321.4,323.5,318.75,320.7,2289962
07/02/2017,332.85,332.85,316.8,319.9,2349298
06/02/2017,339.8,339.95,328.8,330.25,3950193
03/02/2017,341.25,341.25,333,334.05,1351157
02/02/2017,344.5,345.1,335.1,339.8,1980081
01/02/2017,335.35,345.7,331.55,344.75,1455305
31/01/2017,336.4,339.35,329.5,332.95,1384702
30/01/2017,341.4,341.4,334.65,336.6,1132657
27/01/2017,345.4,345.4,339.3,341.85,1337893
25/01/2017,342,344.6,337.35,341.15,1571528
