Date,OIL-EQ O,OIL-EQ H,OIL-EQ L,OIL-EQ C,OIL-EQ V
29/03/2019,184,187.8,181.8,185.45,3578849
28/03/2019,182,186.5,180.65,184.75,5704956
27/03/2019,178,182.5,177.5,181.4,1532365
26/03/2019,177.25,179.9,176.5,177.35,1556577
25/03/2019,172.1,177.4,172,176.15,1493477
22/03/2019,175.6,177.15,171.5,172.05,2696611
20/03/2019,183.95,183.95,173.45,175.05,4091757
19/03/2019,179.85,187.2,178.35,182.85,2476327
18/03/2019,179.8,180.7,178.05,179.1,798632
15/03/2019,179.45,179.45,177.3,178.5,852790
14/03/2019,175.65,179.1,175.3,178.65,1136508
13/03/2019,180.1,180.85,173.75,175.45,2138007
12/03/2019,179.95,181.3,178.5,180.7,1642593
11/03/2019,173.6,178.5,173.5,177.75,1643671
08/03/2019,176.1,177,171.6,173.7,3342461
07/03/2019,182,182.95,176.75,177.15,1370257
06/03/2019,181.95,183.6,181.3,182.75,1116902
05/03/2019,179.65,181.75,178.25,181.35,1322120
01/03/2019,175.1,179.3,174.55,178.4,1478380
28/02/2019,172,178.5,172,174.6,2610839
27/02/2019,174.05,176,172.3,172.6,1036323
26/02/2019,172.4,176.1,171.3,174,2211640
25/02/2019,176.55,178,169.65,174.2,3915230
22/02/2019,173,177.5,172.65,177.2,1883694
21/02/2019,172,174.25,169.2,172.4,2906955
20/02/2019,179.2,181,176.55,180.25,4759250
19/02/2019,174.8,178.6,174.3,177.1,1778080
18/02/2019,174.2,175.9,172.1,173.75,1574957
15/02/2019,171.3,174.9,170.7,172.1,2429943
14/02/2019,173.1,173.65,169.1,170.1,2655089
13/02/2019,174,177.45,170.3,173.1,5730912
12/02/2019,170.45,172,169.05,169.8,644466
11/02/2019,170.8,171.7,168.5,170.35,815309
08/02/2019,171.7,173.3,170.35,170.8,546110
07/02/2019,171.3,173.55,170.2,170.7,826798
06/02/2019,170.3,171.65,168.85,171.35,1216381
05/02/2019,171,172.15,168.8,169.5,452390
04/02/2019,171.55,175.45,170.25,171.1,947598
01/02/2019,168,172.05,167.65,171.55,1423978
31/01/2019,167.45,169.85,166.6,167.65,4246822
30/01/2019,170.95,171.8,165.1,166.6,1789394
29/01/2019,171.1,173.75,169.65,170.3,1108962
28/01/2019,172.05,172.9,170.1,171.7,632113
25/01/2019,170.4,174,170.3,171.85,1337495
24/01/2019,170.15,171.3,169.05,170,693618
23/01/2019,170.5,171.6,169.1,170.05,816310
22/01/2019,171.95,172.75,170.05,170.5,408538
21/01/2019,172.6,173.8,171.5,171.95,725021
18/01/2019,172.95,173.6,172.05,172.4,552777
17/01/2019,173.55,175.25,171.85,172.75,862255
16/01/2019,175.85,175.85,173.2,173.55,622333
15/01/2019,175.5,176,172.8,175.1,1130612
14/01/2019,173.8,174.4,172.3,173.25,316687
11/01/2019,174.6,175.6,173.75,174.55,558581
10/01/2019,176,176.3,173.4,173.75,510036
09/01/2019,176.95,177.2,174.8,175.8,722635
08/01/2019,176.75,177.65,174,176.45,1095398
07/01/2019,175.4,175.9,172.5,174.6,1275303
04/01/2019,172.05,174.95,172.05,174.55,431122
03/01/2019,172.8,175.7,171.5,172,698190
02/01/2019,175.8,176.2,171,172.4,722532
01/01/2019,175,176.4,174.15,175.75,381570
31/12/2018,178.1,179,174.35,174.8,761462
28/12/2018,172.45,178.45,171.3,177.8,1337640
27/12/2018,173.6,175.5,168.55,170.75,5171771
26/12/2018,175,175.6,173,173.6,2011515
24/12/2018,178,178.5,173.65,174.35,1640609
21/12/2018,180.35,180.9,176.55,177.1,2174647
20/12/2018,178.9,182.35,178.25,179.05,3167499
19/12/2018,178.25,180.8,178.2,178.75,1149180
18/12/2018,179.5,179.9,177.05,178.8,1840136
17/12/2018,176.9,178.3,175.7,177.8,1661444
14/12/2018,175.1,177,174.3,176.25,1680823
13/12/2018,175.5,176.9,174.2,175.1,1725162
12/12/2018,173.95,175.75,172.8,174.7,1496253
11/12/2018,171.95,174.7,171,174,1820072
10/12/2018,176,176.6,171.75,173.35,5112050
07/12/2018,181.15,182.3,177.5,177.85,1506509
06/12/2018,182.9,182.9,180,180.4,1130910
05/12/2018,186.35,189.4,182.75,183.3,1443482
04/12/2018,188.9,189.3,184.65,186.7,1570440
03/12/2018,186.25,189.9,182,188.9,2810112
30/11/2018,190,195.8,185.35,186.25,6828327
29/11/2018,198.7,204.65,196,201.9,3265246
28/11/2018,200,201.45,197.25,198,1175314
27/11/2018,200.45,203.4,198.8,199.8,1258367
26/11/2018,206,207,199.1,199.8,1882375
22/11/2018,202.05,207.25,202.05,205.15,923099
21/11/2018,203.5,205.35,201.75,202.65,751053
20/11/2018,200,204.5,199.5,202.8,1647832
19/11/2018,203.6,204.4,199.5,200.7,1631316
16/11/2018,201.3,202.05,194,199.2,928967
15/11/2018,203.75,205.5,202.1,203.35,432094
14/11/2018,202.1,205,201.8,203,826413
13/11/2018,204,205.75,199.1,201.35,2012218
12/11/2018,200.75,200.75,195.75,199.05,611012
09/11/2018,197.5,201.9,197.5,199.25,328102
07/11/2018,199.9,199.9,198,198.6,68124
06/11/2018,198.75,198.9,196.3,198.3,352966
05/11/2018,202.4,203.8,196.8,197.85,359970
02/11/2018,202,205.85,199.9,200.85,638163
01/11/2018,198,200.25,196.45,198.35,498765
31/10/2018,196.15,198.6,194,197.6,426894
30/10/2018,199,199.15,196.05,196.6,473190
29/10/2018,198.15,203.15,196.6,201.05,407998
26/10/2018,201.6,202,193.95,200.15,841148
25/10/2018,193,205,189.25,201.3,1743752
24/10/2018,195.75,196,189.4,193.8,1278472
23/10/2018,199.5,199.5,190.45,193.25,725517
22/10/2018,204.5,204.5,198.25,199.05,384151
19/10/2018,201,206.45,196.55,202.85,810677
17/10/2018,209.55,212,200.5,201.85,852091
16/10/2018,207,211,202,209.85,967717
15/10/2018,205,206.25,197.65,205,912217
12/10/2018,199.3,203.4,197.2,202.6,990446
11/10/2018,195.6,207.75,192.7,197.85,2474616
10/10/2018,193,202.6,190.05,198.85,1467653
09/10/2018,194.6,197.3,185,194.55,2387142
08/10/2018,186.6,195.4,185.75,194,1758365
05/10/2018,198.05,198.4,181,186.9,2938441
04/10/2018,220,220.15,199.55,209,798418
03/10/2018,219.5,224,218.85,220.45,810599
01/10/2018,223.8,223.8,213.35,221.1,679573
28/09/2018,216.75,224.95,210.6,219.55,1139867
27/09/2018,217,221.8,212.65,215.15,1497760
26/09/2018,225,225,215.55,218.4,870725
25/09/2018,220.7,222.35,214.1,219.85,802598
24/09/2018,221.05,227,217,219.1,2310087
21/09/2018,208,221.2,208,218.65,2841780
19/09/2018,205.6,209.3,205.5,207.95,597506
18/09/2018,206,208.9,203.6,207.4,845711
17/09/2018,205.65,207.4,203.2,206.15,442209
14/09/2018,204,206,203.55,205.65,347168
12/09/2018,204.95,204.95,199.5,202.7,875048
11/09/2018,204.2,205,202.2,202.75,341007
10/09/2018,207.75,207.75,203.85,204.45,443966
07/09/2018,208.95,208.95,205.45,206.85,279987
06/09/2018,205.6,208.9,204.7,208.4,497558
05/09/2018,209.8,210.2,201.8,204.7,1014986
04/09/2018,212.7,212.95,209.05,209.75,497072
03/09/2018,215,215.5,211.2,211.85,420976
31/08/2018,212.8,216.75,212.8,213.6,760196
30/08/2018,209.9,214.5,207.6,213.85,912537
29/08/2018,209.6,211.05,207.6,209.5,471450
28/08/2018,212.8,212.8,207.2,208.3,503164
27/08/2018,207.05,212.3,207.05,211.1,592904
24/08/2018,207,209.4,204.45,207.75,749991
23/08/2018,208,208.95,205.3,207.45,608495
21/08/2018,208,209.5,205.3,206.45,402947
20/08/2018,206.4,207.8,204.5,205.95,800212
17/08/2018,205,207.05,203.5,203.95,409900
16/08/2018,207,207,203.5,205.05,609197
14/08/2018,214.4,214.4,205.7,207.6,1296215
13/08/2018,214.5,216.15,211.1,212.4,557478
10/08/2018,215,215.6,211.5,213.6,328401
09/08/2018,217,217,214,214.85,306809
08/08/2018,215,219,212.3,216.3,877728
07/08/2018,215,216.65,213.8,214.9,659664
06/08/2018,212,215,210.7,213.85,716130
03/08/2018,213.6,214.95,209.25,210.6,945863
02/08/2018,215.3,217.25,210.6,212.05,886762
01/08/2018,210.6,215.4,209.5,213.45,673460
31/07/2018,213,213.25,208.1,209.05,622467
30/07/2018,211,213.2,209,211.65,369679
27/07/2018,208.4,213.95,207.05,211.7,561666
26/07/2018,205.95,209.25,205.15,208.5,380749
25/07/2018,208.9,209.85,204.6,205.25,756209
24/07/2018,207.4,208,205,206.65,320426
23/07/2018,208.6,208.6,205,205.5,334835
20/07/2018,209.7,212.4,205.2,207.05,1581395
19/07/2018,213.1,213.9,208,209.7,1052092
18/07/2018,207.05,211,206.7,209.45,623196
17/07/2018,206,208.3,204.8,206.8,321935
16/07/2018,205.55,207.8,203.25,205.45,482721
13/07/2018,210.05,211.65,203.55,205,378088
12/07/2018,213.2,214.6,208.35,210.05,820143
11/07/2018,207.5,212,207.5,210.1,1126815
10/07/2018,206.55,209.65,205.8,206.95,727931
09/07/2018,206.55,209.45,204.9,205.5,1016645
06/07/2018,205.65,208.4,204.65,205.55,245804
05/07/2018,208,208,204.15,205.65,422678
04/07/2018,209.85,209.9,204.45,208.25,415428
03/07/2018,207.55,210.25,206.15,208.5,459786
02/07/2018,210.25,211.95,206.1,207.45,909875
29/06/2018,204,211.2,201.65,209.85,710864
28/06/2018,208,213.25,199.2,201.25,1557308
27/06/2018,213,213.7,206,208.65,694386
26/06/2018,209.75,215.55,207.75,212,1148525
25/06/2018,213,213,204.05,208.4,996008
22/06/2018,210,211.35,207.85,210.2,1148248
21/06/2018,212,214.5,208.8,209.6,1037100
20/06/2018,214.35,216.65,208.7,211.25,938380
19/06/2018,217,220,212.25,214.5,1054794
18/06/2018,221.5,223.85,215.4,217.15,948935
15/06/2018,222.8,223.7,219.95,222.4,526496
14/06/2018,224.75,224.75,219.85,222.45,744404
13/06/2018,224.7,228.5,222.3,223.65,796412
12/06/2018,219.7,226.7,219.3,224.7,1290408
11/06/2018,220.5,222.5,218.5,219.3,347036
08/06/2018,221.95,223.9,218.55,220.55,454683
07/06/2018,218.15,223.5,216.6,222.5,1277200
06/06/2018,215.1,218.6,214.9,217.05,634276
05/06/2018,218.2,220,214.05,214.75,852272
04/06/2018,217,220.05,213.85,218.5,1235044
01/06/2018,218,219.8,214,215.3,889875
31/05/2018,217.85,220.9,213.1,215.85,1314254
30/05/2018,225.8,227.3,214.45,216.75,1882875
29/05/2018,224.5,232.5,222.55,225.6,3778393
28/05/2018,218.2,225.15,217,220.15,1410982
25/05/2018,213.4,219,211.3,217.55,1569178
24/05/2018,233,233,203.95,215.65,4183244
23/05/2018,239,239,229.55,230.9,709115
22/05/2018,239.5,244.2,235.5,239.1,869136
21/05/2018,242.9,245.75,237.7,239,505842
18/05/2018,245.95,247.5,241.35,243.4,886510
17/05/2018,239.75,243.9,236.3,243,797836
16/05/2018,237.5,239.75,235.05,237.3,410610
15/05/2018,236.5,241.85,235.35,236.4,679742
14/05/2018,236.5,237.8,234.3,236.75,723831
11/05/2018,232.55,236.95,231.25,235.35,856036
10/05/2018,231.55,234.95,230.4,231.35,666037
09/05/2018,228.3,234,228.1,230.15,1468718
08/05/2018,230.6,234.9,224.55,226.75,1025980
07/05/2018,223.8,229.4,223.6,228.5,677276
04/05/2018,229,229.15,219.85,221.05,1147645
03/05/2018,224,231.1,222.15,229.8,1338796
02/05/2018,233.6,233.6,221,221.75,763123
30/04/2018,229.25,233.1,228.1,232.45,440462
27/04/2018,236.5,236.5,226.45,231.3,783876
26/04/2018,236.25,238.4,232.5,235.15,1805405
25/04/2018,236.5,236.5,232.7,233.75,775443
24/04/2018,234.45,240.9,232.1,237.05,1824432
23/04/2018,230.25,233.45,227.25,231.6,897579
20/04/2018,225.95,231.45,224.9,230.45,1260962
19/04/2018,219.8,226.25,219.8,225.15,2167454
18/04/2018,218.7,219,216.85,218.1,391209
17/04/2018,217.4,218.8,216.15,217.95,415033
16/04/2018,216.7,218.95,213,217.9,459260
13/04/2018,218,220.65,217.5,219.5,1771507
12/04/2018,221.65,222.9,215.6,217.85,819229
11/04/2018,219.05,227,218.9,220,3053178
10/04/2018,217.4,218.25,216.65,217.2,693885
09/04/2018,218,218,213.5,216.15,802179
06/04/2018,216.55,219.95,216,217.6,821043
05/04/2018,216.5,218.5,216.1,217.5,983714
04/04/2018,223.9,223.9,215.1,215.8,1002537
03/04/2018,225,225,220.25,221.05,789750
02/04/2018,220.5,231,216.3,227.05,1524529
28/03/2018,215.1,218.9,214.1,216.35,2219838
27/03/2018,215,221.95,213,216.8,2742078
26/03/2018,235.33,235.33,224.67,228.3,2718272
23/03/2018,226.23,234.67,221.5,233.3,7564892
22/03/2018,222.67,229.7,222.67,227.57,2270849
21/03/2018,220,223.17,220,221.5,566976
20/03/2018,225.4,225.4,216.33,218.07,1034229
19/03/2018,224.93,230.07,223.53,224.67,1339022
16/03/2018,223.43,227.2,222.4,224.83,893357
15/03/2018,230,230,224.2,225.13,974804
14/03/2018,218,228.67,217.97,227.23,1376196
13/03/2018,217.67,220.47,215.6,218.13,625203
12/03/2018,217.93,218.4,215.33,217.8,451137
09/03/2018,217.93,221.33,212.2,213.9,902933
08/03/2018,224.13,226.5,216.7,217.7,647834
07/03/2018,229.43,232.6,223.37,224.37,440745
06/03/2018,233.57,235.97,229.37,231.03,641180
05/03/2018,231.33,234.67,231.33,233.53,491405
01/03/2018,232.97,234.53,230.03,233.17,508857
28/02/2018,231.33,233.57,230.33,233.23,614720
27/02/2018,234,236.13,231.13,232.77,592034
26/02/2018,232.43,234.67,231.23,232.63,602880
23/02/2018,227.67,231.6,225.27,229.67,638523
22/02/2018,228.53,233.73,221.93,226.83,1717829
21/02/2018,231.33,232.67,227.53,228.77,1598009
20/02/2018,240.13,243,238.53,241.47,847749
19/02/2018,242.67,242.93,237.93,240.03,720723
16/02/2018,242.63,243,240.13,240.87,844017
15/02/2018,240.6,243.33,238.93,241.33,1065413
14/02/2018,240.67,242.9,238.73,239.5,975474
12/02/2018,242,243.67,239.4,240.5,1556721
09/02/2018,240,240.77,235.33,236.7,860415
08/02/2018,241.27,242,236.27,241.4,881334
07/02/2018,234,244.5,234,237.37,3202296
06/02/2018,220.6,234.63,217.83,232.83,2254371
05/02/2018,226.67,231.23,221.7,224.4,391509
02/02/2018,236.8,238,226.87,230.43,615054
01/02/2018,239.93,244,237.17,238.6,988727
31/01/2018,239.63,243.3,238.3,239.3,599106
30/01/2018,243.73,246,239.1,239.63,1035287
29/01/2018,254.47,254.5,243.37,244.3,1194540
25/01/2018,253.33,258.53,252.73,254.47,1571255
24/01/2018,250,256.17,250,252.7,1031399
23/01/2018,248.67,251.7,247.1,250.1,755505
22/01/2018,251.63,256.1,244.37,247.87,1029029
19/01/2018,250,252.67,247.7,249.77,565934
18/01/2018,256.67,256.67,249.93,250.67,436223
17/01/2018,250.8,256.67,250.07,253.47,678809
16/01/2018,253.27,254.67,249.9,252.4,638511
15/01/2018,256.57,257.33,251.37,252.27,535751
12/01/2018,256.27,259,254,256.37,1009970
11/01/2018,256.47,257.93,253.57,255.43,591971
10/01/2018,251.7,259.3,251.7,255.9,1593353
09/01/2018,253.87,254.67,250.47,251.83,472436
08/01/2018,252.43,256.67,252.03,253.17,989561
05/01/2018,254.67,256.67,251.87,253.67,865928
04/01/2018,254.07,256.63,252.2,254.37,994338
03/01/2018,250.67,254.33,248.7,251.27,1130060
02/01/2018,249.9,250.83,243.53,249.5,822579
01/01/2018,249.33,251.57,248,248.63,706556
29/12/2017,250.33,251.77,246.33,247.67,740240
28/12/2017,241,251.63,239.33,250.63,2528337
27/12/2017,240.67,241.37,238.8,240.6,481515
26/12/2017,240,242.63,237.23,238.27,393246
22/12/2017,240,241.33,237.8,239.27,482787
21/12/2017,236.8,240,236.33,238.93,550683
20/12/2017,236.83,238.53,234.93,235.73,328797
19/12/2017,234.7,238.27,234.43,235.53,531759
18/12/2017,236.13,237.8,230.07,234.6,448847
15/12/2017,238.67,239.27,235.53,236.9,354863
14/12/2017,240,240.67,234.27,235.83,581010
13/12/2017,236.4,238.67,234.77,237.57,458042
12/12/2017,240.67,244.7,234.7,236.6,1002989
11/12/2017,241.33,241.87,237.7,238.73,494925
08/12/2017,235.27,241.63,234.53,240.53,558555
07/12/2017,233.9,235.8,230.17,233.03,473156
06/12/2017,236,238.13,230.5,231.93,627600
05/12/2017,240.67,241.53,234.87,236.27,442028
04/12/2017,240.37,243,239.8,240.63,432485
01/12/2017,241.07,244.17,239.5,240.27,487590
30/11/2017,244.17,247.57,239.47,241.3,716009
29/11/2017,250,250,244.27,246,553518
28/11/2017,245.37,250,243.67,248.8,843324
27/11/2017,247.8,249.97,245.33,247.3,1063634
24/11/2017,243.33,246.67,240.67,245.87,703149
23/11/2017,243.33,245.77,241.47,242.43,760467
22/11/2017,237.07,243.63,236.57,241.43,894836
21/11/2017,235.33,237.3,234.67,236.37,344855
20/11/2017,231.4,239.23,231.4,235.2,430364
17/11/2017,235.97,237.33,234,235.7,175605
16/11/2017,235,237.63,233.33,233.87,401394
15/11/2017,235,238.17,231.7,235,521358
14/11/2017,237.4,238.17,233.33,234.13,400694
13/11/2017,243.33,243.37,236.2,237.4,727031
10/11/2017,242.53,247.9,239.67,241.4,1117185
09/11/2017,243.93,245.67,239,242.53,627693
08/11/2017,248.4,249.37,241.73,242.47,463419
07/11/2017,250.67,255.17,247.5,249.63,1820357
06/11/2017,242,248.67,240.9,247.23,930834
03/11/2017,240.67,244.67,238.83,241.67,647346
02/11/2017,246.17,247.1,237.67,240.23,649035
01/11/2017,249.93,250.47,244.6,246.87,653313
31/10/2017,251.33,252.87,244.4,246.03,975605
30/10/2017,235.03,251.33,235,250.07,2543633
27/10/2017,235.6,235.63,231.67,234.63,1052397
26/10/2017,225.5,236.5,225.33,234.5,1148217
25/10/2017,231.33,231.97,225.4,226.4,696591
24/10/2017,226.47,230.87,224.63,229.97,790062
23/10/2017,228.67,229.47,222.5,226.53,678569
19/10/2017,228.93,230,226.67,227.07,90465
18/10/2017,230.07,232,228.6,228.93,216851
17/10/2017,232.13,233.1,229.03,230.13,439454
16/10/2017,235.6,235.6,230.67,231.97,504945
13/10/2017,231.93,235.7,231.93,233.13,680937
12/10/2017,230.73,233,228.07,231.47,798876
11/10/2017,237.2,238.5,229.5,230.67,1240214
10/10/2017,230.53,236.03,229.33,235,830430
09/10/2017,232.33,233.33,228.7,230.27,1061603
06/10/2017,232.6,236.43,232.07,233.37,1128219
05/10/2017,233.93,234.57,228.87,233.17,1189551
04/10/2017,237.33,239.33,231.5,233.63,1009602
03/10/2017,235.33,237.93,232.57,236.5,1034153
29/09/2017,230.63,236.63,226.73,235.77,1291980
28/09/2017,233.27,236.63,223.87,232.2,3119235
27/09/2017,233.13,237.4,230.07,233.7,2239571
26/09/2017,222.67,233.33,221.73,232.9,2867969
25/09/2017,216.87,222.5,214.13,221.67,1493246
22/09/2017,218.6,221.77,214.33,219.13,2142108
21/09/2017,218.67,220.13,214.7,218.87,1154180
20/09/2017,220,220.77,215.97,218.73,731345
19/09/2017,216.7,220.67,214.9,219.97,848613
18/09/2017,216.67,219.2,212.7,216.8,644978
15/09/2017,214.7,218.4,211.3,215.37,1775768
14/09/2017,213.93,216.5,206,212.07,1860108
13/09/2017,220.33,222.67,211.4,215.67,1003700
12/09/2017,222.67,223.27,216.13,220.97,1360091
11/09/2017,208.13,222,208.13,220.8,3882936
08/09/2017,205,214.07,203.67,210.23,2791451
07/09/2017,207.93,208,202.67,203.8,526304
06/09/2017,204.67,208.23,204.6,206.17,650919
05/09/2017,206,208.6,203.63,205.87,1334480
04/09/2017,198.53,206.67,196.13,205.63,3673052
01/09/2017,191.97,197.57,190.87,196.8,1303218
31/08/2017,195.93,197.33,187.8,190.1,1265543
30/08/2017,192.7,198.93,192.7,194.7,1104758
29/08/2017,190.73,194.5,189.53,192.8,694080
28/08/2017,189.27,192.53,189.27,192.07,362255
24/08/2017,186.6,189.77,184.47,188.93,549320
23/08/2017,183.53,186.6,182.67,185.87,376779
22/08/2017,180.33,185.2,180.33,184.07,776015
21/08/2017,191.3,194.6,180.77,181.8,1264940
18/08/2017,188,193,187.2,190.97,439656
17/08/2017,191.93,191.93,188.13,188.5,611640
16/08/2017,186.67,192,185.17,190.97,538344
14/08/2017,187.33,188.1,183.8,186.7,531773
11/08/2017,185.4,193,182.27,185.97,1066848
10/08/2017,188.07,189.27,184.73,187.97,799158
09/08/2017,186.93,188.7,186.03,188.03,418719
08/08/2017,191.33,192.13,187.37,188.23,589223
07/08/2017,190.4,192.67,189.67,191.5,300021
04/08/2017,191.13,191.13,187.53,189.5,577278
03/08/2017,188.17,191.93,187,190.17,532074
02/08/2017,190.67,191.43,187.4,188.03,370839
01/08/2017,193.97,201.27,189.97,190.77,697385
31/07/2017,187.83,197.13,187.33,191.67,1142855
28/07/2017,185.37,188.3,185.37,187.83,460446
27/07/2017,188,188.93,185.37,186,605022
26/07/2017,186.77,188.5,186.07,188.03,557297
25/07/2017,187.57,188.23,185.47,186.77,659397
24/07/2017,188,189.67,185.43,187.57,669342
21/07/2017,190.87,190.87,187.37,188.27,950499
20/07/2017,190,196.93,186.3,190.17,1605306
19/07/2017,185.87,189.57,182.67,189.03,1414250
18/07/2017,185.2,185.83,181.4,185.1,1041582
17/07/2017,181.27,183.97,178.67,182.93,1108724
14/07/2017,177.8,180.57,175.5,179.6,876950
13/07/2017,178.4,178.87,176.4,177.3,929996
12/07/2017,176.07,181.3,175.5,177.47,1182275
11/07/2017,177.3,177.93,175.33,175.83,389040
10/07/2017,176.67,179.1,176,177.07,61925
07/07/2017,176,177,174.83,175.73,357263
06/07/2017,178.83,179.5,176,176.9,519852
05/07/2017,175.9,178.53,175.9,177.83,471285
04/07/2017,174.67,177.5,174,175.87,577472
03/07/2017,173.33,174.27,171.73,173.67,757107
30/06/2017,177.93,178,171.4,173.07,1959770
29/06/2017,177.67,178.5,176.23,176.83,652011
28/06/2017,180,181.33,175.4,176.5,910802
27/06/2017,184.33,185.23,175.47,179.17,1085172
23/06/2017,188.63,188.63,183.33,183.47,721961
22/06/2017,191.17,191.33,186.83,187.67,753863
21/06/2017,196,196.63,190.2,191.1,808937
20/06/2017,195.23,197.37,194.23,196.73,330687
19/06/2017,196.87,197.13,194.13,194.5,247476
16/06/2017,200.67,201.2,195.67,196.27,674432
15/06/2017,197.1,200.23,195.37,199.6,497966
14/06/2017,195.4,197.17,193.93,196.13,727422
13/06/2017,192.3,197.23,192.3,196.47,1154928
12/06/2017,193.27,193.7,191.53,192.6,373995
09/06/2017,194.67,195.47,190.87,192.77,633359
08/06/2017,199.17,199.17,194.17,194.9,973143
07/06/2017,201.8,201.8,197.33,199.63,1026633
06/06/2017,202.2,202.2,196.7,197.67,534822
05/06/2017,201.33,203.33,199.33,201.2,534213
02/06/2017,203.27,203.27,199.53,200.27,339395
01/06/2017,205.27,205.67,200.43,202,389736
31/05/2017,210,210,203.7,204.53,772461
30/05/2017,203.33,211.33,198.17,210,683085
29/05/2017,207.9,208.57,202.97,204.47,348915
26/05/2017,205.2,207.87,203.4,206.87,412709
25/05/2017,203.67,205.33,202.23,204.73,928641
24/05/2017,207.43,209,201.6,203.03,475394
23/05/2017,211,211.67,206.67,207.13,447675
22/05/2017,212.33,213.47,208.93,209.57,426543
19/05/2017,213.33,213.33,210,210.9,233861
18/05/2017,212.87,214.8,211.33,211.57,209442
17/05/2017,215.2,215.97,213.33,213.63,264507
16/05/2017,215.4,218.67,213.77,215.33,254724
15/05/2017,213.33,215.33,211.6,213.57,329049
12/05/2017,210.67,213.4,206.83,212.53,749778
11/05/2017,216.6,217.93,210.77,211.43,885075
10/05/2017,216.03,218,215.77,216.47,436559
09/05/2017,216.67,217.67,215.1,217.07,289142
08/05/2017,215.07,216.63,214.83,216.1,216932
05/05/2017,220.67,220.67,214.2,214.8,472419
04/05/2017,220.67,222.27,219.73,220.73,427880
03/05/2017,221.67,222.47,218.67,220.03,626678
02/05/2017,218.67,221.13,217.6,220.13,486306
28/04/2017,215.87,218.9,214.77,218.1,441038
27/04/2017,218.63,218.63,214.6,215.37,644141
26/04/2017,218.8,218.8,216.07,217.03,370869
25/04/2017,216,218.63,216,218.37,317885
24/04/2017,215.33,216.83,214.83,215.77,341925
21/04/2017,216.53,217.33,215.07,216.33,454596
20/04/2017,221.8,221.8,215.67,216.3,868301
19/04/2017,220.73,222.4,220.07,221.13,296394
18/04/2017,222.97,224.33,221.43,221.93,312788
17/04/2017,223.17,223.83,221.47,221.7,132152
13/04/2017,222.73,224.6,221.63,223.2,469998
12/04/2017,225.17,225.7,222.07,222.4,328179
11/04/2017,227,227,224,224.8,1212059
10/04/2017,222.87,226.53,222.87,225.3,596889
07/04/2017,222.67,225.63,222.17,223.33,927669
06/04/2017,221.47,223.93,220.33,222.43,744380
05/04/2017,220.53,222.67,220.2,221.6,625449
03/04/2017,222.27,222.27,219.67,220.2,531234
31/03/2017,219.97,223.23,218.9,222.53,902243
30/03/2017,221.3,221.57,217.67,219.13,2237930
29/03/2017,221.2,221.63,220.07,220.67,771264
28/03/2017,221.47,222.3,219.67,220.6,984569
27/03/2017,221.13,223.47,220.63,222.13,630324
24/03/2017,221.13,223.6,220.43,221.87,417828
23/03/2017,219.93,224.47,219.07,222.2,662582
22/03/2017,220.03,221.33,218.67,219.1,1120893
21/03/2017,221.73,223.17,219.37,221.67,1520693
20/03/2017,224,225.27,221.83,222.7,419939
17/03/2017,225.33,225.33,221.5,222.7,838893
16/03/2017,224.53,225.6,222.27,225,875549
15/03/2017,222.73,223.87,220.73,221.73,695645
14/03/2017,224.8,227,221.6,223.47,1058001
10/03/2017,216.67,224.87,216.2,222.93,1499073
09/03/2017,218.03,218.07,214.33,216.07,819983
08/03/2017,223.37,224.3,217.4,218.03,918060
07/03/2017,226.67,227.13,222.03,223.37,943673
06/03/2017,222.9,226,222.87,225.57,1191654
03/03/2017,220.67,223.93,220,222.43,439449
02/03/2017,223.8,224.67,218.93,220.63,1350465
01/03/2017,220.4,222.67,218.67,222.1,1262484
28/02/2017,219.9,219.93,216.33,218.07,812261
27/02/2017,217.57,219.8,216.7,218.8,1405383
23/02/2017,217.8,220.2,216.67,217.93,992529
22/02/2017,220.57,221.3,217.33,217.67,507032
21/02/2017,217.33,223.17,213.73,218.7,2051066
20/02/2017,223,223.27,213.47,218.1,1635974
17/02/2017,224.77,224.77,220.93,222.27,680837
16/02/2017,224.27,225.97,222.23,223.1,726699
15/02/2017,224.13,227.9,223.33,224.23,1677180
14/02/2017,223.67,225.2,220.7,224.63,726153
13/02/2017,222.67,224.33,221.8,223.13,846843
10/02/2017,231.47,231.97,229,230.37,754751
09/02/2017,225.33,230.6,223.33,229.5,1510893
08/02/2017,222.9,226.07,222.27,224.6,571499
07/02/2017,233.2,234.33,221.43,223.47,1386660
06/02/2017,232,233.8,230.77,231.8,1198713
03/02/2017,229.27,230.67,227.57,229.83,1122095
02/02/2017,221.5,228.53,221.5,226.87,1347441
01/02/2017,221.33,221.6,217.83,220.77,1193384
31/01/2017,224.73,227.43,217.33,219.77,6308336
30/01/2017,226,227.33,223.33,224.2,590399
27/01/2017,225.57,229.87,225.03,225.83,1069296
25/01/2017,225.2,228.97,224.67,225.13,1577747
24/01/2017,226.63,227.67,223.73,224.9,1702118
23/01/2017,219.37,226.63,219,224.4,724926
20/01/2017,223.27,223.27,218.33,218.77,686652
19/01/2017,225.13,225.13,220.43,222.3,1049439
18/01/2017,227.33,228.33,223.53,224.2,783459
17/01/2017,229.07,230.67,227.33,227.83,388352
16/01/2017,230.47,230.9,226.7,228.77,538002
13/01/2017,233.33,233.93,230,230.4,758046
