Date,OIL-EQ O,OIL-EQ H,OIL-EQ L,OIL-EQ C,OIL-EQ V
18/11/2014,297.97,299.35,292.5,294.15,342744
17/11/2014,296,298,292.5,296.53,473220
14/11/2014,291.5,298.85,290,296.3,985821
13/11/2014,297.05,298.5,286.97,291.37,2099325
12/11/2014,305,309.33,295.13,298.75,1364016
11/11/2014,304.35,309,303.15,305.15,564336
10/11/2014,303.5,305.5,301,303.95,694806
07/11/2014,310,310.13,300,301.8,572864
05/11/2014,315.7,318.95,309.05,310.85,1888539
03/11/2014,316,319.95,311.8,316.6,608894
31/10/2014,309,320,308.2,317.87,1041368
30/10/2014,306.5,310.47,303.7,308.03,915068
29/10/2014,300.5,307.25,300.25,305.2,460460
28/10/2014,297.57,301.75,297.57,299.6,966627
27/10/2014,297.5,300.2,296,299.25,415952
23/10/2014,294.7,299,294.7,297.07,128850
22/10/2014,296.5,296.5,290.5,292.87,802268
21/10/2014,294.85,295.9,285.5,293.6,969644
20/10/2014,301.63,303,290.43,291.97,1363680
17/10/2014,285,289.15,280.33,287.5,572733
16/10/2014,291.67,293.85,280.53,283.95,1131309
14/10/2014,298.53,301.47,290.5,291.67,481100
13/10/2014,300.07,300.5,295.05,297.4,358440
10/10/2014,306,306.47,299.13,300.07,221870
09/10/2014,301,309.23,298.57,306.47,624258
08/10/2014,295,299.97,295,297.7,1412826
07/10/2014,297,301.43,295.55,296.45,918314
01/10/2014,301.55,304.45,295.2,296.07,500712
30/09/2014,301.03,306.33,300.55,304.3,654906
29/09/2014,307.85,307.85,301.25,302.05,385952
26/09/2014,300.17,307,298.13,305,288194
25/09/2014,303.55,305,299.47,303.57,346713
24/09/2014,302.95,309,301,304.77,348806
23/09/2014,309.4,310.95,300.5,302.07,351711
22/09/2014,305.5,309.75,299.33,308.07,713180
19/09/2014,313.65,319.95,302.5,305.17,1514462
18/09/2014,322.43,322.43,313.03,313.97,523334
17/09/2014,316.5,318,312.5,315.93,693704
16/09/2014,323.35,325.9,312,315.07,1384599
15/09/2014,319.55,325.65,315.45,323.35,1217178
12/09/2014,321.97,321.97,316,318.73,519428
11/09/2014,320.95,323.45,313.33,319.07,808353
10/09/2014,330.5,330.5,318.27,319.65,363297
09/09/2014,334.97,334.97,323.65,329.85,1015422
08/09/2014,325,333.5,325,330.6,1751163
05/09/2014,315.5,323.1,315,322.2,764601
04/09/2014,312.5,319.4,311.83,315.47,792528
03/09/2014,310.5,323.3,310.3,311.6,1221446
02/09/2014,310.17,314.75,309.93,310.47,1754217
01/09/2014,308.47,312.25,307.5,310.15,1257765
28/08/2014,305.5,308.6,303.03,307.7,1552976
27/08/2014,300,304.45,299.95,303,3515739
26/08/2014,296.9,302,291.75,294.87,327930
25/08/2014,302.4,303.5,293.67,297.43,431868
22/08/2014,304,305,297.55,299.05,403032
21/08/2014,301.3,304.7,298.5,303.55,471693
20/08/2014,301.9,302.5,297.65,301.3,360261
19/08/2014,300,308.33,297.33,302.23,2187195
18/08/2014,292.37,300.4,290,297.67,1221321
14/08/2014,289.35,291.35,284.5,289.85,532887
13/08/2014,287.95,290.5,276.07,285.97,1132532
12/08/2014,284.5,288.73,282.55,285.03,1745031
11/08/2014,284,285,280.05,283.5,210411
08/08/2014,287.5,287.5,280,282.65,331652
07/08/2014,287.63,291.5,287.63,289,261614
06/08/2014,285,292.45,284.05,289.2,244646
05/08/2014,284.5,287.45,282.97,286.2,198878
04/08/2014,282.5,287.5,281,284.73,771627
01/08/2014,280,284.07,280,282.57,477645
31/07/2014,283.35,285.47,281,282.5,1666166
30/07/2014,289.77,290.9,282.05,283.33,1716044
28/07/2014,288.5,291.57,287.27,287.7,709113
25/07/2014,290.5,292.25,287.1,291.25,537345
24/07/2014,292.47,292.47,288.23,290.03,691605
23/07/2014,291.15,292.25,287.15,289.95,333810
22/07/2014,289.7,291.87,286,290.65,343874
21/07/2014,287.53,289.75,286,288.33,440540
18/07/2014,288.97,290.47,285.5,286.97,479694
17/07/2014,289.9,292.37,286.57,289.45,397545
16/07/2014,294.25,294.75,288.07,289.77,444320
15/07/2014,286.53,292.45,286.53,290.47,513888
14/07/2014,287.35,287.53,280.03,286.1,306554
11/07/2014,291,293.4,285.05,285.87,1220904
10/07/2014,285.1,295.5,285.1,291.07,1516347
09/07/2014,286.75,291.5,285.25,286.83,602976
08/07/2014,292.5,294,284.05,285.6,551624
07/07/2014,294.47,294.47,287.87,290.7,772302
04/07/2014,294.5,296.65,289.27,291.67,520704
03/07/2014,297.25,297.37,293.75,295.3,652410
02/07/2014,296.5,298.43,291,294.4,736268
01/07/2014,296.25,297.25,292.5,295.65,828860
30/06/2014,287.8,294.85,287.8,293.83,815709
27/06/2014,285.03,291.25,285.03,287.2,536289
26/06/2014,284.3,287.5,279,285.67,1428603
25/06/2014,300,301.5,292.55,293.95,797540
24/06/2014,296,300.93,293,298.8,1356855
23/06/2014,284.13,296,280.87,293.07,1001102
20/06/2014,286.3,288,282.5,283.95,1184961
19/06/2014,298.5,299,278.05,280.67,2343114
18/06/2014,305,309.9,295.55,297.67,1765544
17/06/2014,298.67,307.5,294.07,301.65,1503524
16/06/2014,292.55,302.33,283.55,298.67,1106427
13/06/2014,302.63,306,289.67,294.45,1051802
12/06/2014,297,306.33,296.63,304.9,1937907
11/06/2014,297.5,306.47,295.5,297.77,1238232
10/06/2014,305.5,307.5,296.55,297.3,806928
09/06/2014,305.1,310.55,302.5,304.53,1727385
06/06/2014,289.5,305.2,289.5,297.97,3334821
05/06/2014,280.1,290,279.1,286.73,1482542
04/06/2014,285.03,290,280.1,281.05,510890
03/06/2014,287.1,291.85,284,286.27,589088
02/06/2014,287.45,289.5,280.75,287.1,752042
30/05/2014,278.15,287.25,277.55,285.03,1315842
29/05/2014,283.9,284.83,276.15,278,690146
28/05/2014,282.45,285.5,279.35,284,831482
27/05/2014,303.75,303.9,285.65,289.5,491492
26/05/2014,303.25,313,300,303.9,1168179
23/05/2014,314.5,314.5,302.57,307.63,559983
22/05/2014,308,316.9,307.5,309.45,1257915
21/05/2014,299,308.57,292.5,303.37,794775
20/05/2014,305.83,307.35,295.03,299.73,737391
19/05/2014,285,307,285,302.07,2093343
16/05/2014,277.5,287.53,271.15,283.53,1594470
15/05/2014,275,280,270.75,274.35,693387
14/05/2014,266,277.17,266,275.43,600914
13/05/2014,257.25,272,257.25,268.6,1633754
12/05/2014,247.55,257,247.53,255.45,1500882
09/05/2014,244.95,247.57,242.55,247.07,872634
08/05/2014,245.97,246.45,242.77,243.95,287586
07/05/2014,242.6,245.13,241.63,243.6,537674
06/05/2014,240.65,243.65,240.65,242.55,255602
05/05/2014,239.5,244.23,237.6,241.23,454592
02/05/2014,237.57,242.7,237.57,241.25,539538
30/04/2014,242.75,245.67,235.5,238.63,1086452
29/04/2014,247.5,249.33,242.5,243.75,227115
28/04/2014,247.37,250.6,245.57,246.55,623006
25/04/2014,246,252,245.57,247.37,596520
23/04/2014,248.45,251.83,245.3,246.73,1481196
22/04/2014,242,248.97,240.25,246.73,1266116
21/04/2014,240.95,242.73,239.55,240.97,1016643
17/04/2014,238.5,240,236,238.85,874746
16/04/2014,239.55,241.4,237,237.53,525183
15/04/2014,241.15,242.5,238.75,240.93,1008428
11/04/2014,240.63,244.2,240.05,241.77,1117047
10/04/2014,242.67,247.17,239.5,242.07,1571709
09/04/2014,242.53,247,241.57,244.7,880232
07/04/2014,241.57,244.95,238,241.83,596546
04/04/2014,245,245.27,235.5,241.57,4242260
03/04/2014,246,247.35,242.07,245.23,674433
02/04/2014,247.37,250,244.9,245.5,489518
01/04/2014,242.2,247.5,238,246.1,693843
31/03/2014,239.97,244.25,239.75,242.03,622746
28/03/2014,238.15,242.75,238.15,239.77,430953
27/03/2014,241.5,242.45,233.17,238.43,681084
26/03/2014,231.63,241.5,231.63,241.13,696378
25/03/2014,238,239.5,234.17,235.8,1009232
24/03/2014,242.97,242.97,239.53,241.1,704550
21/03/2014,240,242.25,237.5,238.85,995415
20/03/2014,240.77,244.9,238.1,240.15,393336
19/03/2014,245.25,247.5,242.5,243.5,566511
18/03/2014,240.05,247,237.37,244.15,662538
14/03/2014,240.03,242.4,236.3,240.07,427953
13/03/2014,234.9,244,234.9,240.1,1326678
12/03/2014,236.55,237.47,232.8,233.87,397875
11/03/2014,241.13,245.5,236.03,237.73,622893
10/03/2014,243.25,246.9,238.2,244.73,872960
07/03/2014,237.03,246,237.03,243.37,849140
06/03/2014,234.1,240.5,232.37,238.2,471264
05/03/2014,228.5,236.75,228.1,236,920006
04/03/2014,226.5,229.5,222.5,228.07,255333
03/03/2014,226.75,230.03,225.05,225.65,180693
28/02/2014,220,230,220,227.77,1130148
26/02/2014,223.1,225.47,220,220.3,358110
25/02/2014,222.55,225.87,222.55,223.6,173715
24/02/2014,221.5,224.75,221.5,223.15,162393
21/02/2014,223.95,224.33,221.47,223.4,191582
20/02/2014,227.47,227.47,220.55,221.93,218949
19/02/2014,225,228.85,224,227.7,149834
18/02/2014,224.03,227,222.55,223.63,257162
17/02/2014,229.73,229.95,223.07,224.05,229761
14/02/2014,231.25,231.6,227.17,228.53,1036203
13/02/2014,231.43,231.93,224.5,228.1,518655
12/02/2014,229.47,231.45,226,230.13,2528534
11/02/2014,224.57,229.3,224.57,228.2,435267
10/02/2014,224.35,227.15,223.15,226.2,262182
07/02/2014,222.9,226,222,224.85,234422
06/02/2014,219,224.7,219,222.9,944520
05/02/2014,223,226.75,219.5,220.15,519417
04/02/2014,227.5,229.45,222.57,223.87,432990
03/02/2014,231.5,232,227.63,229.95,568293
31/01/2014,230.5,238.9,230.5,237.1,547502
30/01/2014,230.5,231.83,227.7,230.45,429426
29/01/2014,228,233.73,226.55,232.7,1022852
28/01/2014,227.75,232.2,225.03,225.87,782913
27/01/2014,235,235.5,225.5,228.3,471680
24/01/2014,241.25,241.25,235.03,235.57,333356
23/01/2014,239.83,242,238,240.45,322652
22/01/2014,238.77,241.9,238.77,239.57,786657
21/01/2014,238,241.5,237.63,238.77,247728
20/01/2014,233.13,240.2,233.13,237.4,1057316
17/01/2014,236.53,238.5,232.5,236.37,634434
16/01/2014,239.97,240.8,237,238.03,1674975
15/01/2014,243.4,243.4,237.67,239.97,777534
14/01/2014,240.4,243.9,237.2,241.55,252638
13/01/2014,234.5,241.87,234.5,241.13,757563
10/01/2014,232.5,234.5,231.25,232.63,450884
09/01/2014,232.5,235,230.55,233.23,532748
08/01/2014,234.2,234.73,231,232.03,392199
07/01/2014,238.97,239.35,231.2,232.4,373436
06/01/2014,235.97,242.45,233,238.23,346965
03/01/2014,232.5,237.5,231.55,235.67,332601
02/01/2014,241.53,244.37,229.55,231.37,436058
01/01/2014,242.17,245.5,240.17,241.57,311586
31/12/2013,242.03,246,237.55,244.17,718998
30/12/2013,243.05,245.75,236.75,242.2,416991
27/12/2013,239.47,243.5,238.2,242.87,524259
26/12/2013,236.5,240.5,236.5,238.37,305658
24/12/2013,238.5,238.97,235.1,237.1,609957
23/12/2013,235,239.95,235,238.93,467540
20/12/2013,233,237.2,230.5,235.25,1057449
19/12/2013,232,234.65,227.75,229.17,418572
18/12/2013,228.5,233.13,227.55,230.85,737378
17/12/2013,227.3,230.75,226.35,229.05,641181
16/12/2013,228.5,229.23,225.1,226.53,1057923
13/12/2013,231,232.45,227.5,227.97,1062981
12/12/2013,231,235.33,229.25,230.03,1245872
11/12/2013,234.55,237.25,231.1,231.63,796082
10/12/2013,236,239.93,236,236.95,231069
09/12/2013,233.13,241.75,233.13,240.47,953682
06/12/2013,230.95,234,230.13,231.03,415430
05/12/2013,236.65,237.5,230.5,230.95,627885
04/12/2013,236.5,239.5,235.05,236.23,810450
03/12/2013,234.37,237.2,232.5,234.83,631395
02/12/2013,240,241.5,231.55,232.37,669081
29/11/2013,240,243.75,240,241.57,1050434
28/11/2013,239.8,239.95,237.5,239.7,543554
27/11/2013,230.6,237.75,230.6,236.6,897303
26/11/2013,229,232.5,228.07,231.47,606777
25/11/2013,226.1,229.55,226.03,228.93,637928
22/11/2013,226,227.47,224.1,225,2708810
21/11/2013,226.13,228.87,224.55,225.5,437762
20/11/2013,229,230.77,226.8,227.4,349308
19/11/2013,230.5,232.4,230,231.07,420158
18/11/2013,231.5,232.5,228,231.03,407066
14/11/2013,230.15,233,229.45,231.2,618831
13/11/2013,231.27,232.47,228.17,229.4,527642
12/11/2013,228.5,236.23,228.05,230.97,586326
11/11/2013,228.55,231,227,227.87,287042
08/11/2013,232.5,232.5,228.75,229.95,372668
07/11/2013,233,236,230.53,232.6,724802
06/11/2013,234.67,237.35,231.33,232.17,508923
05/11/2013,237.53,238.45,232.55,234.67,380637
01/11/2013,235.05,240.5,232.25,237.53,636182
31/10/2013,231.5,240.5,228,236.93,944601
30/10/2013,230.1,233.9,226.97,231.63,603942
29/10/2013,228.5,234.65,225.75,229.97,516212
28/10/2013,227.5,229.85,222.55,227.05,347094
25/10/2013,229,230.03,225,227.33,545852
24/10/2013,229,231.47,226,226.7,492170
23/10/2013,231.53,234.75,225.7,228.83,939704
22/10/2013,234.43,236.6,230.57,233.33,396870
21/10/2013,232.5,235.95,229.35,234.43,228260
18/10/2013,228.5,232.97,228.5,232.27,371781
17/10/2013,230.25,232.5,226.25,227.2,440732
15/10/2013,232,235.9,228.27,230.27,814461
14/10/2013,232.33,233.95,230.5,231.97,250257
11/10/2013,232.5,234.35,228.5,231.63,427182
10/10/2013,232.55,234.25,229.6,231.13,679476
09/10/2013,231,232.9,228.37,232.55,203703
08/10/2013,233.5,235.83,230.5,231.13,417254
07/10/2013,232.45,235.73,225,232.2,481142
04/10/2013,228.47,232,227.77,230.55,454428
03/10/2013,224,230.5,222.07,229.45,395948
01/10/2013,218.57,224.67,216,223.95,616065
30/09/2013,224.85,228.9,217.5,218.7,789128
27/09/2013,228.35,231,225.05,227.15,690492
26/09/2013,235.5,236.85,223.65,225.97,1074176
25/09/2013,233.95,236.65,233.05,235.17,1477194
24/09/2013,240.95,240.95,232.05,232.9,628911
23/09/2013,233.37,243.5,232,240.2,547605
20/09/2013,246.5,246.5,229.5,233.25,590666
19/09/2013,242.5,249.5,238,246.87,915252
18/09/2013,235.6,240.93,235.6,239.85,364686
17/09/2013,233.5,239.6,230.17,237.77,483660
16/09/2013,241.85,242,229.4,233.5,671196
13/09/2013,226.25,242,224.07,235.13,1653092
12/09/2013,229.03,233,223.05,224.05,423066
11/09/2013,231,242.5,230.5,233.35,743294
10/09/2013,225,232.5,223.05,230.33,1327106
06/09/2013,218.5,225,216.65,222.57,1087304
05/09/2013,215,219.97,215,216.3,1173356
04/09/2013,217.5,217.5,213.07,214.73,1580589
03/09/2013,219.95,219.95,213.5,214.53,399498
02/09/2013,217.97,220.83,213.6,215.73,348873
30/08/2013,208.75,222.45,208.55,217.33,1123598
29/08/2013,212.23,214.23,208,208.23,561135
28/08/2013,221,221,207.55,208.75,512805
27/08/2013,225.25,225.25,218.05,221.63,183393
26/08/2013,227.47,228.5,224.1,227.07,135722
23/08/2013,220.55,226.87,219,225.75,1271121
22/08/2013,217.5,222.45,215.55,219.6,532418
21/08/2013,218.63,227.47,216,218.33,470144
20/08/2013,227.25,227.25,216.05,216.9,700556
19/08/2013,235.5,235.5,224.05,224.67,368037
16/08/2013,244.5,249.4,230.5,232.65,379674
14/08/2013,237.45,249.65,236.53,246.37,544478
13/08/2013,239.6,249.5,234.1,237.55,1207988
12/08/2013,230,243.5,225.05,239.57,384914
08/08/2013,224.03,229.85,221,227.13,366198
07/08/2013,221,229.95,219.83,225.25,681507
06/08/2013,234.05,236.15,215.5,218.37,1517154
05/08/2013,244.95,249,234.23,236.15,450792
02/08/2013,247.5,249,237.75,242.7,617121
01/08/2013,258.5,265,245.83,249.15,617913
31/07/2013,251.07,262.7,235.87,258.6,1102443
30/07/2013,265,267.5,251,253.47,430728
29/07/2013,266.93,268.9,264.5,266.47,718107
