Date,TORNTPOWER-EQ O,TORNTPOWER-EQ H,TORNTPOWER-EQ L,TORNTPOWER-EQ C,TORNTPOWER-EQ V
10/01/2017,179.2,181.35,178.3,179.85,295374
09/01/2017,179.2,181.25,178.35,179,139377
06/01/2017,182.1,183,178.35,179.1,408136
05/01/2017,179.4,182.2,179,181.7,334776
04/01/2017,178.4,180.3,177.1,179,262106
03/01/2017,178.15,178.85,176.25,178.15,391794
02/01/2017,179,179.35,177.3,177.95,199774
30/12/2016,178.2,180.3,176.65,179,301976
29/12/2016,174.95,179.8,173.55,177.75,322167
28/12/2016,173.9,178.4,173,175.8,389317
27/12/2016,172.85,174,170.85,173.45,138319
26/12/2016,173,174.2,170,172.85,393473
23/12/2016,172.9,176.3,171.55,174,372027
22/12/2016,178,178.25,172.8,173.5,286957
21/12/2016,176.95,178.9,176.5,177.1,145679
20/12/2016,179,180.6,175.9,176.65,146990
19/12/2016,179.4,181.5,177.1,179.05,300496
16/12/2016,182.9,183.7,179.2,179.5,227513
15/12/2016,180,185,180,182.55,223642
14/12/2016,186,187.2,181.3,182.3,281583
13/12/2016,190.25,190.45,185.25,185.9,766198
12/12/2016,181.5,189,181.15,188.1,984137
09/12/2016,183,183.95,180.6,181.9,303818
08/12/2016,184,184.65,180.8,182.4,383661
07/12/2016,185.8,189,180.4,181.65,2147078
06/12/2016,178.45,183.7,176,181.5,937904
05/12/2016,176,176.85,173,174.65,163245
02/12/2016,174.2,180,174.2,177,379454
01/12/2016,179.15,179.95,175.5,176.25,238730
30/11/2016,173.25,179,172.55,178.35,645902
29/11/2016,173.7,175.8,172.2,172.75,193452
28/11/2016,170.7,175.9,169.75,173.65,467136
25/11/2016,171.5,172.95,169.75,170.6,122718
24/11/2016,167.1,172.9,166.25,171.5,708672
23/11/2016,168,169.4,165.8,168,232358
22/11/2016,169.5,170.9,164.45,167.1,799561
21/11/2016,166.8,169.7,165.1,168.75,769157
18/11/2016,161,165.75,159.3,164.25,375289
17/11/2016,164.65,165.5,161.45,162.15,197891
16/11/2016,167.6,170.95,162.65,164.65,223423
15/11/2016,169.9,171.05,161.9,165.6,437289
11/11/2016,173.65,175.3,170.05,170.55,342271
10/11/2016,175.4,177.9,175,175.65,269821
09/11/2016,167.8,174.15,161.35,173.1,838422
08/11/2016,179.45,180.25,176.55,177.35,251903
07/11/2016,177.05,179.5,176.7,178.65,299521
04/11/2016,178.5,180.9,175.05,176.1,539972
03/11/2016,180.4,182.5,176.6,179.7,773705
02/11/2016,174.8,181.4,173.1,179.3,1244131
01/11/2016,175,178,172.25,176,465522
30/10/2016,175.2,175.2,172.6,173.4,74446
28/10/2016,169.9,176.25,169,173.3,895925
27/10/2016,174,175,170.6,172.2,542548
26/10/2016,174.8,177,173.4,174.15,933442
25/10/2016,177,177.75,174.5,174.9,215769
24/10/2016,175.35,178.25,173.4,176.65,632837
21/10/2016,173.3,177.65,173,175,1023846
20/10/2016,170,173.95,170,173.1,987209
19/10/2016,171,171.5,168.4,169.1,634397
18/10/2016,171.1,172,169.4,170.1,721355
17/10/2016,172.6,173.65,170,170.3,571520
14/10/2016,173.5,175.5,172.75,173.1,426873
13/10/2016,179.25,179.55,172.1,173.35,668936
10/10/2016,179.6,181.55,178.8,179.35,286478
07/10/2016,180.7,181.75,178.9,179.55,314674
06/10/2016,184.2,186,180,180.85,715957
05/10/2016,180,184.85,178.65,183.05,1044246
04/10/2016,180.25,181.9,177.95,179.7,449587
03/10/2016,181.45,183.6,179.25,180.3,603755
30/09/2016,175,181.95,171.3,180.3,1074807
29/09/2016,183,184.6,170.2,175.1,985639
28/09/2016,183.1,186,180.25,182.3,780790
27/09/2016,189.2,191,180.55,182.7,585154
26/09/2016,183.05,192.3,183.05,189.9,831273
23/09/2016,190,190.4,183.25,184.1,482502
22/09/2016,187.5,191,184.5,189.75,1566577
21/09/2016,176,184,174.7,182.05,669608
20/09/2016,177.8,178.8,174.8,175.45,322825
19/09/2016,180.75,181.85,177,177.3,264511
16/09/2016,181.8,184,179.05,179.7,313167
15/09/2016,179.9,183.55,179.5,180.4,231279
14/09/2016,178.1,181,178,179.5,146198
12/09/2016,179.5,181,178,178.8,184293
09/09/2016,181.45,185.8,181.35,182.65,307568
08/09/2016,183.85,183.85,180.1,181.4,380659
07/09/2016,188.75,188.75,182.5,183.85,387618
06/09/2016,183.1,189.6,182.55,188.55,523400
02/09/2016,183.95,185.5,181.2,181.9,212080
01/09/2016,188.65,189.9,182.8,184.5,232852
31/08/2016,190.05,193.25,187.3,188.45,302392
30/08/2016,189.7,193.4,188.3,190.4,351383
29/08/2016,193.8,195.65,187.15,188.55,536314
26/08/2016,188,196,184,193.6,1218836
25/08/2016,184.45,188.25,181.2,187.45,750023
24/08/2016,180.75,186.5,179.6,183.45,339523
23/08/2016,183.4,183.85,179.45,180.55,260898
22/08/2016,188.3,188.95,182.25,183.05,369814
19/08/2016,177.55,188.6,177.55,187.25,908647
18/08/2016,178.35,180,177,177.55,440120
17/08/2016,179.8,181.55,177.25,178.55,332671
16/08/2016,183.65,184.8,176.9,178.9,433829
12/08/2016,179.9,184.25,179.35,181.75,238831
11/08/2016,183.1,184.8,178,179.65,509880
10/08/2016,187.75,188.6,181,183.45,384926
09/08/2016,186.5,188.8,183,187.5,559900
08/08/2016,177.6,188.4,177.6,186.65,1719043
05/08/2016,175.15,179,172.95,177.6,774041
04/08/2016,174.25,175.8,169.5,174.9,696020
03/08/2016,159.8,175.9,159.8,173.65,2704211
02/08/2016,173,179.35,170.25,171.85,2150801
01/08/2016,170.05,172.45,169.25,171,594408
29/07/2016,173.3,173.6,168.8,169.55,509871
28/07/2016,174.05,174.8,172.5,173.65,249187
27/07/2016,173.35,175.8,172.2,173.45,247108
26/07/2016,170.8,177.25,170.3,173.25,758261
25/07/2016,171.95,172.4,169.9,170.2,448593
22/07/2016,171,172.35,170.05,170.85,255441
21/07/2016,175.45,175.45,171.05,171.55,248453
20/07/2016,168.05,175.5,167,174.25,1850955
19/07/2016,168.7,168.8,166.5,168.05,365666
18/07/2016,171.3,172.95,168.2,169.15,257352
15/07/2016,172.25,176.45,170.1,170.7,702266
14/07/2016,173.4,174.4,170.55,171.65,551558
13/07/2016,175.1,175.8,172.05,173.25,321107
12/07/2016,176.25,177.35,173.2,174.2,263709
11/07/2016,172.5,177.55,172.5,176.2,586568
08/07/2016,172.95,173.95,171.1,171.8,298214
07/07/2016,174.7,176.25,170.9,172.4,600799
05/07/2016,179.4,181.2,173.05,173.6,809792
04/07/2016,176.8,179.5,175.5,176.1,393622
01/07/2016,176,179.55,175.5,175.9,747705
30/06/2016,176.4,177.4,174.5,175.35,513062
29/06/2016,175.5,176.8,175.1,175.55,350351
28/06/2016,175,178.95,174.15,175.15,483411
27/06/2016,171,176.5,170.7,175.05,327410
24/06/2016,170,172.85,162.5,171.5,350319
23/06/2016,173,175,172.95,173.3,190752
22/06/2016,178.2,179.35,173,173.45,433215
21/06/2016,178.2,179.45,177.1,177.85,516501
20/06/2016,179.95,180.9,177,177.3,592776
17/06/2016,186.95,187.85,181.1,181.8,407613
16/06/2016,186,191.35,183.3,185.75,1172574
15/06/2016,180.75,187.6,179.15,186.1,775653
14/06/2016,176.6,180,176.2,179.3,262448
13/06/2016,182,182.7,175,175.85,444378
10/06/2016,183.1,184.8,182,183.95,441780
09/06/2016,177.45,183.8,177.45,182.95,782084
08/06/2016,176.95,181,175.85,176.7,431098
07/06/2016,178.3,178.65,175.5,176.5,291346
06/06/2016,178.85,179.8,177.05,177.35,128196
03/06/2016,178.85,181.95,178,178.6,315631
02/06/2016,181.1,181.8,177,177.8,351279
01/06/2016,186,187.9,178.5,179.9,501666
31/05/2016,183.45,186,180.5,184.5,564147
30/05/2016,185.85,187.8,182,182.65,252927
27/05/2016,188,188.8,183.1,184.25,422234
26/05/2016,176.7,192.25,176.7,188.6,1973762
25/05/2016,184,185.6,175.7,176.7,496848
24/05/2016,186.25,188.2,181,182.4,449032
23/05/2016,193,195.45,184,185.3,1103472
20/05/2016,202,203.75,193.65,194.95,954713
19/05/2016,205,208.5,187.1,201.45,5930649
18/05/2016,225.5,229.9,225,227.2,548308
17/05/2016,226.4,227.5,223.5,224.8,273320
16/05/2016,228.5,229.7,224.35,225.25,190458
13/05/2016,225.5,229.4,223.35,227.4,192941
12/05/2016,224.1,228.5,224.1,226.65,210373
11/05/2016,224.35,229.45,222.7,224.2,179044
10/05/2016,229.45,233.5,227.2,228,189775
09/05/2016,226.9,231.8,225.6,230.85,238849
06/05/2016,225,229.2,224,226.15,138283
05/05/2016,225.15,230.55,225.15,225.75,284140
04/05/2016,232.95,232.95,224.8,225.7,165508
03/05/2016,235,237.05,229.45,230.45,278659
02/05/2016,231.8,237.05,231.8,233.8,158262
29/04/2016,229,236.25,229,234.75,139618
28/04/2016,237.95,238,228.7,231,200936
27/04/2016,237,240,235.6,237.75,178857
26/04/2016,235,239.7,234.55,235.65,255089
25/04/2016,242,242,235.05,235.65,148706
22/04/2016,247.05,247.75,239,240.2,410470
21/04/2016,244.95,250.95,240.2,247.05,501137
20/04/2016,239.2,247,237.1,244.95,581969
18/04/2016,226.8,240.6,226.8,238.8,657213
13/04/2016,229.3,231.95,226.4,227.25,238468
12/04/2016,225.7,230.05,225.7,227.6,205797
11/04/2016,225,227.6,223.25,226.25,404603
08/04/2016,228,231,225.75,227.4,355987
07/04/2016,236.8,239.2,226.85,228.45,865222
06/04/2016,235.1,237,233.7,235.4,593805
05/04/2016,232,239,229.5,235.2,749536
04/04/2016,229,239.7,229,233.05,1061263
01/04/2016,232,234.8,228.15,228.8,411634
31/03/2016,226.25,233.7,224.6,231.9,1081409
30/03/2016,222.2,225,221.4,223.55,455841
29/03/2016,218.15,221.9,216.65,220.15,1464121
28/03/2016,218.2,223.5,214.5,215.65,989532
23/03/2016,229.55,233.4,215.2,216.7,1726401
22/03/2016,245.6,246.15,224.1,228.95,1665083
21/03/2016,245,249,238.6,246.35,655150
18/03/2016,240.4,245.25,238,242.65,726633
17/03/2016,239.4,246.3,237.5,240.45,768672
16/03/2016,235,241.25,230.75,240.1,811390
15/03/2016,247.5,248.45,233,234.3,734942
14/03/2016,249.4,251.8,242.5,246.95,626621
11/03/2016,243,252.7,242.95,247.95,2399844
10/03/2016,226.7,244.6,225.1,242.2,2857857
09/03/2016,225,231,224.1,226.7,549001
08/03/2016,226.1,231.85,224.1,224.95,576200
04/03/2016,225.5,231.25,223.55,224.9,773286
03/03/2016,227.4,229.8,224.3,225.05,540680
02/03/2016,227.4,231.7,225,225.75,451887
01/03/2016,228.4,228.8,223.3,224.85,382753
29/02/2016,217.2,230.45,211.5,227.75,1079429
26/02/2016,227.2,229.6,215.1,217.7,404746
25/02/2016,231.6,232.55,222.7,225.5,512382
24/02/2016,224.8,235.5,221.5,231.35,2029709
23/02/2016,223.4,229.85,220.1,223.75,718069
22/02/2016,225.65,229.75,222.2,223.05,514897
19/02/2016,215.9,228.4,214.85,225.35,874389
18/02/2016,221.55,221.55,214.5,217.05,635457
17/02/2016,211.05,222.35,202.15,219.7,571732
16/02/2016,220.15,221,208.05,209.55,276238
15/02/2016,208.5,222.8,208.5,218.7,778786
12/02/2016,208.6,210,192.4,205.45,507781
11/02/2016,219,219.8,205.4,207.6,441333
10/02/2016,218,225,217.95,219.55,623718
09/02/2016,220,223.05,216.7,220.1,654084
08/02/2016,224.5,230.4,223.05,224.7,554704
05/02/2016,226.2,227.25,221,223.5,475718
04/02/2016,236.3,238.8,223.15,226.15,841676
03/02/2016,236,246.9,231.05,232.85,2753424
02/02/2016,239.35,246.4,226.15,231.6,1373511
01/02/2016,236,243.85,233.1,238.25,1635866
29/01/2016,220.5,236,220.5,234,1740240
28/01/2016,216.5,226.9,215.2,222.5,1067800
27/01/2016,213.8,222.5,212.1,216.1,1123444
25/01/2016,216.35,217.85,207.4,211.6,542271
22/01/2016,221,223.95,214.35,215.7,679616
21/01/2016,208.9,219.5,206.7,217.45,1271543
20/01/2016,202,210,198,205.95,1086074
19/01/2016,195.35,209.5,195.35,207.4,1327696
18/01/2016,219.05,219.1,190,193.75,1481849
15/01/2016,221.9,229,217,219.75,1551314
14/01/2016,231.5,233.4,217.2,219.65,1673007
13/01/2016,221.4,241.9,213.25,237.55,3764820
12/01/2016,225,228.5,217.5,219.7,815319
11/01/2016,222,227.9,217.75,224.45,1162834
08/01/2016,223.45,232.4,222.1,224.6,1867816
07/01/2016,220.5,235,215.6,220.75,4849635
06/01/2016,201.45,234,200.5,224.55,8468297
05/01/2016,200.15,204.8,197.1,200.85,1900532
04/01/2016,181,206.1,179.25,198.85,4463437
01/01/2016,174.1,182,171.35,180.75,1455962
31/12/2015,173.6,177.6,172.65,173.55,1684586
30/12/2015,173.4,177.65,172.5,173.3,388008
29/12/2015,175,175.5,172.25,173,242027
28/12/2015,174.85,176.15,174.05,174.5,218276
24/12/2015,174.9,176.5,173.4,174.45,182095
23/12/2015,175.9,177.4,173.75,174.35,318045
22/12/2015,176.3,177.1,174.05,174.9,248652
21/12/2015,173.5,178.8,173.05,175.85,324058
18/12/2015,175.5,176.85,172.7,173.55,338403
17/12/2015,174.4,178.25,173.4,176.1,531429
16/12/2015,174,176.25,172.2,172.8,274058
15/12/2015,171.95,173.8,170.35,172.15,256708
14/12/2015,171.85,173,170.1,171,291328
11/12/2015,176,177.5,172.1,172.9,286356
10/12/2015,177.8,178.65,175.1,175.7,277986
09/12/2015,179,181.45,176.35,177.3,327570
08/12/2015,186.05,187.85,178.5,179.4,334232
07/12/2015,187.9,190.65,186.5,187.1,151105
04/12/2015,189.85,190.75,186.25,186.9,254249
03/12/2015,196,196.5,190.35,191.35,358090
02/12/2015,192,199.45,189.6,197.15,2283803
01/12/2015,185.35,193.5,184.6,190.9,886788
30/11/2015,184.4,187.9,184.05,184.55,228760
27/11/2015,184.25,188.9,183.7,184.4,194274
26/11/2015,184.25,185.9,183.6,184.3,163800
24/11/2015,184,186.15,183.45,184.2,229731
23/11/2015,188,188.6,184.1,184.75,227317
20/11/2015,188,191.85,186.3,187.2,377223
19/11/2015,190.8,191.9,186.5,187.8,422922
18/11/2015,189.1,195,187.55,188.5,657309
17/11/2015,189.2,192.4,187.5,189.1,296311
16/11/2015,188.1,191.85,187.5,188.9,184422
13/11/2015,189.8,191,185.95,189.55,213493
11/11/2015,189,192,188.85,190.65,214730
10/11/2015,182,189.4,181.05,186.8,521166
09/11/2015,179.75,184.4,172.25,182.9,276606
06/11/2015,185.75,187.4,181.05,182.15,367943
05/11/2015,185.7,190.4,182.7,185.2,639752
04/11/2015,189.8,190.9,184.5,185.2,386495
03/11/2015,190.65,192.85,187.5,188.65,336564
02/11/2015,195.45,197.7,188.1,189.8,538112
30/10/2015,192.2,197.5,187.6,194.3,1519704
29/10/2015,188.5,199.9,187,190.65,4760700
28/10/2015,184.8,187.7,182.25,183.2,775546
27/10/2015,178.25,184.9,177.35,183.35,1028903
26/10/2015,181,183.4,176.2,178.25,391098
23/10/2015,184,185.5,178.25,179.4,541481
21/10/2015,188.3,192,180,181.65,1211926
20/10/2015,173.65,188.85,173,186,1986216
19/10/2015,177,178.3,172.1,172.7,300437
16/10/2015,177.05,178.8,175.25,175.85,193417
15/10/2015,178,180,176,176.65,237853
14/10/2015,176.4,180.4,176.25,176.7,262060
13/10/2015,177,179.8,175.5,176.05,209413
12/10/2015,178.5,182.2,175.25,176,279120
09/10/2015,179.75,181.9,176.8,177.4,160077
08/10/2015,178.75,181.4,177.3,178.2,202676
07/10/2015,180.75,185.25,176.55,178.2,412487
06/10/2015,181.05,184.2,178.65,179.3,289404
05/10/2015,181.3,184.8,179.65,180.5,316796
01/10/2015,179.9,186,178.55,180.1,562656
30/09/2015,181.2,181.6,175.5,178.15,216671
29/09/2015,176.5,182.3,174.45,178.85,241623
28/09/2015,179,183.4,177.9,179.45,304346
24/09/2015,181,186.8,180,181.6,512568
23/09/2015,173.2,183,169.65,180.9,405398
22/09/2015,180.9,186.6,170.4,173.25,830353
21/09/2015,167.5,182.85,166.9,179.4,1181175
18/09/2015,162,168,160,165.5,458676
16/09/2015,158.8,158.8,156.69,157.5,92670
15/09/2015,154.1,159.8,154.1,156.6,221486
14/09/2015,154.4,156,152.1,155.05,111379
11/09/2015,154,156.5,152.19,153.19,100704
10/09/2015,151,154.4,148.25,153.15,191523
09/09/2015,152,157.3,151.44,153,311310
08/09/2015,147.94,152,147.3,149.6,229459
07/09/2015,153.75,154.8,146,146.9,155598
04/09/2015,157.69,157.69,150.19,151.65,180690
03/09/2015,156.4,160.3,153.6,158.3,209596
02/09/2015,153.5,159.8,152.55,154.75,231409
01/09/2015,153.1,154.19,149.05,152.94,241498
31/08/2015,156,158.19,153,154.55,225747
28/08/2015,157.3,162.69,154.25,155.4,267742
27/08/2015,154.4,156.35,153,154.8,177989
26/08/2015,149.94,156.69,146,150.4,248710
25/08/2015,152,158,140.05,149.6,463624
24/08/2015,165,167.9,141.94,148.55,400602
21/08/2015,172.5,175.5,167.4,174.35,277768
20/08/2015,181.3,183.8,172.95,174.55,303585
19/08/2015,183.5,187.5,179,182.35,596703
18/08/2015,180.4,191.9,175.65,183.9,1441025
17/08/2015,179.75,187.4,174.4,179.5,925466
14/08/2015,167.35,180,165.2,178,732425
13/08/2015,163.05,170.5,163.05,166.3,234379
12/08/2015,169,169,161.6,162.5,239220
11/08/2015,175,176.6,167.5,169.65,391658
10/08/2015,172.75,180.8,170,174.2,1435503
07/08/2015,165.5,174.9,160.35,172.8,1127602
06/08/2015,168.3,173.5,164,164.75,697040
05/08/2015,171,176.7,166.3,167.75,2230633
04/08/2015,151.69,164.8,151.5,163.69,1857690
03/08/2015,146.6,151.9,145.55,150.19,307665
31/07/2015,146.35,148.3,145.4,146.19,219445
30/07/2015,141.8,148.4,141.65,145,339365
29/07/2015,140.69,144,140.1,140.55,162937
28/07/2015,140.69,144.8,139.19,139.69,161893
27/07/2015,144.19,146.5,141.19,141.9,102945
24/07/2015,148.1,150.19,145.35,146,192738
23/07/2015,146.6,148.9,146.25,148.19,159293
22/07/2015,145.65,147.5,145,146.15,76795
21/07/2015,148.35,148.69,145.15,145.4,115019
20/07/2015,150.94,151.4,147.4,147.75,123832
17/07/2015,147.3,151.9,145.1,150.15,531233
16/07/2015,144.6,147.8,144.6,146.35,138800
15/07/2015,146,147.9,144.3,144.65,136259
14/07/2015,146.55,147.69,144.5,144.94,157693
13/07/2015,149.9,151.94,145.85,146.75,352365
10/07/2015,143.8,149.5,143.5,148.35,341348
09/07/2015,144.4,149.8,141.9,142.44,500615
08/07/2015,141.6,145.9,139.15,143.4,247615
07/07/2015,142.3,145,141.65,142.65,178371
06/07/2015,140.94,143.19,140.25,142.15,138441
03/07/2015,141,144.19,140.75,142.05,232165
02/07/2015,141.75,143.3,140.19,141.1,711319
01/07/2015,140.75,143.1,140.25,140.75,145269
30/06/2015,139.19,141.44,137.05,140,408984
29/06/2015,140,140,136.75,138.85,161803
26/06/2015,141.5,143.8,141.1,141.94,111026
25/06/2015,142.94,144.75,141.1,141.5,148856
24/06/2015,145.94,149,142,142.94,232699
23/06/2015,143.4,150.69,141.55,145.05,502251
22/06/2015,140.69,143.9,138.05,143,180613
19/06/2015,144.94,145.9,138.5,139.8,258698
18/06/2015,143.6,145.8,143.35,144.3,109850
17/06/2015,142.94,146,142.6,143.5,140084
16/06/2015,142.25,144,139.8,142,82506
15/06/2015,142.69,145,140.1,142.25,122227
12/06/2015,145.94,146.5,140.5,140.94,126700
11/06/2015,148.75,153,145.3,146.5,453394
10/06/2015,145.55,150.8,145.19,145.85,144684
09/06/2015,147.25,147.8,144.4,145.19,88809
08/06/2015,152.9,152.9,146.1,146.94,82668
05/06/2015,153.44,153.8,150.65,152,75631
04/06/2015,157.35,157.35,149.6,151.8,152430
03/06/2015,160.4,160.4,155.1,155.9,540724
02/06/2015,160.1,161.5,158.9,159.5,78648
01/06/2015,162.4,162.85,160.1,160.5,120599
29/05/2015,161.4,163,160.5,162.4,530107
28/05/2015,161.35,162.15,159.19,161.5,211494
27/05/2015,157,163.3,155.6,160.44,168191
26/05/2015,161.9,161.9,156.65,157.25,135273
25/05/2015,161.8,161.8,159.5,160.4,90678
22/05/2015,163.3,163.3,160.15,160.8,118856
21/05/2015,162.3,164,161.1,162.19,94668
20/05/2015,163,164.4,162.8,163.6,111625
19/05/2015,164.25,166.35,162.35,162.44,193985
18/05/2015,164.7,166.1,162.19,163.4,190346
15/05/2015,165.5,166,161.6,162.9,161132
14/05/2015,165,167.8,164.25,164.85,291272
13/05/2015,165.55,172.65,163.15,164.75,1718343
12/05/2015,160.9,162.69,157.05,158.25,289267
11/05/2015,160.05,162.8,157.3,158.05,331742
08/05/2015,160.5,161.44,157.5,159.65,99375
07/05/2015,162.8,162.85,157.65,159.15,594149
06/05/2015,163.5,164.2,158,161.9,257569
05/05/2015,165,165.5,163.5,164.1,75172
04/05/2015,164.1,165.7,163.8,164.6,62197
30/04/2015,163.9,165.9,163,165.1,153600
29/04/2015,161.19,166.5,161.19,165,250435
28/04/2015,159.94,164.3,157.8,163.35,215526
27/04/2015,160.94,161.55,156.69,158.55,219066
24/04/2015,164.45,164.45,159.85,160.69,137284
23/04/2015,164.85,165.4,162.85,163.55,94578
22/04/2015,163.9,164.2,162.1,163.35,91978
21/04/2015,163,164.5,161.05,163.3,161741
20/04/2015,165.75,165.75,160.05,161.94,157558
17/04/2015,169.7,169.75,163.5,164.15,147600
16/04/2015,167.55,171.7,165.5,169.45,194830
15/04/2015,171.5,174.2,167.35,168.8,414412
13/04/2015,162.25,173,162.25,171.5,598965
10/04/2015,162.85,164.4,161.5,162.6,276383
09/04/2015,164.05,165.7,160.19,161.35,314796
08/04/2015,165.55,167.35,162.4,162.9,182561
07/04/2015,163.9,166.4,160.8,164.85,246685
06/04/2015,162.44,165.4,162.19,163.3,166678
01/04/2015,164.8,166.7,161,161.9,1175731
31/03/2015,162,165.5,161.5,163.55,252018
30/03/2015,163.65,164.8,160.3,161.4,192919
27/03/2015,167,167,159,162.05,283565
26/03/2015,173,176.25,164.4,166.85,2593814
25/03/2015,161.44,163.44,158.75,161.69,250362
24/03/2015,163.35,163.9,160.1,161.44,186052
23/03/2015,160,166.35,158.25,165.15,533291
20/03/2015,164.7,165.25,159,159.75,731570
19/03/2015,160,167.4,158.6,164.65,476928
18/03/2015,160,160.9,157.35,158.8,252752
17/03/2015,158.4,162.25,157.25,159.8,796249
16/03/2015,161,161.05,156,156.94,274986
13/03/2015,163.44,164.3,160.1,161.1,335826
12/03/2015,164.6,165,162,162.65,243571
11/03/2015,165.4,166.45,162.3,164,243053
10/03/2015,167.95,169.3,164.5,165.15,211398
09/03/2015,167.65,169.3,164.35,166.1,188074
05/03/2015,167.9,170.45,166.1,168.8,187465
04/03/2015,170.8,171.45,166.95,167.5,566466
03/03/2015,170.5,171.9,168.05,169.6,370871
02/03/2015,170.95,172.4,167.25,170.4,269879
27/02/2015,171.05,173.45,170.85,171.55,382323
26/02/2015,173,174.8,169.1,169.85,185370
25/02/2015,177.85,179.4,173.25,174.1,265238
24/02/2015,173.4,178,169.8,176.1,485959
23/02/2015,173,175.5,170.9,172.75,238282
20/02/2015,175.2,176.4,171.1,171.7,200493
19/02/2015,172.1,177,169.15,175.2,447759
18/02/2015,172.9,174.4,171.25,172.4,197484
16/02/2015,170.05,176,170.05,171.7,309710
13/02/2015,171.45,172.5,169.05,170.75,214306
12/02/2015,168.45,173,168.4,170.7,230558
11/02/2015,169,170.6,166.1,167.3,229180
10/02/2015,163.1,168.8,160.4,167.2,273150
09/02/2015,164,166.2,161.8,164.6,229251
06/02/2015,170.9,171.05,164.5,165.4,254718
05/02/2015,172.9,176,168.2,170.1,392977
04/02/2015,173.9,174.9,171.5,172.35,295551
03/02/2015,175.15,176.5,171.5,173.1,322578
02/02/2015,180,181.85,174.4,174.95,1241042
30/01/2015,171.95,174.4,170.5,171.75,378524
29/01/2015,173.8,175.8,169.5,170.55,498355
28/01/2015,174.2,178.5,172.1,173.45,629953
27/01/2015,175.3,178.2,172.65,175.45,1333833
23/01/2015,168.9,175.4,164.25,174.15,1157227
22/01/2015,169.7,170.5,166.15,167.15,223164
21/01/2015,171.3,171.6,167.75,168.6,265692
20/01/2015,167.5,173.65,167.5,170.35,1187976
19/01/2015,165,169.4,165,167.7,677838
16/01/2015,165.1,167.15,163.1,164.3,652790
15/01/2015,169,169.9,164.8,165.5,407919
14/01/2015,168,170.3,165.5,167.15,477501
13/01/2015,168.9,175.45,167.7,168.85,1399345
12/01/2015,164.95,169.9,163.8,167.95,1123270
09/01/2015,165.9,170,163.19,164.3,961679
08/01/2015,162,166.85,162,164.8,860191
07/01/2015,161.05,162.6,157,160.4,395062
06/01/2015,161.1,163.9,158.5,160.4,821284
05/01/2015,162.3,167.4,161.4,161.9,1106723
02/01/2015,159.1,166.4,159.1,161.94,1573345
01/01/2015,159,162.3,157.75,158.65,585060
31/12/2014,158.5,162.4,158,158.7,623612
30/12/2014,163,164.8,159.3,159.9,642656
29/12/2014,165.7,168.1,161.15,161.9,545043
26/12/2014,165.75,168.6,161.35,164.45,814418
24/12/2014,169.5,172.4,163,164.55,728444
23/12/2014,168.55,175,167.35,169.1,1232669
22/12/2014,169,173.4,165.8,168.3,1008413
19/12/2014,183.75,186.15,165.1,168.65,2271993
18/12/2014,164,182.65,161.1,180.4,4047381
17/12/2014,154,163.4,153.1,161.1,715749
16/12/2014,153.4,159.2,153.35,154.55,524982
15/12/2014,155,157.7,154.6,154.95,419190
12/12/2014,160.4,162.95,156,156.45,271287
11/12/2014,158,164.2,154.1,161.75,626783
10/12/2014,155.55,162.4,155.55,159.25,346822
09/12/2014,159.9,159.9,155.05,155.45,133695
08/12/2014,163.7,163.7,158,159.45,394545
05/12/2014,162,165.5,162,163.8,723224
04/12/2014,160.4,167.25,159.5,162.3,939797
03/12/2014,159.85,164.9,159.6,161,531048
02/12/2014,153.45,160.9,153.45,159.8,758117
01/12/2014,156.75,158.75,153.2,154.65,357755
28/11/2014,159.5,160.4,156.55,157.3,333223
27/11/2014,160.9,164.25,158.2,158.75,844525
26/11/2014,148,164.9,147.85,159.7,1765607
25/11/2014,154.15,154.95,146.7,148.75,372300
24/11/2014,157.9,158.95,153.3,154,274286
21/11/2014,158,161.3,156,156.55,274555
20/11/2014,160,162.7,155.65,157.8,371764
19/11/2014,164.3,167.4,159.7,160.55,897359
18/11/2014,158,168.75,157.8,163.35,1588823
17/11/2014,152,157.5,151.2,156.2,433731
14/11/2014,153,155.75,151.75,152.3,171021
13/11/2014,153.1,158.75,151.5,153.9,396317
12/11/2014,154.5,157.95,152.8,153.35,196819
11/11/2014,156.5,158.15,154.05,154.9,195051
10/11/2014,158.2,161,155.6,156.75,279775
07/11/2014,164.8,165,158.5,159.6,347317
05/11/2014,165.2,167.2,163.25,163.85,789587
03/11/2014,165.1,165.75,162,164.05,345784
31/10/2014,162.6,165.9,162.05,164.65,558229
30/10/2014,163.15,163.9,160,161.95,436368
29/10/2014,165.5,168.2,163.05,164.55,1033617
28/10/2014,159.4,165.5,156.6,163.35,1414212
27/10/2014,155.5,162.95,155.5,158.55,874339
23/10/2014,155.55,156.8,153,154.1,136720
22/10/2014,158.45,158.85,152.55,154.1,440956
21/10/2014,156.95,161,153.8,157.7,1626689
20/10/2014,140.55,159.3,140.15,156.05,3580438
17/10/2014,138.65,139.75,135.8,138.3,240669
16/10/2014,141.35,143.25,137,138.25,354100
14/10/2014,139.5,146,139.5,143.85,732806
13/10/2014,135.4,141.8,134.1,139.35,342882
10/10/2014,136.35,139.9,136,136.75,319268
09/10/2014,139.4,141.4,138.4,139.95,528586
08/10/2014,130.05,137.7,130.05,136.45,421919
