Date,TORNTPOWER-EQ O,TORNTPOWER-EQ H,TORNTPOWER-EQ L,TORNTPOWER-EQ C,TORNTPOWER-EQ V
22/04/2008,125.05,129.95,124.05,127.7,305263
21/04/2008,118,124,118,123.15,277569
17/04/2008,117,119.3,117,117.8,167545
16/04/2008,114.9,119.8,114.9,115.9,280860
15/04/2008,110.05,114.8,109.15,114,126062
11/04/2008,113.8,116,111.5,112.7,183777
10/04/2008,111.05,116.45,110.2,112.75,250843
09/04/2008,108.05,113.7,108.05,111.05,133438
08/04/2008,109.9,114.6,107.05,111,224288
07/04/2008,107.05,111.75,87.65,108.6,179434
04/04/2008,111,113.6,107.55,108.25,116897
03/04/2008,114,114.4,109.1,110.3,136498
02/04/2008,118,120.5,112.5,113.55,120792
01/04/2008,115.95,117.8,111.35,115.05,176144
31/03/2008,112,119.8,110.05,112.7,359251
28/03/2008,105.9,114.95,104.75,113.5,533280
27/03/2008,100.35,106.95,100.35,104.25,200356
26/03/2008,102,109,100.25,103.55,249719
25/03/2008,96,103.4,95.1,101.55,273404
24/03/2008,103,108,93.15,94.1,184722
19/03/2008,110.9,117.9,99.25,100.55,245649
18/03/2008,108.85,112.5,105,107.15,154926
17/03/2008,110.05,115,105.1,108.75,190356
14/03/2008,116.45,120.95,112.1,116.85,196647
13/03/2008,120.05,124.6,115,116.15,175569
12/03/2008,134.95,138.7,123.55,126.2,267198
11/03/2008,114,135.9,112,130.65,386585
10/03/2008,118.8,118.8,103.25,114,200360
07/03/2008,128.9,128.9,112.6,116.4,184320
05/03/2008,131.5,134.4,130,130.75,84463
04/03/2008,134.6,141,130,133.3,116340
03/03/2008,144.2,146,136.05,140.15,88084
29/02/2008,152,155.9,146.05,148.75,219087
28/02/2008,153,154.7,147,149.95,183256
27/02/2008,148.45,163,148.2,151.65,441638
26/02/2008,148,149.85,145.5,146.95,70070
25/02/2008,151,151,144.55,146.4,85392
22/02/2008,152.9,152.9,146.25,148.15,72485
21/02/2008,153.95,158.2,150.2,152.95,202677
20/02/2008,151,153.5,145.05,149.75,189946
19/02/2008,151,155.5,149,150.2,206050
18/02/2008,151,157.4,148,149.2,171472
15/02/2008,144,153,141,148.8,348841
14/02/2008,141.95,149,141.1,145.9,252887
13/02/2008,137,141.95,127,137.6,246365
12/02/2008,140,146,130,133.15,210756
11/02/2008,164.2,164.2,137,140.25,452610
08/02/2008,173.1,175.9,160.55,166.35,360663
07/02/2008,184,186.4,170.15,171.7,283839
06/02/2008,177.9,183.8,166.95,179.8,346274
05/02/2008,178.7,188.4,173.1,184.3,815317
04/02/2008,171.95,179.9,171.95,177.45,217282
01/02/2008,165,172.45,164.5,169.65,130557
31/01/2008,184,184,163.25,167.55,174045
30/01/2008,185,185,172.35,175.45,126342
29/01/2008,184,188,174.7,183.8,261509
28/01/2008,185,185,160,176.75,129939
25/01/2008,183.8,193.4,175,184.75,233773
24/01/2008,170.3,200.7,165,174.8,526620
23/01/2008,150,167.95,150,167.85,307009
22/01/2008,130,170.95,126.2,139.95,254928
21/01/2008,191,193,154.8,157.75,452383
18/01/2008,206.1,207.45,191.05,193.45,376021
17/01/2008,210,213,204.15,206.1,506761
16/01/2008,201,213.95,191.1,206.4,1120734
15/01/2008,214,216.9,198.15,201.3,694263
14/01/2008,210,213.7,202,210.2,642726
11/01/2008,208,213.15,192.25,203.15,950974
10/01/2008,223.8,228,202.6,205.6,1143008
09/01/2008,215,231.9,205.6,219.8,2703190
08/01/2008,240,243.8,210.05,214.85,1197416
07/01/2008,247,249.95,234.05,237.75,1431032
04/01/2008,235,268,234.5,250.8,4752828
03/01/2008,189,227.85,187.1,227.85,2557678
02/01/2008,194.9,196,187,189.85,144158
01/01/2008,192,198,191,192.9,225373
31/12/2007,197,200.95,189,190.4,266671
28/12/2007,180,199,174.3,190,314208
27/12/2007,181.4,182,178.5,179.15,207879
26/12/2007,175.2,182.3,175.2,179.2,189975
24/12/2007,172.9,182.9,172.9,174.15,148828
20/12/2007,168.45,171.95,168,169.6,91114
19/12/2007,171.4,175.5,167.05,168.45,144117
18/12/2007,175.95,175.95,162,168.5,105237
17/12/2007,179.85,179.85,173,174.2,178133
14/12/2007,187.8,187.8,176,178.25,284332
13/12/2007,176.75,184.8,176.1,182,427459
12/12/2007,168,175,168,174.6,187860
11/12/2007,169,173.3,166,170.3,138950
10/12/2007,171.9,171.9,163.8,165.6,135840
07/12/2007,175.25,175.3,164,165.1,189370
06/12/2007,177,178,170.25,172.05,154768
05/12/2007,174,175.8,170.85,174.3,178582
04/12/2007,178.85,178.85,172,173.1,111351
03/12/2007,175,180,171.55,175.6,258573
30/11/2007,170,173.95,168,171.45,124349
29/11/2007,174.95,176.25,168,169.4,119678
28/11/2007,176.2,180.45,168.25,171.85,139724
27/11/2007,179,180,173,174.15,101166
26/11/2007,182.3,186.4,176.2,180.25,245916
23/11/2007,169.9,182,168,179.35,347754
22/11/2007,175.2,179.85,160,165.7,362623
21/11/2007,186,186,172,175.05,226093
20/11/2007,191,193,181,184.65,277157
19/11/2007,198.6,204,188.1,189.7,511711
16/11/2007,199,201.45,189,198.6,407901
15/11/2007,200,202.7,192.25,193.75,659768
14/11/2007,200,204.85,198.5,200.7,788687
13/11/2007,150,199.9,150,196.9,1000270
12/11/2007,175.1,186.45,165.6,183.15,517096
09/11/2007,182,182.75,179.2,180.6,133775
08/11/2007,173,182.5,163,179.05,672581
07/11/2007,178,184,168.1,175.05,944277
06/11/2007,197.45,208.7,170.15,175.65,2407991
05/11/2007,175.8,206.8,172,194.2,1613919
02/11/2007,165.1,176,162,174,942974
01/11/2007,166,172,166,167.95,1072996
31/10/2007,164,170.95,163.25,165.1,912840
30/10/2007,163,168.35,161,163.55,1336977
29/10/2007,157.9,163.9,154.25,161.8,1795312
26/10/2007,156.65,159.4,150,155.75,812911
25/10/2007,155,161.7,151.15,154.2,1396673
24/10/2007,142,157,139.7,153.55,3055642
23/10/2007,133,144,133,139.7,1097471
22/10/2007,126,137.8,122.95,131.85,1038302
19/10/2007,139.45,143.85,125.2,131.4,1252571
18/10/2007,147,158.7,138.6,141.65,3420116
17/10/2007,132,149,116,144.35,4418622
16/10/2007,129,138.5,126,135.15,2685931
15/10/2007,127.75,133,124,128.8,1468455
12/10/2007,128.5,130.85,121.75,123.15,1930568
11/10/2007,133,137.7,128,129.3,1276381
10/10/2007,133,141.8,130,132.95,3203557
09/10/2007,114,136.9,107.6,132.25,4876737
08/10/2007,130.5,131.9,111.05,115.9,3579649
05/10/2007,125,142.9,113.2,128.7,10532720
04/10/2007,102.7,122.95,101.2,121.85,6305016
03/10/2007,99.4,104.45,96.5,102.45,2065374
01/10/2007,93,99.7,93,97.15,950516
28/09/2007,95,95,91.5,92.65,375423
27/09/2007,97.9,97.9,93,93.8,377146
26/09/2007,95,102,93,96.5,1999952
25/09/2007,95.5,96,90.5,93.45,454259
24/09/2007,91.8,96.45,91.05,95.05,1356693
21/09/2007,91.45,92.7,89.5,90.3,276641
20/09/2007,91.5,92.7,90.05,90.4,257081
19/09/2007,93.9,93.9,91.5,92.2,470606
18/09/2007,91.05,93.25,90.85,92.2,461631
17/09/2007,91,93.7,90,91.25,566657
14/09/2007,94,94.4,89.5,90.2,528733
13/09/2007,91.9,94.8,90.1,92.65,1009430
12/09/2007,92.85,93.35,90.15,90.85,411958
11/09/2007,93.7,95.3,91.5,92.1,1148049
10/09/2007,86.1,93.6,86,91.95,1048359
07/09/2007,90.15,91.05,86.45,87.1,513186
06/09/2007,89.8,91.5,88.55,90.15,817751
05/09/2007,86.2,92.7,85.5,90.1,2814059
04/09/2007,85.6,87.2,85,85.6,393859
03/09/2007,85,86.4,84,85,392964
31/08/2007,82,84.5,81,84.05,426465
30/08/2007,84.9,84.9,81.15,81.75,205025
29/08/2007,82.1,84.7,80.25,82.9,361303
28/08/2007,81,85.4,80,84.5,1081810
27/08/2007,80,81.9,79.15,80,187719
24/08/2007,78.45,79.95,77.25,78.25,177866
23/08/2007,80,83.9,76.65,77.35,504666
22/08/2007,79.4,81.4,78,79.75,415408
21/08/2007,86,87.7,77.5,78.7,475562
20/08/2007,86,88,84.05,85.4,836610
17/08/2007,85,87.9,79.55,82.3,1841002
16/08/2007,81.05,90.4,79.65,84.2,3717093
14/08/2007,79.9,88.3,78,87.1,4299833
13/08/2007,70.9,79.9,69.75,77.35,1373530
10/08/2007,68.7,70,66,69.55,149654
09/08/2007,69.9,72.6,69,69.5,196929
08/08/2007,69.7,70.4,68.85,69.2,114615
07/08/2007,69.45,70.4,68.3,68.75,68982
06/08/2007,67.2,69.45,64.5,68.7,86582
03/08/2007,69.4,69.65,68.45,68.65,68415
02/08/2007,69.3,69.85,67.05,67.9,89520
01/08/2007,70.4,70.4,68.25,68.65,130596
31/07/2007,70.45,72.95,69.75,70.45,178503
30/07/2007,70.1,71.8,69,69.75,199400
27/07/2007,72.6,72.6,68.5,70.2,168319
26/07/2007,74.4,74.75,72.5,73.3,105536
25/07/2007,74,76.9,73.3,73.65,247369
24/07/2007,76,77,74.1,74.35,225546
23/07/2007,75.55,77.9,74.75,75.65,344524
20/07/2007,77.25,78.95,74.05,76.95,894727
19/07/2007,76.2,77,75,76.1,313763
18/07/2007,75.1,75.65,72.9,74.9,275642
17/07/2007,75,79,74.65,75.1,707484
16/07/2007,72,75.2,71.45,74.6,428352
13/07/2007,74.9,75,71.05,71.55,248124
12/07/2007,70.95,74.5,70,73.65,517825
11/07/2007,69,72,68.25,70.15,120455
10/07/2007,71.15,71.15,68.9,69.15,67251
09/07/2007,69.55,72,69.55,70.7,150533
06/07/2007,69.9,72.2,69.5,70,117214
05/07/2007,70.75,70.95,69,70.05,104902
04/07/2007,71.5,71.55,69.5,70.25,68601
03/07/2007,72,72.25,71,71.5,117532
02/07/2007,71.2,72,70.5,71.4,129436
29/06/2007,72.4,72.9,70.15,70.95,171342
28/06/2007,69.9,72.4,69,71.65,579312
27/06/2007,67.5,69.7,66.6,68.9,158247
26/06/2007,65.1,68,65.1,67.05,77858
25/06/2007,65.75,68.9,65,67.4,103364
22/06/2007,65.5,67,65.5,66.35,104521
21/06/2007,64,66.75,63.25,65.8,89987
20/06/2007,64.55,66.5,64.55,65.8,139965
19/06/2007,65,65,63.55,64.55,40241
18/06/2007,65.65,65.85,64.05,64.4,66186
15/06/2007,70,70,64.55,64.9,139773
14/06/2007,63.8,65,62.3,64.45,128651
13/06/2007,61.65,63.25,61,62.05,102564
12/06/2007,62.4,63.7,60.2,61.15,220736
11/06/2007,67,67.8,62,62.35,289100
08/06/2007,67,67,65,65.3,118232
07/06/2007,67,68.5,67,67.4,83069
06/06/2007,69,70,66.9,67.35,161660
05/06/2007,69.35,70.5,68.5,68.65,219353
04/06/2007,70,71.6,69,69.8,182316
01/06/2007,70.2,72,67.9,68.45,321585
31/05/2007,74.45,74.45,67.6,68.9,547812
30/05/2007,77,77.5,71,72.2,321245
29/05/2007,79,79.5,77.15,77.85,271319
28/05/2007,78,80.5,77.3,78.2,571655
25/05/2007,76.95,78.8,73.5,77.15,331327
24/05/2007,77,77.45,73.8,74.45,209357
23/05/2007,77,79.9,76.1,76.65,1170345
22/05/2007,71.7,77.4,70.75,75.5,846559
21/05/2007,70.55,73.5,70.25,71.4,212215
18/05/2007,70.3,71.8,70,70.25,110803
17/05/2007,75,75,71.75,71.95,238777
16/05/2007,68.2,74.5,67.2,73.85,1023341
15/05/2007,67.5,68,67,67.6,57671
14/05/2007,68,68.65,67.1,67.45,67136
11/05/2007,67.45,68.5,66.5,67.35,62807
10/05/2007,70,70.35,67.6,68.05,86855
09/05/2007,70,70.35,68.5,69.25,96063
08/05/2007,69,72,68.55,69.5,490004
07/05/2007,66.95,70.9,66.3,68.3,262522
04/05/2007,67.25,68.4,66.1,66.5,48750
03/05/2007,67.1,69,67.1,67.75,57673
30/04/2007,66.85,67.95,65.65,67.25,53005
27/04/2007,67.95,68.85,66.5,67,79171
26/04/2007,70.45,70.65,68.3,68.75,133638
25/04/2007,71,71.85,69,69.6,240944
24/04/2007,70.5,73.05,69.05,70.4,535047
23/04/2007,66.75,70.5,65.35,69.05,733359
20/04/2007,67.2,67.25,65.15,65.5,56453
19/04/2007,63.6,67.4,63.1,65.8,111875
18/04/2007,64.4,65.5,63.55,64.4,118437
17/04/2007,65.25,66,63.1,63.35,71190
16/04/2007,64.6,65.7,64.55,64.95,86661
13/04/2007,63.9,64.8,63.25,64.4,143483
12/04/2007,62.5,63.9,62,63.2,118261
11/04/2007,61.3,64.5,61.2,63.6,274606
10/04/2007,60.25,61.5,59.9,61.25,285700
09/04/2007,58.55,60,58.25,59.1,140449
05/04/2007,58.7,59.4,57.3,57.6,209624
04/04/2007,58,60.7,57.1,57.6,241017
03/04/2007,57.6,58.35,56.55,56.9,66919
02/04/2007,59.9,59.9,57,57.6,45651
30/03/2007,59.4,59.75,58.4,59.2,48164
29/03/2007,59,59.4,58.1,58.35,29820
28/03/2007,59.3,59.8,57.4,57.7,60275
26/03/2007,60,61.4,59,59.15,63561
23/03/2007,60.25,62,59.7,60.05,71156
22/03/2007,61,62,60.65,60.9,36235
21/03/2007,61,62.95,60.05,60.6,93138
20/03/2007,62,62,60.1,60.55,29576
19/03/2007,62,62.65,60.5,61,31815
16/03/2007,61.5,62.8,59.75,61.65,65555
15/03/2007,62,62.9,61,61.25,28088
14/03/2007,57.55,62.5,57.5,61,63261
13/03/2007,62.45,63.9,60.6,63.5,100076
12/03/2007,60,62,59.25,61.4,73420
09/03/2007,61.5,61.5,58.65,59.1,56044
08/03/2007,61,61,57.8,59.75,98296
07/03/2007,64,64,58.55,59.55,69119
06/03/2007,64.3,64.3,59.1,62.15,123516
05/03/2007,64,64.5,60.55,60.85,102946
02/03/2007,66.25,66.95,65,65.3,78952
01/03/2007,68,68.2,65.8,66.7,79129
28/02/2007,66,69.25,65,67.95,193564
27/02/2007,68.35,71.25,68.35,68.9,196947
26/02/2007,66.75,68,66,67.3,70709
23/02/2007,68.75,68.9,65.25,66.1,113122
22/02/2007,69.4,70,67.4,68,59510
21/02/2007,70,70.4,69.1,69.55,68829
20/02/2007,72,72.4,69.75,70.05,54002
19/02/2007,71,72.7,71,71.65,82550
15/02/2007,70.9,71.9,70.5,71.45,95232
14/02/2007,69,69.9,67.15,69.45,88482
13/02/2007,70,71.5,68.55,69.45,121338
12/02/2007,76.8,76.8,69.05,69.65,119703
09/02/2007,74.35,74.9,71.6,72,88935
08/02/2007,75,75.4,73.5,73.85,84203
07/02/2007,76.1,76.9,73.1,74.6,116634
06/02/2007,76.85,78.35,75.55,76.05,201033
05/02/2007,74.5,77.65,72.7,76.05,374948
02/02/2007,75,75.4,70,73.45,190983
01/02/2007,76,77,74,74.2,89372
31/01/2007,77.25,77.85,75.05,75.2,82906
29/01/2007,77,79,76.5,77.05,282637
25/01/2007,77,80.8,75.4,76.45,127614
24/01/2007,77,77.8,75.8,76.15,86189
23/01/2007,77.5,78.5,75.55,76.6,117503
22/01/2007,78,79.8,77.2,77.45,134083
19/01/2007,79,79.75,76.25,77,144585
18/01/2007,79.5,81.4,78.1,78.5,276879
17/01/2007,79.95,80,78.5,78.85,152373
16/01/2007,81,81.2,79,79.35,255913
15/01/2007,80,82,78.7,80.55,397756
12/01/2007,80,82,78.8,79.85,506535
11/01/2007,77.75,80,76.7,79.35,481405
10/01/2007,79,79.9,76.55,76.9,341209
09/01/2007,80.75,83.35,79,79.85,941693
08/01/2007,77.1,81.55,76.55,79.65,1113697
05/01/2007,80,80.5,76.55,77.25,624907
04/01/2007,74,82.3,73,79.65,2186571
03/01/2007,75,75,73,73.6,172117
02/01/2007,75,75.75,73.6,74,301305
29/12/2006,69.7,75.5,68.25,72.85,616235
28/12/2006,71.75,72,69,69.4,262969
27/12/2006,73,73,70.4,70.9,298399
26/12/2006,73,73,71.5,72.5,231077
22/12/2006,72.1,73.6,71.5,72.05,307347
21/12/2006,73.7,74.75,71.6,72.7,580749
20/12/2006,73.05,73.7,71.15,72.6,506132
19/12/2006,75,75.6,71,72.25,406617
18/12/2006,76,76.4,73.1,75.45,636459
15/12/2006,75.4,78.6,75.3,75.55,666952
14/12/2006,73.6,77,72.25,75.25,1022030
13/12/2006,70.65,73.5,66.8,72.05,931808
12/12/2006,76,76,69.1,70.45,820712
11/12/2006,80.4,80.95,75,75.5,972041
08/12/2006,78,83.6,77.55,80.75,2514833
07/12/2006,81.2,81.9,77.6,78.3,846908
06/12/2006,84.3,85.5,80.2,80.95,1378925
05/12/2006,86.9,87.85,83.75,84.1,2225893
04/12/2006,84.5,88.2,84.5,85.25,2532584
01/12/2006,85.5,90.65,82.15,84,5465074
30/11/2006,90,99.3,83.5,84.5,9584790
29/11/2006,72,85.2,71.25,85.2,6238950
28/11/2006,45,76.9,45,71,11220431
