Date,LUPIN-EQ O,LUPIN-EQ H,LUPIN-EQ L,LUPIN-EQ C,LUPIN-EQ V
06/02/2015,1578.1,1588,1552.8,1567.7,234610
05/02/2015,1580,1610,1559.15,1578.3,497609
04/02/2015,1558.9,1600,1550.05,1579.65,450821
03/02/2015,1562.75,1577,1523,1546.35,808855
02/02/2015,1587,1606,1545.15,1554.7,541843
30/01/2015,1555,1591.15,1545,1585.3,648933
29/01/2015,1535.7,1562.95,1521,1554.55,1189408
28/01/2015,1521.9,1533.5,1501.8,1515.5,643871
27/01/2015,1489,1529.4,1475.55,1524.25,641940
23/01/2015,1524.45,1524.45,1470,1489.45,617287
22/01/2015,1495,1519.75,1483,1503.45,800501
21/01/2015,1479,1488.4,1461.5,1484.8,388480
20/01/2015,1473.6,1479.8,1454,1475.7,370117
19/01/2015,1431,1467.5,1430,1463.5,390371
16/01/2015,1433,1448,1426,1428.05,236647
15/01/2015,1438,1459.5,1395.8,1437.15,433511
14/01/2015,1431,1438,1410,1423.35,184846
13/01/2015,1432.2,1451,1421,1433.05,340354
12/01/2015,1422.65,1435,1415.7,1431,218007
09/01/2015,1411,1425.5,1405.5,1420.7,317299
08/01/2015,1385,1412.85,1380,1407.95,340287
07/01/2015,1395.85,1401.6,1365.35,1377.6,483850
06/01/2015,1425,1428.95,1386.3,1395.85,405597
05/01/2015,1434.15,1441.65,1425.25,1430.3,211101
02/01/2015,1435,1442.5,1428.05,1432.3,247162
01/01/2015,1428.4,1435.8,1424.1,1429.2,119605
31/12/2014,1440,1441.25,1422,1427.95,271892
30/12/2014,1434.05,1440.9,1408.35,1427.8,251311
29/12/2014,1424.9,1436.95,1414.6,1432.5,292338
26/12/2014,1407,1416,1392.05,1406.95,229737
24/12/2014,1442.4,1445,1394.3,1401.1,1224810
23/12/2014,1445,1462.6,1431.2,1437.8,390376
22/12/2014,1420.1,1444.9,1411.75,1441.2,395409
19/12/2014,1430.35,1439.8,1413.2,1418.05,282663
18/12/2014,1400,1429.75,1393,1425.55,332980
17/12/2014,1416.8,1424.95,1342.4,1392.55,853528
16/12/2014,1436.05,1447,1418,1425.25,376895
15/12/2014,1452,1458.65,1437.5,1445.9,279748
12/12/2014,1460,1464.9,1444,1449.85,456844
11/12/2014,1431.15,1446.5,1417.85,1437.05,409155
10/12/2014,1422,1450,1422,1431.15,458687
09/12/2014,1457.1,1466.95,1419.9,1432.5,507221
08/12/2014,1475.1,1478.75,1452,1456.3,164032
05/12/2014,1489.9,1494.75,1470.75,1474.25,173494
04/12/2014,1475,1493,1468.5,1481.9,450303
03/12/2014,1480,1483,1465,1470.1,354695
02/12/2014,1461.1,1480.85,1454.6,1477.9,281374
01/12/2014,1480.45,1497.5,1456.55,1460.85,494358
28/11/2014,1460,1484.5,1450,1480.45,435077
27/11/2014,1444,1456.4,1431,1448.9,713124
26/11/2014,1461.45,1467,1436.5,1440.4,469285
25/11/2014,1470,1474.5,1430.3,1456.1,387006
24/11/2014,1490.15,1495,1458.75,1473.3,734419
21/11/2014,1475,1479.5,1452.15,1463.25,348256
20/11/2014,1451.9,1472,1451,1468.6,409909
19/11/2014,1450,1462.9,1441,1449.35,260270
18/11/2014,1448,1468.7,1438.7,1447.65,372850
17/11/2014,1442.1,1456,1429,1446.45,441497
14/11/2014,1439,1455,1431.25,1443.95,406294
13/11/2014,1425,1458.75,1425,1438.2,762149
12/11/2014,1437.35,1438.4,1417.8,1422.9,320608
11/11/2014,1439,1441.8,1421.25,1430.4,396272
10/11/2014,1426.9,1444.9,1409.6,1430.95,786465
07/11/2014,1388.25,1426.3,1377.35,1419.35,750476
05/11/2014,1364,1390,1359,1381.3,553093
03/11/2014,1371,1377.85,1356.05,1359.35,474333
31/10/2014,1351,1375,1351,1369.05,556462
30/10/2014,1361,1369.05,1341.5,1345.3,691683
29/10/2014,1365,1375,1346.75,1356.4,817502
28/10/2014,1400,1408.8,1320,1357.55,2807638
27/10/2014,1395,1398,1380.1,1393.25,312500
23/10/2014,1397.95,1397.95,1385.2,1390.85,62612
22/10/2014,1374.85,1390.05,1361.65,1388.9,380637
21/10/2014,1387.9,1399.2,1350.1,1367.75,501834
20/10/2014,1359,1392.3,1346.4,1386.8,503806
17/10/2014,1318,1352.5,1307.2,1347.15,441684
16/10/2014,1320,1345,1307.65,1318.9,366995
14/10/2014,1333.1,1347.9,1321.7,1330.45,626935
13/10/2014,1335,1366,1317.8,1327.25,824107
10/10/2014,1332.1,1340,1320,1328.05,460552
09/10/2014,1330,1356.3,1327,1338.3,612969
08/10/2014,1368,1375.8,1320.05,1331.25,602530
07/10/2014,1381.15,1392.85,1364.9,1368.05,290648
01/10/2014,1389,1402,1379.9,1386.8,336948
30/09/2014,1398,1405,1384,1395.65,275329
29/09/2014,1376.1,1401.65,1374.4,1395.95,270522
26/09/2014,1355.05,1389.9,1355.05,1379.55,355127
25/09/2014,1358,1391.8,1350.9,1361.7,884330
24/09/2014,1354.5,1375,1343,1367.25,571982
23/09/2014,1398,1398,1351,1357.15,577525
22/09/2014,1399.95,1414,1376.1,1390.3,423206
19/09/2014,1380,1411.9,1365.55,1400.85,615969
18/09/2014,1375.5,1390.4,1360,1377.5,437574
17/09/2014,1380,1394.4,1340.55,1364.7,588363
16/09/2014,1427,1442.15,1350,1360.9,1175412
15/09/2014,1359,1424,1351.8,1415.9,800761
12/09/2014,1315.1,1365,1306.8,1359,434514
11/09/2014,1350,1351.85,1315.6,1319.05,341216
10/09/2014,1354,1360,1337.3,1343.3,249973
09/09/2014,1338,1354,1329.85,1348.1,226047
08/09/2014,1335.05,1346.4,1329.45,1338.45,418635
05/09/2014,1323,1331.45,1315,1328.25,285747
04/09/2014,1315,1332.9,1308.55,1325.7,426180
03/09/2014,1308,1320,1296.05,1312.6,454741
02/09/2014,1285,1322.8,1284,1308.6,512749
01/09/2014,1290,1299,1280.2,1289.85,450416
28/08/2014,1294.45,1300,1280,1285.4,588523
27/08/2014,1290.9,1308,1286.3,1289.65,484774
26/08/2014,1266.8,1292,1258.4,1288,397132
25/08/2014,1250.6,1267,1245.7,1263.35,294421
22/08/2014,1246.9,1256.85,1231.1,1250.55,343719
21/08/2014,1235.15,1247.3,1230.05,1237.7,293502
20/08/2014,1218,1251.6,1212,1246.05,625778
19/08/2014,1200.5,1220.4,1194.6,1218,394599
18/08/2014,1184.55,1205.5,1182.35,1201.3,401204
14/08/2014,1169.75,1191.8,1165.5,1183.4,525027
13/08/2014,1164,1175,1156.9,1164.75,312261
12/08/2014,1155.15,1171,1152.05,1164.7,543600
11/08/2014,1167,1171.7,1155,1158.85,330990
08/08/2014,1153,1171.8,1107.3,1160.45,482120
07/08/2014,1170,1176.35,1150.55,1161.65,431903
06/08/2014,1168.25,1184.45,1164,1166.2,370998
05/08/2014,1183.45,1189.9,1168.05,1176.5,297603
04/08/2014,1168,1184.9,1168,1177.6,280532
01/08/2014,1173.25,1200,1157.05,1165.4,755393
31/07/2014,1184.8,1210.5,1157.2,1181.75,1779924
30/07/2014,1128.4,1192.45,1112.6,1173.5,2127298
28/07/2014,1129.9,1139,1110.1,1118.65,334086
25/07/2014,1095.9,1134.6,1095.9,1129.9,676670
24/07/2014,1093.5,1107,1077.3,1094.4,343726
23/07/2014,1104.1,1110.5,1085.5,1091.15,402682
22/07/2014,1082.5,1105,1081,1097.3,599752
21/07/2014,1088,1093.7,1076.1,1082.2,270451
18/07/2014,1092,1094.9,1078.9,1088,264738
17/07/2014,1060,1095,1060,1091.65,441512
16/07/2014,1052.15,1072.45,1050.5,1064.45,456972
15/07/2014,1060,1062.35,1046.5,1056.25,481715
14/07/2014,1045,1065.95,1042.45,1057.9,305994
11/07/2014,1029.3,1071,1025,1053.25,516788
10/07/2014,1028.35,1054.9,1014,1039.45,490532
09/07/2014,1058.7,1068.95,1021.1,1038.4,415780
08/07/2014,1075,1094.3,1040.85,1058.7,357539
07/07/2014,1095,1095.2,1072.8,1078.1,306694
04/07/2014,1082.05,1104,1082.05,1088.45,486465
03/07/2014,1075,1091.9,1070.55,1082.05,395486
02/07/2014,1051.25,1079.2,1045.5,1074.2,457145
01/07/2014,1051,1062.9,1038,1049.55,347061
30/06/2014,1050,1058.9,1041.6,1048.05,377580
27/06/2014,1029,1053.8,1029,1048.35,540528
26/06/2014,1030,1037.45,1015.25,1028.6,692943
25/06/2014,1005.5,1032.5,1005,1023.8,704156
24/06/2014,1014,1016.05,1004,1009.2,342175
23/06/2014,1004,1017.15,1000.6,1011.05,399255
20/06/2014,1013,1015.55,991,999.45,331860
19/06/2014,1007,1019,998,1011.3,756707
18/06/2014,979,1006,974,999.15,696408
17/06/2014,972.1,984,972.1,976.35,305720
16/06/2014,985,990,967.75,971.85,472113
13/06/2014,990,994.5,974.65,983.4,289493
12/06/2014,984,993.9,968,988.65,445715
11/06/2014,983.3,992.8,970.35,980.4,677391
10/06/2014,963.6,981.45,960,976.2,801246
09/06/2014,955,969.45,954,957.6,632464
06/06/2014,928.5,952.2,927.45,947.7,636357
05/06/2014,925,934,920.15,926.85,366156
04/06/2014,917.15,927.3,913.05,924.65,266076
03/06/2014,930,930,913.7,915.7,305188
02/06/2014,937.5,941.95,919,921.95,327804
30/05/2014,918.5,939.05,916.55,935.95,428295
29/05/2014,933.9,939.85,915.1,920.9,726439
28/05/2014,921.9,935,921,929.7,611134
27/05/2014,905,929.45,905,919.45,647189
26/05/2014,924,925.05,902.6,909.4,721571
23/05/2014,927.35,932,920.7,923.85,456261
22/05/2014,929,938,916.25,927.5,380200
21/05/2014,934,939,925,928.7,438104
20/05/2014,915,947.6,915,929.8,549852
19/05/2014,960,967.1,905,914.3,1005532
16/05/2014,951.2,981.9,945,958.65,877158
15/05/2014,967.25,973.7,938.7,953.35,612557
14/05/2014,966,983.45,964.75,965.9,476141
13/05/2014,968,969.9,955,965.1,509209
12/05/2014,974.8,977.15,951.25,959.05,557974
09/05/2014,980,987,964.05,966,578999
08/05/2014,995,999,964.6,979.3,909150
07/05/2014,1008,1023,985.5,990,1665717
06/05/2014,1000.6,1009,991,1002.35,482621
05/05/2014,1011.15,1020,993.25,997.9,362209
02/05/2014,994,1019.9,988.1,1010.1,598129
30/04/2014,997.2,1010,982.3,989.6,321901
29/04/2014,1006,1007.9,981.15,991.2,305959
28/04/2014,990.25,1014,990.25,999.35,749021
25/04/2014,990,995.8,978,992.3,339271
23/04/2014,982,1001.7,976.05,986.7,1468425
22/04/2014,960,985,955,982.6,601636
21/04/2014,959.8,964,950.1,956.9,262571
17/04/2014,946.7,963.8,946.7,955.65,469473
16/04/2014,945.05,957,940.1,952.7,496943
15/04/2014,950,955,938.7,942.25,427727
11/04/2014,954,964.45,945.3,948.25,441236
10/04/2014,985,985,950,954,506174
09/04/2014,967.9,983,960.75,973.4,473382
07/04/2014,978,986.8,958,960.75,415541
04/04/2014,980.9,992.7,970.55,977.1,587034
03/04/2014,965,983.7,954,978.35,526534
02/04/2014,949.75,969.7,943,958.8,584853
01/04/2014,939.8,949.2,933.2,945.1,352819
31/03/2014,956.2,956.2,920,933.15,491008
28/03/2014,939,955,930.3,947.25,457335
27/03/2014,942,946,923,933.95,1469119
26/03/2014,968,970,929.1,936.75,742483
25/03/2014,956.7,967,952.8,963.75,458888
24/03/2014,952.1,959.35,947.6,953.5,312312
21/03/2014,944.7,952.4,940,944.65,402387
20/03/2014,945,958.75,937.25,940.8,442705
19/03/2014,934.9,949.65,932,944.65,389030
18/03/2014,948,951.35,927,930.05,483624
14/03/2014,948.75,958.5,942.2,944.55,259043
13/03/2014,965,970,946,948.7,423351
12/03/2014,963,974.9,959.1,961.05,272280
11/03/2014,960.9,972.7,953.15,963.35,371977
10/03/2014,974,979.75,954,958.25,520690
07/03/2014,988,993.3,952.4,966.3,682576
06/03/2014,990,993.95,974.65,982.8,423931
05/03/2014,994.6,999.65,983,988.85,346674
04/03/2014,982.15,1003.7,980,988.95,572393
03/03/2014,998,1002,976.55,982.75,382069
28/02/2014,951.5,1002.4,951,995.45,1048807
26/02/2014,958.6,967.1,948,960.15,651964
25/02/2014,959.8,968.4,951.2,953.55,462199
24/02/2014,937,958.4,931.3,956.2,551076
21/02/2014,943,950.75,933.25,935.8,472259
20/02/2014,944,948.4,935.2,937.45,392575
19/02/2014,920.7,944.45,920.1,942.15,459407
18/02/2014,920,931,915.45,922.75,378643
17/02/2014,900,917.65,899.25,914.3,286071
14/02/2014,895.95,907,892.65,901.35,293287
13/02/2014,904.5,908.5,889.05,894.05,832679
12/02/2014,915.3,920.9,907.75,910,193919
11/02/2014,926.2,926.25,910.2,913.2,244057
10/02/2014,923.1,930.9,917.8,924.55,330829
07/02/2014,912.95,923.55,911.15,919.3,457267
06/02/2014,916,922.7,902.65,908.95,367874
05/02/2014,915,923,908.3,915.45,437272
04/02/2014,925,932.15,906.55,912.05,1509197
03/02/2014,882,925,882,921.8,2556001
31/01/2014,874,891.4,865.55,881.9,498201
30/01/2014,871,883.9,855.4,869.85,1528982
29/01/2014,879.3,888.5,862,866.25,697874
28/01/2014,900,901.05,871.75,876.25,527276
27/01/2014,908,917.9,892,896.4,445043
24/01/2014,920,927.8,908.1,913.75,252879
23/01/2014,927.1,937.65,915.25,921.9,317591
22/01/2014,910.05,932,902.4,926.95,562966
21/01/2014,910.25,915.9,905.35,907.5,321629
20/01/2014,911.35,917.45,901.75,909.85,257266
17/01/2014,916,924.45,905.15,909.35,251215
16/01/2014,934.7,934.7,912.3,916,310138
15/01/2014,935.4,936.85,923,925.25,269325
14/01/2014,926.4,939,915.3,934.35,251163
13/01/2014,936.75,947.55,891.7,919.95,914950
10/01/2014,935.95,949.6,933.55,936.75,488575
09/01/2014,940,945,930.5,934,676550
08/01/2014,936.2,947.5,931.4,938.35,346294
07/01/2014,943,949.7,927,932.9,476144
06/01/2014,935.6,950.95,934.15,938,718304
03/01/2014,905,940.75,896.1,932.9,745502
02/01/2014,918.5,921.85,901.1,906,278407
01/01/2014,916.5,925.9,911,916.5,520076
31/12/2013,908,913.7,903.15,908.15,217813
30/12/2013,910.85,915,900.8,905.95,417163
27/12/2013,908.9,913.8,900.85,906.1,331279
26/12/2013,920.95,928.5,902.3,907,853428
24/12/2013,908.65,929.8,908.65,918.95,499342
23/12/2013,914.15,924.05,908,910.95,464652
20/12/2013,907.05,925,905.7,920.5,628570
19/12/2013,896.5,919.5,887.1,909.65,1162970
18/12/2013,890,899,881,891.7,990921
17/12/2013,879.5,888,874.4,880.95,491757
16/12/2013,871.3,879.4,863.4,874.95,598762
13/12/2013,876.7,883.95,867,869.7,587606
12/12/2013,872,881.9,868.6,878.3,532592
11/12/2013,874.3,883.25,867.95,875.5,661771
10/12/2013,853.9,874.5,853.9,872.3,572411
09/12/2013,869,870,851.65,852.9,418169
06/12/2013,856.1,866.2,855.1,857.85,313447
05/12/2013,874,877,852.65,854.05,465295
04/12/2013,872,876.2,864,866.2,314951
03/12/2013,877.6,888,867.3,870.4,660005
02/12/2013,854.25,879,854.25,876.6,589448
29/11/2013,852,868,852,855.85,435992
28/11/2013,855,862.5,851.5,854.6,468642
27/11/2013,870,871.3,852,855.45,310575
26/11/2013,849,869,848.05,865.25,469263
25/11/2013,853.55,858.7,845.2,850.6,424859
22/11/2013,846.3,857,845.15,850.85,606827
21/11/2013,857.9,857.9,840.4,845.9,554605
20/11/2013,870,875,856,858.35,358765
19/11/2013,858,875.95,858,867.95,347908
18/11/2013,870.15,874,858.45,863.9,522271
14/11/2013,873,879.95,864.3,867.05,334217
13/11/2013,875,885.5,868.05,874.7,424595
12/11/2013,885,890,870.5,873.5,591526
11/11/2013,888.7,891,881.15,884.1,481072
08/11/2013,878,893.7,877,884.15,623749
07/11/2013,878,888,872.75,876.45,419460
06/11/2013,875,884,868,874.1,629697
05/11/2013,883,887.75,868,874.35,400982
01/11/2013,881,896.95,881,882.15,482420
31/10/2013,901.15,907.85,885,887.9,983638
30/10/2013,895,910.9,895,902.1,1452805
29/10/2013,868.4,894.55,867.5,889.4,739114
28/10/2013,890,896.5,872.1,876.45,547382
25/10/2013,900.55,904,882.4,889.5,623772
24/10/2013,911.05,916.9,902.85,905.65,526762
23/10/2013,924,924.75,905.2,910,360349
22/10/2013,914,925,910.1,916.5,579494
21/10/2013,909.8,919.4,903,913.05,631947
18/10/2013,902.45,913.4,898.4,904.5,690362
17/10/2013,905.1,915,892.8,896.2,651712
15/10/2013,916,925.55,897.65,899.95,905093
14/10/2013,927,933.8,902.25,907.7,922900
11/10/2013,942,945.65,917.7,921.75,656989
10/10/2013,917,940.95,917,937.55,1192520
09/10/2013,889,919,886.65,914.5,1127539
08/10/2013,899,899,885,890.2,570058
07/10/2013,880,898.5,880,895.25,874645
04/10/2013,862.05,886.8,856.4,878.85,961941
03/10/2013,850.5,867,849.85,861.2,774253
01/10/2013,860,864,846,851.55,579247
30/09/2013,855,869.9,850.25,855.85,653184
27/09/2013,863,864.75,849,853.5,709669
26/09/2013,859,872.6,852.45,856.55,1056398
25/09/2013,854,863.5,845.2,858.7,541064
24/09/2013,857.9,869,852.5,854.3,748805
23/09/2013,870,879,847.2,853.8,674989
20/09/2013,858,873.9,853.05,868.4,1141032
19/09/2013,844.8,854,838.15,849.9,1005261
18/09/2013,847.1,847.1,832.7,836.45,780287
17/09/2013,842,848,835,839.9,892526
16/09/2013,873.3,878.4,835,836.25,1218752
13/09/2013,867.55,880,856.15,861.35,766561
12/09/2013,870,875.6,858.85,866.25,814251
11/09/2013,841.9,861.45,837.25,859.05,944786
10/09/2013,846,852,826.2,834.6,1396368
06/09/2013,864.5,866.65,836.1,839.3,1118687
05/09/2013,882.9,896,850.05,854.6,1091745
04/09/2013,841,881,835.5,878.05,1707483
03/09/2013,825,846,817.1,840.4,2171235
02/09/2013,802,827.95,798.45,819.85,1321343
30/08/2013,815,831,785,796.2,3381746
29/08/2013,775,813.8,770.2,808.85,1338959
28/08/2013,754.4,773.05,742.55,769.3,1422374
27/08/2013,768.75,779.95,753,756.95,855928
26/08/2013,798.9,802.2,767.15,774,860378
23/08/2013,781,800,769.9,789.15,1232937
22/08/2013,760,791.05,754,777.1,1746941
21/08/2013,790,795.75,762.3,768,1087227
20/08/2013,785,788.95,760.35,777.25,1474865
19/08/2013,824.4,828.15,767.45,793.8,1734728
16/08/2013,843.7,848,808,817.55,1152273
14/08/2013,840.05,859,835,847.4,1021857
13/08/2013,825.8,848,816.2,838.8,755514
12/08/2013,806,827.9,805,820.05,1150229
08/08/2013,789,825.4,781.8,801.35,4774315
07/08/2013,893.9,894.35,820,828.3,2674199
06/08/2013,894,896.55,879.55,887.55,736072
05/08/2013,897.85,903.5,883,895.45,917608
02/08/2013,881.7,894.5,869,890.95,910884
01/08/2013,879.7,889,858.5,873.85,1319250
31/07/2013,841,876.8,840,871.15,977389
30/07/2013,858.1,866.3,832.4,840,727208
29/07/2013,854.85,866.9,838,855.9,662964
26/07/2013,876.9,876.9,842.65,854.85,903163
25/07/2013,875,879.3,856.65,864.75,1473595
24/07/2013,883.5,895.5,863.8,870.15,686761
23/07/2013,899,903.1,875.6,881.25,695102
22/07/2013,900.25,906,887.3,890.35,519599
19/07/2013,891.4,907.95,891.15,899.2,1014527
18/07/2013,881.5,905,876.55,890.4,1551165
17/07/2013,877.7,881.7,870.95,874.95,689569
16/07/2013,869,885.75,869,874.45,593860
15/07/2013,869,892.7,868.85,875.3,802677
12/07/2013,875,876.15,857.05,869.2,580640
11/07/2013,868,875,863.2,868.35,798874
10/07/2013,837.55,865.95,837.4,860.85,1283512
09/07/2013,832.05,846.5,829.7,835.5,1175253
08/07/2013,836.65,846.55,824.15,828.05,1247631
05/07/2013,850.1,854.6,833,835,1291274
04/07/2013,830.3,854,830.3,850.65,1475216
03/07/2013,802.4,833.8,797.4,830.45,1636869
02/07/2013,776.5,812.6,776.5,801.2,1390857
01/07/2013,781.45,787.6,773.05,777.15,510105
28/06/2013,776.5,787,775.5,781.45,908418
27/06/2013,769,779.95,754.1,771.95,1475132
26/06/2013,776,784.8,756.1,760.05,903162
25/06/2013,799,799.4,769.9,773.9,728688
24/06/2013,778,800,778,796.75,1294727
21/06/2013,780,793.8,775,787.45,709797
20/06/2013,790,790,769.2,780.1,1023383
19/06/2013,788,804.85,787,795.25,988103
18/06/2013,788,798.9,783.05,790.35,645194
17/06/2013,782.05,798.6,782.05,788.95,798983
14/06/2013,760,787.15,758.9,783.45,1436131
13/06/2013,768.05,780.9,756.25,761.15,753197
12/06/2013,755.1,776,754.55,771.05,668182
11/06/2013,755.2,765.7,751,756.5,551951
10/06/2013,765.1,770,756.9,761.3,562121
07/06/2013,747,773,747,762,857998
06/06/2013,766,766.05,748.95,753.3,799872
05/06/2013,773,773.8,757,766.05,866228
04/06/2013,760,773.9,753.1,769.35,1428986
03/06/2013,744.95,761.45,742.5,753.25,835591
31/05/2013,767.2,767.25,730,737.7,4605740
30/05/2013,762,771.5,757.15,765.45,983487
29/05/2013,747.8,774.5,747.8,762.85,974942
28/05/2013,762,771,750.7,754.45,1133668
27/05/2013,770,772.75,747.3,759.15,1353058
24/05/2013,747.8,776,747.25,769.65,1161692
23/05/2013,768,768,743.1,747.8,692504
22/05/2013,774,778.95,758,768.4,1238096
21/05/2013,764.25,785.9,763.35,768.45,936235
20/05/2013,808.8,808.8,762,768.35,3615344
17/05/2013,805.9,807.9,791.4,803.6,1729683
16/05/2013,780.25,811,764.6,806.9,1775866
15/05/2013,755.05,784.8,755.05,782,1593268
14/05/2013,753.25,766.9,750,751.25,1195423
13/05/2013,768,771.85,748.6,752.75,1058773
10/05/2013,726,747,721,742.4,1237764
09/05/2013,735.8,738.45,717.6,725.75,871371
08/05/2013,720.05,738.8,720,730.8,3109642
07/05/2013,699.35,719.95,699.35,714.6,810892
06/05/2013,702,711,695.2,698.5,291779
03/05/2013,698.05,712.95,698,705.6,521803
02/05/2013,700.1,707.95,694.2,697.15,613966
30/04/2013,687.05,704.8,682.35,702.6,588630
29/04/2013,692,698,684.15,686.6,510632
26/04/2013,691.9,692.5,679.3,685.2,353904
25/04/2013,682,699,678.55,691.35,1064826
23/04/2013,685,685,675.05,680.1,387500
22/04/2013,673,686,671.1,683.4,845672
18/04/2013,677.35,685.9,668.4,671.85,707277
17/04/2013,661,680,655,672.35,895638
16/04/2013,658,661,648.3,657.7,411034
15/04/2013,658,670,653.55,657.45,1361637
12/04/2013,649,662.85,641.6,659.8,1199496
11/04/2013,625.95,649,624,646,1520252
10/04/2013,613.25,626.35,611.75,624.2,896625
09/04/2013,619.2,624.95,605.5,610.35,523408
08/04/2013,619,624,613.45,619.45,479466
05/04/2013,629.95,634.45,614.35,618.2,409353
04/04/2013,632.25,640.55,626,629.15,1079640
03/04/2013,639.9,642.5,631.95,634.45,475188
02/04/2013,632.15,645,631.15,636.75,387302
01/04/2013,629,639.8,624.15,631.1,327668
28/03/2013,624,637.2,619,628.55,922475
26/03/2013,631,631,615.5,620.75,664778
25/03/2013,629.25,639.3,626.45,630.6,739467
22/03/2013,626,633.6,619.2,627.5,726480
21/03/2013,628.15,631.95,619.95,624.75,1053906
20/03/2013,621.15,631,620.5,626.05,1472272
19/03/2013,616,622.95,611.15,619.6,2405094
18/03/2013,608.5,620.65,604,614.15,877389
15/03/2013,601.1,614.55,598.1,609.75,886104
14/03/2013,600.35,602.9,595,600.1,621782
13/03/2013,598,603,596.1,600.35,629021
12/03/2013,602.1,604.25,596.45,600,348085
11/03/2013,605.25,608.65,599.4,600.9,618318
08/03/2013,597.2,605.95,593.2,604.2,625114
07/03/2013,594,598.3,589.25,596.45,408102
06/03/2013,599,601.6,591.85,597.9,552390
05/03/2013,593.15,599.4,587.5,596.85,918082
04/03/2013,590.4,600.2,584,593.15,662147
01/03/2013,583,598,567.65,595.1,864125
28/02/2013,600.55,603,580.5,584.95,854183
27/02/2013,599,601.8,585.5,597.8,908078
26/02/2013,611,611,595,597.8,676271
25/02/2013,602.55,612.5,600,610.55,835769
22/02/2013,592,602,585,600.6,525405
21/02/2013,592.5,598.8,590.5,593.9,416881
20/02/2013,602.9,602.9,590,595.75,453225
19/02/2013,595,600.3,590.1,598.55,462595
18/02/2013,585,593.5,581.6,592.55,274516
15/02/2013,585.7,589.8,577.2,587.25,713480
14/02/2013,590.65,597.4,584.2,590.2,569771
13/02/2013,601.3,606.35,592,594.25,753897
12/02/2013,594,607.25,588,605,395035
11/02/2013,597.1,597.1,590.5,594.4,214695
08/02/2013,594.5,600.7,591.9,597.45,450772
07/02/2013,599,604.15,590.4,595,339429
06/02/2013,597,601,593.35,599.3,353395
05/02/2013,597.05,599.4,588.1,594.95,478821
04/02/2013,611,615.7,595,597.05,671708
01/02/2013,607,626,607,609.9,1313166
31/01/2013,603,618.9,599.65,604.3,2318625
30/01/2013,599,600.8,590.25,599.3,687845
29/01/2013,592.35,600.75,592.35,597.25,456066
28/01/2013,602,606,592.5,595.2,367089
25/01/2013,594.85,601.75,587,599.45,814402
24/01/2013,583,593.4,581.4,590.25,580505
23/01/2013,587.05,588,580.9,585.1,681635
22/01/2013,595.1,595.1,582.4,585.15,312789
21/01/2013,585.9,596,585.9,594.65,556483
18/01/2013,588.3,593.7,583.05,588.35,596941
17/01/2013,578.15,588.45,578.15,586.55,870551
16/01/2013,585.5,590.9,578.05,579.9,840202
15/01/2013,577.5,587.1,570.8,583.15,1026273
14/01/2013,588,589.7,576,579.1,1300998
11/01/2013,589.35,591.25,584.5,587.7,612721
10/01/2013,597.9,597.9,581.2,585.05,1225001
09/01/2013,598.75,602,590.25,592.3,546608
08/01/2013,595.1,605,595.1,597.95,633775
07/01/2013,609.6,609.6,597.5,598.8,687589
04/01/2013,608,610.95,602.75,604.5,522833
03/01/2013,618.7,618.7,606.3,608.85,475306
02/01/2013,616.55,619.9,614,614.9,381107
01/01/2013,615.15,621.25,612,614.7,245907
31/12/2012,615,618,612,613.85,234409
28/12/2012,618.25,621.2,608.7,613.5,352876
27/12/2012,616.8,623.5,608.55,613.95,749768
26/12/2012,608,617.6,606,613.1,528302
24/12/2012,601,609.4,600,606.65,441708
21/12/2012,611,611.85,596,598.55,781407
20/12/2012,619.7,622,611.1,614.3,886556
19/12/2012,610.25,623.4,607,616.85,832294
18/12/2012,602,612.75,593.4,609.9,526434
17/12/2012,608.95,612.5,598.25,599.7,566966
14/12/2012,610.1,612.9,599,605.25,668708
13/12/2012,607.1,618,605.5,609.35,838783
12/12/2012,604.65,609.8,600.05,606.65,800601
11/12/2012,603.2,613.95,595.7,600.8,743710
10/12/2012,601.9,609.75,597,604.35,775075
07/12/2012,597.4,602,591.85,598.9,524044
06/12/2012,598,599,586.1,594.7,644209
05/12/2012,596.8,603,589.15,596.35,562841
04/12/2012,585.1,596,585.1,594.3,1424112
03/12/2012,594,598.3,582.1,585.9,607865
30/11/2012,579,594.8,573.05,591,773364
29/11/2012,578,580,571.9,578.15,851127
27/11/2012,566.2,575.8,566.2,574.7,396647
26/11/2012,567.9,567.9,560,565.15,229038
23/11/2012,565,566.5,558.3,560.2,358848
22/11/2012,567.15,570.8,561.05,564.8,683508
21/11/2012,574,574,560.2,563,738357
20/11/2012,567,570.5,558.1,568.15,726075
19/11/2012,581,581,557.1,561.9,712500
16/11/2012,571.05,579,571.05,576.6,697863
15/11/2012,585,585,572,575.95,893742
13/11/2012,589,589.1,582,584,57737
12/11/2012,585,588.25,579.55,585.3,575202
09/11/2012,582,588.7,579.6,584.7,295122
08/11/2012,588,591.65,574.3,583.9,631986
07/11/2012,589,589.9,580.25,588.65,549884
06/11/2012,586.35,589.7,583.3,588.05,770614
05/11/2012,575,587.5,575,583.85,857860
02/11/2012,573.7,580.6,569.6,579.65,1460288
01/11/2012,569.95,569.95,563.65,566.35,686288
31/10/2012,563,572.5,563,566.45,395855
